_TYPE_;_FREQ_;bias1;msen1;leftcov1;rightcov1;power1;bias2;msen2;leftcov2;rightcov2;power2;width1;width2;MSPEN;rmsen1;rmsen2;rmspen;n;ncov;epv;method;truebeta1;truebeta2
0;69770;-0.020667108;0.598919352;0.9898665596;0.9968897361;0.0775559346;0.0202842851;0.6426402169;0.9876592756;0.9880606;0.1118691683;4.1703701019;3.3805608749;;7.7389879957;8.016484372;;100;2;5;Exact;0.6931471806;0.6931471806
0;69770;-0.020667108;0.598919352;0.9809370924;0.9906692084;0.1138757901;0.0202842851;0.6426402169;0.9755192134;0.9789304706;0.1618340524;3.648352623;2.9972076416;;7.7389879957;8.016484372;;100;2;5;Mid-P;0.6931471806;0.6931471806
0;10000;-1.118597754;34.867151882;0.9733;0.9944;0.4777;0.4288514749;18.030814684;0.9748;0.9782;0.1381;2.951721468;2.8665421011;0.766215917;59.048413935;42.462706796;0.8753376017;100;2;5;ML;1.3862943611;0.6931471806
0;10000;0.0156006872;0.5944696017;0.9659;0.9809;0.5086;-0.007462841;0.5730448382;0.9788;0.9685;0.1742;2.8016510969;2.7643068064;0.8794468947;7.710185482;7.5699725109;0.9377882995;100;2;5;Firth;1.3862943611;0.6931471806
0;10000;0.0156019051;0.594470304;0.9659;0.9809;0.5086;-0.00746384;0.573045476;0.9788;0.9685;0.1742;2.8016509949;2.7643066023;0.6761159943;7.7101900365;7.5699767238;0.8222627282;100;2;5;FLAC;1.3862943611;0.6931471806
0;10000;-0.156680122;0.9163377418;0.9773;0.9684;0.4267;0.0254471832;0.6670938887;0.9755;0.9732;0.1709;2.9785478356;2.9125060693;0.7141750709;9.5725531691;8.16758158;0.8450887947;100;2;5;DatAug;1.3862943611;0.6931471806
0;60001;0.4011779275;4.2416296636;0.6254;0.6232;0.3598;0.0756986692;1.9946348815;0.6373;0.62;0.1158;2.6325101167;2.6066541645;;20.595217075;14.123154327;;100;2;5;LXPMLE;1.3862943611;0.6931471806
0;69707;-0.009921093;0.6314195537;0.9866439044;0.9920666801;0.3389234786;0.0241889775;0.6472256755;0.9899578229;0.9874472786;0.0985137578;3.5903334618;3.5159111023;;7.9461912493;8.0450337193;;100;2;5;Exact;1.3862943611;0.6931471806
0;69707;-0.009921093;0.6314195537;0.9762000402;0.9826270335;0.4190600522;0.0241889775;0.6472256755;0.9812211287;0.9778067885;0.1478208476;3.1742095947;3.1126499176;;7.9461912493;8.0450337193;;100;2;5;Mid-P;1.3862943611;0.6931471806
0;10000;0.051894032;20.864581971;0.9746;0.9857;0.8054;0.9290055667;34.348033657;0.9539;0.9735;0.1359;2.874439441;3.0033522894;1.0354029493;45.6777648;58.607195512;1.017547517;100;2;5;ML;2.0794415417;0.6931471806
0;10000;0.0150073701;0.5794127614;0.9744;0.9748;0.8261;-0.01818972;0.6510611162;0.9793;0.9677;0.159;2.7421155605;2.9091324611;1.1631969786;7.6119167193;8.068835828;1.0785161003;100;2;5;Firth;2.0794415417;0.6931471806
0;10000;0.015008848;0.5794136967;0.9744;0.9748;0.8261;-0.018191139;0.6510617851;0.9793;0.9677;0.159;2.7421155652;2.9091324611;0.934344655;7.611922863;8.0688399732;0.96661505;100;2;5;FLAC;2.0794415417;0.6931471806
0;10000;-0.072792298;0.7263647273;0.9824;0.9676;0.77;0.0648832937;0.773896435;0.973;0.9772;0.1636;2.9029249414;3.0949026589;0.9730807135;8.5227033696;8.7971383697;0.9864485356;100;2;5;DatAug;2.0794415417;0.6931471806
0;60001;0.4674188085;3.8409253795;0.6707;0.6485;0.5861;0.0786805814;1.9728220834;0.6692;0.6459;0.1066;2.6279770654;2.7832847772;;19.598278954;14.045718506;;100;2;5;LXPMLE;2.0794415417;0.6931471806
0;69749;0.0347140234;0.6314237194;0.9913689281;0.9883580891;0.6920915295;0.023843093;0.6792584293;0.9922721798;0.9884584504;0.0870132477;3.4994840622;3.8204669952;;7.9462174612;8.2417135917;;100;2;5;Exact;2.0794415417;0.6931471806
0;69749;0.0347140234;0.6314237194;0.9817342433;0.9802288238;0.7596346849;0.023843093;0.6792584293;0.981633882;0.9793255721;0.1339823364;3.094637394;3.3645749092;;7.9462174612;8.2417135917;;100;2;5;Mid-P;2.0794415417;0.6931471806
0;10000;1.3686983454;41.899381472;0.9424;0.9805;0.9438;1.8056204364;60.920231746;0.9177;0.969;0.1464;3.0598878046;3.1049329839;1.3102332268;64.729731555;78.051413662;1.1446541953;100;2;5;ML;2.7725887222;0.6931471806
0;10000;-0.005836459;0.6235736091;0.9809;0.9715;0.9551;-0.001487963;0.6783177879;0.9834;0.9717;0.1384;2.9231167587;3.048427861;1.4501761761;7.8966677091;8.2360050263;1.2042326088;100;2;5;Firth;2.7725887222;0.6931471806
0;10000;-0.005834582;0.6235746184;0.9809;0.9715;0.9551;-0.00148984;0.6783181732;0.9834;0.9717;0.1384;2.9231170522;3.0484276167;1.208329884;7.8966741002;8.2360073655;1.0992405942;100;2;5;FLAC;2.7725887222;0.6931471806
0;10000;-0.040512237;0.6924458844;0.9866;0.9712;0.9329;0.1508626932;0.870524342;0.9748;0.9816;0.1579;3.0839955935;3.2849630639;1.2297843678;8.321333333;9.3301893981;1.1089564319;100;2;5;DatAug;2.7725887222;0.6931471806
0;60001;0.4394290861;3.1395295521;0.7497;0.7081;0.7083;0.0911300162;1.7527454699;0.7322;0.7063;0.0945;2.9091469305;3.0252302611;;17.718717651;13.239129389;;100;2;5;LXPMLE;2.7725887222;0.6931471806
0;69644;0.058439971;0.6256884635;0.9938687305;0.9899487386;0.9022012263;0.0474467161;0.6435670029;0.9933661675;0.9879384863;0.0702583174;3.8841485977;4.1074872017;;7.9100471772;8.0222627913;;100;2;5;Exact;2.7725887222;0.6931471806
0;69644;0.058439971;0.6256884635;0.9858277214;0.9817067042;0.9282339934;0.0474467161;0.6435670029;0.9840184943;0.9799979897;0.1149864308;3.4162521362;3.6018967628;;7.9100471772;8.0222627913;;100;2;5;Mid-P;2.7725887222;0.6931471806
0;10000;-17.63968224;386.8816653;0.9535;1;0.0002;-9.955528E-6;0.2453719615;0.9805;0.9813;0.3338;460641.00889;1.8214344696;0.3330277364;278.16601708;7.0053117208;0.5770855538;200;2;10;ML;-2.772588722;0.6931471806
0;10000;1.2511018483;1.8827424417;0.928;1;0.1934;0.0017941973;0.2158894439;0.9756;0.9754;0.3466;6.7925720312;1.7854430942;0.3611957886;19.404857339;6.5709884173;0.6009956644;200;2;10;Firth;-2.772588722;0.6931471806
0;10000;1.2511037293;1.8827474164;0.928;1;0.1934;0.0017943218;0.2158895012;0.9756;0.9754;0.3466;6.7925685139;1.7854430972;0.3271068091;19.404882975;6.5709892892;0.5719325215;200;2;10;FLAC;-2.772588722;0.6931471806
0;10000;0.5161223595;0.73713177;0.9807;1;0.4355;-0.026058469;0.2365378503;0.9778;0.9703;0.317;7.6265707742;1.8361172476;0.3244505135;12.141925465;6.8780498733;0.5696055772;200;2;10;DatAug;-2.772588722;0.6931471806
0;60001;1.2022968928;2.7147589984;0.9115;0.9784;0.1915;0.0045856964;0.2740841474;0.9562;0.9566;0.3384;6.8572703932;1.7969522877;;23.301326136;7.403838834;;200;2;10;LXPMLE;-2.772588722;0.6931471806
0;68986;1.5229444559;2.5028721213;0.9883307965;1;0.097108067;-0.000232432;0.2460144907;0.9856925419;0.9851851852;0.2663622527;1E300;2.0562648773;;22.373520605;7.0144777524;;200;2;10;Exact;-2.772588722;0.6931471806
0;68986;1.5229444559;2.5028721213;0.9837645865;1;0.2380517504;-0.000232432;0.2460144907;0.9765601218;0.9768645358;0.3208523592;1E300;1.8785238266;;22.373520605;7.0144777524;;200;2;10;Mid-P;-2.772588722;0.6931471806
0;10000;-15.15069176;344.88402286;0.9611;1;0.0002;-0.007308395;0.3187962122;0.9793;0.9799;0.33;432660.59851;1.8362322465;0.3363497996;262.63435528;7.984938474;0.5799567222;200;2;10;ML;-2.079441542;0.6931471806
0;10000;0.7472316585;0.9741266177;0.9521;1;0.1425;-0.003292922;0.2198803292;0.9755;0.9723;0.3432;6.7801281712;1.7986974373;0.3656113826;13.957984222;6.6314452299;0.6046580708;200;2;10;Firth;-2.079441542;0.6931471806
0;10000;0.7472333768;0.9741290586;0.9521;1;0.1425;-0.003292845;0.219880381;0.9755;0.9723;0.3432;6.7801240989;1.7986974331;0.3294185726;13.95800171;6.6314460116;0.573949974;200;2;10;FLAC;-2.079441542;0.6931471806
0;10000;0.0841257089;0.7157077372;0.9758;1;0.3482;-0.030112078;0.2413033473;0.9764;0.9691;0.3105;7.5761005968;1.84773085;0.3257549891;11.964177675;6.946989957;0.5707494976;200;2;10;DatAug;-2.079441542;0.6931471806
0;60001;0.7037667915;1.9021065701;0.9339;0.9776;0.1408;-0.002082952;0.3312127943;0.9544;0.9537;0.3367;6.8494312205;1.8137192927;;19.504392173;8.1389531793;;200;2;10;LXPMLE;-2.079441542;0.6931471806
0;68965;0.925091671;1.0597355324;0.9915753147;1;0.0664839626;-0.005043574;0.2498347838;0.9856881851;0.9852821762;0.2582216809;1E300;2.0744979382;;14.558403294;7.0687309158;;200;2;10;Exact;-2.079441542;0.6931471806
0;68965;0.925091671;1.0597355324;0.9826431181;1;0.1792529436;-0.005043574;0.2498347838;0.9766544864;0.9746244417;0.3154689403;1E300;1.8942415714;;14.558403294;7.0687309158;;200;2;10;Mid-P;-2.079441542;0.6931471806
0;10000;-11.35379292;267.28481977;0.9591;1;0.001;-0.008162472;0.3859028903;0.9808;0.9818;0.3266;321451.37825;1.8278562872;0.3623057673;231.20762088;8.7852477521;0.6019184058;200;2;10;ML;-1.386294361;0.6931471806
0;10000;0.338658433;0.6579299831;0.9536;1;0.0918;-0.00279852;0.2198523038;0.9759;0.977;0.339;6.7198684379;1.7948168867;0.391731066;11.471093959;6.6310226026;0.6258842273;200;2;10;Firth;-1.386294361;0.6931471806
0;10000;0.3386598787;0.6579305093;0.9536;1;0.0918;-0.002798534;0.219852365;0.9759;0.977;0.339;6.7198653954;1.7948169097;0.3520759825;11.471098546;6.6310235259;0.5933599097;200;2;10;FLAC;-1.386294361;0.6931471806
0;10000;-0.21076769;1.0184345367;0.976;1;0.2427;-0.026391085;0.2398540405;0.9768;0.9737;0.3138;7.2995881587;1.8418051858;0.3477418351;14.271892213;6.9260961657;0.5896963923;200;2;10;DatAug;-1.386294361;0.6931471806
0;60001;0.3011348677;1.4680395719;0.9415;0.9842;0.0911;-0.002983694;0.2964588761;0.9618;0.9635;0.3332;6.8024192053;1.8063836065;;17.134990936;7.7001152728;;200;2;10;LXPMLE;-1.386294361;0.6931471806
0;69091;0.3934625707;0.4391506897;0.9883485309;1;0.0423505572;-0.002887404;0.2491323906;0.9849037487;0.9858156028;0.258662614;1E300;2.0613193512;;9.3717734679;7.058787298;;200;2;10;Exact;-1.386294361;0.6931471806
0;69091;0.3934625707;0.4391506897;0.9794326241;1;0.1201621074;-0.002887404;0.2491323906;0.9773049645;0.9788247214;0.315704154;1E300;1.883149147;;9.3717734679;7.058787298;;200;2;10;Mid-P;-1.386294361;0.6931471806
0;10000;-6.154890672;148.89367116;0.9665;1;0.0019;-0.001883544;0.3136177015;0.9821;0.9821;0.3304;4.0529428372;1.8307378597;0.3910923323;172.56515938;7.9198194614;0.6253737541;200;2;10;ML;-0.693147181;0.6931471806
0;10000;0.1064040661;0.6020211183;0.9634;0.9994;0.0445;-0.000549162;0.2164620414;0.9775;0.9763;0.344;3.5709024003;1.7969331858;0.424354702;10.97288584;6.5796966708;0.6514251315;200;2;10;Firth;-0.693147181;0.6931471806
0;10000;0.1064052291;0.6020205724;0.9634;0.9994;0.0445;-0.000549313;0.2164620914;0.9775;0.9763;0.344;3.5709017044;1.7969331929;0.375765972;10.972880865;6.5796974303;0.6129975302;200;2;10;FLAC;-0.693147181;0.6931471806
0;10000;-0.277267771;1.1133109023;0.9792;0.9974;0.1166;-0.019189022;0.2345468113;0.9787;0.9742;0.3199;4.0285272461;1.842050508;0.3727671403;14.921869201;6.849040973;0.6105465915;200;2;10;DatAug;-0.693147181;0.6931471806
0;60001;0.1069567831;1.1889384625;0.9537;0.9891;0.0462;0.0056439001;0.27146993;0.9666;0.968;0.3377;3.59867935;1.8094148567;;15.42036616;7.3684452901;;200;2;10;LXPMLE;-0.693147181;0.6931471806
0;69098;0.0321051822;0.3997322307;0.9894640867;1;0.0176273934;0.0002320864;0.2453620899;0.9863235741;0.9874379495;0.2564076588;5.6172013283;2.0658373833;;8.9412776565;7.0051708026;;200;2;10;Exact;-0.693147181;0.6931471806
0;69098;0.0321051822;0.3997322307;0.9800425489;0.9989869314;0.0556174653;0.0002320864;0.2453620899;0.9788268666;0.9789281734;0.316381319;4.7833681107;1.8869757652;;8.9412776565;7.0051708026;;200;2;10;Mid-P;-0.693147181;0.6931471806
0;10000;-2.287922508;55.364398014;0.9681;0.9999;0.032;0.001263565;0.3279529337;0.9798;0.9799;0.3124;2.9518463113;1.8712169444;0.4524286466;105.22775111;8.0988015622;0.6726281637;200;2;10;ML;0;0.6931471806
0;10000;0.0172710601;0.5097376842;0.9662;0.9924;0.0414;-0.00504947;0.2307843037;0.9757;0.9748;0.3297;2.7676301231;1.8343615598;0.4881001715;10.09690729;6.7938840689;0.6986416617;200;2;10;Firth;0;0.6931471806
0;10000;0.0172718316;0.509737176;0.9662;0.9924;0.0414;-0.005049803;0.2307844017;0.9757;0.9748;0.3297;2.7676292832;1.8343615525;0.42797866;10.096902257;6.7938855108;0.6542007796;200;2;10;FLAC;0;0.6931471806
0;10000;-0.214730978;0.8538707578;0.9786;0.972;0.0494;-0.016719844;0.2470287785;0.9758;0.9729;0.3087;2.9994264157;1.8820777025;0.4318633804;13.068058446;7.0289227983;0.6571631307;200;2;10;DatAug;0;0.6931471806
0;60001;0.0278849885;1.0604236189;0.9598;0.9869;0.0433;0.0032562748;0.3087131135;0.9685;0.9709;0.3244;2.7869383439;1.8502748452;;14.563128914;7.8576474024;;200;2;10;LXPMLE;0;0.6931471806
0;69084;-0.104601483;0.4852594853;0.9881446955;0.9976694701;0.0141858344;-0.000546713;0.2620553924;0.9845982369;0.9853075286;0.2459215726;3.6557674408;2.1168112755;;9.8514921233;7.2395496042;;200;2;10;Exact;0;0.6931471806
0;69084;-0.104601483;0.4852594853;0.9790252305;0.9888539872;0.0321207822;-0.000546713;0.2620553924;0.976289391;0.9769986827;0.3031715473;3.2048463821;1.9307851791;;9.8514921233;7.2395496042;;200;2;10;Mid-P;0;0.6931471806
0;10000;-0.526346982;12.088074733;0.9706;0.9975;0.2476;0.0150988505;0.5383768898;0.9841;0.9775;0.3016;2.2861472332;1.9216720071;0.5684634286;49.169247976;10.376674707;0.7539651375;200;2;10;ML;0.6931471806;0.6931471806
0;10000;0.0063917877;0.3608812693;0.9673;0.9836;0.2563;-0.00462096;0.2457540657;0.9778;0.9721;0.3178;2.2139137127;1.8802783929;0.6128350907;8.4956608845;7.0107640905;0.7828378445;200;2;10;Firth;0.6931471806;0.6931471806
0;10000;0.0063923848;0.3608811975;0.9673;0.9836;0.2563;-0.004621455;0.2457541527;0.9778;0.9721;0.3178;2.2139135558;1.8802783816;0.5323961772;8.495660039;7.0107653321;0.7296548343;200;2;10;FLAC;0.6931471806;0.6931471806
0;10000;-0.114217786;0.5001617179;0.9765;0.9716;0.2109;-0.005686351;0.261102561;0.9773;0.9736;0.3072;2.316555173;1.9274214887;0.5480343268;10.001617048;7.2263761454;0.7402934059;200;2;10;DatAug;0.6931471806;0.6931471806
0;60001;0.0632435631;0.8341283578;0.9602;0.9819;0.2553;0.0143116367;0.3289996875;0.9705;0.9706;0.3164;2.2340465893;1.898323773;;12.916101252;8.1117160635;;200;2;10;LXPMLE;0.6931471806;0.6931471806
0;69217;-0.077866783;0.411105554;0.984526699;0.9922127832;0.1604975728;0.0058310364;0.2775629735;0.9878640777;0.9852346278;0.2357402913;2.6624083519;2.1783411503;;9.06758572;7.450677466;;200;2;10;Exact;0.6931471806;0.6931471806
0;69217;-0.077866783;0.411105554;0.9761326861;0.9813915858;0.2092435275;0.0058310364;0.2775629735;0.9792677994;0.97552589;0.2960153722;2.3920118809;1.984256506;;9.06758572;7.450677466;;200;2;10;Mid-P;0.6931471806;0.6931471806
0;10000;-0.07960051;1.6063250187;0.9775;0.9885;0.7293;0.0244083071;0.5612335189;0.9831;0.9762;0.2738;2.0203659303;1.9940484764;0.7579489654;17.923866875;10.594654491;0.870602645;200;2;10;ML;1.3862943611;0.6931471806
0;10000;0.00050485;0.2732618654;0.9726;0.9808;0.739;-0.006178929;0.264368037;0.9764;0.9717;0.2968;1.9684204981;1.9455925531;0.8106209882;7.3927243335;7.2714240289;0.9003449274;200;2;10;Firth;1.3862943611;0.6931471806
0;10000;0.0005054515;0.2732619539;0.9726;0.9808;0.739;-0.00617954;0.2643681345;0.9764;0.9717;0.2968;1.9684202359;1.9455925517;0.7096865532;7.392725531;7.2714253689;0.8424289603;200;2;10;FLAC;1.3862943611;0.6931471806
0;10000;-0.059517537;0.3148147017;0.9797;0.9725;0.6885;0.007541863;0.2781271752;0.9748;0.9752;0.2922;2.0318804754;1.997159169;0.736314988;7.9349190509;7.4582461096;0.8580879838;200;2;10;DatAug;1.3862943611;0.6931471806
0;60001;0.1615526734;1.6706124828;0.9549;0.977;0.7348;0.049464305;0.5225535333;0.9568;0.9679;0.2995;1.985121917;1.9617705318;;18.279017932;10.223047816;;200;2;10;LXPMLE;1.3862943611;0.6931471806
0;69056;-0.03069982;0.31127381;0.9864166244;0.9900658895;0.6245311708;0.0156226776;0.2975313833;0.9852002027;0.9864166244;0.216016219;2.2989749908;2.2691965103;;7.8901686925;7.7140311552;;200;2;10;Exact;1.3862943611;0.6931471806
0;69056;-0.03069982;0.31127381;0.9788139888;0.9814495692;0.6878864673;0.0156226776;0.2975313833;0.9774961987;0.9767866194;0.2750126711;2.087688446;2.0623803139;;7.8901686925;7.7140311552;;200;2;10;Mid-P;1.3862943611;0.6931471806
0;10000;0.001612154;0.7548463257;0.9784;0.9769;0.9633;0.0701777701;1.264374838;0.9864;0.9751;0.2398;1.9842831963;2.1099779874;1.0559398536;12.28695508;15.902042875;1.0275893409;200;2;10;ML;2.0794415417;0.6931471806
0;10000;0.0037768581;0.2667889814;0.9732;0.9728;0.9668;-0.002539839;0.2987495015;0.9797;0.9712;0.2733;1.9311986424;2.0482610911;1.1213015862;7.3046421046;7.7298059675;1.0589152875;200;2;10;Firth;2.0794415417;0.6931471806
0;10000;0.0037775457;0.2667891278;0.9732;0.9728;0.9668;-0.002540655;0.2987495632;0.9797;0.9712;0.2733;1.9311986865;2.0482609929;0.9993871843;7.304644109;7.7298067667;0.9996935452;200;2;10;FLAC;2.0794415417;0.6931471806
0;10000;-0.028713198;0.2840631174;0.9779;0.969;0.9518;0.0332260037;0.318381087;0.9764;0.9764;0.2789;1.9841781055;2.1099886916;1.0266712688;7.5374149069;7.9797379274;1.0132478812;200;2;10;DatAug;2.0794415417;0.6931471806
0;60001;0.5494504148;5.6874390521;0.9113;0.955;0.949;0.1906170575;1.274578628;0.9181;0.9485;0.2954;1.9218216675;2.0370937671;;33.726663197;15.966080471;;200;2;10;LXPMLE;2.0794415417;0.6931471806
0;69217;0.013519055;0.2974517744;0.9857402913;0.9855380259;0.9345671521;0.0380090513;0.3444750526;0.9875606796;0.9859425566;0.1946804207;2.2517263889;2.4161934853;;7.7129990841;8.3003018326;;200;2;10;Exact;2.0794415417;0.6931471806
0;69217;0.013519055;0.2974517744;0.9757281553;0.9754247573;0.9522653722;0.0380090513;0.3444750526;0.9802791262;0.9773462783;0.2543487055;2.0480155945;2.1880745888;;7.7129990841;8.3003018326;;200;2;10;Mid-P;2.0794415417;0.6931471806
0;10000;0.1229812505;2.07252647;0.9871;0.974;0.9975;0.2681423144;6.3321701763;0.9853;0.9715;0.2079;2.1255003599;2.2094019497;1.3546782714;20.359403086;35.586992501;1.1639064702;200;2;10;ML;2.7725887222;0.6931471806
0;10000;0.008059203;0.3117232265;0.975;0.9701;0.9978;-0.000666881;0.351055445;0.9796;0.9678;0.2491;2.0560433856;2.1385995903;1.4354344058;7.8958625433;8.3792057501;1.1980961588;200;2;10;Firth;2.7725887222;0.6931471806
0;10000;0.0080600343;0.3117235379;0.975;0.9701;0.9978;-0.000667768;0.3510554689;0.9796;0.9678;0.2491;2.0560434952;2.1385994075;1.3005056362;7.8958664876;8.379206035;1.1403971397;200;2;10;FLAC;2.7725887222;0.6931471806
0;10000;-0.007124381;0.3157094188;0.98;0.9706;0.9957;0.0673654995;0.3919257009;0.9748;0.9768;0.2673;2.1129291284;2.2201764259;1.3110912604;7.9461867432;8.8535382864;1.1450289343;200;2;10;DatAug;2.7725887222;0.6931471806
0;60001;1.5060132167;16.843763418;0.8353;0.9149;0.9395;0.5271028958;3.0505935732;0.8359;0.9046;0.2996;2.0026676599;2.0647917209;;58.04095695;24.700581261;;200;2;10;LXPMLE;2.7725887222;0.6931471806
0;69154;0.0619949715;0.3573102327;0.9879542464;0.9868407734;0.9925093633;0.0594881329;0.3926376547;0.9895738435;0.9845126025;0.1730944428;2.4371862411;2.5604605675;;8.4535227296;8.861576098;;200;2;10;Exact;2.7725887222;0.6931471806
0;69154;0.0619949715;0.3573102327;0.9773256402;0.978034214;0.9955461079;0.0594881329;0.3926376547;0.9809697338;0.9771231906;0.2327158619;2.2051334381;2.309346199;;8.4535227296;8.861576098;;200;2;10;Mid-P;2.7725887222;0.6931471806
0;10000;-19.04059113;410.85709245;0.9434;1;0.0003;-0.000956839;1.2723411384;0.9823;0.9836;0.2536;545182.91271;2.1578913976;0.9632679283;248.2510098;13.814889459;0.981462138;150;5;3;ML;-2.772588722;0.6931471806
0;10000;1.7591979261;3.5318906233;0.9239;1;0.0357;0.00120427;0.3070100369;0.971;0.9721;0.2998;6.5793215667;2.0079968192;1.2306486084;23.017028338;6.7861259589;1.1093460274;150;5;3;Firth;-2.772588722;0.6931471806
0;10000;1.759202453;3.5319061624;0.9239;1;0.0357;0.0012044512;0.3070102495;0.971;0.9721;0.2998;6.5793184596;2.0079968805;0.8715536879;23.017078971;6.786128309;0.9335703979;150;5;3;FLAC;-2.772588722;0.6931471806
0;10000;0.8652374046;1.1582494807;0.9715;1;0.0879;-0.030306229;0.3468639681;0.9777;0.9728;0.2464;8.1322919752;2.1755576088;0.8979189446;13.180949211;7.2131543178;0.9475858508;150;5;3;DatAug;-2.772588722;0.6931471806
0;120001;2.4057099738;8.1027946207;0.5595;0.6037;0.0238;0.0865213561;0.9029367416;0.589;0.5884;0.1586;7.0408724708;2.0836255721;;34.862862664;11.637891185;;150;5;3;LXPMLE;-2.772588722;0.6931471806
0;89191;2.2063798214;5.3098317138;0.9932727884;0.9984303173;0.0082968943;0.0027817368;0.3591973312;0.9869940576;0.9889001009;0.1869043615;1E300;2.4837732315;;28.221884364;7.3402724529;;150;5;3;Exact;-2.772588722;0.6931471806
0;89191;2.2063798214;5.3098317138;0.9873304182;0.9984303173;0.0297118511;0.0027817368;0.3591973312;0.9789214037;0.9789214037;0.24419778;1E300;2.2436738014;;28.221884364;7.3402724529;;150;5;3;Mid-P;-2.772588722;0.6931471806
0;10000;-17.80179079;398.67128395;0.9578;1;0.0005;0.002691416;1.2803520401;0.9815;0.9819;0.2498;536780.57075;2.1624857181;0.9771338201;244.54180132;13.858311802;0.9885007942;150;5;3;ML;-2.079441542;0.6931471806
0;10000;1.1705976045;1.88560548;0.9281;1;0.0303;-0.004171657;0.3122160962;0.9711;0.969;0.2958;6.5565613153;2.0122764933;1.247789483;16.817872101;6.8434212524;1.1170449781;150;5;3;Firth;-2.079441542;0.6931471806
0;10000;1.1706019429;1.8856149561;0.9281;1;0.0303;-0.004171507;0.3122163201;0.9711;0.969;0.2958;6.5565554131;2.0122765096;0.8841292691;16.81791436;6.8434237052;0.940281484;150;5;3;FLAC;-2.079441542;0.6931471806
0;10000;0.3281624245;0.7224416886;0.9813;1;0.075;-0.034095577;0.3505799539;0.9769;0.9705;0.2456;8.088867384;2.178841934;0.9088378537;10.409911301;7.2516889813;0.9533298766;150;5;3;DatAug;-2.079441542;0.6931471806
0;120001;1.7568337744;5.2706497898;0.5712;0.6046;0.0237;0.0828018972;0.9398971812;0.5904;0.5886;0.163;7.0250733495;2.0815308616;;28.117565123;11.873692652;;150;5;3;LXPMLE;-2.079441542;0.6931471806
0;86651;1.5517739873;2.8554711861;0.9898442008;0.9978072706;0.007847663;-0.002455834;0.3630117821;0.9869590306;0.9859203693;0.1884593191;1E300;2.4856209755;;20.69590969;7.3791440778;;150;5;3;Exact;-2.079441542;0.6931471806
0;86651;1.5517739873;2.8554711861;0.9840738604;0.9978072706;0.0256203116;-0.002455834;0.3630117821;0.9780727063;0.9791113676;0.2458165032;1E300;2.2448539734;;20.69590969;7.3791440778;;150;5;3;Mid-P;-2.079441542;0.6931471806
0;10000;-15.00755659;348.42590145;0.9636;1;0.0011;-0.019796523;1.0635045131;0.9847;0.9843;0.2448;506958.0846;2.168669209;0.9861814947;228.61295943;12.63034746;0.9930667121;150;5;3;ML;-1.386294361;0.6931471806
0;10000;0.6776083727;1.0712342746;0.9438;1;0.0237;-0.014064252;0.3095245361;0.9745;0.9707;0.2909;6.5034408648;2.0177033921;1.2600369399;12.676164294;6.8138594358;1.1225136702;150;5;3;Firth;-1.386294361;0.6931471806
0;10000;0.6776122699;1.0712383596;0.9438;1;0.0237;-0.014064094;0.3095247345;0.9745;0.9707;0.2909;6.5034357548;2.0177034252;0.8931285529;12.676188463;6.8138616197;0.9450547883;150;5;3;FLAC;-1.386294361;0.6931471806
0;10000;-0.068862602;0.9119925031;0.9794;1;0.0547;-0.041927073;0.3482407618;0.98;0.9722;0.2393;7.979361882;2.1837105913;0.9158673909;11.696105141;7.2274555879;0.9570096086;150;5;3;DatAug;-1.386294361;0.6931471806
0;120001;1.2267159826;3.7575985632;0.572;0.5966;0.0187;0.0678537923;0.9537129193;0.5828;0.583;0.1563;6.9853533349;2.0849207688;;23.741099058;11.960641199;;150;5;3;LXPMLE;-1.386294361;0.6931471806
0;85081;0.9502267783;1.3743150152;0.9884814292;0.9983544899;0.0044663846;-0.016177202;0.3627637643;0.9885989657;0.9873060649;0.1813587212;1E300;2.492582798;;14.357828954;7.3766228487;;150;5;3;Exact;-1.386294361;0.6931471806
0;85081;0.9502267783;1.3743150152;0.9808415609;0.9983544899;0.019393512;-0.016177202;0.3627637643;0.9817818524;0.9800188058;0.2363657734;1E300;2.2510528564;;14.357828954;7.3766228487;;150;5;3;Mid-P;-1.386294361;0.6931471806
0;10000;-10.69242087;258.2133593;0.9646;1;0.0054;-0.003458287;1.4209918014;0.9831;0.9829;0.2416;4.7791947608;2.1939154174;0.9976932785;196.80448139;14.599615413;0.9988459734;150;5;3;ML;-0.693147181;0.6931471806
0;10000;0.3165487455;0.8336469798;0.9481;0.9998;0.0218;-0.008080772;0.3199849903;0.969;0.9698;0.2907;4.0632172433;2.0361926417;1.2885148897;11.182443694;6.928040744;1.1351276975;150;5;3;Firth;-0.693147181;0.6931471806
0;10000;0.3165519049;0.8336474907;0.9481;0.9998;0.0218;-0.008080631;0.3199851377;0.969;0.9698;0.2907;4.063215753;2.0361927646;0.9014439024;11.18244712;6.9280423397;0.9494439965;150;5;3;FLAC;-0.693147181;0.6931471806
0;10000;-0.281118773;1.292420484;0.9789;0.9996;0.0322;-0.029228439;0.357717109;0.9761;0.9721;0.2395;4.840007703;2.2073488134;0.9213807684;13.923472002;7.3251325137;0.9598858101;150;5;3;DatAug;-0.693147181;0.6931471806
