isim,Parameter,DF,Estimate,StdErr,LowerLRCL,UpperLRCL,ChiSq,ProbChiSq
28,x1,1,-0.4790,0.8623,-2.6860,0.9365,0.31,0.5786
28,x2,1,0.6670,0.4175,-0.1779,1.4802,2.55,0.1102
28,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
29,Intercept,1,-2.4523,0.3083,-3.1234,-1.9028,63.27,<.0001
29,x1,1,-0.6148,0.6779,-2.2232,0.5480,0.82,0.3645
29,x2,1,0.9578,0.4162,0.1431,1.7961,5.29,0.0214
29,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
30,Intercept,1,-2.5127,0.3077,-3.1829,-1.9645,66.68,<.0001
30,x1,1,-1.9225,1.4401,-6.7293,0.1213,1.78,0.1819
30,x2,1,0.7885,0.4750,-0.1816,1.7132,2.76,0.0969
30,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
31,Intercept,1,-2.3326,0.2943,-2.9705,-1.8063,62.84,<.0001
31,x1,1,-2.0531,1.4257,-6.8715,-0.0812,2.07,0.1499
31,x2,1,1.0183,0.3783,0.2879,1.7880,7.25,0.0071
31,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
32,Intercept,1,-2.6863,0.3245,-3.3961,-2.1101,68.52,<.0001
32,x1,1,0.0400,0.7087,-1.6023,1.2905,0.00,0.9550
32,x2,1,0.5910,0.5027,-0.4321,1.5709,1.38,0.2397
32,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
33,Intercept,1,-3.1235,0.4239,-4.0866,-2.3931,54.29,<.0001
33,x1,1,-1.2954,1.4402,-6.0777,0.7653,0.81,0.3684
33,x2,1,0.8610,0.5734,-0.2712,2.0349,2.25,0.1332
33,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
34,Intercept,1,-2.6101,0.3635,-3.4180,-1.9729,51.55,<.0001
34,x1,1,-1.5724,1.4270,-6.3667,0.4212,1.21,0.2705
34,x2,1,0.8995,0.4660,0.0009,1.8596,3.73,0.0536
34,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
35,Intercept,1,-3.2895,0.4693,-4.3713,-2.4893,49.13,<.0001
35,x1,1,0.2960,0.8625,-1.8946,1.7264,0.12,0.7314
35,x2,1,1.1235,0.5783,0.0270,2.3554,3.77,0.0520
35,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
36,Intercept,1,-2.3103,0.2722,-2.8957,-1.8204,72.06,<.0001
36,x1,1,-0.5145,0.8856,-2.7544,0.9747,0.34,0.5613
36,x2,1,0.4119,0.4379,-0.4881,1.2552,0.89,0.3468
36,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
37,Intercept,1,-2.3333,0.2719,-2.9175,-1.8433,73.62,<.0001
37,x1,1,-0.3321,0.8575,-2.5223,1.0744,0.15,0.6986
37,x2,1,0.3794,0.4581,-0.5698,1.2536,0.69,0.4076
37,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
38,Intercept,1,-2.4967,0.3079,-3.1672,-1.9480,65.74,<.0001
38,x1,1,-0.3201,0.8873,-2.5475,1.1756,0.13,0.7182
38,x2,1,0.2124,0.5116,-0.8507,1.1917,0.17,0.6780
38,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
39,Intercept,1,-3.0124,0.4254,-3.9796,-2.2799,50.15,<.0001
39,x1,1,-1.3881,0.8529,-3.5861,-0.0018,2.65,0.1036
39,x2,1,1.5886,0.5020,0.6559,2.6657,10.01,0.0016
39,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
40,Intercept,1,-2.6553,0.3243,-3.3648,-2.0796,67.04,<.0001
40,x1,1,0.6421,0.7026,-0.9939,1.8755,0.84,0.3608
40,x2,1,0.4819,0.4842,-0.4939,1.4343,0.99,0.3196
40,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
41,Intercept,1,-2.5227,0.3092,-3.1946,-1.9711,66.59,<.0001
41,x1,1,-0.1603,0.8527,-2.3372,1.2390,0.04,0.8509
41,x2,1,0.3314,0.4962,-0.6952,1.2866,0.45,0.5042
41,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
42,Intercept,1,-2.3625,0.2945,-3.0001,-1.8353,64.37,<.0001
42,x1,1,-0.2597,0.8559,-2.4497,1.1418,0.09,0.7616
42,x2,1,0.3855,0.4538,-0.5371,1.2691,0.72,0.3956
42,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
43,Intercept,1,-2.5939,0.3237,-3.3026,-2.0196,64.21,<.0001
43,x1,1,-0.4770,0.8511,-2.6667,0.9072,0.31,0.5751
43,x2,1,0.8188,0.4390,-0.0428,1.7034,3.48,0.0621
43,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
44,Intercept,1,-2.3576,0.2934,-2.9929,-1.8324,64.57,<.0001
44,x1,1,-1.3755,1.4215,-6.1110,0.6296,0.94,0.3332
44,x2,1,-0.0122,0.5106,-1.0914,0.9525,0.00,0.9809
44,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
45,Intercept,1,-2.2641,0.2625,-2.8261,-1.7897,74.38,<.0001
45,x1,1,-0.4945,0.8458,-2.6741,0.8757,0.34,0.5588
45,x2,1,0.4024,0.4172,-0.4488,1.2084,0.93,0.3348
45,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
46,Intercept,1,-2.6229,0.3421,-3.3770,-2.0193,58.78,<.0001
46,x1,1,-0.3767,0.8685,-2.5845,1.0622,0.19,0.6644
46,x2,1,0.6461,0.4896,-0.3323,1.6211,1.74,0.1870
46,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
47,Intercept,1,-2.7534,0.3426,-3.5091,-2.1494,64.60,<.0001
47,x1,1,-1.1451,0.8551,-3.3484,0.2459,1.79,0.1805
47,x2,1,1.2858,0.4356,0.4487,2.1822,8.71,0.0032
47,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
48,Intercept,1,-2.5684,0.3227,-3.2746,-1.9958,63.36,<.0001
48,x1,1,-1.4483,1.4195,-6.2162,0.5284,1.04,0.3076
48,x2,1,0.8884,0.4432,0.0135,1.7779,4.02,0.0450
48,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
49,Intercept,1,-2.9835,0.3914,-3.8625,-2.3031,58.11,<.0001
49,x1,1,-2.0608,1.4459,-6.8924,-0.0046,2.03,0.1541
49,x2,1,1.2922,0.5192,0.2772,2.3563,6.19,0.0128
49,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
50,Intercept,1,-2.5436,0.3082,-3.2141,-1.9940,68.11,<.0001
50,x1,1,-0.6606,0.8666,-2.8576,0.7760,0.58,0.4459
50,x2,1,0.4890,0.5025,-0.5508,1.4546,0.95,0.3305
50,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
51,Intercept,1,-2.2600,0.2938,-2.8965,-1.7344,59.19,<.0001
51,x1,1,-1.9957,1.4262,-6.7819,-0.0012,1.96,0.1617
51,x2,1,0.4585,0.4348,-0.4169,1.3131,1.11,0.2917
51,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
52,Intercept,1,-2.7600,0.3643,-3.5697,-2.1216,57.41,<.0001
52,x1,1,-0.3138,0.8772,-2.5349,1.1509,0.13,0.7206
52,x2,1,0.6630,0.5085,-0.3467,1.6856,1.70,0.1923
52,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
53,Intercept,1,-2.6878,0.3426,-3.4431,-2.0834,61.56,<.0001
53,x1,1,-0.1747,0.6021,-1.5291,0.9045,0.08,0.7717
53,x2,1,1.0592,0.4509,0.1841,1.9786,5.52,0.0188
53,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
54,Intercept,1,-2.2609,0.2764,-2.8533,-1.7621,66.93,<.0001
54,x1,1,0.4774,0.5697,-0.8298,1.4719,0.70,0.4020
54,x2,1,0.5047,0.3826,-0.2537,1.2635,1.74,0.1871
54,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
55,Intercept,1,-2.3837,0.3076,-3.0535,-1.8357,60.07,<.0001
55,x1,1,-1.2348,1.4366,-6.0318,0.7993,0.74,0.3901
55,x2,1,0.2306,0.4745,-0.7383,1.1544,0.24,0.6270
55,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
56,Intercept,1,-2.8495,0.3641,-3.6581,-2.2108,61.25,<.0001
56,x1,1,-0.4100,0.8554,-2.6025,0.9895,0.23,0.6317
56,x2,1,1.1127,0.4781,0.1831,2.0907,5.42,0.0200
56,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
57,Intercept,1,-2.5685,0.3241,-3.2779,-1.9933,62.79,<.0001
57,x1,1,-0.2528,0.6855,-1.8695,0.9322,0.14,0.7122
57,x2,1,0.6952,0.4445,-0.1793,1.5887,2.45,0.1178
57,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
58,Intercept,1,-2.2645,0.2772,-2.8586,-1.7641,66.72,<.0001
58,x1,1,0.3263,0.5287,-0.8396,1.2811,0.38,0.5371
58,x2,1,0.1859,0.4155,-0.6520,0.9967,0.20,0.6545
58,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
59,Intercept,1,-2.6165,0.3428,-3.3708,-2.0107,58.25,<.0001
59,x1,1,-0.3199,0.8401,-2.4911,1.0360,0.15,0.7033
59,x2,1,0.8128,0.4406,-0.0398,1.7142,3.40,0.0651
59,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
60,Intercept,1,-2.6907,0.3421,-3.4446,-2.0868,61.85,<.0001
60,x1,1,-0.6690,0.8516,-2.8589,0.7176,0.62,0.4321
60,x2,1,0.9945,0.4525,0.1130,1.9149,4.83,0.0280
60,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
61,Intercept,1,-3.3830,0.4667,-4.4594,-2.5879,52.55,<.0001
61,x1,1,-0.4294,1.4373,-5.1510,1.6571,0.09,0.7651
61,x2,1,0.8116,0.6540,-0.5073,2.1421,1.54,0.2146
61,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
62,Intercept,1,-2.7941,0.3649,-3.6057,-2.1549,58.63,<.0001
62,x1,1,-0.5110,0.6762,-2.1218,0.6448,0.57,0.4498
62,x2,1,1.5252,0.4390,0.6992,2.4476,12.07,0.0005
62,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
63,Intercept,1,-2.3785,0.2823,-2.9876,-1.8715,70.96,<.0001
63,x1,1,-0.7856,0.8548,-2.9805,0.6088,0.84,0.3581
63,x2,1,0.5648,0.4215,-0.2827,1.3914,1.80,0.1802
63,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
64,Intercept,1,-2.3980,0.2824,-3.0070,-1.8906,72.09,<.0001
64,x1,1,-0.0165,0.8801,-2.2282,1.4578,0.00,0.9850
64,x2,1,0.0714,0.5221,-1.0367,1.0480,0.02,0.8912
64,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
65,Intercept,1,-2.7578,0.3422,-3.5115,-2.1536,64.95,<.0001
65,x1,1,-0.2593,0.8660,-2.4584,1.1754,0.09,0.7646
65,x2,1,0.6208,0.5032,-0.3940,1.6151,1.52,0.2172
65,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
66,Intercept,1,-2.8225,0.3642,-3.6321,-2.1841,60.05,<.0001
66,x1,1,-0.4302,0.8635,-2.6368,0.9910,0.25,0.6183
66,x2,1,0.8723,0.4817,-0.0661,1.8562,3.28,0.0702
66,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
67,Intercept,1,-2.2366,0.2820,-2.8451,-1.7304,62.91,<.0001
67,x1,1,-2.0756,1.4301,-6.8742,-0.0717,2.11,0.1467
67,x2,1,0.5186,0.4275,-0.3463,1.3536,1.47,0.2251
67,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
68,Intercept,1,-2.9638,0.3920,-3.8419,-2.2809,57.17,<.0001
68,x1,1,0.0815,0.6955,-1.5443,1.2986,0.01,0.9067
68,x2,1,0.9748,0.5130,-0.0213,2.0294,3.61,0.0574
68,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
69,Intercept,1,-2.7803,0.3436,-3.5365,-2.1733,65.49,<.0001
69,x1,1,0.0542,0.5998,-1.2947,1.1282,0.01,0.9279
69,x2,1,0.9566,0.4601,0.0579,1.8891,4.32,0.0376
69,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
70,Intercept,1,-2.1030,0.2537,-2.6451,-1.6437,68.70,<.0001
70,x1,1,-1.2532,0.8578,-3.4583,0.1466,2.13,0.1440
70,x2,1,0.5033,0.3857,-0.2733,1.2558,1.70,0.1919
70,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
71,Intercept,1,-2.6727,0.3632,-3.4797,-2.0359,54.15,<.0001
71,x1,1,-2.1136,1.4252,-6.8954,-0.1200,2.20,0.1381
71,x2,1,0.8761,0.4739,-0.0438,1.8473,3.42,0.0645
71,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
72,Intercept,1,-1.9354,0.2388,-2.4428,-1.5012,65.71,<.0001
72,x1,1,-0.7520,0.8523,-2.9487,0.6315,0.78,0.3776
72,x2,1,0.2636,0.3744,-0.4939,0.9893,0.50,0.4814
72,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
73,Intercept,1,-2.7036,0.3426,-3.4588,-2.0992,62.29,<.0001
73,x1,1,0.3116,0.6160,-1.0610,1.4288,0.26,0.6129
73,x2,1,0.8048,0.4716,-0.1232,1.7547,2.91,0.0879
73,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
74,Intercept,1,-2.8872,0.3638,-3.6959,-2.2495,62.97,<.0001
74,x1,1,-1.7220,1.4346,-6.5276,0.2984,1.44,0.2300
74,x2,1,1.0666,0.4854,0.1167,2.0552,4.83,0.0280
74,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
75,Intercept,1,-2.4038,0.3072,-3.0725,-1.8563,61.24,<.0001
75,x1,1,-1.5859,1.4198,-6.3663,0.3839,1.25,0.2640
75,x2,1,0.6500,0.4151,-0.1642,1.4852,2.45,0.1173
75,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
76,Intercept,1,-2.3459,0.2938,-2.9826,-1.8203,63.75,<.0001
76,x1,1,-1.9043,1.4260,-6.6962,0.0857,1.78,0.1817
76,x2,1,0.6527,0.4237,-0.1937,1.4907,2.37,0.1234
76,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
77,Intercept,1,-2.8795,0.3644,-3.6892,-2.2405,62.43,<.0001
77,x1,1,0.0469,0.7073,-1.5974,1.2946,0.00,0.9471
77,x2,1,0.9078,0.5020,-0.0822,1.9215,3.27,0.0706
77,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
78,Intercept,1,-2.3334,0.2846,-2.9463,-1.8217,67.23,<.0001
78,x1,1,0.3528,0.6932,-1.2667,1.5604,0.26,0.6108
78,x2,1,0.0657,0.4918,-0.9606,0.9989,0.02,0.8937
78,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
79,Intercept,1,-2.4629,0.3076,-3.1328,-1.9149,64.11,<.0001
79,x1,1,-1.6717,1.4265,-6.4742,0.3139,1.37,0.2412
79,x2,1,0.7642,0.4162,-0.0521,1.6017,3.37,0.0663
79,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
80,Intercept,1,-2.4791,0.2955,-3.1187,-1.9500,70.40,<.0001
80,x1,1,0.3351,0.5858,-0.9960,1.3702,0.33,0.5674
80,x2,1,0.7641,0.4070,-0.0366,1.5781,3.52,0.0605
80,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
81,Intercept,1,-2.1998,0.2469,-2.7251,-1.7514,79.39,<.0001
81,x1,1,0.4784,0.7142,-1.1691,1.7350,0.45,0.5029
81,x2,1,-0.2896,0.5188,-1.4004,0.6638,0.31,0.5768
81,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
82,Intercept,1,-3.0036,0.4253,-3.9706,-2.2712,49.88,<.0001
82,x1,1,-0.9570,0.8474,-3.1486,0.4121,1.28,0.2587
82,x2,1,1.5690,0.4925,0.6616,2.6325,10.15,0.0014
82,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
83,Intercept,1,-2.5873,0.3411,-3.3390,-1.9853,57.52,<.0001
83,x1,1,-1.3445,1.4255,-6.1149,0.6574,0.89,0.3456
83,x2,1,0.6312,0.4800,-0.3250,1.5907,1.73,0.1885
83,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
84,Intercept,1,-2.3595,0.2830,-2.9696,-1.8510,69.50,<.0001
84,x1,1,-0.0451,0.6949,-1.6714,1.1656,0.00,0.9483
84,x2,1,0.3759,0.4560,-0.5567,1.2556,0.68,0.4096
84,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
85,Intercept,1,-2.7598,0.3424,-3.5146,-2.1555,64.95,<.0001
85,x1,1,-0.3983,0.6966,-2.0293,0.8184,0.33,0.5675
85,x2,1,0.9405,0.4715,0.0116,1.8899,3.98,0.0461
85,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
86,Intercept,1,-2.5226,0.3239,-3.2323,-1.9484,60.66,<.0001
86,x1,1,-1.7084,1.4390,-6.5384,0.3169,1.41,0.2352
86,x2,1,0.7055,0.4464,-0.1761,1.6015,2.50,0.1140
86,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
87,Intercept,1,-1.9919,0.2411,-2.5032,-1.5529,68.28,<.0001
87,x1,1,-0.2385,0.5658,-1.5421,0.7432,0.18,0.6734
87,x2,1,0.5239,0.3488,-0.1708,1.2093,2.26,0.1331
87,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
88,Intercept,1,-2.5242,0.3237,-3.2332,-1.9500,60.80,<.0001
88,x1,1,-0.8071,0.8562,-3.0055,0.5909,0.89,0.3458
88,x2,1,0.7086,0.4410,-0.1581,1.5966,2.58,0.1081
88,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
89,Intercept,1,-2.6500,0.3244,-3.3592,-2.0737,66.72,<.0001
89,x1,1,0.3082,0.8536,-1.8728,1.7084,0.13,0.7180
89,x2,1,0.5876,0.4862,-0.3993,1.5408,1.46,0.2268
89,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
90,Intercept,1,-2.4091,0.2942,-3.0468,-1.8830,67.07,<.0001
90,x1,1,-2.1944,1.4298,-7.0082,-0.2013,2.36,0.1248
90,x2,1,0.9545,0.4068,0.1520,1.7674,5.51,0.0189
90,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
91,Intercept,1,-2.6873,0.3427,-3.4433,-2.0832,61.51,<.0001
91,x1,1,-2.0772,1.4333,-6.9139,-0.0825,2.10,0.1473
91,x2,1,1.4120,0.4262,0.5990,2.2945,10.98,0.0009
91,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
92,Intercept,1,-2.8783,0.3910,-3.7550,-2.1976,54.19,<.0001
92,x1,1,-0.6606,0.8457,-2.8424,0.7092,0.61,0.4347
92,x2,1,1.1465,0.4750,0.2496,2.1464,5.83,0.0158
92,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
93,Intercept,1,-2.0796,0.2456,-2.6029,-1.6339,71.69,<.0001
93,x1,1,-0.7931,1.4406,-5.5939,1.2551,0.30,0.5820
93,x2,1,-0.0174,0.4597,-0.9914,0.8415,0.00,0.9697
93,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
94,Intercept,1,-2.7368,0.3421,-3.4908,-2.1331,63.99,<.0001
94,x1,1,0.3492,0.8695,-1.8601,1.7909,0.16,0.6880
94,x2,1,0.5271,0.4900,-0.4524,1.5028,1.16,0.2821
94,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
