isim,Parameter,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq
9,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
10,Intercept,1,-2.3802,0.2887,-2.9460,-1.8144,67.98,<.0001
10,x1,1,-22.8516,104987.9,-205795,205749.6,0.00,0.9998
10,x2,1,-0.6396,0.6455,-1.9048,0.6255,0.98,0.3217
10,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
11,Intercept,1,-2.3935,0.3047,-2.9907,-1.7962,61.70,<.0001
11,x1,1,-0.5891,1.0407,-2.6289,1.4507,0.32,0.5713
11,x2,1,-0.2804,0.5435,-1.3457,0.7849,0.27,0.6059
11,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
12,Intercept,1,-4.7552,1.0000,-6.7152,-2.7953,22.61,<.0001
12,x1,1,-24.3856,219188.3,-429626,429576.8,0.00,0.9999
12,x2,1,1.9711,1.1180,-0.2202,4.1624,3.11,0.0779
12,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
13,Intercept,1,-2.4989,0.3163,-3.1188,-1.8790,62.42,<.0001
13,x1,1,-1.2023,1.0358,-3.2325,0.8279,1.35,0.2457
13,x2,1,0.9331,0.4261,0.0979,1.7683,4.80,0.0285
13,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
14,Intercept,1,-2.5163,0.3536,-3.2092,-1.8233,50.65,<.0001
14,x1,1,-24.5259,117489.9,-230301,230251.5,0.00,0.9998
14,x2,1,0.4937,0.4859,-0.4587,1.4461,1.03,0.3096
14,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
15,Intercept,1,-2.2935,0.2774,-2.8371,-1.7499,68.38,<.0001
15,x1,1,-24.4151,118661.0,-232596,232546.9,0.00,0.9998
15,x2,1,0.1527,0.4935,-0.8146,1.1200,0.10,0.7570
15,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
16,Intercept,1,-2.1767,0.2582,-2.6828,-1.6707,71.07,<.0001
16,x1,1,-24.7866,125644.7,-246284,246234.3,0.00,0.9998
16,x2,1,0.3903,0.4216,-0.4360,1.2167,0.86,0.3546
16,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
17,Intercept,1,-2.3621,0.3015,-2.9531,-1.7712,61.38,<.0001
17,x1,1,-24.5044,104983.8,-205789,205739.9,0.00,0.9998
17,x2,1,0.2706,0.4835,-0.6770,1.2183,0.31,0.5757
17,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
18,Intercept,1,-2.5947,0.3334,-3.2481,-1.9413,60.58,<.0001
18,x1,1,-1.1794,1.0371,-3.2121,0.8533,1.29,0.2554
18,x2,1,0.7890,0.4394,-0.0721,1.6502,3.22,0.0725
18,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
19,Intercept,1,-2.2124,0.2902,-2.7812,-1.6437,58.13,<.0001
19,x1,1,-0.7598,0.7362,-2.2027,0.6831,1.07,0.3021
19,x2,1,0.7684,0.3788,0.0260,1.5108,4.12,0.0425
19,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
20,Intercept,1,-2.3718,0.2774,-2.9154,-1.8282,73.13,<.0001
20,x1,1,-24.5408,129514.2,-253868,253818.7,0.00,0.9998
20,x2,1,0.5778,0.4494,-0.3030,1.4585,1.65,0.1985
20,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
21,Intercept,1,-2.3575,0.3162,-2.9772,-1.7377,55.58,<.0001
21,x1,1,-23.5861,91591.98,-179541,179493.4,0.00,0.9998
21,x2,1,0.7648,0.4082,-0.0353,1.5650,3.51,0.0610
21,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
22,Intercept,1,-2.5151,0.3162,-3.1349,-1.8953,63.26,<.0001
22,x1,1,-23.7128,127648.9,-250211,250163.6,0.00,0.9999
22,x2,1,-0.3714,0.6583,-1.6616,0.9188,0.32,0.5727
22,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
23,Intercept,1,-2.8324,0.3536,-3.5254,-2.1395,64.18,<.0001
23,x1,1,-24.7237,131912.0,-258568,258518.1,0.00,0.9999
23,x2,1,1.1370,0.4859,0.1846,2.0894,5.48,0.0193
23,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
24,Intercept,1,-3.8035,0.5774,-4.9351,-2.6720,43.40,<.0001
24,x1,1,-23.8801,137008.2,-268555,268507.3,0.00,0.9999
24,x2,1,1.6645,0.6901,0.3120,3.0170,5.82,0.0159
24,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
25,Intercept,1,-2.2574,0.2774,-2.8011,-1.7137,66.22,<.0001
25,x1,1,-0.6385,0.7547,-2.1177,0.8408,0.72,0.3976
25,x2,1,0.7693,0.3897,0.0054,1.5332,3.90,0.0484
25,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
26,Intercept,1,-2.4221,0.3015,-3.0130,-1.8311,64.53,<.0001
26,x1,1,-24.2481,113320.8,-222129,222080.4,0.00,0.9998
26,x2,1,0.9161,0.4097,0.1132,1.7191,5.00,0.0253
26,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
27,Intercept,1,-2.0219,0.2582,-2.5280,-1.5158,61.32,<.0001
27,x1,1,-23.7405,125634.1,-246262,246214.7,0.00,0.9998
27,x2,1,-0.3089,0.4577,-1.2060,0.5883,0.46,0.4998
27,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
28,Intercept,1,-2.4534,0.3015,-3.0443,-1.8624,66.21,<.0001
28,x1,1,-23.5335,123743.8,-242557,242509.9,0.00,0.9998
28,x2,1,0.1784,0.4835,-0.7692,1.1261,0.14,0.7121
28,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
29,Intercept,1,-2.5281,0.3333,-3.1814,-1.8748,57.52,<.0001
29,x1,1,-24.8422,111268.5,-218107,218057.5,0.00,0.9998
29,x2,1,1.1771,0.4216,0.3507,2.0035,7.79,0.0052
29,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
30,Intercept,1,-2.5289,0.3015,-3.1199,-1.9380,70.35,<.0001
30,x1,1,-24.8600,129535.4,-253910,253860.0,0.00,0.9998
30,x2,1,1.1451,0.4174,0.3270,1.9633,7.53,0.0061
30,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
31,Intercept,1,-2.6288,0.3333,-3.2822,-1.9755,62.20,<.0001
31,x1,1,-23.9366,123021.5,-241142,241093.7,0.00,0.9998
31,x2,1,0.7080,0.4595,-0.1926,1.6085,2.37,0.1234
31,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
32,Intercept,1,-2.9954,0.3780,-3.7362,-2.2546,62.81,<.0001
32,x1,1,-24.5654,122657.6,-240429,240380.0,0.00,0.9998
32,x2,1,1.7491,0.4835,0.8015,2.6968,13.09,0.0003
32,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
33,Intercept,1,-2.2032,0.2673,-2.7270,-1.6793,67.95,<.0001
33,x1,1,-23.3571,111664.6,-218882,218835.3,0.00,0.9998
33,x2,1,-0.6278,0.5669,-1.7390,0.4833,1.23,0.2681
33,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
34,Intercept,1,-2.1135,0.2673,-2.6373,-1.5897,62.54,<.0001
34,x1,1,-24.5547,130810.8,-256409,256359.9,0.00,0.9999
34,x2,1,0.3550,0.4140,-0.4566,1.1665,0.73,0.3913
34,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
35,Intercept,1,-2.7299,0.3536,-3.4228,-2.0369,59.62,<.0001
35,x1,1,-24.3802,135600.3,-265796,265747.3,0.00,0.9999
35,x2,1,0.7414,0.4859,-0.2110,1.6938,2.33,0.1271
35,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
36,Intercept,1,-2.6590,0.3536,-3.3520,-1.9661,56.56,<.0001
36,x1,1,-24.7248,103769.9,-203410,203360.5,0.00,0.9998
36,x2,1,1.3032,0.4330,0.4545,2.1519,9.06,0.0026
36,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
37,Intercept,1,-2.8625,0.3538,-3.5560,-2.1691,65.46,<.0001
37,x1,1,-0.7702,1.0437,-2.8159,1.2754,0.54,0.4605
37,x2,1,1.1839,0.4811,0.2409,2.1269,6.05,0.0139
37,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
38,Intercept,1,-2.2544,0.2887,-2.8202,-1.6886,60.99,<.0001
38,x1,1,-24.6367,114512.9,-224466,224416.5,0.00,0.9998
38,x2,1,0.4028,0.4410,-0.4615,1.2670,0.83,0.3610
38,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
39,Intercept,1,-3.7375,0.5774,-4.8691,-2.6059,41.91,<.0001
39,x1,1,-25.0489,194627.2,-381487,381437.3,0.00,0.9999
39,x2,1,1.4871,0.7071,0.1012,2.8730,4.42,0.0355
39,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
40,Intercept,1,-2.6576,0.3333,-3.3109,-2.0043,63.57,<.0001
40,x1,1,-24.3792,119778.5,-234786,234737.1,0.00,0.9998
40,x2,1,0.6991,0.5040,-0.2886,1.6869,1.92,0.1654
40,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
41,Intercept,1,-2.6478,0.3539,-3.3414,-1.9541,55.97,<.0001
41,x1,1,-0.3727,1.0467,-2.4242,1.6787,0.13,0.7218
41,x2,1,0.5464,0.4934,-0.4206,1.5135,1.23,0.2681
41,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
42,Intercept,1,-2.4058,0.3162,-3.0256,-1.7860,57.88,<.0001
42,x1,1,-24.0749,137631.5,-269777,269728.7,0.00,0.9999
42,x2,1,0.4499,0.4595,-0.4506,1.3505,0.96,0.3275
42,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
43,Intercept,1,-2.8417,0.3780,-3.5825,-2.1010,56.53,<.0001
43,x1,1,-23.9653,105856.3,-207498,207450.5,0.00,0.9998
43,x2,1,0.7744,0.5175,-0.2400,1.7888,2.24,0.1346
43,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
44,Intercept,1,-3.0285,0.4082,-3.8287,-2.2284,55.03,<.0001
44,x1,1,-23.9275,114029.2,-223517,223469.2,0.00,0.9998
44,x2,1,0.6832,0.5774,-0.4484,1.8148,1.40,0.2367
44,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
45,Intercept,1,-2.6561,0.3162,-3.2759,-2.0363,70.55,<.0001
45,x1,1,-24.1763,139225.2,-272901,272852.2,0.00,0.9999
45,x2,1,0.2532,0.5164,-0.7589,1.2654,0.24,0.6238
45,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
46,Intercept,1,-2.4719,0.3162,-3.0917,-1.8521,61.10,<.0001
46,x1,1,-24.9763,117314.6,-229957,229907.4,0.00,0.9998
46,x2,1,1.0178,0.4031,0.2277,1.8079,6.37,0.0116
46,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
47,Intercept,1,-3.2589,0.4472,-4.1355,-2.3824,53.10,<.0001
47,x1,1,-24.4060,138106.3,-270708,270659.0,0.00,0.9999
47,x2,1,1.5244,0.5262,0.4930,2.5558,8.39,0.0038
47,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
48,Intercept,1,-2.7125,0.3536,-3.4055,-2.0196,58.86,<.0001
48,x1,1,-24.2338,130851.6,-256489,256440.1,0.00,0.9999
48,x2,1,0.7026,0.5175,-0.3118,1.7170,1.84,0.1746
48,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
49,Intercept,1,-2.3657,0.2887,-2.9315,-1.7999,67.16,<.0001
49,x1,1,-23.5341,88023.00,-172545,172498.4,0.00,0.9998
49,x2,1,0.7826,0.4174,-0.0355,1.6008,3.52,0.0608
49,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
50,Intercept,1,-2.2312,0.2774,-2.7748,-1.6876,64.72,<.0001
50,x1,1,-23.5735,92111.62,-180559,180511.9,0.00,0.9998
50,x2,1,0.3663,0.4206,-0.4581,1.1907,0.76,0.3838
50,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
51,Intercept,1,-2.5353,0.3023,-3.1278,-1.9428,70.34,<.0001
51,x1,1,-0.6177,1.0420,-2.6600,1.4247,0.35,0.5533
51,x2,1,0.6395,0.4713,-0.2842,1.5632,1.84,0.1748
51,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
52,Intercept,1,-2.6242,0.3536,-3.3172,-1.9313,55.09,<.0001
52,x1,1,-24.1612,98747.61,-193566,193517.6,0.00,0.9998
52,x2,1,0.6170,0.5175,-0.3974,1.6313,1.42,0.2332
52,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
53,Intercept,1,-2.6350,0.3162,-3.2548,-2.0152,69.43,<.0001
53,x1,1,-23.1309,103442.9,-202768,202721.3,0.00,0.9998
53,x2,1,0.4580,0.5477,-0.6156,1.5315,0.70,0.4031
53,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
54,Intercept,1,-2.5946,0.3162,-3.2144,-1.9748,67.32,<.0001
54,x1,1,-25.0313,129936.9,-254697,254646.6,0.00,0.9998
54,x2,1,1.1591,0.4369,0.3027,2.0154,7.04,0.0080
54,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
55,Intercept,1,-2.0138,0.2500,-2.5038,-1.5238,64.89,<.0001
55,x1,1,-24.9318,116323.5,-228015,227964.9,0.00,0.9998
55,x2,1,0.2719,0.3917,-0.4957,1.0396,0.48,0.4875
55,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
56,Intercept,1,-2.5296,0.3170,-3.1510,-1.9082,63.66,<.0001
56,x1,1,-0.7055,1.0383,-2.7406,1.3296,0.46,0.4969
56,x2,1,0.6396,0.4644,-0.2705,1.5497,1.90,0.1684
56,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
57,Intercept,1,-2.6641,0.3536,-3.3571,-1.9711,56.78,<.0001
57,x1,1,-23.9983,124847.3,-244720,244672.2,0.00,0.9998
57,x2,1,0.1719,0.5401,-0.8866,1.2304,0.10,0.7503
57,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
58,Intercept,1,-2.4501,0.3162,-3.0699,-1.8303,60.03,<.0001
58,x1,1,-24.3745,126053.7,-247085,247036.3,0.00,0.9998
58,x2,1,0.4259,0.4928,-0.5400,1.3917,0.75,0.3875
58,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
59,Intercept,1,-2.5651,0.3334,-3.2185,-1.9117,59.20,<.0001
59,x1,1,-1.3017,1.0626,-3.3842,0.7809,1.50,0.2206
59,x2,1,0.5671,0.5009,-0.4146,1.5489,1.28,0.2575
59,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
60,Intercept,1,-3.0935,0.4472,-3.9700,-2.2170,47.85,<.0001
60,x1,1,-24.8964,101150.2,-198276,198225.8,0.00,0.9998
60,x2,1,1.8010,0.5164,0.7888,2.8131,12.16,0.0005
60,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
61,Intercept,1,-2.5338,0.3015,-3.1248,-1.9429,70.62,<.0001
61,x1,1,-24.3676,128094.6,-251085,251036.5,0.00,0.9998
61,x2,1,0.4902,0.4835,-0.4574,1.4378,1.03,0.3106
61,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
62,Intercept,1,-2.2502,0.2673,-2.7740,-1.7263,70.89,<.0001
62,x1,1,-23.1290,88564.65,-173607,173560.4,0.00,0.9998
62,x2,1,0.3388,0.4432,-0.5299,1.2074,0.58,0.4446
62,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
63,Intercept,1,-2.3610,0.3015,-2.9520,-1.7701,61.32,<.0001
63,x1,1,-23.8321,119213.2,-233677,233629.7,0.00,0.9998
63,x2,1,-0.3334,0.5839,-1.4778,0.8109,0.33,0.5680
63,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
64,Intercept,1,-2.2384,0.2887,-2.8042,-1.6726,60.13,<.0001
64,x1,1,-24.3901,107530.8,-210781,210732.1,0.00,0.9998
64,x2,1,0.3811,0.4564,-0.5135,1.2757,0.70,0.4037
64,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
65,Intercept,1,-2.2984,0.2887,-2.8642,-1.7326,63.39,<.0001
65,x1,1,-24.1989,123525.6,-242130,242081.6,0.00,0.9998
65,x2,1,0.6846,0.4174,-0.1335,1.5028,2.69,0.1010
65,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
66,Intercept,1,-2.7098,0.3536,-3.4028,-2.0168,58.74,<.0001
66,x1,1,-24.3309,125433.8,-245870,245821.5,0.00,0.9998
66,x2,1,0.8863,0.4859,-0.0660,1.8387,3.33,0.0681
66,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
67,Intercept,1,-2.5848,0.3333,-3.2382,-1.9315,60.13,<.0001
67,x1,1,-24.4867,122919.1,-240941,240892.5,0.00,0.9998
67,x2,1,0.8746,0.4495,-0.0063,1.7556,3.79,0.0517
67,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
68,Intercept,1,-2.3936,0.3015,-2.9845,-1.8026,63.02,<.0001
68,x1,1,-23.3223,92725.77,-181762,181715.9,0.00,0.9998
68,x2,1,0.1472,0.5075,-0.8475,1.1419,0.08,0.7718
68,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
69,Intercept,1,-2.2745,0.2887,-2.8403,-1.7087,62.08,<.0001
69,x1,1,-24.5715,126939.9,-248822,248773.1,0.00,0.9998
69,x2,1,0.2053,0.4756,-0.7268,1.1375,0.19,0.6660
69,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
70,Intercept,1,-2.5429,0.3343,-3.1982,-1.8876,57.84,<.0001
70,x1,1,-1.0464,1.0269,-3.0591,0.9662,1.04,0.3082
70,x2,1,0.9665,0.4350,0.1138,1.8191,4.94,0.0263
70,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
71,Intercept,1,-2.5122,0.3162,-3.1320,-1.8924,63.11,<.0001
71,x1,1,-24.3346,116074.0,-227525,227476.6,0.00,0.9998
71,x2,1,0.4410,0.4928,-0.5249,1.4069,0.80,0.3708
71,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
72,Intercept,1,-2.0322,0.2582,-2.5382,-1.5261,61.95,<.0001
72,x1,1,-24.6886,118618.0,-232512,232462.3,0.00,0.9998
72,x2,1,0.2849,0.3970,-0.4931,1.0629,0.52,0.4730
72,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
73,Intercept,1,-4.0655,0.7071,-5.4514,-2.6796,33.06,<.0001
73,x1,1,-24.4060,128568.6,-252014,251965.4,0.00,0.9998
73,x2,1,2.1088,0.7746,0.5906,3.6270,7.41,0.0065
73,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
74,Intercept,1,-2.1906,0.2684,-2.7166,-1.6646,66.62,<.0001
74,x1,1,-0.3819,1.0672,-2.4737,1.7099,0.13,0.7205
74,x2,1,-0.5182,0.5880,-1.6707,0.6343,0.78,0.3782
74,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
75,Intercept,1,-1.9593,0.2296,-2.4092,-1.5094,72.85,<.0001
75,x1,1,-1.2793,1.0390,-3.3157,0.7572,1.52,0.2182
75,x2,1,0.3379,0.3989,-0.4438,1.1197,0.72,0.3969
75,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
76,Intercept,1,-2.8069,0.3543,-3.5014,-2.1124,62.75,<.0001
76,x1,1,-0.9980,1.0376,-3.0316,1.0356,0.93,0.3361
76,x2,1,0.9085,0.4783,-0.0289,1.8459,3.61,0.0575
76,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
77,Intercept,1,-3.7021,0.5774,-4.8339,-2.5704,41.10,<.0001
77,x1,1,-1.4809,1.0385,-3.5163,0.5546,2.03,0.1539
77,x2,1,2.1375,0.6441,0.8751,3.3998,11.01,0.0009
77,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
78,Intercept,1,-3.0474,0.4086,-3.8482,-2.2466,55.63,<.0001
78,x1,1,-0.5758,1.0313,-2.5971,1.4454,0.31,0.5766
78,x2,1,1.4270,0.4905,0.4657,2.3883,8.47,0.0036
78,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
79,Intercept,1,-2.7794,0.3536,-3.4723,-2.0864,61.80,<.0001
79,x1,1,-22.8691,91804.96,-179957,179911.6,0.00,0.9998
79,x2,1,1.1982,0.4564,0.3036,2.0927,6.89,0.0087
79,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
80,Intercept,1,-2.7428,0.3536,-3.4357,-2.0498,60.18,<.0001
80,x1,1,-24.6785,115050.2,-225519,225469.5,0.00,0.9998
80,x2,1,1.1317,0.4647,0.2210,2.0424,5.93,0.0149
80,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
81,Intercept,1,-2.7042,0.3162,-3.3240,-2.0844,73.13,<.0001
81,x1,1,-24.2553,120643.2,-236481,236432.1,0.00,0.9998
81,x2,1,0.8143,0.4743,-0.1154,1.7440,2.95,0.0860
81,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
82,Intercept,1,-3.1328,0.4475,-4.0098,-2.2558,49.02,<.0001
82,x1,1,-1.0951,1.0355,-3.1247,0.9346,1.12,0.2903
82,x2,1,1.5545,0.5296,0.5166,2.5925,8.62,0.0033
82,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
83,Intercept,1,-2.6071,0.3339,-3.2616,-1.9527,60.96,<.0001
83,x1,1,-0.5781,1.0553,-2.6466,1.4903,0.30,0.5838
83,x2,1,0.4754,0.5150,-0.5339,1.4847,0.85,0.3559
83,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
84,Intercept,1,-2.9844,0.4082,-3.7846,-2.1843,53.44,<.0001
84,x1,1,-24.1503,132941.2,-260584,260535.9,0.00,0.9999
84,x2,1,0.9268,0.5401,-0.1317,1.9853,2.94,0.0862
84,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
85,Intercept,1,-2.4752,0.3164,-3.0954,-1.8550,61.18,<.0001
85,x1,1,-0.6833,0.7485,-2.1504,0.7837,0.83,0.3613
85,x2,1,1.0053,0.4100,0.2017,1.8088,6.01,0.0142
85,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
86,Intercept,1,-2.0205,0.2500,-2.5105,-1.5305,65.32,<.0001
86,x1,1,-23.7450,83116.66,-162929,162881.9,0.00,0.9998
86,x2,1,0.3287,0.3819,-0.4198,1.0772,0.74,0.3894
86,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
87,Intercept,1,-3.6578,0.5774,-4.7894,-2.5262,40.14,<.0001
87,x1,1,-24.3121,195019.6,-382256,382207.2,0.00,0.9999
87,x2,1,0.7960,0.8165,-0.8043,2.3963,0.95,0.3296
87,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
88,Intercept,1,-2.5547,0.3538,-3.2481,-1.8612,52.13,<.0001
88,x1,1,-1.7136,1.0330,-3.7382,0.3111,2.75,0.0971
88,x2,1,1.0385,0.4530,0.1506,1.9264,5.26,0.0219
88,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
89,Intercept,1,-1.9389,0.2357,-2.4009,-1.4769,67.67,<.0001
89,x1,1,-23.4827,84699.39,-166031,165984.3,0.00,0.9998
89,x2,1,-0.1175,0.4249,-0.9503,0.7154,0.08,0.7822
89,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
90,Intercept,1,-1.9655,0.2425,-2.4409,-1.4902,65.68,<.0001
90,x1,1,-23.5514,82585.28,-161888,161840.6,0.00,0.9998
90,x2,1,0.6510,0.3483,-0.0317,1.3337,3.49,0.0616
90,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
91,Intercept,1,-2.3682,0.3162,-2.9880,-1.7484,56.08,<.0001
91,x1,1,-24.6075,118864.8,-232995,232946.2,0.00,0.9998
91,x2,1,0.8375,0.4140,0.0260,1.6490,4.09,0.0431
91,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
92,Intercept,1,-2.4026,0.2774,-2.9462,-1.8590,75.04,<.0001
92,x1,1,-24.5352,101575.7,-199109,199060.1,0.00,0.9998
92,x2,1,0.9461,0.4097,0.1431,1.7490,5.33,0.0209
92,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
93,Intercept,1,-2.7835,0.3536,-3.4764,-2.0905,61.98,<.0001
93,x1,1,-23.9793,125020.5,-245060,245011.6,0.00,0.9998
93,x2,1,0.7339,0.5175,-0.2804,1.7483,2.01,0.1562
93,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
94,Intercept,1,-2.2159,0.2774,-2.7594,-1.6723,63.83,<.0001
94,x1,1,-24.3332,116106.0,-227588,227539.2,0.00,0.9998
94,x2,1,0.3055,0.4336,-0.5444,1.1554,0.50,0.4811
94,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
95,Intercept,1,-2.3855,0.2887,-2.9513,-1.8197,68.29,<.0001
95,x1,1,-24.1369,108695.7,-213064,213015.6,0.00,0.9998
95,x2,1,0.4443,0.4756,-0.4879,1.3764,0.87,0.3502
