isim,Parameter,DF,Estimate,StdErr,LowerLRCL,UpperLRCL,ChiSq,ProbChiSq
28,x1,1,-1.0783,1.4429,-5.7457,1.0723,0.56,0.4549
28,x2,1,1.4659,0.8048,-0.1107,3.2073,3.32,0.0685
28,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
29,Intercept,1,-2.9128,0.8003,-5.0157,-1.6638,13.25,0.0003
29,x1,1,-0.1068,1.4841,-4.8014,2.2155,0.01,0.9426
29,x2,1,0.7061,1.0033,-1.2240,3.0251,0.50,0.4816
29,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
30,Intercept,1,-4.4290,1.3947,-9.1500,-2.5344,10.08,0.0015
30,x1,1,0.5174,1.0177,-1.8378,2.4818,0.26,0.6112
30,x2,1,2.4540,1.5154,0.0543,7.2599,2.62,0.1054
30,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
31,Intercept,1,-1.8611,0.4714,-2.9521,-1.0601,15.59,<.0001
31,x1,1,-0.2574,1.5119,-5.1586,2.0756,0.03,0.8648
31,x2,1,0.0543,0.7127,-1.4429,1.4663,0.01,0.9393
31,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
32,Intercept,1,-2.4233,0.5345,-3.6904,-1.5307,20.55,<.0001
32,x1,1,0.5746,1.5119,-4.3266,2.9076,0.14,0.7039
32,x2,1,0.6368,0.7559,-0.9134,2.1869,0.71,0.3996
32,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
33,Intercept,1,-2.0553,0.4258,-3.0238,-1.3224,23.30,<.0001
33,x1,1,-1.4386,1.6160,-6.3764,1.3732,0.79,0.3734
33,x2,1,0.7212,0.9184,-1.5118,2.3296,0.62,0.4323
33,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
34,Intercept,1,-2.1698,0.5317,-3.4287,-1.2810,16.65,<.0001
34,x1,1,-0.7640,1.4690,-5.5789,1.4093,0.27,0.6030
34,x2,1,0.5446,0.7068,-0.8490,2.0307,0.59,0.4409
34,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
35,Intercept,1,-2.1010,0.5261,-3.3376,-1.2175,15.95,<.0001
35,x1,1,-1.0224,1.4316,-5.6201,1.1196,0.51,0.4751
35,x2,1,0.1340,0.7977,-1.5664,1.7166,0.03,0.8666
35,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
36,Intercept,1,-1.4454,0.3231,-2.1531,-0.8723,20.01,<.0001
36,x1,1,-0.8393,1.4871,-5.6120,1.4194,0.32,0.5725
36,x2,1,-0.2982,0.7011,-1.8968,0.9519,0.18,0.6706
36,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
37,Intercept,1,-2.3862,0.5307,-3.6375,-1.4962,20.21,<.0001
37,x1,1,0.6728,0.9538,-1.6042,2.3867,0.50,0.4806
37,x2,1,0.3412,0.7752,-1.2420,1.9107,0.19,0.6598
37,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
38,Intercept,1,-2.7911,0.6210,-4.3076,-1.7751,20.20,<.0001
38,x1,1,-0.2801,1.4574,-4.9216,1.9479,0.04,0.8476
38,x2,1,0.8463,0.8651,-0.9284,2.6565,0.96,0.3279
38,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
39,Intercept,1,-2.3197,0.5313,-3.5747,-1.4297,19.06,<.0001
39,x1,1,0.1036,0.8777,-2.1054,1.5807,0.01,0.9060
39,x2,1,1.1176,0.6452,-0.0916,2.5228,3.00,0.0832
39,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
40,Intercept,1,-2.7539,0.6245,-4.2847,-1.7348,19.45,<.0001
40,x1,1,-0.4585,1.4482,-5.1922,1.6725,0.10,0.7515
40,x2,1,1.3866,0.7741,-0.0830,3.1000,3.21,0.0732
40,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
41,Intercept,1,-2.3401,0.5271,-3.5778,-1.4551,19.71,<.0001
41,x1,1,0.9453,1.4510,-3.0805,3.3011,0.42,0.5147
41,x2,1,-1.3498,1.4510,-5.3756,1.0060,0.87,0.3522
41,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
42,Intercept,1,-2.2688,0.4658,-3.3383,-1.4734,23.72,<.0001
42,x1,1,-0.1071,1.4161,-4.6072,2.0235,0.01,0.9397
42,x2,1,0.1025,0.8978,-2.0290,1.7256,0.01,0.9091
42,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
43,Intercept,1,-2.8772,0.6262,-4.4144,-1.8565,21.11,<.0001
43,x1,1,-0.2179,1.5031,-4.9992,2.1287,0.02,0.8847
43,x2,1,1.1338,0.8800,-0.6747,2.9748,1.66,0.1976
43,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
44,Intercept,1,-3.0949,0.8082,-5.2277,-1.8369,14.66,0.0001
44,x1,1,0.3245,1.0022,-2.0151,2.2131,0.10,0.7461
44,x2,1,1.1189,1.0022,-0.7697,3.4585,1.25,0.2642
44,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
45,Intercept,1,-2.5165,0.5271,-3.7509,-1.6304,22.80,<.0001
45,x1,1,0.6436,1.4170,-3.8410,2.8000,0.21,0.6497
45,x2,1,0.0694,0.9251,-2.0948,1.7910,0.01,0.9402
45,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
46,Intercept,1,-3.3893,0.8055,-5.4855,-2.1228,17.70,<.0001
46,x1,1,1.5482,0.9564,-0.7088,3.3148,2.62,0.1055
46,x2,1,1.5069,0.9564,-0.2597,3.7640,2.48,0.1151
46,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
47,Intercept,1,-2.4466,0.6272,-3.9874,-1.4246,15.21,<.0001
47,x1,1,-1.4396,1.4803,-6.2342,0.7993,0.95,0.3308
47,x2,1,0.8348,0.8177,-0.7685,2.6057,1.04,0.3073
47,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
48,Intercept,1,-2.6782,0.6318,-4.2339,-1.6506,17.97,<.0001
48,x1,1,-0.4703,1.5447,-5.3825,2.0197,0.09,0.7608
48,x2,1,0.7656,0.8931,-1.0942,2.6303,0.73,0.3913
48,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
49,Intercept,1,-2.1647,0.4776,-3.2593,-1.3481,20.54,<.0001
49,x1,1,1.5556,0.7999,-0.1871,3.0601,3.78,0.0518
49,x2,1,0.0750,0.7449,-1.4669,1.5338,0.01,0.9198
49,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
50,Intercept,1,-1.4295,0.3887,-2.2993,-0.7521,13.53,0.0002
50,x1,1,-0.1358,1.4207,-4.7574,1.9360,0.01,0.9238
50,x2,1,-0.8047,0.7211,-2.4211,0.5250,1.25,0.2644
50,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
51,Intercept,1,-1.5213,0.3631,-2.3258,-0.8839,17.56,<.0001
51,x1,1,-0.8875,1.4031,-5.4434,1.1519,0.40,0.5270
51,x2,1,-0.5804,0.8596,-2.7020,0.8936,0.46,0.4995
51,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
52,Intercept,1,-2.2818,0.5345,-3.5489,-1.3893,18.22,<.0001
52,x1,1,-1.5401,1.5119,-6.4412,0.7930,1.04,0.3084
52,x2,1,0.9415,0.7559,-0.6086,2.4917,1.55,0.2129
52,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
53,Intercept,1,-1.8467,0.3757,-2.6800,-1.1881,24.16,<.0001
53,x1,1,0.6950,0.8808,-1.4569,2.2124,0.62,0.4301
53,x2,1,-0.8260,0.8808,-2.9779,0.6914,0.88,0.3483
53,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
54,Intercept,1,-4.1857,1.3923,-8.8904,-2.2915,9.04,0.0026
54,x1,1,-0.4711,0.9590,-2.7605,1.2901,0.24,0.6232
54,x2,1,3.1123,1.4761,0.8697,7.8762,4.45,0.0350
54,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
55,Intercept,1,-2.8227,0.6308,-4.3754,-1.7964,20.02,<.0001
55,x1,1,-0.6269,1.5379,-5.5173,1.8357,0.17,0.6835
55,x2,1,0.8772,0.8909,-0.9722,2.7382,0.97,0.3249
55,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
56,Intercept,1,-1.9945,0.4657,-3.0636,-1.1993,18.34,<.0001
56,x1,1,-0.4763,1.4167,-5.1121,1.5784,0.11,0.7367
56,x2,1,0.1523,0.6912,-1.2942,1.5206,0.05,0.8256
56,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
57,Intercept,1,-2.2691,0.5335,-3.5332,-1.3781,18.09,<.0001
57,x1,1,-1.0234,1.4826,-5.8832,1.1885,0.48,0.4900
57,x2,1,0.7680,0.7105,-0.6366,2.2611,1.17,0.2797
57,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
58,Intercept,1,-1.8253,0.3891,-2.6953,-1.1470,22.00,<.0001
58,x1,1,-0.7325,1.4170,-5.4268,1.2830,0.27,0.6052
58,x2,1,0.3569,0.6002,-0.8982,1.5237,0.35,0.5521
58,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
59,Intercept,1,-2.2395,0.5300,-3.4890,-1.3508,17.85,<.0001
59,x1,1,0.3302,1.0382,-2.0326,2.2702,0.10,0.7505
59,x2,1,0.0011,0.8956,-1.9079,1.7223,0.00,0.9990
59,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
60,Intercept,1,-2.7079,0.6271,-4.2450,-1.6841,18.65,<.0001
60,x1,1,-0.1777,0.9353,-2.4436,1.4863,0.04,0.8493
60,x2,1,1.7428,0.7973,0.2139,3.4880,4.78,0.0288
60,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
61,Intercept,1,-2.6396,0.6274,-4.1792,-1.6164,17.70,<.0001
61,x1,1,1.3758,0.9792,-0.5856,3.4142,1.97,0.1600
61,x2,1,0.5412,0.9792,-1.4972,2.5026,0.31,0.5805
61,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
62,Intercept,1,-2.1102,0.4666,-3.1860,-1.3151,20.46,<.0001
62,x1,1,0.5737,1.4256,-4.1535,2.6056,0.16,0.6874
62,x2,1,0.8655,0.6027,-0.3042,2.1278,2.06,0.1510
62,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
63,Intercept,1,-2.4384,0.5314,-3.6964,-1.5500,21.05,<.0001
63,x1,1,0.6055,1.5869,-4.2494,3.2755,0.15,0.7028
63,x2,1,-0.0857,0.9659,-2.3199,1.7080,0.01,0.9293
63,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
64,Intercept,1,-2.0951,0.4654,-3.1651,-1.3007,20.27,<.0001
64,x1,1,0.2578,1.4261,-4.3483,2.3673,0.03,0.8566
64,x2,1,-0.1335,0.7616,-1.7946,1.3282,0.03,0.8608
64,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
65,Intercept,1,-2.9752,0.8165,-5.1410,-1.7092,13.28,0.0003
65,x1,1,0.0067,0.9759,-2.3270,1.8112,0.00,0.9946
65,x2,1,1.3059,0.9759,-0.4987,3.6396,1.79,0.1809
65,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
66,Intercept,1,-2.1737,0.4660,-3.2473,-1.3793,21.76,<.0001
66,x1,1,-0.5486,1.4497,-5.2077,1.6236,0.14,0.7051
66,x2,1,0.5489,0.7667,-1.1160,2.0219,0.51,0.4741
66,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
67,Intercept,1,-1.9813,0.4236,-2.9437,-1.2513,21.87,<.0001
67,x1,1,0.3333,1.4885,-4.4310,2.6094,0.05,0.8228
67,x2,1,-0.0016,0.7508,-1.6581,1.4053,0.00,0.9983
67,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
68,Intercept,1,-2.2009,0.4686,-3.2838,-1.4037,22.06,<.0001
68,x1,1,-0.7270,1.4506,-5.5181,1.3758,0.25,0.6163
68,x2,1,0.7640,0.6293,-0.4779,2.0657,1.47,0.2247
68,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
69,Intercept,1,-2.0341,0.4703,-3.1174,-1.2334,18.70,<.0001
69,x1,1,0.3076,1.4574,-4.4439,2.4718,0.04,0.8328
69,x2,1,-0.6628,0.9265,-2.9170,0.9876,0.51,0.4744
69,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
70,Intercept,1,-3.2140,0.8104,-5.3578,-1.9551,15.73,<.0001
70,x1,1,-0.8751,1.4918,-5.6995,1.4038,0.34,0.5574
70,x2,1,1.8352,0.9665,0.0569,4.1445,3.61,0.0576
70,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
71,Intercept,1,-2.8034,0.6280,-4.3468,-1.7806,19.93,<.0001
71,x1,1,-0.7134,1.4673,-5.5165,1.4611,0.24,0.6268
71,x2,1,1.5704,0.7808,0.0865,3.2996,4.04,0.0443
71,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
72,Intercept,1,-1.8650,0.3914,-2.7439,-1.1846,22.71,<.0001
72,x1,1,0.6989,0.9550,-1.6051,2.4157,0.54,0.4643
72,x2,1,0.6107,0.6521,-0.7753,1.8571,0.88,0.3490
72,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
73,Intercept,1,-1.8835,0.4264,-2.8537,-1.1496,19.51,<.0001
73,x1,1,0.7380,2.0000,-4.4789,5.9550,0.14,0.7121
73,x2,1,-1.3738,1.4771,-6.2511,0.8025,0.87,0.3523
73,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
74,Intercept,1,-2.4821,0.6255,-4.0168,-1.4620,15.75,<.0001
74,x1,1,-0.5775,1.4539,-5.3321,1.5659,0.16,0.6912
74,x2,1,0.8124,0.7761,-0.6612,2.5307,1.10,0.2952
74,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
75,Intercept,1,-2.3122,0.4698,-3.3985,-1.5135,24.23,<.0001
75,x1,1,-1.5710,1.5237,-6.4254,0.8301,1.06,0.3025
75,x2,1,1.2548,0.7833,-0.4596,2.7536,2.57,0.1092
75,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
76,Intercept,1,-2.2782,0.6273,-3.8145,-1.2532,13.19,0.0003
76,x1,1,-0.2771,0.8892,-2.4928,1.2425,0.10,0.7553
76,x2,1,0.7231,0.7388,-0.6313,2.3964,0.96,0.3277
76,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
77,Intercept,1,-2.3670,0.5345,-3.6342,-1.4745,19.61,<.0001
77,x1,1,0.7822,1.0328,-1.6091,2.7994,0.57,0.4489
77,x2,1,0.4578,0.8281,-1.3342,2.0941,0.31,0.5804
77,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
78,Intercept,1,-2.6930,0.6219,-4.2129,-1.6761,18.75,<.0001
78,x1,1,0.2086,1.4263,-4.4725,2.2761,0.02,0.8837
78,x2,1,1.2596,0.7442,-0.1245,2.9291,2.86,0.0905
78,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
79,Intercept,1,-2.4822,0.5317,-3.7327,-1.5893,21.80,<.0001
79,x1,1,0.2712,0.9343,-1.9764,1.9333,0.08,0.7716
79,x2,1,0.5407,0.7616,-1.0092,2.0905,0.50,0.4777
79,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
80,Intercept,1,-3.3521,0.8019,-5.4619,-2.1017,17.47,<.0001
80,x1,1,-0.4872,1.4911,-5.2066,1.8510,0.11,0.7439
80,x2,1,1.3530,1.0066,-0.5839,3.6804,1.81,0.1789
80,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
81,Intercept,1,-2.8084,0.6317,-4.3637,-1.7810,19.77,<.0001
81,x1,1,-0.9363,1.5073,-5.8222,1.3817,0.39,0.5345
81,x2,1,1.4592,0.8266,-0.1716,3.2483,3.12,0.0775
81,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
82,Intercept,1,-2.3050,0.4714,-3.3959,-1.5040,23.91,<.0001
82,x1,1,-0.1539,1.5492,-5.0806,2.3549,0.01,0.9209
82,x2,1,0.6908,0.7888,-1.0557,2.1966,0.77,0.3812
82,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
83,Intercept,1,-3.3176,0.8049,-5.4356,-2.0624,16.99,<.0001
83,x1,1,0.5344,1.0995,-1.8969,2.7263,0.24,0.6269
83,x2,1,1.2015,1.0995,-0.9904,3.6328,1.19,0.2745
83,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
84,Intercept,1,-3.1057,0.6336,-4.6424,-2.0674,24.02,<.0001
84,x1,1,1.1507,1.1632,-1.3226,3.3547,0.98,0.3226
84,x2,1,0.7613,1.1632,-1.7121,2.9653,0.43,0.5128
84,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
85,Intercept,1,-3.1583,0.8042,-5.2774,-1.9055,15.42,<.0001
85,x1,1,-0.8694,1.4353,-5.5977,1.2080,0.37,0.5447
85,x2,1,2.1209,0.8892,0.5930,4.3317,5.69,0.0171
85,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
86,Intercept,1,-2.3757,0.5280,-3.6219,-1.4911,20.25,<.0001
86,x1,1,0.6455,1.4695,-4.0515,2.8834,0.19,0.6605
86,x2,1,0.5367,0.8077,-1.1776,2.1405,0.44,0.5064
86,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
87,Intercept,1,-2.0865,0.4663,-3.1616,-1.2918,20.02,<.0001
87,x1,1,-0.7029,1.4589,-5.3846,1.4938,0.23,0.6299
87,x2,1,0.4136,0.7688,-1.2547,1.8905,0.29,0.5906
87,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
88,Intercept,1,-1.7984,0.4221,-2.7552,-1.0699,18.15,<.0001
88,x1,1,-0.8526,1.4302,-5.5304,1.2281,0.36,0.5511
88,x2,1,0.2228,0.6671,-1.1882,1.5178,0.11,0.7384
88,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
89,Intercept,1,-2.1990,0.4781,-3.2985,-1.3838,21.15,<.0001
89,x1,1,1.9852,0.9528,0.0189,3.7669,4.34,0.0372
89,x2,1,-0.7800,0.9528,-2.7462,1.0017,0.67,0.4130
89,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
90,Intercept,1,-2.2416,0.5259,-3.4785,-1.3587,18.17,<.0001
90,x1,1,0.0647,1.4596,-4.4787,2.3353,0.00,0.9647
90,x2,1,-0.5377,0.9343,-2.6810,1.2111,0.33,0.5650
90,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
91,Intercept,1,-1.9035,0.3914,-2.7799,-1.2220,23.65,<.0001
91,x1,1,0.5851,1.3651,-3.6600,2.6406,0.18,0.6682
91,x2,1,-1.8201,1.3651,-6.0652,0.2354,1.78,0.1824
91,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
92,Intercept,1,-2.5393,0.6191,-4.0438,-1.5239,16.83,<.0001
92,x1,1,-0.1335,1.4320,-4.6991,2.0381,0.01,0.9257
92,x2,1,0.5879,0.8565,-1.1774,2.3758,0.47,0.4924
92,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
93,Intercept,1,-2.7646,0.6298,-4.3134,-1.7393,19.27,<.0001
93,x1,1,-0.8428,0.9600,-3.1504,0.8990,0.77,0.3800
93,x2,1,1.6156,0.8161,0.0277,3.3899,3.92,0.0477
93,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
94,Intercept,1,-2.3528,0.5289,-3.6023,-1.4672,19.79,<.0001
94,x1,1,0.1281,1.4456,-4.6096,2.2425,0.01,0.9294
94,x2,1,1.0479,0.7002,-0.3305,2.5204,2.24,0.1345
94,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
