isim,Parameter,DF,Estimate,StdErr,LowerLRCL,UpperLRCL,ChiSq,ProbChiSq
16,x1,1,1.1098,0.5356,-0.0660,2.0803,4.29,0.0383
16,x2,1,-0.2051,0.4363,-1.1047,0.6275,0.22,0.6383
16,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
17,Intercept,1,-2.4171,0.2936,-3.0532,-1.8917,67.77,<.0001
17,x1,1,-0.9980,1.4295,-5.7655,1.0218,0.49,0.4851
17,x2,1,0.1081,0.4853,-0.9008,1.0368,0.05,0.8237
17,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
18,Intercept,1,-2.4117,0.2841,-3.0240,-1.9009,72.04,<.0001
18,x1,1,0.6143,0.4767,-0.3909,1.5074,1.66,0.1975
18,x2,1,0.7482,0.4080,-0.0587,1.5567,3.36,0.0667
18,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
19,Intercept,1,-2.3778,0.2956,-3.0178,-1.8484,64.69,<.0001
19,x1,1,0.8817,0.5290,-0.2352,1.8763,2.78,0.0956
19,x2,1,0.3552,0.4498,-0.5467,1.2366,0.62,0.4297
19,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
20,Intercept,1,-2.4885,0.2966,-3.1300,-1.9570,70.38,<.0001
20,x1,1,0.7892,0.6221,-0.5888,1.9177,1.61,0.2046
20,x2,1,0.0588,0.4912,-0.9505,1.0018,0.01,0.9048
20,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
21,Intercept,1,-2.7022,0.3279,-3.4182,-2.1193,67.92,<.0001
21,x1,1,1.1779,0.4702,0.2511,2.1090,6.27,0.0123
21,x2,1,0.6872,0.4772,-0.2500,1.6365,2.07,0.1499
21,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
22,Intercept,1,-2.4929,0.2979,-3.1367,-1.9588,70.02,<.0001
22,x1,1,0.3831,0.5928,-0.9544,1.4386,0.42,0.5181
22,x2,1,0.5206,0.4430,-0.3719,1.3889,1.38,0.2400
22,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
23,Intercept,1,-2.8246,0.3461,-3.5850,-2.2123,66.60,<.0001
23,x1,1,0.8063,0.5631,-0.4083,1.8499,2.05,0.1522
23,x2,1,0.6168,0.4876,-0.3494,1.5908,1.60,0.2058
23,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
24,Intercept,1,-2.4679,0.3240,-3.1773,-1.8931,58.01,<.0001
24,x1,1,0.3298,0.6803,-1.2818,1.4992,0.24,0.6278
24,x2,1,0.6730,0.4287,-0.1612,1.5430,2.46,0.1165
24,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
25,Intercept,1,-2.5929,0.3240,-3.3023,-2.0181,64.05,<.0001
25,x1,1,0.0216,0.6852,-1.5961,1.2052,0.00,0.9748
25,x2,1,0.9232,0.4375,0.0669,1.8063,4.45,0.0348
25,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
26,Intercept,1,-2.8456,0.3424,-3.6007,-2.2416,69.06,<.0001
26,x1,1,0.5650,0.7026,-1.0749,1.7986,0.65,0.4213
26,x2,1,0.8976,0.4751,-0.0409,1.8523,3.57,0.0588
26,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
27,Intercept,1,-2.4005,0.2945,-3.0388,-1.8736,66.43,<.0001
27,x1,1,-0.1075,0.6886,-1.7308,1.0847,0.02,0.8759
27,x2,1,0.7251,0.4189,-0.1062,1.5571,3.00,0.0834
27,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
28,Intercept,1,-2.5131,0.3084,-3.1845,-1.9633,66.39,<.0001
28,x1,1,0.6014,0.6275,-0.7860,1.7476,0.92,0.3379
28,x2,1,0.4107,0.4747,-0.5495,1.3377,0.75,0.3870
28,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
29,Intercept,1,-2.5178,0.3270,-3.2321,-1.9366,59.28,<.0001
29,x1,1,0.6862,0.5256,-0.3919,1.6973,1.70,0.1917
29,x2,1,0.4970,0.4921,-0.4840,1.4664,1.02,0.3125
29,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
30,Intercept,1,-2.6138,0.3141,-3.2951,-2.0523,69.25,<.0001
30,x1,1,1.5373,0.4129,0.7108,2.3438,13.86,0.0002
30,x2,1,0.6681,0.4196,-0.1454,1.5153,2.53,0.1113
30,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
31,Intercept,1,-3.0089,0.3790,-3.8465,-2.3424,63.02,<.0001
31,x1,1,2.0401,0.5926,0.8288,3.1865,11.85,0.0006
31,x2,1,-0.1782,0.5799,-1.3461,0.9580,0.09,0.7586
31,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
32,Intercept,1,-3.1981,0.4259,-4.1668,-2.4649,56.39,<.0001
32,x1,1,0.8003,0.5574,-0.4089,1.8327,2.06,0.1511
32,x2,1,1.3666,0.5209,0.3845,2.4710,6.88,0.0087
32,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
33,Intercept,1,-2.9141,0.3648,-3.7253,-2.2749,63.80,<.0001
33,x1,1,0.4091,0.5052,-0.6735,1.3485,0.66,0.4181
33,x2,1,1.4210,0.4562,0.5513,2.3688,9.70,0.0018
33,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
34,Intercept,1,-2.0021,0.2478,-2.5292,-1.5518,65.28,<.0001
34,x1,1,0.3281,0.5344,-0.8480,1.2941,0.38,0.5393
34,x2,1,-0.0058,0.3978,-0.8123,0.7627,0.00,0.9884
34,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
35,Intercept,1,-2.5430,0.3088,-3.2148,-1.9922,67.81,<.0001
35,x1,1,0.3315,0.6092,-1.0308,1.4286,0.30,0.5863
35,x2,1,0.6406,0.4523,-0.2630,1.5340,2.01,0.1566
35,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
36,Intercept,1,-2.6154,0.3246,-3.3258,-2.0395,64.94,<.0001
36,x1,1,0.4360,0.5111,-0.6547,1.3886,0.73,0.3936
36,x2,1,0.8574,0.4384,0.0017,1.7431,3.82,0.0505
36,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
37,Intercept,1,-2.2079,0.2650,-2.7745,-1.7285,69.42,<.0001
37,x1,1,0.3595,0.5700,-0.9491,1.3532,0.40,0.5282
37,x2,1,0.5941,0.3711,-0.1409,1.3291,2.56,0.1094
37,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
38,Intercept,1,-3.0620,0.4258,-4.0303,-2.3287,51.71,<.0001
38,x1,1,0.2480,0.5099,-0.8409,1.1999,0.24,0.6267
38,x2,1,1.4493,0.5099,0.4974,2.5381,8.08,0.0045
38,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
39,Intercept,1,-2.9318,0.3684,-3.7471,-2.2841,63.33,<.0001
39,x1,1,1.2730,0.7148,-0.3693,2.5466,3.17,0.0750
39,x2,1,0.2538,0.5684,-0.9147,1.3614,0.20,0.6552
39,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
40,Intercept,1,-2.7233,0.3267,-3.4370,-2.1429,69.50,<.0001
40,x1,1,2.0117,0.5547,0.8893,3.0892,13.15,0.0003
40,x2,1,0.2822,0.5252,-0.7746,1.3031,0.29,0.5910
40,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
41,Intercept,1,-2.6744,0.3014,-3.3248,-2.1337,78.75,<.0001
41,x1,1,1.4883,0.5309,0.3200,2.4506,7.86,0.0051
41,x2,1,0.6501,0.4284,-0.2062,1.4958,2.30,0.1292
41,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
42,Intercept,1,-2.9579,0.3713,-3.7785,-2.3042,63.46,<.0001
42,x1,1,1.1828,0.5132,0.0916,2.1435,5.31,0.0212
42,x2,1,0.8220,0.4759,-0.0985,1.7974,2.98,0.0841
42,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
43,Intercept,1,-2.8858,0.3578,-3.6684,-2.2510,65.06,<.0001
43,x1,1,1.6344,0.4143,0.8211,2.4602,15.56,<.0001
43,x2,1,0.5347,0.4416,-0.3078,1.4431,1.47,0.2259
43,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
44,Intercept,1,-2.6422,0.3251,-3.3531,-2.0648,66.06,<.0001
44,x1,1,0.2039,0.5979,-1.1425,1.2721,0.12,0.7330
44,x2,1,0.8077,0.4466,-0.0709,1.7047,3.27,0.0705
44,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
45,Intercept,1,-2.3339,0.2841,-2.9461,-1.8233,67.49,<.0001
45,x1,1,0.6736,0.5514,-0.4768,1.7186,1.49,0.2218
45,x2,1,0.1966,0.4800,-0.7820,1.1176,0.17,0.6821
45,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
46,Intercept,1,-2.5486,0.3287,-3.2660,-1.9642,60.13,<.0001
46,x1,1,1.3400,0.5087,0.3273,2.3385,6.94,0.0084
46,x2,1,-0.0922,0.5014,-1.0863,0.8949,0.03,0.8542
46,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
47,Intercept,1,-2.8599,0.3546,-3.6364,-2.2313,65.04,<.0001
47,x1,1,1.3910,0.4621,0.4533,2.2885,9.06,0.0026
47,x2,1,0.6888,0.4621,-0.2087,1.6266,2.22,0.1361
47,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
48,Intercept,1,-2.9052,0.3619,-3.6986,-2.2648,64.44,<.0001
48,x1,1,1.4288,0.5242,0.3747,2.4550,7.43,0.0064
48,x2,1,0.3120,0.5205,-0.7226,1.3421,0.36,0.5489
48,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
49,Intercept,1,-2.5737,0.3283,-3.2902,-1.9902,61.44,<.0001
49,x1,1,-0.0128,0.8445,-2.1780,1.3664,0.00,0.9879
49,x2,1,0.1675,0.5012,-0.8654,1.1393,0.11,0.7382
49,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
50,Intercept,1,-3.5502,0.5322,-4.8098,-2.6602,44.49,<.0001
50,x1,1,-0.4408,0.8610,-2.6423,0.9754,0.26,0.6087
50,x2,1,1.9636,0.6098,0.8585,3.3261,10.37,0.0013
50,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
51,Intercept,1,-2.5690,0.3155,-3.2529,-2.0049,66.31,<.0001
51,x1,1,1.0224,0.4540,0.0778,1.8830,5.07,0.0243
51,x2,1,0.6158,0.4240,-0.2140,1.4674,2.11,0.1464
51,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
52,Intercept,1,-2.5090,0.3085,-3.1802,-1.9589,66.15,<.0001
52,x1,1,0.8502,0.7125,-0.7980,2.1099,1.42,0.2328
52,x2,1,0.0467,0.4963,-0.9710,1.0051,0.01,0.9251
52,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
53,Intercept,1,-2.4080,0.2956,-3.0478,-1.8786,66.35,<.0001
53,x1,1,1.1064,0.5439,-0.0323,2.1371,4.14,0.0419
53,x2,1,0.2759,0.4697,-0.6736,1.1880,0.34,0.5570
53,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
54,Intercept,1,-2.5174,0.2894,-3.1397,-1.9964,75.65,<.0001
54,x1,1,1.6921,0.4857,0.6736,2.6062,12.14,0.0005
54,x2,1,0.2106,0.4385,-0.6702,1.0674,0.23,0.6310
54,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
55,Intercept,1,-2.5898,0.3255,-3.3011,-2.0115,63.30,<.0001
55,x1,1,0.4066,0.6886,-1.2090,1.6036,0.35,0.5548
55,x2,1,0.4595,0.4757,-0.4964,1.3987,0.93,0.3340
55,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
56,Intercept,1,-3.1482,0.4258,-4.1166,-2.4150,54.66,<.0001
56,x1,1,0.8870,0.5381,-0.2415,1.9147,2.72,0.0992
56,x2,1,1.3312,0.5381,0.3036,2.4597,6.12,0.0134
56,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
57,Intercept,1,-3.2645,0.4106,-4.1793,-2.5477,63.21,<.0001
57,x1,1,1.2986,0.6549,-0.1141,2.5296,3.93,0.0474
57,x2,1,0.3921,0.6199,-0.8948,1.5967,0.40,0.5270
57,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
58,Intercept,1,-2.9447,0.4254,-3.9116,-2.2118,47.92,<.0001
58,x1,1,-0.1153,0.6913,-1.7409,1.0869,0.03,0.8676
58,x2,1,1.2466,0.5179,0.2718,2.3459,5.79,0.0161
58,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
59,Intercept,1,-2.9903,0.3917,-3.8691,-2.3085,58.27,<.0001
59,x1,1,0.0293,0.5940,-1.3134,1.0876,0.00,0.9606
59,x2,1,1.4130,0.4783,0.5100,2.4189,8.73,0.0031
59,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
60,Intercept,1,-3.0348,0.3917,-3.9145,-2.3539,60.03,<.0001
60,x1,1,0.1749,0.7215,-1.4898,1.4653,0.06,0.8085
60,x2,1,1.1270,0.5301,0.0846,2.2072,4.52,0.0335
60,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
61,Intercept,1,-2.3668,0.2845,-2.9797,-1.8553,69.21,<.0001
61,x1,1,0.6458,0.4822,-0.3678,1.5520,1.79,0.1805
61,x2,1,0.5210,0.4171,-0.3076,1.3440,1.56,0.2117
61,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
62,Intercept,1,-2.8177,0.3239,-3.5274,-2.2433,75.66,<.0001
62,x1,1,-0.2800,0.8679,-2.4949,1.1531,0.10,0.7470
62,x2,1,1.0731,0.4545,0.1714,1.9812,5.57,0.0182
62,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
63,Intercept,1,-3.0353,0.3941,-3.9169,-2.3480,59.33,<.0001
63,x1,1,1.0032,0.5545,-0.1991,2.0270,3.27,0.0704
63,x2,1,1.0718,0.4995,0.1141,2.1077,4.60,0.0319
63,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
64,Intercept,1,-2.4869,0.3105,-3.1616,-1.9325,64.14,<.0001
64,x1,1,0.2276,0.4901,-0.8321,1.1265,0.22,0.6423
64,x2,1,0.8970,0.4075,0.1061,1.7226,4.85,0.0277
64,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
65,Intercept,1,-2.2905,0.2769,-2.8839,-1.7907,68.44,<.0001
65,x1,1,0.5918,0.4952,-0.4749,1.5027,1.43,0.2320
65,x2,1,0.1653,0.4110,-0.6587,0.9705,0.16,0.6876
65,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
66,Intercept,1,-2.1381,0.2568,-2.6859,-1.6728,69.31,<.0001
66,x1,1,0.0105,0.8388,-2.1477,1.3706,0.00,0.9901
66,x2,1,-0.3134,0.5286,-1.4732,0.6491,0.35,0.5532
66,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
67,Intercept,1,-2.8525,0.3478,-3.6160,-2.2367,67.27,<.0001
67,x1,1,0.8585,0.4591,-0.1188,1.7119,3.50,0.0615
67,x2,1,1.2552,0.4250,0.4457,2.1352,8.72,0.0031
67,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
68,Intercept,1,-3.4053,0.4714,-4.4914,-2.6011,52.19,<.0001
68,x1,1,0.8868,0.6267,-0.4959,2.0379,2.00,0.1571
68,x2,1,1.3116,0.5806,0.2146,2.5490,5.10,0.0239
68,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
69,Intercept,1,-3.1246,0.4261,-4.0941,-2.3911,53.76,<.0001
69,x1,1,-0.1771,0.7015,-1.8190,1.0539,0.06,0.8007
69,x2,1,1.3826,0.5248,0.3886,2.4926,6.94,0.0084
69,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
70,Intercept,1,-2.6872,0.3427,-3.4421,-2.0821,61.48,<.0001
70,x1,1,0.0681,0.6702,-1.5296,1.2102,0.01,0.9190
70,x2,1,1.0702,0.4275,0.2535,1.9539,6.27,0.0123
70,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
71,Intercept,1,-2.4024,0.2981,-3.0467,-1.8680,64.97,<.0001
71,x1,1,1.0364,0.4403,0.1309,1.8776,5.54,0.0186
71,x2,1,0.4597,0.4132,-0.3502,1.2857,1.24,0.2659
71,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
72,Intercept,1,-2.9114,0.3447,-3.6693,-2.3020,71.35,<.0001
72,x1,1,0.6873,0.5882,-0.6450,1.7315,1.37,0.2426
72,x2,1,1.2091,0.4462,0.3447,2.1202,7.34,0.0067
72,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
73,Intercept,1,-2.7833,0.3483,-3.5478,-2.1668,63.87,<.0001
73,x1,1,1.4169,0.4662,0.4721,2.3222,9.24,0.0024
73,x2,1,0.5917,0.4662,-0.3135,1.5365,1.61,0.2044
73,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
74,Intercept,1,-2.5867,0.3105,-3.2616,-2.0325,69.41,<.0001
74,x1,1,1.2929,0.3950,0.4853,2.0504,10.71,0.0011
74,x2,1,1.0064,0.3950,0.2489,1.8140,6.49,0.0108
74,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
75,Intercept,1,-2.9974,0.3939,-3.8792,-2.3105,57.90,<.0001
75,x1,1,0.8636,0.4964,-0.1693,1.8102,3.03,0.0819
75,x2,1,0.9734,0.4964,0.0267,2.0063,3.84,0.0499
75,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
76,Intercept,1,-2.8046,0.3656,-3.6159,-2.1629,58.86,<.0001
76,x1,1,0.6951,0.5398,-0.4362,1.7211,1.66,0.1978
76,x2,1,0.6133,0.5001,-0.3652,1.6260,1.50,0.2201
76,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
77,Intercept,1,-3.0495,0.3961,-3.9348,-2.3579,59.28,<.0001
77,x1,1,0.7140,0.4092,-0.1268,1.4974,3.04,0.0810
77,x2,1,1.4680,0.4573,0.6207,2.4434,10.31,0.0013
77,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
78,Intercept,1,-3.3414,0.4329,-4.3189,-2.5912,59.57,<.0001
78,x1,1,1.4158,0.4351,0.5209,2.2511,10.59,0.0011
78,x2,1,1.4799,0.4926,0.5726,2.5421,9.03,0.0027
78,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
79,Intercept,1,-2.4611,0.3084,-3.1326,-1.9117,63.71,<.0001
79,x1,1,0.2974,0.5896,-1.0405,1.3419,0.25,0.6139
79,x2,1,0.9155,0.4090,0.1199,1.7432,5.01,0.0252
79,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
80,Intercept,1,-2.4268,0.2965,-3.0679,-1.8955,67.00,<.0001
80,x1,1,0.3852,0.6758,-1.2149,1.5461,0.32,0.5687
80,x2,1,0.4259,0.4389,-0.4582,1.2871,0.94,0.3319
80,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
81,Intercept,1,-2.7226,0.3293,-3.4410,-2.1366,68.34,<.0001
81,x1,1,1.3021,0.4834,0.2881,2.2141,7.25,0.0071
81,x2,1,0.4899,0.4450,-0.3809,1.3856,1.21,0.2709
81,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
82,Intercept,1,-2.4227,0.2963,-3.0635,-1.8918,66.87,<.0001
82,x1,1,0.0311,0.5848,-1.2975,1.0641,0.00,0.9577
82,x2,1,0.6220,0.4124,-0.1928,1.4440,2.27,0.1315
82,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
83,Intercept,1,-2.9056,0.3658,-3.7174,-2.2636,63.11,<.0001
83,x1,1,0.9414,0.4907,-0.0835,1.8728,3.68,0.0550
83,x2,1,1.1397,0.4720,0.2323,2.1111,5.83,0.0158
83,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
84,Intercept,1,-2.9168,0.3645,-3.7265,-2.2775,64.03,<.0001
84,x1,1,-0.3549,0.6954,-1.9836,0.8592,0.26,0.6099
84,x2,1,1.2665,0.4861,0.3180,2.2570,6.79,0.0092
84,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
85,Intercept,1,-2.9951,0.3919,-3.8754,-2.3139,58.41,<.0001
85,x1,1,0.2711,0.5358,-0.9088,1.2443,0.26,0.6129
85,x2,1,1.6515,0.4688,0.7735,2.6448,12.41,0.0004
85,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
86,Intercept,1,-2.6756,0.3372,-3.4095,-2.0751,62.97,<.0001
86,x1,1,1.4547,0.4678,0.5070,2.3634,9.67,0.0019
86,x2,1,0.1777,0.4613,-0.7289,1.1005,0.15,0.7001
86,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
87,Intercept,1,-2.6687,0.3442,-3.4264,-2.0605,60.11,<.0001
87,x1,1,1.0348,0.4406,0.1298,1.8796,5.52,0.0188
87,x2,1,0.8258,0.4406,-0.0189,1.7309,3.51,0.0609
87,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
88,Intercept,1,-3.3113,0.4706,-4.3988,-2.5106,49.51,<.0001
88,x1,1,0.9667,0.5324,-0.1536,1.9785,3.30,0.0694
88,x2,1,1.2282,0.5669,0.1711,2.4496,4.69,0.0303
88,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
89,Intercept,1,-2.3511,0.2723,-2.9362,-1.8605,74.54,<.0001
89,x1,1,0.5009,0.5596,-0.7112,1.5328,0.80,0.3707
89,x2,1,0.6448,0.4293,-0.2233,1.4781,2.26,0.1331
89,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
90,Intercept,1,-2.0410,0.2328,-2.5325,-1.6152,76.83,<.0001
90,x1,1,1.0172,0.4250,0.1336,1.8173,5.73,0.0167
90,x2,1,-0.1291,0.3843,-0.9075,0.6104,0.11,0.7369
90,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
91,Intercept,1,-2.4400,0.2956,-3.0798,-1.9106,68.13,<.0001
91,x1,1,0.8809,0.5752,-0.3526,1.9512,2.35,0.1256
91,x2,1,0.2474,0.4720,-0.7103,1.1622,0.27,0.6002
91,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
92,Intercept,1,-2.5756,0.3270,-3.2898,-1.9941,62.03,<.0001
92,x1,1,0.2201,0.4811,-0.8261,1.0970,0.21,0.6472
92,x2,1,1.0315,0.4055,0.2562,1.8662,6.47,0.0110
92,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
93,Intercept,1,-2.4725,0.3097,-3.1458,-1.9200,63.76,<.0001
93,x1,1,1.0895,0.5504,-0.1087,2.0988,3.92,0.0478
93,x2,1,0.4578,0.4433,-0.4218,1.3382,1.07,0.3018
93,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
94,Intercept,1,-2.2244,0.2634,-2.7883,-1.7483,71.31,<.0001
94,x1,1,0.5502,0.4037,-0.2715,1.3272,1.86,0.1730
94,x2,1,0.9326,0.3752,0.1941,1.6770,6.18,0.0129
94,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
95,Intercept,1,-3.6023,0.5318,-4.8536,-2.7091,45.88,<.0001
95,x1,1,0.5043,0.9043,-1.7157,2.0766,0.31,0.5771
95,x2,1,0.9930,0.7088,-0.4061,2.4752,1.96,0.1612
