isim,Parameter,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq
10,Intercept,1,-28.4179,0.7071,-29.8038,-27.0320,1615.15,<.0001
10,x1,1,2.5340,0.7906,0.9845,4.0835,10.27,0.0013
10,x2,0,26.0435,0.0000,26.0435,26.0435,,
10,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
11,Intercept,1,-3.1940,0.8350,-4.8305,-1.5575,14.63,0.0001
11,x1,1,2.1222,0.9330,0.2935,3.9509,5.17,0.0229
11,x2,1,0.4201,0.9330,-1.4086,2.2488,0.20,0.6525
11,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
12,Intercept,1,-3.8444,0.8471,-5.5047,-2.1842,20.60,<.0001
12,x1,1,2.9040,0.8625,1.2136,4.5945,11.34,0.0008
12,x2,1,1.0420,0.8625,-0.6485,2.7324,1.46,0.2270
12,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
13,Intercept,1,-29.5376,1.0000,-31.4976,-27.5776,872.47,<.0001
13,x1,0,28.1973,0.0000,28.1973,28.1973,,
13,x2,1,1.2434,1.0801,-0.8736,3.3604,1.33,0.2497
13,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
14,Intercept,1,-3.8677,1.0681,-5.9611,-1.7743,13.11,0.0003
14,x1,1,3.1853,1.6139,0.0221,6.3486,3.90,0.0484
14,x2,1,-0.5855,1.6139,-3.7487,2.5778,0.13,0.7168
14,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
15,Intercept,1,-28.5456,0.7071,-29.9315,-27.1596,1629.70,<.0001
15,x1,1,1.7984,0.8165,0.1981,3.3987,4.85,0.0276
15,x2,0,26.4215,0.0000,26.4215,26.4215,,
15,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
16,Intercept,1,-29.8614,1.0000,-31.8213,-27.9014,891.70,<.0001
16,x1,1,3.1755,1.1547,0.9123,5.4387,7.56,0.0060
16,x2,0,26.7095,0.0000,26.7095,26.7095,,
16,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
17,Intercept,1,-3.4392,0.8149,-5.0363,-1.8420,17.81,<.0001
17,x1,1,2.0881,1.0223,0.0845,4.0917,4.17,0.0411
17,x2,1,0.5065,1.0223,-1.4971,2.5101,0.25,0.6203
17,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
18,Intercept,1,-3.1371,0.6428,-4.3969,-1.8772,23.82,<.0001
18,x1,1,2.6744,0.6754,1.3508,3.9981,15.68,<.0001
18,x2,1,0.6303,0.6088,-0.5628,1.8235,1.07,0.3005
18,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
19,Intercept,1,-28.5057,1.0000,-30.4656,-26.5457,812.57,<.0001
19,x1,1,2.9991,1.0954,0.8520,5.1461,7.50,0.0062
19,x2,0,25.3293,0.0000,25.3293,25.3293,,
19,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
20,Intercept,1,-3.8144,1.0139,-5.8016,-1.8271,14.15,0.0002
20,x1,1,3.7645,1.1379,1.5343,5.9946,10.94,0.0009
20,x2,1,-0.5586,0.8481,-2.2209,1.1037,0.43,0.5101
20,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
21,Intercept,1,-3.5704,1.0000,-5.5303,-1.6104,12.75,0.0004
21,x1,1,-24.0994,207104.4,-405941,405893.1,0.00,0.9999
21,x2,1,2.2197,1.1180,0.0284,4.4110,3.94,0.0471
21,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
22,Intercept,1,-29.0256,1.0000,-30.9855,-27.0656,842.48,<.0001
22,x1,1,2.6139,1.0801,0.4969,4.7309,5.86,0.0155
22,x2,0,26.2561,0.0000,26.2561,26.2561,,
22,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
23,Intercept,1,-29.7805,0.5774,-30.9121,-28.6489,2660.64,<.0001
23,x1,0,29.3862,0.0000,29.3862,29.3862,,
23,x2,1,0.3787,0.6901,-0.9738,1.7312,0.30,0.5832
23,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
24,Intercept,1,-2.5992,0.5774,-3.7308,-1.4676,20.27,<.0001
24,x1,1,27.3736,0.6583,26.0834,28.6638,1729.19,<.0001
24,x2,0,-24.6270,0.0000,-24.6270,-24.6270,,
24,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
25,Intercept,1,-4.7395,1.1783,-7.0489,-2.4301,16.18,<.0001
25,x1,1,4.0407,1.1218,1.8420,6.2394,12.97,0.0003
25,x2,1,1.2476,0.9160,-0.5476,3.0428,1.86,0.1732
25,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
26,Intercept,1,-4.0656,1.1634,-6.3458,-1.7853,12.21,0.0005
26,x1,1,2.8566,1.2373,0.4316,5.2816,5.33,0.0210
26,x2,1,0.5097,1.2373,-1.9154,2.9347,0.17,0.6804
26,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
27,Intercept,1,-4.0105,0.8561,-5.6883,-2.3327,21.95,<.0001
27,x1,1,3.2778,0.8019,1.7061,4.8495,16.71,<.0001
27,x2,1,1.2806,0.7072,-0.1055,2.6667,3.28,0.0702
27,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
28,Intercept,1,-29.3841,1.0000,-31.3440,-27.4241,863.42,<.0001
28,x1,0,28.6047,0.0000,28.6047,28.6047,,
28,x2,1,0.3873,1.1180,-1.8040,2.5786,0.12,0.7290
28,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
29,Intercept,1,-3.0681,0.7237,-4.4865,-1.6497,17.97,<.0001
29,x1,1,1.7576,0.8924,0.0086,3.5065,3.88,0.0489
29,x2,1,0.8321,0.8924,-0.9168,2.5811,0.87,0.3511
29,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
30,Intercept,1,-4.4138,1.2054,-6.7763,-2.0513,13.41,0.0003
30,x1,1,3.7563,1.1916,1.4208,6.0918,9.94,0.0016
30,x2,1,0.8594,1.1916,-1.4761,3.1949,0.52,0.4708
30,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
31,Intercept,1,-54.2733,0.5000,-55.2533,-53.2933,11782.4,<.0001
31,x1,0,28.3891,0.0000,28.3891,28.3891,,
31,x2,0,25.8003,0.0000,25.8003,25.8003,,
31,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
32,Intercept,1,-3.0318,0.6620,-4.3293,-1.7342,20.97,<.0001
32,x1,1,2.6029,0.7575,1.1183,4.0875,11.81,0.0006
32,x2,1,0.4916,0.7575,-0.9930,1.9762,0.42,0.5163
32,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
33,Intercept,1,-4.0405,1.0519,-6.1021,-1.9788,14.75,0.0001
33,x1,1,2.1321,0.9051,0.3583,3.9060,5.55,0.0185
33,x2,1,1.5788,1.1448,-0.6650,3.8226,1.90,0.1679
33,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
34,Intercept,1,-3.4337,1.0000,-5.3936,-1.4737,11.79,0.0006
34,x1,1,3.1167,1.0690,1.0214,5.2120,8.50,0.0036
34,x2,1,0.4255,1.4142,-2.3463,3.1973,0.09,0.7635
34,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
35,Intercept,1,-29.3249,1.0000,-31.2849,-27.3650,859.95,<.0001
35,x1,1,2.0334,1.1547,-0.2297,4.2966,3.10,0.0782
35,x2,0,26.6549,0.0000,26.6549,26.6549,,
35,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
36,Intercept,1,-4.2788,1.0677,-6.3715,-2.1861,16.06,<.0001
36,x1,1,3.6520,1.1050,1.4862,5.8178,10.92,0.0009
36,x2,1,0.6332,0.8353,-1.0040,2.2704,0.57,0.4484
36,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
37,Intercept,1,-3.2778,0.7316,-4.7118,-1.8439,20.07,<.0001
37,x1,1,2.8095,0.9149,1.0164,4.6026,9.43,0.0021
37,x2,1,-0.7283,1.1205,-2.9244,1.4678,0.42,0.5157
37,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
38,Intercept,1,-3.0679,0.7281,-4.4949,-1.6408,17.75,<.0001
38,x1,1,1.9127,0.7927,0.3590,3.4665,5.82,0.0158
38,x2,1,0.8900,0.8684,-0.8120,2.5921,1.05,0.3054
38,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
39,Intercept,1,-3.0604,0.6420,-4.3187,-1.8021,22.72,<.0001
39,x1,1,2.1791,0.7761,0.6580,3.7002,7.88,0.0050
39,x2,1,0.7938,0.7761,-0.7274,2.3149,1.05,0.3064
39,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
40,Intercept,1,-3.3546,0.8337,-4.9886,-1.7205,16.19,<.0001
40,x1,1,2.4026,0.9341,0.5718,4.2334,6.62,0.0101
40,x2,1,0.2250,0.9341,-1.6058,2.0558,0.06,0.8096
40,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
41,Intercept,1,-28.4097,0.7071,-29.7956,-27.0238,1614.22,<.0001
41,x1,1,2.0338,0.8165,0.4335,3.6341,6.20,0.0127
41,x2,0,26.0418,0.0000,26.0418,26.0418,,
41,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
42,Intercept,1,-28.7142,1.0000,-30.6741,-26.7542,824.50,<.0001
42,x1,1,2.8904,1.0801,0.7734,5.0074,7.16,0.0075
42,x2,0,25.8560,0.0000,25.8560,25.8560,,
42,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
43,Intercept,1,-2.7297,0.5939,-3.8938,-1.5656,21.12,<.0001
43,x1,1,1.7699,0.6865,0.4244,3.1154,6.65,0.0099
43,x2,1,0.6262,0.7490,-0.8419,2.0942,0.70,0.4032
43,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
44,Intercept,1,-2.9642,0.7071,-4.3501,-1.5783,17.57,<.0001
44,x1,1,26.7533,0.9129,24.9641,28.5424,858.88,<.0001
44,x2,0,-24.0767,0.0000,-24.0767,-24.0767,,
44,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
45,Intercept,1,-3.1842,0.6839,-4.5247,-1.8437,21.68,<.0001
45,x1,1,2.3460,0.6691,1.0345,3.6575,12.29,0.0005
45,x2,1,0.8081,0.6146,-0.3965,2.0128,1.73,0.1886
45,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
46,Intercept,1,-4.2003,1.1512,-6.4565,-1.9440,13.31,0.0003
46,x1,1,3.1215,1.2332,0.7045,5.5386,6.41,0.0114
46,x2,1,0.5588,1.2332,-1.8582,2.9759,0.21,0.6504
46,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
47,Intercept,1,-3.4645,1.0000,-5.4244,-1.5045,12.00,0.0005
47,x1,1,2.8882,1.1180,0.6969,5.0795,6.67,0.0098
47,x2,1,0.3452,1.4142,-2.4266,3.1170,0.06,0.8072
47,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
48,Intercept,1,-28.2840,0.5774,-29.4156,-27.1524,2399.96,<.0001
48,x1,1,1.8576,0.8165,0.2573,3.4579,5.18,0.0229
48,x2,0,26.2303,0.0000,26.2303,26.2303,,
48,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
49,Intercept,1,-30.1559,1.0000,-32.1159,-28.1959,909.38,<.0001
49,x1,1,3.3348,1.0954,1.1877,5.4818,9.27,0.0023
49,x2,0,27.2705,0.0000,27.2705,27.2705,,
49,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
50,Intercept,1,-3.2000,0.7404,-4.6513,-1.7488,18.68,<.0001
50,x1,1,2.0128,0.8046,0.4358,3.5898,6.26,0.0124
50,x2,1,0.6516,0.8996,-1.1116,2.4147,0.52,0.4689
50,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
51,Intercept,1,-4.0616,1.1070,-6.2312,-1.8920,13.46,0.0002
51,x1,1,3.6113,1.3301,1.0043,6.2182,7.37,0.0066
51,x2,1,0.0442,1.3301,-2.5627,2.6512,0.00,0.9735
51,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
52,Intercept,1,-29.7647,1.0000,-31.7247,-27.8048,885.94,<.0001
52,x1,0,28.3986,0.0000,28.3986,28.3986,,
52,x2,1,1.1713,1.2247,-1.2291,3.5718,0.91,0.3389
52,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
53,Intercept,1,-4.0093,1.0096,-5.9881,-2.0306,15.77,<.0001
53,x1,1,1.6705,0.8566,-0.0083,3.3494,3.80,0.0511
53,x2,1,2.4073,1.1492,0.1549,4.6597,4.39,0.0362
53,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
54,Intercept,1,-2.5727,0.5426,-3.6361,-1.5092,22.48,<.0001
54,x1,1,1.2054,0.6934,-0.1536,2.5644,3.02,0.0821
54,x2,1,0.7427,0.6934,-0.6163,2.1017,1.15,0.2841
54,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
55,Intercept,1,-3.9633,1.0847,-6.0893,-1.8374,13.35,0.0003
55,x1,1,3.8913,1.5051,0.9413,6.8413,6.68,0.0097
55,x2,1,-0.3134,1.5051,-3.2634,2.6366,0.04,0.8351
55,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
56,Intercept,1,-56.6453,0.5000,-57.6252,-55.6653,12834.7,<.0001
56,x1,0,30.2450,0.0000,30.2450,30.2450,,
56,x2,0,26.5716,0.0000,26.5716,26.5716,,
56,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
57,Intercept,1,-29.4335,0.5774,-30.5650,-28.3019,2598.98,<.0001
57,x1,1,1.7490,0.7638,0.2521,3.2460,5.24,0.0220
57,x2,0,27.8469,0.0000,27.8469,27.8469,,
57,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
58,Intercept,1,-3.8113,1.0212,-5.8127,-1.8098,13.93,0.0002
58,x1,1,3.8261,1.1999,1.4744,6.1778,10.17,0.0014
58,x2,1,-0.1701,0.9070,-1.9478,1.6076,0.04,0.8512
58,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
59,Intercept,1,-3.8504,0.8735,-5.5624,-2.1384,19.43,<.0001
59,x1,1,2.4474,0.9149,0.6544,4.2405,7.16,0.0075
59,x2,1,1.2317,0.9149,-0.5614,3.0248,1.81,0.1782
59,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
60,Intercept,1,-28.6036,1.0000,-30.5636,-26.6437,818.17,<.0001
60,x1,1,2.7707,1.1180,0.5794,4.9620,6.14,0.0132
60,x2,0,25.8329,0.0000,25.8329,25.8329,,
60,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
61,Intercept,1,-30.4557,0.4082,-31.2558,-29.6555,5565.29,<.0001
61,x1,0,30.8214,0.0000,30.8214,30.8214,,
61,x2,0,0.0150,0.0000,0.0150,0.0150,,
61,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
62,Intercept,1,-3.0485,0.7356,-4.4903,-1.6066,17.17,<.0001
62,x1,1,2.3671,0.9135,0.5766,4.1576,6.71,0.0096
62,x2,1,-0.9660,1.1188,-3.1589,1.2269,0.75,0.3879
62,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
63,Intercept,1,-3.3677,0.7516,-4.8408,-1.8945,20.08,<.0001
63,x1,1,2.3260,0.7407,0.8743,3.7777,9.86,0.0017
63,x2,1,1.0910,0.8553,-0.5853,2.7672,1.63,0.2021
63,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
64,Intercept,1,-3.4238,0.7918,-4.9757,-1.8718,18.70,<.0001
64,x1,1,2.2667,0.9985,0.3096,4.2238,5.15,0.0232
64,x2,1,0.3547,0.9985,-1.6023,2.3118,0.13,0.7224
64,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
65,Intercept,1,-55.1257,0.4082,-55.9259,-54.3256,18233.1,<.0001
65,x1,0,28.5510,0.0000,28.5510,28.5510,,
65,x2,0,26.3896,0.0000,26.3896,26.3896,,
65,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
66,Intercept,1,-4.4630,1.1199,-6.6579,-2.2681,15.88,<.0001
66,x1,1,2.4329,0.9140,0.6415,4.2243,7.09,0.0078
66,x2,1,1.9700,1.1194,-0.2240,4.1640,3.10,0.0784
66,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
67,Intercept,1,-2.8338,0.7071,-4.2197,-1.4479,16.06,<.0001
67,x1,1,3.1104,1.1180,0.9191,5.3017,7.74,0.0054
67,x2,1,-0.2640,1.2247,-2.6645,2.1364,0.05,0.8293
67,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
68,Intercept,1,-4.5466,1.2403,-6.9776,-2.1157,13.44,0.0002
68,x1,1,2.5662,1.1217,0.3677,4.7646,5.23,0.0222
68,x2,1,1.3014,1.1217,-0.8970,3.4999,1.35,0.2459
68,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
69,Intercept,1,-2.9051,0.6393,-4.1581,-1.6521,20.65,<.0001
69,x1,1,2.0994,0.9503,0.2369,3.9618,4.88,0.0272
69,x2,1,-0.2691,0.9503,-2.1315,1.5934,0.08,0.7771
69,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
70,Intercept,1,-3.3333,1.0000,-5.2932,-1.3733,11.11,0.0009
70,x1,1,3.3047,1.0541,1.2387,5.3707,9.83,0.0017
70,x2,1,0.3163,1.4142,-2.4555,3.0881,0.05,0.8230
70,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
71,Intercept,1,-3.5934,1.0144,-5.5815,-1.6052,12.55,0.0004
71,x1,1,2.8649,0.9797,0.9446,4.7851,8.55,0.0035
71,x2,1,0.5730,1.2393,-1.8560,3.0020,0.21,0.6438
71,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
72,Intercept,1,-29.6714,0.7071,-31.0573,-28.2855,1760.78,<.0001
72,x1,0,29.0508,0.0000,29.0508,29.0508,,
72,x2,1,0.7949,0.8018,-0.7765,2.3664,0.98,0.3215
72,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
73,Intercept,1,-3.5465,0.8116,-5.1372,-1.9558,19.10,<.0001
73,x1,1,3.4087,0.6626,2.1101,4.7074,26.47,<.0001
73,x2,1,1.1932,0.7770,-0.3296,2.7160,2.36,0.1246
73,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
74,Intercept,1,-2.3826,0.5000,-3.3625,-1.4026,22.71,<.0001
74,x1,1,-24.4011,561310.3,-1100172,1100124,0.00,1.0000
74,x2,1,-25.5133,342022.9,-670378,670327.0,0.00,0.9999
74,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
75,Intercept,1,-4.1621,1.0671,-6.2536,-2.0706,15.21,<.0001
75,x1,1,3.4213,1.1176,1.2309,5.6117,9.37,0.0022
75,x2,1,0.4519,0.8657,-1.2447,2.1486,0.27,0.6016
75,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
76,Intercept,1,-3.4233,1.0000,-5.3832,-1.4633,11.72,0.0006
76,x1,1,28.0554,1.0954,25.9083,30.2024,655.92,<.0001
76,x2,0,-24.8975,0.0000,-24.8975,-24.8975,,
76,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
77,Intercept,1,-2.5782,0.5378,-3.6323,-1.5240,22.98,<.0001
77,x1,1,2.0077,0.6710,0.6925,3.3229,8.95,0.0028
77,x2,1,0.3735,0.6849,-0.9688,1.7158,0.30,0.5855
77,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
78,Intercept,1,-4.2376,1.0646,-6.3242,-2.1510,15.84,<.0001
78,x1,1,4.1140,1.0435,2.0688,6.1592,15.54,<.0001
78,x2,1,0.7472,0.6390,-0.5052,1.9996,1.37,0.2423
78,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
79,Intercept,1,-2.9402,0.7071,-4.3261,-1.5543,17.29,<.0001
79,x1,1,28.3640,0.8165,26.7636,29.9643,1206.77,<.0001
79,x2,0,-25.3221,0.0000,-25.3221,-25.3221,,
79,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
80,Intercept,1,-3.9567,1.0594,-6.0330,-1.8804,13.95,0.0002
80,x1,1,2.6368,0.8724,0.9269,4.3467,9.13,0.0025
80,x2,1,1.2689,1.1263,-0.9386,3.4763,1.27,0.2599
80,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
81,Intercept,1,-3.6131,1.0000,-5.5730,-1.6531,13.05,0.0003
81,x1,1,2.9100,1.1547,0.6468,5.1732,6.35,0.0117
81,x2,1,2.2208,1.0954,0.0738,4.3678,4.11,0.0426
81,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
82,Intercept,1,-4.0155,1.0877,-6.1473,-1.8836,13.63,0.0002
82,x1,1,3.1380,1.1589,0.8666,5.4094,7.33,0.0068
82,x2,1,-0.0703,1.0036,-2.0374,1.8968,0.00,0.9442
82,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
83,Intercept,1,-2.7142,0.5602,-3.8123,-1.6162,23.47,<.0001
83,x1,1,2.3461,0.7895,0.7987,3.8935,8.83,0.0030
83,x2,1,0.1310,0.7895,-1.4164,1.6784,0.03,0.8682
83,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
84,Intercept,1,-4.0704,1.0439,-6.1165,-2.0243,15.20,<.0001
84,x1,1,1.9018,1.2363,-0.5213,4.3249,2.37,0.1240
84,x2,1,1.6363,1.2363,-0.7868,4.0594,1.75,0.1856
84,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
85,Intercept,1,-3.7341,1.0016,-5.6971,-1.7710,13.90,0.0002
85,x1,1,0.3284,0.8960,-1.4277,2.0845,0.13,0.7140
85,x2,1,2.1828,1.1333,-0.0385,4.4041,3.71,0.0541
85,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
86,Intercept,1,-54.8631,0.4472,-55.7396,-53.9865,15049.8,<.0001
86,x1,0,28.2542,0.0000,28.2542,28.2542,,
86,x2,0,26.0089,0.0000,26.0089,26.0089,,
86,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
87,Intercept,1,-3.7913,1.0367,-5.8232,-1.7594,13.37,0.0003
87,x1,1,1.9309,1.0397,-0.1069,3.9686,3.45,0.0633
87,x2,1,1.1124,1.2005,-1.2406,3.4654,0.86,0.3541
87,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
88,Intercept,1,-3.1589,0.7393,-4.6079,-1.7100,18.26,<.0001
88,x1,1,2.9166,1.3745,0.2226,5.6106,4.50,0.0338
88,x2,1,-0.8204,1.3745,-3.5144,1.8736,0.36,0.5506
88,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
89,Intercept,1,-3.2876,0.7789,-4.8142,-1.7610,17.82,<.0001
89,x1,1,1.6112,0.8255,-0.0069,3.2292,3.81,0.0510
89,x2,1,0.9560,0.8756,-0.7602,2.6721,1.19,0.2749
89,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
90,Intercept,1,-2.9285,0.7071,-4.3144,-1.5426,17.15,<.0001
90,x1,1,-22.8088,211932.0,-415402,415356.3,0.00,0.9999
90,x2,1,-0.0567,1.2247,-2.4571,2.3438,0.00,0.9631
90,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
91,Intercept,1,-29.4166,0.7071,-30.8025,-28.0307,1730.67,<.0001
91,x1,0,29.3350,0.0000,29.3350,29.3350,,
91,x2,1,-0.0250,0.8660,-1.7224,1.6723,0.00,0.9769
91,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
92,Intercept,1,-3.9725,1.0572,-6.0445,-1.9005,14.12,0.0002
92,x1,1,1.9247,1.0183,-0.0710,3.9204,3.57,0.0587
92,x2,1,1.6088,1.1758,-0.6957,3.9133,1.87,0.1712
92,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
93,Intercept,1,-28.9914,0.7071,-30.3774,-27.6055,1681.01,<.0001
93,x1,1,2.3505,1.0000,0.3905,4.3104,5.52,0.0188
93,x2,0,26.3748,0.0000,26.3748,26.3748,,
93,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
94,Intercept,1,-3.3672,0.8104,-4.9555,-1.7789,17.27,<.0001
94,x1,1,2.5188,1.0274,0.5051,4.5325,6.01,0.0142
94,x2,1,0.3820,1.0274,-1.6317,2.3957,0.14,0.7100
94,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
95,Intercept,1,-55.4601,0.5774,-56.5917,-54.3285,9227.46,<.0001
95,x1,0,28.9926,0.0000,28.9926,28.9926,,
95,x2,0,26.0913,0.0000,26.0913,26.0913,,
95,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
96,Intercept,1,-3.8551,1.0440,-5.9014,-1.8088,13.63,0.0002
96,x1,1,3.2424,1.1548,0.9791,5.5058,7.88,0.0050
96,x2,1,-0.3663,1.1548,-2.6296,1.8971,0.10,0.7511
96,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
97,Intercept,1,-54.4695,0.3780,-55.2103,-53.7287,20768.5,<.0001
97,x1,0,28.6501,0.0000,28.6501,28.6501,,
97,x2,0,25.8454,0.0000,25.8454,25.8454,,
