isim,Parameter,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq
29,Intercept,1,-2.7574,0.3780,-3.4982,-2.0166,53.22,<.0001
29,x1,1,-24.1141,117364.1,-230054,230005.3,0.00,0.9998
29,x2,1,0.7621,0.5040,-0.2256,1.7498,2.29,0.1305
29,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
30,Intercept,1,-2.5309,0.3015,-3.1218,-1.9399,70.46,<.0001
30,x1,1,-23.6042,111562.7,-218683,218635.4,0.00,0.9998
30,x2,1,-0.4976,0.7687,-2.0042,1.0090,0.42,0.5174
30,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
31,Intercept,1,-2.3688,0.2887,-2.9346,-1.8030,67.33,<.0001
31,x1,1,-24.4210,132321.6,-259370,259321.2,0.00,0.9999
31,x2,1,0.3434,0.4410,-0.5209,1.2076,0.61,0.4361
31,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
32,Intercept,1,-2.4305,0.3015,-3.0214,-1.8395,64.98,<.0001
32,x1,1,-24.5618,124842.1,-244711,244661.4,0.00,0.9998
32,x2,1,0.4145,0.4835,-0.5331,1.3621,0.73,0.3913
32,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
33,Intercept,1,-3.6266,0.5774,-4.7582,-2.4950,39.46,<.0001
33,x1,1,-24.3931,136691.8,-267935,267886.7,0.00,0.9999
33,x2,1,1.9540,0.6455,0.6888,3.2191,9.16,0.0025
33,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
34,Intercept,1,-2.6905,0.3333,-3.3438,-2.0372,65.15,<.0001
34,x1,1,-24.7866,134179.1,-263011,262961.4,0.00,0.9999
34,x2,1,1.3167,0.4410,0.4524,2.1810,8.92,0.0028
34,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
35,Intercept,1,-2.3550,0.2887,-2.9208,-1.7892,66.55,<.0001
35,x1,1,-24.3466,120766.6,-236723,236673.9,0.00,0.9998
35,x2,1,0.5258,0.4756,-0.4063,1.4580,1.22,0.2689
35,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
36,Intercept,1,-2.0165,0.2357,-2.4785,-1.5546,73.19,<.0001
36,x1,1,-24.5479,117946.3,-231195,231146.0,0.00,0.9998
36,x2,1,-0.0950,0.4714,-1.0189,0.8290,0.04,0.8403
36,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
37,Intercept,1,-2.7420,0.3536,-3.4350,-2.0491,60.15,<.0001
37,x1,1,-24.6444,126267.7,-247505,247455.5,0.00,0.9998
37,x2,1,0.6546,0.5175,-0.3598,1.6690,1.60,0.2059
37,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
38,Intercept,1,-3.2025,0.4472,-4.0790,-2.3259,51.28,<.0001
38,x1,1,-23.8686,107315.0,-210357,210309.7,0.00,0.9998
38,x2,1,0.9287,0.6055,-0.2581,2.1155,2.35,0.1251
38,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
39,Intercept,1,-2.3045,0.2887,-2.8703,-1.7387,63.73,<.0001
39,x1,1,-24.4811,125540.9,-246080,246031.2,0.00,0.9998
39,x2,1,0.3484,0.4756,-0.5838,1.2805,0.54,0.4639
39,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
40,Intercept,1,-2.3826,0.3015,-2.9736,-1.7916,62.44,<.0001
40,x1,1,-23.5509,93660.26,-183594,183547.2,0.00,0.9998
40,x2,1,0.6190,0.4264,-0.2168,1.4547,2.11,0.1466
40,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
41,Intercept,1,-2.4352,0.3015,-3.0261,-1.8442,65.23,<.0001
41,x1,1,-24.6885,122318.1,-239764,239714.5,0.00,0.9998
41,x2,1,0.7912,0.4369,-0.0652,1.6476,3.28,0.0702
41,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
42,Intercept,1,-2.3695,0.2887,-2.9353,-1.8037,67.37,<.0001
42,x1,1,-24.4146,113900.3,-223265,223216.2,0.00,0.9998
42,x2,1,0.6541,0.4174,-0.1640,1.4723,2.46,0.1171
42,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
43,Intercept,1,-2.6999,0.3536,-3.3929,-2.0069,58.32,<.0001
43,x1,1,-24.3717,110338.2,-216283,216234.6,0.00,0.9998
43,x2,1,0.9473,0.4647,0.0366,1.8580,4.16,0.0415
43,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
44,Intercept,1,-2.3513,0.2887,-2.9171,-1.7855,66.34,<.0001
44,x1,1,-24.6971,139667.1,-273767,273717.9,0.00,0.9999
44,x2,1,0.5563,0.4410,-0.3080,1.4205,1.59,0.2071
44,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
45,Intercept,1,-2.3995,0.3015,-2.9905,-1.8086,63.33,<.0001
45,x1,1,-24.3312,112428.0,-220379,220330.5,0.00,0.9998
45,x2,1,0.3139,0.4835,-0.6338,1.2615,0.42,0.5162
45,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
46,Intercept,1,-2.2482,0.2673,-2.7720,-1.7244,70.76,<.0001
46,x1,1,-24.6746,135567.1,-265731,265682.0,0.00,0.9999
46,x2,1,0.5000,0.4140,-0.3115,1.3115,1.46,0.2272
46,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
47,Intercept,1,-2.2455,0.2673,-2.7694,-1.7217,70.59,<.0001
47,x1,1,-24.7987,129862.9,-254551,254501.9,0.00,0.9998
47,x2,1,0.5036,0.4140,-0.3079,1.3151,1.48,0.2238
47,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
48,Intercept,1,-2.7266,0.3780,-3.4674,-1.9858,52.04,<.0001
48,x1,1,-24.6959,118526.2,-232332,232282.4,0.00,0.9998
48,x2,1,1.1366,0.4688,0.2178,2.0555,5.88,0.0153
48,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
49,Intercept,1,-2.4537,0.3015,-3.0447,-1.8628,66.23,<.0001
49,x1,1,-23.9022,111129.3,-217833,217785.6,0.00,0.9998
49,x2,1,0.4405,0.5075,-0.5543,1.4352,0.75,0.3855
49,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
50,Intercept,1,-2.8836,0.3780,-3.6244,-2.1428,58.21,<.0001
50,x1,1,-24.4683,110076.7,-215771,215721.8,0.00,0.9998
50,x2,1,0.9270,0.5175,-0.0874,1.9414,3.21,0.0733
50,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
51,Intercept,1,-2.6989,0.3536,-3.3919,-2.0059,58.27,<.0001
51,x1,1,-24.3527,152098.1,-298131,298082.4,0.00,0.9999
51,x2,1,0.7218,0.5000,-0.2582,1.7018,2.08,0.1489
51,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
52,Intercept,1,-2.3673,0.3162,-2.9871,-1.7475,56.04,<.0001
52,x1,1,-24.2405,114861.3,-225148,225099.7,0.00,0.9998
52,x2,1,-0.0620,0.5477,-1.1355,1.0116,0.01,0.9099
52,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
53,Intercept,1,-2.2246,0.2582,-2.7306,-1.7185,74.23,<.0001
53,x1,1,-24.4448,125909.8,-246803,246754.2,0.00,0.9998
53,x2,1,0.2541,0.4830,-0.6927,1.2008,0.28,0.5989
53,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
54,Intercept,1,-2.3955,0.3015,-2.9864,-1.8045,63.12,<.0001
54,x1,1,-24.1765,108295.3,-212279,212230.8,0.00,0.9998
54,x2,1,0.2227,0.5075,-0.7721,1.2174,0.19,0.6609
54,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
55,Intercept,1,-2.8849,0.3780,-3.6257,-2.1441,58.26,<.0001
55,x1,1,-24.6309,121577.2,-238312,238262.3,0.00,0.9998
55,x2,1,1.4774,0.4756,0.5453,2.4096,9.65,0.0019
55,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
56,Intercept,1,-2.4260,0.3015,-3.0170,-1.8351,64.74,<.0001
56,x1,1,-24.4079,120062.6,-235343,235293.9,0.00,0.9998
56,x2,1,0.4996,0.5075,-0.4952,1.4943,0.97,0.3250
56,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
57,Intercept,1,-2.6096,0.3536,-3.3025,-1.9166,54.48,<.0001
57,x1,1,-24.4133,126671.9,-248297,248248.0,0.00,0.9998
57,x2,1,0.9020,0.4743,-0.0277,1.8317,3.62,0.0572
57,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
58,Intercept,1,-2.9005,0.3780,-3.6413,-2.1597,58.89,<.0001
58,x1,1,-24.1515,123696.7,-242465,242417.0,0.00,0.9998
58,x2,1,1.0675,0.4928,0.1017,2.0334,4.69,0.0303
58,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
59,Intercept,1,-2.3191,0.2887,-2.8849,-1.7533,64.54,<.0001
59,x1,1,-24.3218,118760.6,-232791,232742.1,0.00,0.9998
59,x2,1,0.3667,0.4756,-0.5655,1.2988,0.59,0.4407
59,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
60,Intercept,1,-2.2461,0.2774,-2.7897,-1.7025,65.59,<.0001
60,x1,1,-24.8997,123733.7,-242539,242488.7,0.00,0.9998
60,x2,1,0.9100,0.3684,0.1878,1.6321,6.10,0.0135
60,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
61,Intercept,1,-2.1080,0.2582,-2.6141,-1.6020,66.66,<.0001
61,x1,1,-24.2493,119422.1,-234087,234038.8,0.00,0.9998
61,x2,1,-0.1514,0.4830,-1.0981,0.7954,0.10,0.7540
61,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
62,Intercept,1,-2.2093,0.2673,-2.7331,-1.6855,68.33,<.0001
62,x1,1,-23.8088,86517.28,-169595,169547.0,0.00,0.9998
62,x2,1,0.2932,0.4272,-0.5442,1.1306,0.47,0.4926
62,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
63,Intercept,1,-2.3509,0.2887,-2.9167,-1.7851,66.32,<.0001
63,x1,1,-24.2208,111435.3,-218433,218385.0,0.00,0.9998
63,x2,1,0.5463,0.4174,-0.2719,1.3644,1.71,0.1906
63,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
64,Intercept,1,-2.2398,0.2582,-2.7459,-1.7337,75.25,<.0001
64,x1,1,-23.3070,85206.36,-167025,166978.1,0.00,0.9998
64,x2,1,0.4100,0.4082,-0.3902,1.2101,1.01,0.3153
64,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
65,Intercept,1,-2.2850,0.2887,-2.8508,-1.7192,62.65,<.0001
65,x1,1,-24.3995,102330.5,-200589,200539.8,0.00,0.9998
65,x2,1,0.1616,0.5000,-0.8184,1.1416,0.10,0.7465
65,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
66,Intercept,1,-2.4969,0.3015,-3.0878,-1.9059,68.58,<.0001
66,x1,1,-25.0698,114619.8,-224676,224625.5,0.00,0.9998
66,x2,1,1.3157,0.3917,0.5480,2.0833,11.28,0.0008
66,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
67,Intercept,1,-2.2112,0.2774,-2.7548,-1.6677,63.57,<.0001
67,x1,1,-24.3392,128083.4,-251063,251014.5,0.00,0.9998
67,x2,1,0.6572,0.3852,-0.0977,1.4121,2.91,0.0879
67,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
68,Intercept,1,-2.6709,0.3536,-3.3638,-1.9779,57.07,<.0001
68,x1,1,-24.6196,110769.1,-217128,217078.7,0.00,0.9998
68,x2,1,1.1214,0.4494,0.2407,2.0021,6.23,0.0126
68,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
69,Intercept,1,-2.3632,0.2887,-2.9290,-1.7974,67.02,<.0001
69,x1,1,-23.8088,124624.9,-244284,244236.5,0.00,0.9998
69,x2,1,0.1948,0.4756,-0.7373,1.1269,0.17,0.6821
69,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
70,Intercept,1,-2.9406,0.4082,-3.7408,-2.1405,51.88,<.0001
70,x1,1,-24.1805,137370.6,-269266,269217.2,0.00,0.9999
70,x2,1,0.9801,0.5270,-0.0528,2.0131,3.46,0.0629
70,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
71,Intercept,1,-2.3382,0.2887,-2.9040,-1.7725,65.61,<.0001
71,x1,1,-24.3572,127339.7,-249606,249556.9,0.00,0.9998
71,x2,1,0.0091,0.5000,-0.9709,0.9891,0.00,0.9855
71,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
72,Intercept,1,-2.1066,0.2776,-2.6508,-1.5624,57.57,<.0001
72,x1,1,-1.4229,1.0223,-3.4267,0.5808,1.94,0.1640
72,x2,1,0.5773,0.3703,-0.1486,1.3031,2.43,0.1190
72,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
73,Intercept,1,-2.4132,0.3015,-3.0042,-1.8223,64.06,<.0001
73,x1,1,-24.2437,124728.2,-244487,244438.5,0.00,0.9998
73,x2,1,0.4553,0.4835,-0.4923,1.4029,0.89,0.3463
73,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
74,Intercept,1,-3.0653,0.3780,-3.8061,-2.3245,65.77,<.0001
74,x1,1,-24.4329,124523.6,-244086,244037.3,0.00,0.9998
74,x2,1,1.6540,0.4835,0.7063,2.6016,11.70,0.0006
74,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
75,Intercept,1,-2.3235,0.2673,-2.8473,-1.7997,75.58,<.0001
75,x1,1,-24.1808,128137.6,-251169,251120.8,0.00,0.9998
75,x2,1,0.3379,0.4629,-0.5694,1.2452,0.53,0.4654
75,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
76,Intercept,1,-2.5497,0.3333,-3.2030,-1.8964,58.51,<.0001
76,x1,1,-24.2821,139262.4,-272974,272925.0,0.00,0.9999
76,x2,1,0.8584,0.4495,-0.0225,1.7394,3.65,0.0562
76,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
77,Intercept,1,-2.3552,0.3015,-2.9461,-1.7642,61.02,<.0001
77,x1,1,-24.5167,122409.3,-239942,239893.2,0.00,0.9998
77,x2,1,0.6482,0.4029,-0.1415,1.4379,2.59,0.1077
77,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
78,Intercept,1,-2.8716,0.3780,-3.6124,-2.1308,57.72,<.0001
78,x1,1,-23.8530,133565.4,-261807,261759.5,0.00,0.9999
78,x2,1,1.2585,0.4577,0.3613,2.1556,7.56,0.0060
78,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
79,Intercept,1,-3.0948,0.4082,-3.8950,-2.2947,57.47,<.0001
79,x1,1,-0.7568,1.0445,-2.8040,1.2903,0.53,0.4687
79,x2,1,1.3149,0.5075,0.3202,2.3096,6.71,0.0096
79,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
80,Intercept,1,-2.3365,0.3015,-2.9275,-1.7456,60.05,<.0001
80,x1,1,-24.1266,103378.1,-202641,202593.2,0.00,0.9998
80,x2,1,0.1701,0.4835,-0.7775,1.1177,0.12,0.7250
80,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
81,Intercept,1,-2.3229,0.2887,-2.8887,-1.7571,64.75,<.0001
81,x1,1,-24.3750,141651.8,-277657,277608.0,0.00,0.9999
81,x2,1,0.1755,0.5000,-0.8045,1.1555,0.12,0.7256
81,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
82,Intercept,1,-2.5161,0.3162,-3.1359,-1.8963,63.31,<.0001
82,x1,1,-24.1653,120442.5,-236087,236038.8,0.00,0.9998
82,x2,1,0.3415,0.4928,-0.6243,1.3074,0.48,0.4883
82,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
83,Intercept,1,-2.7923,0.3780,-3.5331,-2.0515,54.58,<.0001
83,x1,1,-24.5453,130067.7,-254952,254903.4,0.00,0.9998
83,x2,1,1.0068,0.4928,0.0409,1.9727,4.17,0.0411
83,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
84,Intercept,1,-2.5330,0.3169,-3.1542,-1.9119,63.88,<.0001
84,x1,1,-1.2914,1.0395,-3.3289,0.7460,1.54,0.2141
84,x2,1,0.6277,0.4649,-0.2835,1.5389,1.82,0.1770
84,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
85,Intercept,1,-2.3054,0.3162,-2.9251,-1.6856,53.15,<.0001
85,x1,1,-24.5549,100169.2,-196353,196303.4,0.00,0.9998
85,x2,1,0.7475,0.4282,-0.0917,1.5867,3.05,0.0809
85,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
86,Intercept,1,-3.1884,0.5000,-4.1684,-2.2085,40.66,<.0001
86,x1,1,-24.6558,147726.6,-289563,289514.2,0.00,0.9999
86,x2,1,1.3171,0.5774,0.1855,2.4487,5.20,0.0225
86,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
87,Intercept,1,-2.4458,0.3015,-3.0367,-1.8548,65.80,<.0001
87,x1,1,-23.9829,96522.85,-189205,189157.3,0.00,0.9998
87,x2,1,0.8477,0.4097,0.0448,1.6507,4.28,0.0385
87,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
88,Intercept,1,-2.3098,0.2774,-2.8534,-1.7662,69.36,<.0001
88,x1,1,-24.1214,121177.0,-237527,237478.4,0.00,0.9998
88,x2,1,0.6254,0.4494,-0.2554,1.5061,1.94,0.1640
88,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
89,Intercept,1,-2.4081,0.3162,-3.0279,-1.7883,57.99,<.0001
89,x1,1,-24.4812,128165.6,-251224,251175.5,0.00,0.9998
89,x2,1,0.8222,0.4082,0.0221,1.6224,4.06,0.0440
89,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
90,Intercept,1,-2.3792,0.3015,-2.9702,-1.7883,62.27,<.0001
90,x1,1,-24.8369,114361.2,-224169,224118.9,0.00,0.9998
90,x2,1,1.0174,0.3970,0.2393,1.7954,6.57,0.0104
90,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
91,Intercept,1,-2.7214,0.3780,-3.4622,-1.9806,51.84,<.0001
91,x1,1,-24.1769,121064.9,-237307,237258.7,0.00,0.9998
91,x2,1,0.6831,0.5040,-0.3046,1.6708,1.84,0.1753
91,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
92,Intercept,1,-2.6995,0.3536,-3.3924,-2.0065,58.30,<.0001
92,x1,1,-24.1577,136862.3,-268269,268221.0,0.00,0.9999
92,x2,1,0.6641,0.5000,-0.3159,1.6441,1.76,0.1841
92,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
93,Intercept,1,-2.2884,0.3029,-2.8820,-1.6948,57.09,<.0001
93,x1,1,-0.9284,0.7395,-2.3778,0.5210,1.58,0.2093
93,x2,1,0.7627,0.3942,-0.0098,1.5353,3.74,0.0530
93,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
94,Intercept,1,-2.3728,0.3015,-2.9637,-1.7818,61.93,<.0001
94,x1,1,-24.2538,130763.1,-256315,256266.7,0.00,0.9999
94,x2,1,0.2515,0.4835,-0.6961,1.1992,0.27,0.6029
94,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
95,Intercept,1,-2.6185,0.3536,-3.3114,-1.9255,54.85,<.0001
95,x1,1,-25.0336,120064.1,-235346,235296.3,0.00,0.9998
95,x2,1,1.4022,0.4215,0.5762,2.2283,11.07,0.0009
95,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
