isim,Parameter,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq
9,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
10,Intercept,1,-2.8489,0.3793,-3.5925,-2.1054,56.40,<.0001
10,x1,1,0.4309,0.7677,-1.0737,1.9355,0.32,0.5746
10,x2,1,0.7366,0.5026,-0.2484,1.7216,2.15,0.1427
10,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
11,Intercept,1,-2.0842,0.2589,-2.5916,-1.5768,64.82,<.0001
11,x1,1,-0.5567,0.7560,-2.0385,0.9251,0.54,0.4615
11,x2,1,0.3644,0.4078,-0.4348,1.1636,0.80,0.3715
11,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
12,Intercept,1,-2.8915,0.3822,-3.6406,-2.1424,57.24,<.0001
12,x1,1,0.6762,0.5017,-0.3071,1.6595,1.82,0.1777
12,x2,1,1.0585,0.4808,0.1162,2.0008,4.85,0.0277
12,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
13,Intercept,1,-2.2934,0.2774,-2.8370,-1.7498,68.38,<.0001
13,x1,1,-23.9284,118231.5,-231753,231705.6,0.00,0.9998
13,x2,1,0.3126,0.4494,-0.5682,1.1933,0.48,0.4867
13,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
14,Intercept,1,-3.0231,0.4092,-3.8251,-2.2211,54.58,<.0001
14,x1,1,-0.0556,0.5609,-1.1549,1.0437,0.01,0.9211
14,x2,1,1.4031,0.4841,0.4542,2.3520,8.40,0.0038
14,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
15,Intercept,1,-3.1881,0.4083,-3.9883,-2.3879,60.97,<.0001
15,x1,1,-1.4496,1.0417,-3.4913,0.5921,1.94,0.1641
15,x2,1,1.7487,0.5062,0.7567,2.7408,11.94,0.0006
15,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
16,Intercept,1,-2.5639,0.3339,-3.2184,-1.9095,58.96,<.0001
16,x1,1,-0.3067,0.6429,-1.5669,0.9534,0.23,0.6333
16,x2,1,0.7523,0.4488,-0.1272,1.6319,2.81,0.0936
16,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
17,Intercept,1,-2.8192,0.3537,-3.5123,-2.1260,63.54,<.0001
17,x1,1,-1.3375,1.0354,-3.3669,0.6919,1.67,0.1964
17,x2,1,1.2059,0.4541,0.3159,2.0958,7.05,0.0079
17,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
18,Intercept,1,-2.7816,0.3787,-3.5238,-2.0393,53.95,<.0001
18,x1,1,-0.1238,0.6691,-1.4351,1.1876,0.03,0.8532
18,x2,1,0.7234,0.5182,-0.2924,1.7391,1.95,0.1628
18,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
19,Intercept,1,-2.6891,0.3537,-3.3824,-1.9958,57.79,<.0001
19,x1,1,-0.5088,0.6342,-1.7519,0.7343,0.64,0.4224
19,x2,1,1.1361,0.4450,0.2640,2.0082,6.52,0.0107
19,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
20,Intercept,1,-2.5722,0.3162,-3.1920,-1.9524,66.16,<.0001
20,x1,1,0.0621,0.7900,-1.4864,1.6106,0.01,0.9373
20,x2,1,0.7360,0.4740,-0.1930,1.6651,2.41,0.1205
20,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
21,Intercept,1,-2.3777,0.3023,-2.9703,-1.7851,61.85,<.0001
21,x1,1,-0.1281,0.6376,-1.3777,1.1216,0.04,0.8408
21,x2,1,0.6731,0.4232,-0.1563,1.5026,2.53,0.1117
21,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
22,Intercept,1,-2.6259,0.3205,-3.2540,-1.9978,67.14,<.0001
22,x1,1,0.1898,0.7659,-1.3114,1.6910,0.06,0.8043
22,x2,1,0.3970,0.5014,-0.5858,1.3798,0.63,0.4285
22,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
23,Intercept,1,-2.9663,0.4082,-3.7664,-2.1661,52.79,<.0001
23,x1,1,-24.0919,123038.8,-241176,241127.6,0.00,0.9998
23,x2,1,1.0381,0.5164,0.0260,2.0503,4.04,0.0444
23,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
24,Intercept,1,-2.8523,0.3789,-3.5950,-2.1097,56.67,<.0001
24,x1,1,0.1687,0.7792,-1.3585,1.6959,0.05,0.8286
24,x2,1,0.9610,0.5195,-0.0571,1.9792,3.42,0.0643
24,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
25,Intercept,1,-2.5821,0.3049,-3.1797,-1.9846,71.73,<.0001
25,x1,1,1.0471,0.5554,-0.0414,2.1356,3.56,0.0594
25,x2,1,0.3683,0.4736,-0.5600,1.2966,0.60,0.4368
25,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
26,Intercept,1,-2.8309,0.3457,-3.5085,-2.1533,67.05,<.0001
26,x1,1,0.7332,0.4976,-0.2420,1.7085,2.17,0.1406
26,x2,1,0.6497,0.4900,-0.3106,1.6101,1.76,0.1848
26,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
27,Intercept,1,-2.8703,0.3560,-3.5681,-2.1725,64.99,<.0001
27,x1,1,0.0781,0.7548,-1.4012,1.5574,0.01,0.9176
27,x2,1,0.9756,0.4691,0.0561,1.8951,4.32,0.0376
27,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
28,Intercept,1,-2.9837,0.3783,-3.7252,-2.2422,62.20,<.0001
28,x1,1,0.7269,0.5460,-0.3433,1.7971,1.77,0.1831
28,x2,1,1.2542,0.4933,0.2873,2.2212,6.46,0.0110
28,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
29,Intercept,1,-2.0108,0.2380,-2.4774,-1.5443,71.36,<.0001
29,x1,1,0.1828,0.7544,-1.2959,1.6615,0.06,0.8085
29,x2,1,-0.2611,0.4558,-1.1545,0.6324,0.33,0.5668
29,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
30,Intercept,1,-2.0516,0.2673,-2.5755,-1.5278,58.93,<.0001
30,x1,1,-23.7049,85424.22,-167452,167404.7,0.00,0.9998
30,x2,1,0.4857,0.3660,-0.2316,1.2030,1.76,0.1844
30,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
31,Intercept,1,-2.6609,0.3343,-3.3160,-2.0058,63.37,<.0001
31,x1,1,-0.2358,0.7849,-1.7742,1.3027,0.09,0.7639
31,x2,1,0.6210,0.5067,-0.3720,1.6141,1.50,0.2203
31,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
32,Intercept,1,-2.2464,0.2660,-2.7677,-1.7250,71.31,<.0001
32,x1,1,0.5751,0.5885,-0.5782,1.7285,0.96,0.3284
32,x2,1,-0.3969,0.5115,-1.3994,0.6056,0.60,0.4378
32,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
33,Intercept,1,-2.5547,0.3339,-3.2091,-1.9003,58.54,<.0001
33,x1,1,-0.4179,0.6330,-1.6586,0.8227,0.44,0.5091
33,x2,1,0.9110,0.4324,0.0634,1.7585,4.44,0.0352
33,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
34,Intercept,1,-2.9760,0.3784,-3.7176,-2.2343,61.85,<.0001
34,x1,1,-0.2280,0.7585,-1.7145,1.2586,0.09,0.7638
34,x2,1,1.2830,0.4771,0.3480,2.2181,7.23,0.0072
34,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
35,Intercept,1,-2.8555,0.3558,-3.5529,-2.1581,64.40,<.0001
35,x1,1,0.4868,0.8711,-1.2206,2.1942,0.31,0.5763
35,x2,1,0.0730,0.6887,-1.2768,1.4228,0.01,0.9156
35,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
36,Intercept,1,-2.7095,0.3786,-3.4515,-1.9675,51.22,<.0001
36,x1,1,0.0597,0.5540,-1.0260,1.1454,0.01,0.9142
36,x2,1,1.1916,0.4506,0.3084,2.0747,6.99,0.0082
36,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
37,Intercept,1,-2.4820,0.3185,-3.1062,-1.8578,60.74,<.0001
37,x1,1,-0.9104,1.0512,-2.9706,1.1499,0.75,0.3864
37,x2,1,0.0007,0.5562,-1.0894,1.0909,0.00,0.9989
37,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
38,Intercept,1,-2.8111,0.3804,-3.5568,-2.0655,54.60,<.0001
38,x1,1,-0.2757,0.7624,-1.7699,1.2184,0.13,0.7176
38,x2,1,0.7398,0.4991,-0.2384,1.7179,2.20,0.1383
38,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
39,Intercept,1,-3.1735,0.4496,-4.0548,-2.2922,49.81,<.0001
39,x1,1,-0.5900,1.0456,-2.6394,1.4594,0.32,0.5726
39,x2,1,1.0128,0.5727,-0.1097,2.1353,3.13,0.0770
39,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
40,Intercept,1,-2.6645,0.3354,-3.3218,-2.0071,63.11,<.0001
40,x1,1,0.6333,0.3998,-0.1503,1.4169,2.51,0.1132
40,x2,1,1.3801,0.3998,0.5966,2.1637,11.92,0.0006
40,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
41,Intercept,1,-2.6591,0.3568,-3.3584,-1.9598,55.54,<.0001
41,x1,1,0.7882,0.6886,-0.5613,2.1378,1.31,0.2523
41,x2,1,0.0260,0.5521,-1.0560,1.1081,0.00,0.9624
41,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
42,Intercept,1,-2.4512,0.2937,-3.0268,-1.8755,69.65,<.0001
42,x1,1,0.7992,0.6158,-0.4078,2.0061,1.68,0.1944
42,x2,1,0.7821,0.3946,0.0086,1.5556,3.93,0.0475
42,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
43,Intercept,1,-2.6955,0.3780,-3.4363,-1.9547,50.86,<.0001
43,x1,1,-23.7073,122792.3,-240692,240644.7,0.00,0.9998
43,x2,1,-0.0677,0.5855,-1.2153,1.0800,0.01,0.9080
43,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
44,Intercept,1,-2.7652,0.3783,-3.5066,-2.0238,53.44,<.0001
44,x1,1,-1.1822,1.0437,-3.2277,0.8634,1.28,0.2573
44,x2,1,0.9089,0.4990,-0.0690,1.8869,3.32,0.0685
44,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
45,Intercept,1,-2.4999,0.3019,-3.0916,-1.9081,68.55,<.0001
45,x1,1,0.2040,0.5758,-0.9245,1.3325,0.13,0.7231
45,x2,1,0.7790,0.4253,-0.0545,1.6125,3.36,0.0670
45,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
46,Intercept,1,-2.2128,0.2683,-2.7387,-1.6869,68.01,<.0001
46,x1,1,-0.8518,1.0452,-2.9004,1.1969,0.66,0.4151
46,x2,1,-0.1161,0.4971,-1.0905,0.8582,0.05,0.8153
46,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
47,Intercept,1,-2.8341,0.3846,-3.5880,-2.0803,54.30,<.0001
47,x1,1,-0.1237,1.0415,-2.1650,1.9175,0.01,0.9054
47,x2,1,0.4380,0.5567,-0.6531,1.5291,0.62,0.4314
47,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
48,Intercept,1,-2.4278,0.3172,-3.0495,-1.8061,58.59,<.0001
48,x1,1,0.1826,0.6286,-1.0494,1.4146,0.08,0.7714
48,x2,1,0.6884,0.4170,-0.1289,1.5056,2.73,0.0988
48,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
49,Intercept,1,-2.6394,0.3338,-3.2936,-1.9851,62.52,<.0001
49,x1,1,-0.6585,0.7562,-2.1406,0.8237,0.76,0.3839
49,x2,1,1.0747,0.4422,0.2080,1.9413,5.91,0.0151
49,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
50,Intercept,1,-2.3290,0.3177,-2.9518,-1.7062,53.73,<.0001
50,x1,1,-0.7982,0.7446,-2.2576,0.6613,1.15,0.2838
50,x2,1,0.6766,0.4175,-0.1416,1.4948,2.63,0.1051
50,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
51,Intercept,1,-2.4122,0.2894,-2.9794,-1.8450,69.47,<.0001
51,x1,1,0.9083,0.5690,-0.2069,2.0236,2.55,0.1104
51,x2,1,-0.0022,0.4772,-0.9375,0.9331,0.00,0.9964
51,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
52,Intercept,1,-2.4894,0.3017,-3.0808,-1.8981,68.08,<.0001
52,x1,1,-0.4718,0.7694,-1.9798,1.0363,0.38,0.5398
52,x2,1,0.6632,0.4424,-0.2039,1.5302,2.25,0.1338
52,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
53,Intercept,1,-2.8387,0.3782,-3.5801,-2.0974,56.32,<.0001
53,x1,1,-1.2310,1.0399,-3.2691,0.8072,1.40,0.2365
53,x2,1,1.1484,0.4886,0.1907,2.1061,5.52,0.0188
53,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
54,Intercept,1,-2.3932,0.3043,-2.9896,-1.7967,61.85,<.0001
54,x1,1,-0.4338,0.7561,-1.9157,1.0482,0.33,0.5662
54,x2,1,0.3908,0.4559,-0.5028,1.2844,0.73,0.3914
54,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
55,Intercept,1,-2.3560,0.2782,-2.9014,-1.8107,71.70,<.0001
55,x1,1,-1.2247,1.0375,-3.2581,0.8088,1.39,0.2378
55,x2,1,0.8318,0.4550,-0.0599,1.7235,3.34,0.0675
55,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
56,Intercept,1,-3.1142,0.4155,-3.9285,-2.2998,56.18,<.0001
56,x1,1,0.1537,0.7618,-1.3394,1.6468,0.04,0.8401
56,x2,1,0.9871,0.5286,-0.0490,2.0231,3.49,0.0619
56,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
57,Intercept,1,-2.5302,0.3056,-3.1292,-1.9313,68.56,<.0001
57,x1,1,0.6634,0.5198,-0.3555,1.6823,1.63,0.2019
57,x2,1,0.6802,0.4237,-0.1502,1.5107,2.58,0.1084
57,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
58,Intercept,1,-2.5547,0.3035,-3.1495,-1.9599,70.87,<.0001
58,x1,1,0.0122,0.7509,-1.4596,1.4839,0.00,0.9871
58,x2,1,0.7575,0.4317,-0.0887,1.6037,3.08,0.0793
58,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
59,Intercept,1,-2.2762,0.2893,-2.8433,-1.7092,61.90,<.0001
59,x1,1,-0.9651,1.0377,-2.9990,1.0687,0.87,0.3523
59,x2,1,0.4835,0.4465,-0.3917,1.3587,1.17,0.2789
59,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
60,Intercept,1,-2.5746,0.3162,-3.1944,-1.9548,66.29,<.0001
60,x1,1,-24.1552,147404.1,-288931,288882.6,0.00,0.9999
60,x2,1,0.4100,0.5164,-0.6021,1.4221,0.63,0.4272
60,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
61,Intercept,1,-2.7284,0.3345,-3.3839,-2.0729,66.55,<.0001
61,x1,1,-0.5409,1.0481,-2.5952,1.5134,0.27,0.6058
61,x2,1,0.6628,0.5114,-0.3396,1.6652,1.68,0.1950
61,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
62,Intercept,1,-3.1530,0.4487,-4.0324,-2.2737,49.39,<.0001
62,x1,1,-0.7218,1.0285,-2.7377,1.2941,0.49,0.4828
62,x2,1,1.5079,0.5216,0.4856,2.5301,8.36,0.0038
62,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
63,Intercept,1,-3.2837,0.4494,-4.1644,-2.4030,53.40,<.0001
63,x1,1,0.1652,1.0621,-1.9165,2.2469,0.02,0.8764
63,x2,1,0.7479,0.6132,-0.4539,1.9498,1.49,0.2226
63,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
64,Intercept,1,-2.5711,0.3390,-3.2355,-1.9066,57.52,<.0001
64,x1,1,0.4549,0.4726,-0.4713,1.3811,0.93,0.3358
64,x2,1,0.9787,0.4185,0.1584,1.7990,5.47,0.0194
64,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
65,Intercept,1,-2.6189,0.3377,-3.2807,-1.9571,60.16,<.0001
65,x1,1,-0.1880,1.0340,-2.2147,1.8386,0.03,0.8557
65,x2,1,0.2435,0.5046,-0.7454,1.2324,0.23,0.6293
65,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
66,Intercept,1,-2.0790,0.2363,-2.5421,-1.6159,77.41,<.0001
66,x1,1,-1.4192,1.0358,-3.4493,0.6109,1.88,0.1706
66,x2,1,0.3997,0.4316,-0.4462,1.2456,0.86,0.3543
66,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
67,Intercept,1,-2.4775,0.3015,-3.0685,-1.8866,67.52,<.0001
67,x1,1,-24.2236,112802.2,-221112,221064.0,0.00,0.9998
67,x2,1,0.6319,0.5075,-0.3629,1.6266,1.55,0.2131
67,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
68,Intercept,1,-2.4814,0.3015,-3.0723,-1.8904,67.73,<.0001
68,x1,1,-24.0138,130876.4,-256537,256489.1,0.00,0.9999
68,x2,1,0.2766,0.4835,-0.6710,1.2242,0.33,0.5673
68,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
69,Intercept,1,-2.4223,0.3044,-3.0190,-1.8256,63.30,<.0001
69,x1,1,-0.0956,0.6295,-1.3293,1.1381,0.02,0.8793
69,x2,1,0.6049,0.4244,-0.2268,1.4367,2.03,0.1540
69,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
70,Intercept,1,-2.9003,0.3796,-3.6442,-2.1564,58.39,<.0001
70,x1,1,-0.1960,0.7605,-1.6866,1.2946,0.07,0.7967
70,x2,1,1.0383,0.4903,0.0773,1.9992,4.48,0.0342
70,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
71,Intercept,1,-3.3532,0.4473,-4.2299,-2.4764,56.19,<.0001
71,x1,1,-0.7004,0.7763,-2.2219,0.8210,0.81,0.3669
71,x2,1,1.7548,0.5539,0.6693,2.8404,10.04,0.0015
71,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
72,Intercept,1,-3.1021,0.4497,-3.9835,-2.2207,47.59,<.0001
72,x1,1,0.2467,0.5991,-0.9274,1.4208,0.17,0.6805
72,x2,1,1.0093,0.5596,-0.0876,2.1062,3.25,0.0713
72,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
73,Intercept,1,-3.4158,0.5002,-4.3961,-2.4354,46.64,<.0001
73,x1,1,-0.5919,0.6367,-1.8397,0.6560,0.86,0.3526
73,x2,1,2.0107,0.5683,0.8968,3.1246,12.52,0.0004
73,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
74,Intercept,1,-2.8245,0.3555,-3.5214,-2.1277,63.11,<.0001
74,x1,1,-0.1919,0.7887,-1.7377,1.3539,0.06,0.8077
74,x2,1,0.6374,0.5374,-0.4159,1.6906,1.41,0.2356
74,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
75,Intercept,1,-2.4952,0.3243,-3.1307,-1.8596,59.21,<.0001
75,x1,1,0.3104,0.6345,-0.9332,1.5540,0.24,0.6247
75,x2,1,0.3192,0.4634,-0.5890,1.2274,0.47,0.4909
75,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
76,Intercept,1,-2.7347,0.3539,-3.4284,-2.0411,59.71,<.0001
76,x1,1,-0.8729,1.0379,-2.9071,1.1613,0.71,0.4003
76,x2,1,0.8264,0.4694,-0.0936,1.7464,3.10,0.0783
76,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
77,Intercept,1,-2.7803,0.3539,-3.4740,-2.0866,61.71,<.0001
77,x1,1,-1.1675,1.0465,-3.2185,0.8835,1.24,0.2646
77,x2,1,0.8875,0.4933,-0.0794,1.8543,3.24,0.0720
77,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
78,Intercept,1,-3.1098,0.3834,-3.8612,-2.3583,65.79,<.0001
78,x1,1,1.0841,0.6037,-0.0991,2.2674,3.23,0.0725
78,x2,1,0.8165,0.5269,-0.2163,1.8493,2.40,0.1213
78,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
79,Intercept,1,-2.7357,0.3451,-3.4121,-2.0592,62.83,<.0001
79,x1,1,1.1104,0.6472,-0.1581,2.3789,2.94,0.0862
79,x2,1,0.3027,0.5092,-0.6953,1.3008,0.35,0.5522
79,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
80,Intercept,1,-2.2968,0.2790,-2.8436,-1.7500,67.79,<.0001
80,x1,1,-0.9608,1.0311,-2.9817,1.0601,0.87,0.3514
80,x2,1,0.1858,0.4522,-0.7004,1.0720,0.17,0.6811
80,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
81,Intercept,1,-2.1073,0.2596,-2.6161,-1.5984,65.88,<.0001
81,x1,1,-1.0184,1.0225,-3.0224,0.9856,0.99,0.3192
81,x2,1,0.3327,0.3980,-0.4474,1.1127,0.70,0.4032
81,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
82,Intercept,1,-2.6594,0.3179,-3.2826,-2.0362,69.96,<.0001
82,x1,1,-0.4607,1.0566,-2.5316,1.6102,0.19,0.6628
82,x2,1,0.2857,0.5591,-0.8101,1.3816,0.26,0.6093
82,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
83,Intercept,1,-2.3642,0.2821,-2.9170,-1.8113,70.26,<.0001
83,x1,1,0.0423,0.7448,-1.4174,1.5021,0.00,0.9547
83,x2,1,0.3405,0.4355,-0.5130,1.1940,0.61,0.4343
83,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
84,Intercept,1,-2.5997,0.3347,-3.2556,-1.9438,60.34,<.0001
84,x1,1,-0.0606,0.6276,-1.2907,1.1695,0.01,0.9231
84,x2,1,0.8784,0.4287,0.0381,1.7187,4.20,0.0405
84,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
85,Intercept,1,-2.2661,0.2924,-2.8393,-1.6929,60.04,<.0001
85,x1,1,0.6960,0.6287,-0.5362,1.9283,1.23,0.2682
85,x2,1,0.2501,0.4239,-0.5807,1.0808,0.35,0.5552
85,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
86,Intercept,1,-3.0110,0.4083,-3.8112,-2.2108,54.39,<.0001
86,x1,1,-1.0829,1.0358,-3.1131,0.9472,1.09,0.2958
86,x2,1,1.5598,0.4926,0.5943,2.5254,10.03,0.0015
86,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
87,Intercept,1,-2.8734,0.3793,-3.6168,-2.1301,57.40,<.0001
87,x1,1,0.5862,0.5367,-0.4658,1.6382,1.19,0.2748
87,x2,1,1.0036,0.4849,0.0532,1.9541,4.28,0.0385
87,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
88,Intercept,1,-2.5411,0.3336,-3.1951,-1.8872,58.01,<.0001
88,x1,1,-0.5574,0.6279,-1.7880,0.6733,0.79,0.3747
88,x2,1,1.1694,0.4217,0.3430,1.9958,7.69,0.0055
88,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
89,Intercept,1,-2.7884,0.3550,-3.4842,-2.0926,61.70,<.0001
89,x1,1,-0.5189,0.7650,-2.0184,0.9805,0.46,0.4976
89,x2,1,0.9002,0.4839,-0.0482,1.8485,3.46,0.0628
89,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
90,Intercept,1,-2.8041,0.3828,-3.5543,-2.0538,53.66,<.0001
90,x1,1,-0.0348,0.7772,-1.5581,1.4884,0.00,0.9642
90,x2,1,0.3394,0.5439,-0.7267,1.4055,0.39,0.5327
90,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
91,Intercept,1,-2.9862,0.4084,-3.7866,-2.1858,53.47,<.0001
91,x1,1,-1.3701,1.0478,-3.4238,0.6835,1.71,0.1910
91,x2,1,1.3330,0.5239,0.3061,2.3598,6.47,0.0110
91,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
92,Intercept,1,-2.2991,0.2673,-2.8229,-1.7753,74.00,<.0001
92,x1,1,-24.0869,121693.9,-238540,238491.6,0.00,0.9998
92,x2,1,0.4896,0.4432,-0.3790,1.3583,1.22,0.2693
92,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
93,Intercept,1,-3.2123,0.4262,-4.0478,-2.3769,56.80,<.0001
93,x1,1,1.7873,0.5587,0.6923,2.8824,10.23,0.0014
93,x2,1,0.7547,0.5376,-0.2990,1.8084,1.97,0.1604
93,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
94,Intercept,1,-2.3128,0.2693,-2.8407,-1.7850,73.75,<.0001
94,x1,1,0.7013,0.6476,-0.5679,1.9705,1.17,0.2788
94,x2,1,0.1562,0.4469,-0.7196,1.0321,0.12,0.7266
94,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
95,Intercept,1,-2.6044,0.3349,-3.2609,-1.9479,60.46,<.0001
