isim,Parameter,DF,Estimate,StdErr,LowerLRCL,UpperLRCL,ChiSq,ProbChiSq
8,Intercept,1,-2.9779,0.6264,-4.5019,-1.9506,22.60,<.0001
8,x1,1,1.0978,1.0141,-1.2244,2.9992,1.17,0.2790
8,x2,1,0.8377,0.9224,-1.0588,2.7229,0.82,0.3638
8,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
9,Intercept,1,-2.7386,0.6289,-4.2843,-1.7142,18.96,<.0001
9,x1,1,-0.1247,0.9538,-2.4220,1.5959,0.02,0.8960
9,x2,1,1.5462,0.8114,-0.0254,3.3135,3.63,0.0567
9,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
10,Intercept,1,-3.0583,0.8165,-5.2241,-1.7923,14.03,0.0002
10,x1,1,3.2347,1.5119,0.9016,8.1358,4.58,0.0324
10,x2,1,-0.6589,1.6330,-5.6419,2.2721,0.16,0.6866
10,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
11,Intercept,1,-2.7000,0.6325,-4.2577,-1.6716,18.23,<.0001
11,x1,1,0.8786,0.7559,-0.6716,2.4288,1.35,0.2451
11,x2,1,1.0637,0.8281,-0.5726,2.8557,1.65,0.1989
11,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
12,Intercept,1,-2.7531,0.6306,-4.3047,-1.7268,19.06,<.0001
12,x1,1,0.9377,0.7442,-0.5980,2.4362,1.59,0.2077
12,x2,1,1.3752,0.8144,-0.2021,3.1496,2.85,0.0913
12,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
13,Intercept,1,-2.1789,0.4714,-3.2697,-1.3779,21.37,<.0001
13,x1,1,0.4809,0.9424,-1.8182,2.1653,0.26,0.6098
13,x2,1,0.7110,0.6665,-0.6416,2.0643,1.14,0.2860
13,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
14,Intercept,1,-2.8558,0.6266,-4.3875,-1.8310,20.77,<.0001
14,x1,1,2.0135,0.9380,0.0993,3.9046,4.61,0.0318
14,x2,1,0.6937,0.9380,-1.1975,2.6079,0.55,0.4596
14,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
15,Intercept,1,-2.2322,0.5262,-3.4696,-1.3486,17.99,<.0001
15,x1,1,-0.7879,1.4250,-5.4217,1.3045,0.31,0.5803
15,x2,1,0.3625,0.7323,-1.1285,1.8651,0.24,0.6207
15,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
16,Intercept,1,-2.7536,0.6294,-4.2793,-1.7197,19.14,<.0001
16,x1,1,0.6816,0.9877,-1.6027,2.5209,0.48,0.4902
16,x2,1,0.6646,0.9007,-1.1848,2.5188,0.54,0.4606
16,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
17,Intercept,1,-2.1250,0.4264,-3.0952,-1.3911,24.83,<.0001
17,x1,1,-0.4275,1.5119,-5.3286,1.9056,0.08,0.7774
17,x2,1,0.7807,0.6838,-0.6803,2.1029,1.30,0.2535
17,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
18,Intercept,1,-2.7997,0.6255,-4.3306,-1.7778,20.04,<.0001
18,x1,1,2.0396,1.0695,-0.3589,4.0965,3.64,0.0565
18,x2,1,0.2009,0.9669,-1.8172,2.1439,0.04,0.8354
18,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
19,Intercept,1,-1.9548,0.3909,-2.8297,-1.2743,25.01,<.0001
19,x1,1,1.8406,0.8811,-0.3426,3.3579,4.36,0.0367
19,x2,1,-1.5354,1.4209,-6.1940,0.5233,1.17,0.2799
19,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
20,Intercept,1,-2.6707,0.6524,-4.2336,-1.5957,16.76,<.0001
20,x1,1,1.7959,0.9342,-0.4078,3.5233,3.70,0.0545
20,x2,1,0.0331,0.8559,-1.7388,1.8120,0.00,0.9692
20,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
21,Intercept,1,-2.3204,0.5342,-3.5866,-1.4284,18.87,<.0001
21,x1,1,1.1574,1.0293,-1.2290,3.1548,1.26,0.2608
21,x2,1,0.2921,0.8258,-1.4858,1.9258,0.13,0.7236
21,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
22,Intercept,1,-2.2288,0.4875,-3.3486,-1.3980,20.90,<.0001
22,x1,1,0.9447,0.9334,-1.2514,2.6305,1.02,0.3115
22,x2,1,-0.8499,0.9334,-3.0460,0.8358,0.83,0.3625
22,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
23,Intercept,1,-2.6451,0.6243,-4.1754,-1.6261,17.95,<.0001
23,x1,1,-1.0928,1.4474,-5.8236,1.0365,0.57,0.4502
23,x2,1,1.4036,0.7738,-0.0655,3.1162,3.29,0.0697
23,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
24,Intercept,1,-2.3487,0.5320,-3.6000,-1.4550,19.49,<.0001
24,x1,1,0.6224,0.9026,-1.5948,2.1906,0.48,0.4905
24,x2,1,0.7071,0.7077,-0.6896,2.1873,1.00,0.3177
24,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
25,Intercept,1,-4.3197,1.3855,-8.9281,-2.4060,9.72,0.0018
25,x1,1,1.7287,0.8024,-0.0063,3.3019,4.64,0.0312
25,x2,1,2.3577,1.4362,0.2210,7.0018,2.70,0.1007
25,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
26,Intercept,1,-2.9411,0.6493,-4.5027,-1.8659,20.52,<.0001
26,x1,1,1.7039,0.6333,0.3239,2.8901,7.24,0.0071
26,x2,1,1.9758,0.7038,0.7164,3.5968,7.88,0.0050
26,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
27,Intercept,1,-2.9585,0.8115,-5.1042,-1.6970,13.29,0.0003
27,x1,1,1.4180,0.7441,0.0162,3.0349,3.63,0.0567
27,x2,1,0.8754,1.0000,-0.9834,3.2225,0.77,0.3814
27,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
28,Intercept,1,-2.9584,0.6747,-4.5650,-1.8475,19.23,<.0001
28,x1,1,1.5578,0.9324,-0.6433,3.2817,2.79,0.0948
28,x2,1,0.8241,0.8544,-0.9515,2.5944,0.93,0.3348
28,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
29,Intercept,1,-1.4853,0.3416,-2.2369,-0.8821,18.91,<.0001
29,x1,1,0.7230,1.4040,-3.8746,2.7421,0.27,0.6066
29,x2,1,-1.0093,0.8559,-3.1445,0.4401,1.39,0.2383
29,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
30,Intercept,1,-2.7502,0.6310,-4.3033,-1.7235,19.00,<.0001
30,x1,1,1.8215,0.8180,0.1963,3.5555,4.96,0.0260
30,x2,1,0.7079,0.8828,-1.0942,2.5614,0.64,0.4226
30,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
31,Intercept,1,-2.5793,0.5926,-3.9618,-1.5854,18.94,<.0001
31,x1,1,2.2720,0.8010,0.5534,3.8515,8.04,0.0046
31,x2,1,-0.1153,0.8010,-1.8338,1.4643,0.02,0.8856
31,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
32,Intercept,1,-3.1512,0.8053,-5.2677,-1.8936,15.31,<.0001
32,x1,1,0.6569,0.9848,-1.6524,2.4927,0.44,0.5048
32,x2,1,1.1070,0.9848,-0.7289,3.4163,1.26,0.2610
32,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
33,Intercept,1,-3.3891,0.8131,-5.4884,-2.1064,17.38,<.0001
33,x1,1,1.7038,0.9039,-0.1551,3.5597,3.55,0.0594
33,x2,1,0.9219,0.9916,-0.9261,3.2118,0.86,0.3525
33,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
34,Intercept,1,-2.4107,0.4665,-3.4864,-1.6159,26.71,<.0001
34,x1,1,-0.0267,1.4628,-4.7183,2.1808,0.00,0.9854
34,x2,1,0.4231,0.7697,-1.2470,1.9015,0.30,0.5825
34,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
35,Intercept,1,-2.8330,0.6848,-4.4824,-1.7105,17.11,<.0001
35,x1,1,1.2333,0.8847,-0.5895,3.0561,1.94,0.1633
35,x2,1,0.4165,0.8847,-1.4063,2.2393,0.22,0.6378
35,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
36,Intercept,1,-1.7918,0.3651,-2.6041,-1.1523,24.08,<.0001
36,x1,1,1.6442,1.0328,-0.3730,4.0355,2.53,0.1114
36,x2,1,-1.0008,0.8944,-3.2500,0.5180,1.25,0.2632
36,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
37,Intercept,1,-2.6024,0.6266,-4.1315,-1.5764,17.25,<.0001
37,x1,1,0.2862,0.9538,-1.9834,2.0150,0.09,0.7641
37,x2,1,0.8741,0.8337,-0.7685,2.6560,1.10,0.2944
37,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
38,Intercept,1,-3.0619,0.6778,-4.6982,-1.9511,20.41,<.0001
38,x1,1,2.0598,0.8431,0.4576,3.8581,5.97,0.0146
38,x2,1,0.5920,0.8431,-1.0101,2.3904,0.49,0.4825
38,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
39,Intercept,1,-2.5849,0.5523,-3.8798,-1.6584,21.90,<.0001
39,x1,1,1.0372,0.9741,-1.1988,2.8462,1.13,0.2870
39,x2,1,-0.1568,0.9741,-2.3927,1.6523,0.03,0.8721
39,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
40,Intercept,1,-2.5248,0.6225,-4.0476,-1.5076,16.45,<.0001
40,x1,1,-0.5440,1.4488,-5.2319,1.6192,0.14,0.7073
40,x2,1,1.0430,0.8069,-0.5370,2.7897,1.67,0.1961
40,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
41,Intercept,1,-2.4857,0.6194,-3.9948,-1.4712,16.11,<.0001
41,x1,1,0.4018,1.4788,-4.1557,2.7550,0.07,0.7858
41,x2,1,0.1438,0.9877,-2.0490,2.0892,0.02,0.8843
41,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
42,Intercept,1,-1.6369,0.3922,-2.5181,-0.9552,17.42,<.0001
42,x1,1,-0.4080,0.9428,-2.7076,1.2779,0.19,0.6652
42,x2,1,0.2895,0.6132,-0.9946,1.4830,0.22,0.6369
42,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
43,Intercept,1,-1.9487,0.4250,-2.9118,-1.2148,21.02,<.0001
43,x1,1,0.4902,0.9000,-1.7320,2.0371,0.30,0.5860
43,x2,1,0.2596,0.6411,-1.0579,1.5256,0.16,0.6856
43,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
44,Intercept,1,-2.5735,0.5430,-3.8479,-1.6623,22.46,<.0001
44,x1,1,1.8330,1.0353,-0.4845,3.7455,3.13,0.0766
44,x2,1,-0.3031,1.0353,-2.6206,1.6095,0.09,0.7697
44,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
45,Intercept,1,-2.6030,0.5713,-3.9401,-1.6443,20.76,<.0001
45,x1,1,1.8045,0.7899,0.2097,3.3994,5.22,0.0223
45,x2,1,0.0129,0.7899,-1.5819,1.6078,0.00,0.9870
45,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
46,Intercept,1,-3.0200,0.6578,-4.6115,-1.9423,21.08,<.0001
46,x1,1,1.3244,0.9545,-0.6099,3.2588,1.93,0.1653
46,x2,1,0.5787,0.9545,-1.3556,2.5131,0.37,0.5443
46,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
47,Intercept,1,-4.1304,1.3715,-8.7189,-2.2544,9.07,0.0026
47,x1,1,-0.4010,1.4604,-5.0529,1.8519,0.08,0.7837
47,x2,1,2.5703,1.4604,0.3175,7.2223,3.10,0.0784
47,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
48,Intercept,1,-2.5633,0.6771,-4.1691,-1.4398,14.33,0.0002
48,x1,1,2.0722,0.7623,0.6172,3.7493,7.39,0.0066
48,x2,1,-0.6966,0.7623,-2.3737,0.7584,0.84,0.3608
48,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
49,Intercept,1,-4.2549,1.3896,-8.9211,-2.3517,9.38,0.0022
49,x1,1,1.0625,0.7709,-0.6429,2.5266,1.90,0.1682
49,x2,1,2.6065,1.4395,0.4932,7.3081,3.28,0.0702
49,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
50,Intercept,1,-2.4813,0.5423,-3.7491,-1.5682,20.94,<.0001
50,x1,1,1.9395,0.7790,0.3585,3.5140,6.20,0.0128
50,x2,1,-0.4900,0.8145,-2.2471,1.0693,0.36,0.5474
50,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
51,Intercept,1,-2.8691,0.6314,-4.4232,-1.8420,20.65,<.0001
51,x1,1,1.4124,0.8217,-0.3711,3.0205,2.95,0.0857
51,x2,1,1.0404,0.8217,-0.5678,2.8239,1.60,0.2055
51,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
52,Intercept,1,-1.9891,0.4253,-2.9544,-1.2556,21.87,<.0001
52,x1,1,0.5328,0.7444,-1.1534,1.8875,0.51,0.4742
52,x2,1,0.5305,0.6033,-0.6734,1.7479,0.77,0.3793
52,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
53,Intercept,1,-2.8545,0.6196,-4.3523,-1.8366,21.23,<.0001
53,x1,1,1.4008,1.4266,-3.0474,3.6295,0.96,0.3262
53,x2,1,0.6422,0.9717,-1.5542,2.5463,0.44,0.5087
53,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
54,Intercept,1,-1.9140,0.4264,-2.8842,-1.1801,20.15,<.0001
54,x1,1,-0.6839,1.5119,-5.5850,1.6492,0.20,0.6510
54,x2,1,0.3792,0.6838,-1.0818,1.7015,0.31,0.5792
54,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
55,Intercept,1,-2.1058,0.4714,-3.1967,-1.3047,19.95,<.0001
55,x1,1,1.9754,1.1547,-0.5352,4.4860,2.93,0.0871
55,x2,1,-0.3373,0.9428,-2.6370,1.3485,0.13,0.7205
55,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
56,Intercept,1,-1.8251,0.4292,-2.7855,-1.0799,18.08,<.0001
56,x1,1,1.3378,0.7241,-0.3011,2.6655,3.41,0.0647
56,x2,1,-0.6686,0.7241,-2.3075,0.6590,0.85,0.3558
56,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
57,Intercept,1,-2.1762,0.4691,-3.2582,-1.3768,21.52,<.0001
57,x1,1,0.5447,0.8838,-1.6699,2.0401,0.38,0.5377
57,x2,1,0.6638,0.6143,-0.5317,1.9452,1.17,0.2798
57,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
58,Intercept,1,-2.0787,0.4867,-3.1914,-1.2457,18.24,<.0001
58,x1,1,1.3935,0.7082,-0.0920,2.7638,3.87,0.0491
58,x2,1,-0.1260,0.6900,-1.5163,1.2592,0.03,0.8551
58,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
59,Intercept,1,-3.2217,0.8106,-5.3468,-1.9524,15.80,<.0001
59,x1,1,1.7753,0.7167,0.2805,3.1928,6.14,0.0132
59,x2,1,1.4333,0.9160,-0.1690,3.6726,2.45,0.1176
59,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
60,Intercept,1,-2.9902,0.6402,-4.5394,-1.9348,21.82,<.0001
60,x1,1,1.2823,0.6535,-0.1269,2.5227,3.85,0.0498
60,x2,1,1.8270,0.7201,0.5232,3.4706,6.44,0.0112
60,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
61,Intercept,1,-2.4375,0.5327,-3.6990,-1.5473,20.94,<.0001
61,x1,1,-0.2926,0.9580,-2.5987,1.4394,0.09,0.7600
61,x2,1,1.3764,0.7444,-0.1249,2.9113,3.42,0.0644
61,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
62,Intercept,1,-2.5998,0.5361,-3.8588,-1.6984,23.52,<.0001
62,x1,1,1.2832,0.7230,-0.2240,2.6930,3.15,0.0759
62,x2,1,0.9632,0.7230,-0.4465,2.4705,1.77,0.1828
62,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
63,Intercept,1,-2.8291,0.6302,-4.3636,-1.7954,20.15,<.0001
63,x1,1,1.4795,0.8084,-0.2744,3.0319,3.35,0.0672
63,x2,1,1.1835,0.8084,-0.3689,2.9373,2.14,0.1432
63,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
64,Intercept,1,-2.1797,0.5269,-3.4131,-1.2938,17.11,<.0001
64,x1,1,0.6893,1.4213,-3.9543,2.7574,0.24,0.6277
64,x2,1,0.5447,0.6919,-0.8286,1.9876,0.62,0.4311
64,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
65,Intercept,1,-2.8166,0.6325,-4.3743,-1.7882,19.83,<.0001
65,x1,1,-0.3406,1.5119,-5.2418,1.9925,0.05,0.8217
65,x2,1,1.2048,0.8281,-0.4316,2.9968,2.12,0.1457
65,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
66,Intercept,1,-2.4595,0.5261,-3.6974,-1.5766,21.86,<.0001
66,x1,1,0.6918,1.4676,-3.8684,2.9828,0.22,0.6374
66,x2,1,0.0424,0.9364,-2.1024,1.7950,0.00,0.9639
66,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
67,Intercept,1,-2.4633,0.6192,-3.9628,-1.4462,15.83,<.0001
67,x1,1,-0.2890,1.4162,-4.8839,1.7903,0.04,0.8383
67,x2,1,1.0911,0.7604,-0.3637,2.7592,2.06,0.1513
67,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
68,Intercept,1,-2.0978,0.5325,-3.3585,-1.2077,15.52,<.0001
68,x1,1,0.5262,0.8678,-1.3092,2.2588,0.37,0.5443
68,x2,1,0.2783,0.8049,-1.3940,1.8885,0.12,0.7295
68,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
69,Intercept,1,-2.7179,0.5995,-4.1145,-1.7110,20.55,<.0001
69,x1,1,1.9834,0.7424,0.4694,3.4974,7.14,0.0075
69,x2,1,0.2829,0.7424,-1.2311,1.7969,0.15,0.7032
69,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
70,Intercept,1,-2.9393,0.6541,-4.5047,-1.8552,20.19,<.0001
70,x1,1,0.8582,0.7242,-0.7804,2.1863,1.40,0.2360
70,x2,1,1.5799,0.7242,0.2517,3.2184,4.76,0.0291
70,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
71,Intercept,1,-2.5134,0.5703,-3.8363,-1.5549,19.42,<.0001
71,x1,1,0.9646,0.9035,-1.2355,2.5533,1.14,0.2857
71,x2,1,0.5532,0.7400,-0.9611,2.0592,0.56,0.4547
71,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
72,Intercept,1,-2.1656,0.4709,-3.2551,-1.3653,21.15,<.0001
72,x1,1,-0.7551,1.5415,-5.6596,1.7185,0.24,0.6243
72,x2,1,0.6471,0.7872,-1.0885,2.1509,0.68,0.4110
72,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
73,Intercept,1,-2.1295,0.5345,-3.3966,-1.2370,15.87,<.0001
73,x1,1,0.8322,0.7888,-0.9143,2.3380,1.11,0.2914
73,x2,1,0.6914,0.7127,-0.7206,2.1885,0.94,0.3320
73,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
74,Intercept,1,-2.2415,0.4714,-3.3324,-1.4404,22.61,<.0001
74,x1,1,-0.9229,1.4907,-5.8096,1.3140,0.38,0.5358
74,x2,1,0.7549,0.6667,-0.5987,2.1084,1.28,0.2575
74,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
75,Intercept,1,-3.2977,0.8165,-5.4635,-2.0317,16.31,<.0001
75,x1,1,-0.7821,1.5492,-5.7088,1.7267,0.25,0.6137
75,x2,1,1.3531,1.0328,-0.6641,3.7444,1.72,0.1901
75,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
76,Intercept,1,-2.7902,0.6325,-4.3478,-1.7617,19.46,<.0001
76,x1,1,3.4568,1.4907,1.2199,8.3435,5.38,0.0204
76,x2,1,-0.4900,1.5492,-5.4167,2.0188,0.10,0.7518
76,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
77,Intercept,1,-2.0306,0.4343,-3.0098,-1.2795,21.87,<.0001
77,x1,1,0.7603,0.8728,-1.4115,2.2494,0.76,0.3837
77,x2,1,0.4813,0.6668,-0.9350,1.7720,0.52,0.4704
77,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
78,Intercept,1,-2.6487,0.6271,-4.1866,-1.6255,17.84,<.0001
78,x1,1,0.3598,0.9862,-1.9609,2.1820,0.13,0.7152
78,x2,1,0.6592,0.8589,-1.0543,2.4783,0.59,0.4428
78,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
79,Intercept,1,-2.4675,0.5563,-3.7621,-1.5295,19.67,<.0001
79,x1,1,1.4719,0.7788,-0.2320,2.9586,3.57,0.0588
79,x2,1,0.1472,0.7459,-1.3713,1.6691,0.04,0.8436
79,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
80,Intercept,1,-1.9480,0.4246,-2.9118,-1.2157,21.05,<.0001
80,x1,1,0.5601,0.8983,-1.6710,2.0973,0.39,0.5329
80,x2,1,0.2706,0.6116,-0.9628,1.4975,0.20,0.6582
80,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
81,Intercept,1,-3.0811,0.8042,-5.1659,-1.8153,14.68,0.0001
81,x1,1,3.0563,1.0315,1.0551,5.3849,8.78,0.0030
81,x2,1,-1.3346,1.0315,-3.6631,0.6667,1.67,0.1957
81,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
82,Intercept,1,-2.6459,0.6299,-4.1928,-1.6190,17.65,<.0001
82,x1,1,1.2500,0.6325,-0.1420,2.4188,3.91,0.0481
82,x2,1,1.5613,0.7128,0.2938,3.2108,4.80,0.0285
82,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
83,Intercept,1,-2.1521,0.4714,-3.2430,-1.3510,20.84,<.0001
83,x1,1,2.3581,1.6330,-0.5729,7.3411,2.09,0.1487
83,x2,1,-1.6102,1.4907,-6.4969,0.6267,1.17,0.2801
83,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
84,Intercept,1,-2.1205,0.4831,-3.2250,-1.2929,19.27,<.0001
84,x1,1,1.2002,0.6336,-0.1088,2.4352,3.59,0.0582
84,x2,1,0.6656,0.6336,-0.5694,1.9746,1.10,0.2935
84,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
85,Intercept,1,-2.4325,0.5300,-3.6825,-1.5441,21.07,<.0001
85,x1,1,1.0903,1.0467,-1.2836,3.0555,1.09,0.2976
85,x2,1,0.1172,0.9017,-1.8096,1.8456,0.02,0.8966
85,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
86,Intercept,1,-3.3101,0.8099,-5.4079,-2.0344,16.71,<.0001
86,x1,1,1.6532,0.9142,-0.2207,3.5311,3.27,0.0706
86,x2,1,1.0519,1.0041,-0.8253,3.3598,1.10,0.2949
86,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
87,Intercept,1,-3.7178,0.8147,-5.8183,-2.4317,20.83,<.0001
87,x1,1,1.6645,0.8997,-0.1882,3.5118,3.42,0.0643
87,x2,1,1.6913,0.9865,-0.1453,3.9738,2.94,0.0864
87,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
88,Intercept,1,-2.8135,0.6696,-4.4305,-1.7162,17.65,<.0001
88,x1,1,2.0584,0.9156,0.1857,3.9312,5.05,0.0246
88,x2,1,-0.4358,0.9156,-2.3085,1.4370,0.23,0.6341
88,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
89,Intercept,1,-2.5585,0.6360,-4.0933,-1.5103,16.19,<.0001
89,x1,1,0.6871,0.8786,-1.4865,2.2016,0.61,0.4342
89,x2,1,1.1059,0.7398,-0.2736,2.7609,2.23,0.1350
89,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
90,Intercept,1,-2.9388,0.6249,-4.4712,-1.9193,22.12,<.0001
90,x1,1,-0.4481,1.4653,-5.1918,1.7528,0.09,0.7598
90,x2,1,1.7688,0.8126,0.1777,3.5287,4.74,0.0295
90,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
91,Intercept,1,-2.6508,0.6248,-4.1830,-1.6314,18.00,<.0001
91,x1,1,-0.9322,1.4502,-5.6731,1.2030,0.41,0.5203
91,x2,1,1.5804,0.7748,0.1094,3.2954,4.16,0.0414
91,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
92,Intercept,1,-2.7370,0.6253,-4.2713,-1.7173,19.16,<.0001
92,x1,1,-0.4019,1.5634,-5.1826,2.1915,0.07,0.7971
92,x2,1,0.3486,1.0136,-1.9063,2.3378,0.12,0.7309
92,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
93,Intercept,1,-3.2815,0.8159,-5.4125,-1.9980,16.17,<.0001
93,x1,1,0.6761,0.6238,-0.6952,1.8313,1.17,0.2785
93,x2,1,2.4190,0.8575,0.9941,4.5934,7.96,0.0048
93,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
94,Intercept,1,-2.8087,0.6241,-4.3383,-1.7901,20.25,<.0001
94,x1,1,0.2235,1.4861,-4.5051,2.5226,0.02,0.8804
94,x2,1,1.1061,0.8745,-0.6876,2.9363,1.60,0.2060
94,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
95,Intercept,1,-4.4300,1.3882,-9.0912,-2.5298,10.18,0.0014
