isim,Parameter,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq
18,x2,1,0.2670,0.9081,-1.5129,2.0469,0.09,0.7688
18,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
19,Intercept,1,-3.6041,1.0000,-5.5641,-1.6442,12.99,0.0003
19,x1,1,2.1525,1.2247,-0.2479,4.5530,3.09,0.0788
19,x2,1,0.6079,1.4142,-2.1639,3.3797,0.18,0.6673
19,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
20,Intercept,1,-3.0207,0.7071,-4.4066,-1.6348,18.25,<.0001
20,x1,1,-23.6907,220752.8,-432691,432643.9,0.00,0.9999
20,x2,1,1.2514,0.9129,-0.5378,3.0406,1.88,0.1704
20,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
21,Intercept,1,-2.9143,0.7071,-4.3002,-1.5283,16.99,<.0001
21,x1,1,1.1089,1.4142,-1.6629,3.8807,0.61,0.4330
21,x2,1,0.2325,1.2247,-2.1679,2.6330,0.04,0.8494
21,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
22,Intercept,1,-2.9544,0.7071,-4.3403,-1.5685,17.46,<.0001
22,x1,1,2.3666,1.2247,-0.0339,4.7671,3.73,0.0533
22,x2,1,-26.3334,321047.3,-629267,629214.8,0.00,0.9999
22,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
23,Intercept,1,-2.8452,0.7071,-4.2311,-1.4593,16.19,<.0001
23,x1,1,-23.2572,164738.0,-322904,322857.4,0.00,0.9999
23,x2,1,0.8666,0.8660,-0.8308,2.5640,1.00,0.3170
23,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
24,Intercept,1,-2.5698,0.5244,-3.5975,-1.5420,24.02,<.0001
24,x1,1,2.2848,0.7370,0.8403,3.7292,9.61,0.0019
24,x2,1,-0.3733,0.7370,-1.8178,1.0711,0.26,0.6125
24,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
25,Intercept,1,-2.2058,0.5000,-3.1858,-1.2258,19.46,<.0001
25,x1,1,-23.6604,194896.2,-382013,381966.0,0.00,0.9999
25,x2,1,-0.0699,0.8660,-1.7673,1.6274,0.01,0.9356
25,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
26,Intercept,1,-2.3116,0.5021,-3.2957,-1.3276,21.20,<.0001
26,x1,1,0.2711,0.7244,-1.1487,1.6910,0.14,0.7082
26,x2,1,0.9934,0.6707,-0.3212,2.3079,2.19,0.1386
26,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
27,Intercept,1,-28.5261,0.5000,-29.5061,-27.5462,3254.96,<.0001
27,x1,1,0.0600,1.1180,-2.1313,2.2513,0.00,0.9572
27,x2,0,26.7910,0.0000,26.7910,26.7910,,
27,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
28,Intercept,1,-2.8391,0.7071,-4.2250,-1.4532,16.12,<.0001
28,x1,1,1.4029,0.8660,-0.2945,3.1003,2.62,0.1053
28,x2,1,1.0855,0.8660,-0.6118,2.7829,1.57,0.2100
28,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
29,Intercept,1,-1.9363,0.4111,-2.7420,-1.1306,22.19,<.0001
29,x1,1,0.7248,0.7937,-0.8308,2.2804,0.83,0.3611
29,x2,1,0.4336,0.7099,-0.9577,1.8249,0.37,0.5413
29,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
30,Intercept,1,-1.9754,0.4473,-2.8522,-1.0987,19.50,<.0001
30,x1,1,0.5369,1.1764,-1.7688,2.8425,0.21,0.6481
30,x2,1,-0.1380,1.0522,-2.2002,1.9242,0.02,0.8956
30,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
31,Intercept,1,-2.9280,0.7071,-4.3139,-1.5421,17.15,<.0001
31,x1,1,1.1388,0.9129,-0.6504,2.9280,1.56,0.2122
31,x2,1,0.8649,1.0000,-1.0950,2.8249,0.75,0.3871
31,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
32,Intercept,1,-2.5020,0.5006,-3.4832,-1.5208,24.98,<.0001
32,x1,1,-0.0298,1.1249,-2.2346,2.1750,0.00,0.9789
32,x2,1,1.0284,0.7441,-0.4299,2.4867,1.91,0.1669
32,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
33,Intercept,1,-3.0615,0.7071,-4.4474,-1.6756,18.75,<.0001
33,x1,1,-24.2149,268201.7,-525690,525641.4,0.00,0.9999
33,x2,1,0.3285,1.2247,-2.0720,2.7289,0.07,0.7886
33,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
34,Intercept,1,-2.0082,0.3780,-2.7490,-1.2674,28.23,<.0001
34,x1,1,0.2204,0.8660,-1.4770,1.9178,0.06,0.7991
34,x2,1,0.8537,0.6268,-0.3748,2.0822,1.86,0.1732
34,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
35,Intercept,1,-2.6624,0.7071,-4.0483,-1.2765,14.18,0.0002
35,x1,1,-22.8918,204771.6,-401368,401322.0,0.00,0.9999
35,x2,1,1.3504,0.8165,-0.2499,2.9507,2.74,0.0981
35,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
36,Intercept,1,-2.2969,0.5096,-3.2957,-1.2982,20.32,<.0001
36,x1,1,0.9150,0.7677,-0.5897,2.4197,1.42,0.2333
36,x2,1,0.3123,0.7283,-1.1152,1.7398,0.18,0.6681
36,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
37,Intercept,1,-2.2196,0.5023,-3.2040,-1.2352,19.53,<.0001
37,x1,1,0.9641,0.8262,-0.6552,2.5834,1.36,0.2432
37,x2,1,0.7076,0.6746,-0.6146,2.0297,1.10,0.2942
37,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
38,Intercept,1,-1.6913,0.3798,-2.4357,-0.9469,19.83,<.0001
38,x1,1,0.1756,0.8914,-1.5714,1.9226,0.04,0.8438
38,x2,1,0.0071,0.7147,-1.3936,1.4079,0.00,0.9921
38,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
39,Intercept,1,-2.6413,0.5774,-3.7729,-1.5097,20.93,<.0001
39,x1,1,0.5966,1.2216,-1.7977,2.9909,0.24,0.6253
39,x2,1,0.5288,0.9105,-1.2558,2.3134,0.34,0.5614
39,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
40,Intercept,1,-3.0429,0.7071,-4.4288,-1.6570,18.52,<.0001
40,x1,1,-23.8756,233634.6,-457939,457891.5,0.00,0.9999
40,x2,1,0.8790,1.0000,-1.0810,2.8389,0.77,0.3794
40,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
41,Intercept,1,-1.7637,0.3874,-2.5231,-1.0043,20.72,<.0001
41,x1,1,1.0783,0.7731,-0.4370,2.5937,1.95,0.1631
41,x2,1,-0.6729,0.7158,-2.0759,0.7300,0.88,0.3472
41,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
42,Intercept,1,-3.6742,1.0018,-5.6376,-1.7108,13.45,0.0002
42,x1,1,0.6605,0.6889,-0.6898,2.0108,0.92,0.3377
42,x2,1,2.1824,1.1250,-0.0226,4.3873,3.76,0.0524
42,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
43,Intercept,1,-3.4316,1.0002,-5.3919,-1.4713,11.77,0.0006
43,x1,1,-0.0757,0.8136,-1.6704,1.5190,0.01,0.9259
43,x2,1,2.2110,1.0763,0.1014,4.3206,4.22,0.0400
43,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
44,Intercept,1,-1.9623,0.4476,-2.8397,-1.0850,19.22,<.0001
44,x1,1,0.3633,1.1799,-1.9493,2.6760,0.09,0.7581
44,x2,1,-0.1552,0.8061,-1.7351,1.4246,0.04,0.8473
44,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
45,Intercept,1,-1.7693,0.4165,-2.5856,-0.9530,18.05,<.0001
45,x1,1,1.0369,0.7731,-0.4784,2.5521,1.80,0.1799
45,x2,1,-0.0419,0.7469,-1.5058,1.4219,0.00,0.9552
45,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
46,Intercept,1,-3.7564,1.0235,-5.7623,-1.7504,13.47,0.0002
46,x1,1,1.5200,0.7874,-0.0232,3.0633,3.73,0.0536
46,x2,1,1.5631,1.1135,-0.6194,3.7456,1.97,0.1604
46,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
47,Intercept,1,-2.9694,0.7071,-4.3553,-1.5835,17.63,<.0001
47,x1,1,27.3214,0.8018,25.7500,28.8929,1161.16,<.0001
47,x2,0,-24.5260,0.0000,-24.5260,-24.5260,,
47,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
48,Intercept,1,-1.6282,0.3679,-2.3493,-0.9072,19.59,<.0001
48,x1,1,1.0604,1.0721,-1.0408,3.1617,0.98,0.3226
48,x2,1,-1.4883,1.0721,-3.5896,0.6129,1.93,0.1651
48,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
49,Intercept,1,-2.6833,0.5774,-3.8149,-1.5517,21.60,<.0001
49,x1,1,25.8393,0.9129,24.0501,27.6285,801.20,<.0001
49,x2,0,-24.0294,0.0000,-24.0294,-24.0294,,
49,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
50,Intercept,1,-2.5887,0.6083,-3.7809,-1.3964,18.11,<.0001
50,x1,1,1.0254,1.2531,-1.4307,3.4814,0.67,0.4132
50,x2,1,-0.9776,1.2531,-3.4336,1.4784,0.61,0.4353
50,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
51,Intercept,1,-2.4906,0.5790,-3.6255,-1.3557,18.50,<.0001
51,x1,1,0.3866,0.8741,-1.3266,2.0998,0.20,0.6583
51,x2,1,0.7458,0.7818,-0.7865,2.2781,0.91,0.3401
51,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
52,Intercept,1,-28.0775,0.5000,-29.0574,-27.0975,3153.38,<.0001
52,x1,1,0.8164,0.7638,-0.6805,2.3134,1.14,0.2851
52,x2,0,26.2231,0.0000,26.2231,26.2231,,
52,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
53,Intercept,1,-3.5885,1.0000,-5.5485,-1.6285,12.88,0.0003
53,x1,1,-23.1167,287236.3,-562996,562949.6,0.00,0.9999
53,x2,1,1.1234,1.2247,-1.2771,3.5238,0.84,0.3590
53,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
54,Intercept,1,-2.7896,0.7071,-4.1755,-1.4037,15.56,<.0001
54,x1,1,-0.1840,1.0801,-2.3010,1.9330,0.03,0.8648
54,x2,1,1.6789,0.8165,0.0786,3.2792,4.23,0.0398
54,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
55,Intercept,1,-3.0079,0.7071,-4.3938,-1.6220,18.10,<.0001
55,x1,1,-24.4227,174448.3,-341937,341887.9,0.00,0.9999
55,x2,1,1.5669,0.8660,-0.1305,3.2643,3.27,0.0704
55,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
56,Intercept,1,-2.6723,0.6169,-3.8815,-1.4631,18.76,<.0001
56,x1,1,2.5252,0.9567,0.6501,4.4003,6.97,0.0083
56,x2,1,-0.7153,0.9567,-2.5904,1.1598,0.56,0.4547
56,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
57,Intercept,1,-2.6126,0.5853,-3.7597,-1.4655,19.93,<.0001
57,x1,1,1.4695,1.0028,-0.4960,3.4350,2.15,0.1428
57,x2,1,-0.2312,0.9455,-2.0843,1.6219,0.06,0.8068
57,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
58,Intercept,1,-2.1559,0.4446,-3.0272,-1.2845,23.51,<.0001
58,x1,1,1.6444,0.6934,0.2853,3.0035,5.62,0.0177
58,x2,1,-0.0767,0.6934,-1.4358,1.2825,0.01,0.9120
58,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
59,Intercept,1,-3.9643,1.0431,-6.0087,-1.9199,14.44,0.0001
59,x1,1,1.6121,1.2370,-0.8124,4.0365,1.70,0.1925
59,x2,1,1.1618,1.2370,-1.2627,3.5862,0.88,0.3476
59,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
60,Intercept,1,-1.9476,0.4474,-2.8245,-1.0706,18.95,<.0001
60,x1,1,-0.0688,1.1322,-2.2879,2.1502,0.00,0.9515
60,x2,1,0.4440,0.7161,-0.9594,1.8475,0.38,0.5352
60,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
61,Intercept,1,-3.1068,0.7299,-4.5374,-1.6762,18.12,<.0001
61,x1,1,1.2292,0.7400,-0.2211,2.6795,2.76,0.0967
61,x2,1,1.2077,0.8545,-0.4670,2.8824,2.00,0.1575
61,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
62,Intercept,1,-2.2140,0.5000,-3.1940,-1.2340,19.61,<.0001
62,x1,1,-24.5870,220110.7,-431434,431384.5,0.00,0.9999
62,x2,1,0.2971,0.7638,-1.1998,1.7941,0.15,0.6973
62,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
63,Intercept,1,-2.3846,0.5330,-3.4292,-1.3400,20.02,<.0001
63,x1,1,0.8650,0.8498,-0.8006,2.5306,1.04,0.3087
63,x2,1,0.4674,0.7758,-1.0530,1.9879,0.36,0.5468
63,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
64,Intercept,1,-2.2892,0.5000,-3.2692,-1.3093,20.96,<.0001
64,x1,1,1.4590,1.2247,-0.9415,3.8594,1.42,0.2336
64,x2,1,-0.3484,1.1180,-2.5397,1.8429,0.10,0.7553
64,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
65,Intercept,1,-3.1856,0.7198,-4.5965,-1.7748,19.58,<.0001
65,x1,1,0.6431,1.2197,-1.7475,3.0337,0.28,0.5980
65,x2,1,0.9318,1.0563,-1.1385,3.0021,0.78,0.3777
65,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
66,Intercept,1,-2.9801,0.7071,-4.3660,-1.5942,17.76,<.0001
66,x1,1,-25.2473,263307.7,-516099,516048.4,0.00,0.9999
66,x2,1,1.1277,1.0000,-0.8322,3.0877,1.27,0.2594
66,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
67,Intercept,1,-2.2919,0.4859,-3.2442,-1.3395,22.25,<.0001
67,x1,1,0.5660,0.6911,-0.7886,1.9205,0.67,0.4128
67,x2,1,0.7077,0.6334,-0.5337,1.9492,1.25,0.2639
67,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
68,Intercept,1,-2.1355,0.4597,-3.0366,-1.2345,21.58,<.0001
68,x1,1,1.4093,0.8041,-0.1668,2.9854,3.07,0.0797
68,x2,1,-0.4236,0.7629,-1.9188,1.0716,0.31,0.5787
68,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
69,Intercept,1,-2.1163,0.5000,-3.0962,-1.1363,17.91,<.0001
69,x1,1,0.9205,0.9129,-0.8687,2.7097,1.02,0.3133
69,x2,1,0.0494,0.8660,-1.6480,1.7468,0.00,0.9545
69,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
70,Intercept,1,-2.4687,0.5774,-3.6003,-1.3371,18.28,<.0001
70,x1,1,0.0077,0.8367,-1.6321,1.6475,0.00,0.9926
70,x2,1,1.0105,0.7303,-0.4208,2.4419,1.91,0.1664
70,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
71,Intercept,1,-3.5213,1.0000,-5.4813,-1.5614,12.40,0.0004
71,x1,1,-24.2076,255527.2,-500848,500800.0,0.00,0.9999
71,x2,1,1.2188,1.2247,-1.1817,3.6192,0.99,0.3197
71,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
72,Intercept,1,-2.2022,0.5774,-3.3339,-1.0705,14.55,0.0001
72,x1,1,0.1394,1.1471,-2.1089,2.3878,0.01,0.9033
72,x2,1,0.2339,0.8111,-1.3559,1.8237,0.08,0.7731
72,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
73,Intercept,1,-2.5039,0.5774,-3.6355,-1.3723,18.81,<.0001
73,x1,1,-23.5246,251162.7,-492293,492246.3,0.00,0.9999
73,x2,1,0.9500,0.8165,-0.6503,2.5503,1.35,0.2446
73,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
74,Intercept,1,-2.8107,0.5991,-3.9849,-1.6365,22.01,<.0001
74,x1,1,0.7968,1.3619,-1.8725,3.4661,0.34,0.5585
74,x2,1,0.0980,1.3619,-2.5713,2.7672,0.01,0.9427
74,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
75,Intercept,1,-2.4573,0.5873,-3.6083,-1.3063,17.51,<.0001
75,x1,1,0.1401,0.9846,-1.7897,2.0699,0.02,0.8869
75,x2,1,0.4239,0.9283,-1.3955,2.2433,0.21,0.6480
75,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
76,Intercept,1,-2.3412,0.5774,-3.4728,-1.2096,16.44,<.0001
76,x1,1,2.2539,1.0000,0.2940,4.2139,5.08,0.0242
76,x2,1,-0.4404,0.9129,-2.2296,1.3487,0.23,0.6295
76,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
77,Intercept,1,-3.0370,0.7087,-4.4260,-1.6479,18.36,<.0001
77,x1,1,0.9537,0.8694,-0.7502,2.6576,1.20,0.2726
77,x2,1,0.8592,0.9523,-1.0073,2.7258,0.81,0.3669
77,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
78,Intercept,1,-3.9797,1.0255,-5.9896,-1.9698,15.06,0.0001
78,x1,1,0.7240,1.1180,-1.4673,2.9153,0.42,0.5173
78,x2,1,2.5523,1.1180,0.3610,4.7436,5.21,0.0224
78,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
79,Intercept,1,-1.9576,0.4472,-2.8341,-1.0810,19.16,<.0001
79,x1,1,1.6170,1.4142,-1.1548,4.3888,1.31,0.2529
79,x2,1,-0.8100,1.0954,-2.9571,1.3370,0.55,0.4596
79,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
80,Intercept,1,-3.6563,1.0061,-5.6281,-1.6844,13.21,0.0003
80,x1,1,0.3814,1.1807,-1.9328,2.6956,0.10,0.7467
80,x2,1,1.7182,1.1807,-0.5960,4.0323,2.12,0.1456
80,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
81,Intercept,1,-3.0265,0.7558,-4.5079,-1.5451,16.03,<.0001
81,x1,1,1.7255,0.9294,-0.0961,3.5472,3.45,0.0634
81,x2,1,0.2817,0.9294,-1.5399,2.1034,0.09,0.7618
81,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
82,Intercept,1,-2.5420,0.5300,-3.5808,-1.5033,23.01,<.0001
82,x1,1,1.1263,0.9749,-0.7844,3.0371,1.33,0.2480
82,x2,1,0.0725,0.9749,-1.8383,1.9833,0.01,0.9407
82,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
83,Intercept,1,-2.9702,0.7079,-4.3576,-1.5827,17.60,<.0001
83,x1,1,1.0435,0.7428,-0.4124,2.4994,1.97,0.1601
83,x2,1,1.3732,0.8879,-0.3670,3.1134,2.39,0.1220
83,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
84,Intercept,1,-2.3991,0.5774,-3.5307,-1.2675,17.27,<.0001
84,x1,1,-23.1665,218222.0,-427730,427684.2,0.00,0.9999
84,x2,1,-0.2646,1.1547,-2.5278,1.9985,0.05,0.8187
84,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
85,Intercept,1,-28.1258,0.7071,-29.5117,-26.7399,1582.12,<.0001
85,x1,1,1.3597,1.2247,-1.0407,3.7602,1.23,0.2669
85,x2,0,25.7152,0.0000,25.7152,25.7152,,
85,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
86,Intercept,1,-3.0376,0.7071,-4.4235,-1.6517,18.45,<.0001
86,x1,1,0.4513,1.1180,-1.7400,2.6426,0.16,0.6865
86,x2,1,1.8982,0.8660,0.2008,3.5955,4.80,0.0284
86,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
87,Intercept,1,-2.0709,0.4483,-2.9496,-1.1922,21.34,<.0001
87,x1,1,0.6750,1.1100,-1.5006,2.8506,0.37,0.5431
87,x2,1,0.4373,0.7020,-0.9387,1.8132,0.39,0.5334
87,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
88,Intercept,1,-2.9694,0.7071,-4.3553,-1.5835,17.63,<.0001
88,x1,1,-23.8486,200226.9,-392461,392413.6,0.00,0.9999
88,x2,1,0.7783,1.0000,-1.1817,2.7383,0.61,0.4364
88,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
89,Intercept,1,-3.8306,1.0403,-5.8695,-1.7917,13.56,0.0002
89,x1,1,1.9980,0.7434,0.5409,3.4550,7.22,0.0072
89,x2,1,1.4583,1.0882,-0.6746,3.5911,1.80,0.1802
89,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
90,Intercept,1,-2.6019,0.5891,-3.7566,-1.4472,19.51,<.0001
90,x1,1,0.4139,0.8088,-1.1713,1.9991,0.26,0.6088
90,x2,1,1.0446,0.7133,-0.3534,2.4426,2.14,0.1431
90,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
91,Intercept,1,-2.6496,0.5825,-3.7914,-1.5079,20.69,<.0001
91,x1,1,1.0529,0.7176,-0.3535,2.4594,2.15,0.1423
91,x2,1,1.0061,0.7176,-0.4003,2.4125,1.97,0.1609
91,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
92,Intercept,1,-2.9042,0.7071,-4.2901,-1.5183,16.87,<.0001
92,x1,1,-24.0211,237512.2,-465539,465491.4,0.00,0.9999
92,x2,1,0.7524,1.0000,-1.2076,2.7124,0.57,0.4518
92,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
93,Intercept,1,-3.9643,1.0043,-5.9327,-1.9959,15.58,<.0001
93,x1,1,1.1155,0.8723,-0.5941,2.8252,1.64,0.2010
93,x2,1,2.5426,1.1703,0.2489,4.8364,4.72,0.0298
93,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
94,Intercept,1,-2.1087,0.5000,-3.0887,-1.1287,17.79,<.0001
94,x1,1,-25.2702,578782.8,-1134419,1134368,0.00,1.0000
94,x2,1,-26.0918,298164.5,-584418,584365.5,0.00,0.9999
94,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
95,Intercept,1,-2.9173,0.7188,-4.3262,-1.5084,16.47,<.0001
95,x1,1,0.6354,1.0260,-1.3756,2.6464,0.38,0.5357
95,x2,1,0.4442,1.0260,-1.5668,2.4552,0.19,0.6651
