isim,Parameter,DF,Estimate,StdErr,LowerLRCL,UpperLRCL,ChiSq,ProbChiSq
14,x2,1,1.1758,0.5088,0.2229,2.2603,5.34,0.0208
14,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
15,Intercept,1,-2.3359,0.2816,-2.9432,-1.8302,68.82,<.0001
15,x1,1,-1.2103,1.4166,-5.9874,0.7471,0.73,0.3929
15,x2,1,0.6816,0.3891,-0.0861,1.4577,3.07,0.0799
15,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
16,Intercept,1,-2.3194,0.2960,-2.9598,-1.7890,61.38,<.0001
16,x1,1,0.0129,0.6785,-1.5910,1.1806,0.00,0.9848
16,x2,1,0.2975,0.4404,-0.5897,1.1613,0.46,0.4993
16,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
17,Intercept,1,-2.5700,0.3239,-3.2796,-1.9957,62.96,<.0001
17,x1,1,0.7934,0.7617,-0.9183,2.1975,1.09,0.2976
17,x2,1,0.0346,0.5553,-1.1305,1.0894,0.00,0.9503
17,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
18,Intercept,1,-2.2852,0.2817,-2.8928,-1.7794,65.81,<.0001
18,x1,1,-1.4063,1.4238,-6.1803,0.5848,0.98,0.3233
18,x2,1,0.2583,0.4402,-0.6404,1.1119,0.34,0.5574
18,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
19,Intercept,1,-2.3354,0.2874,-2.9538,-1.8184,66.03,<.0001
19,x1,1,0.8676,0.5651,-0.3509,1.9097,2.36,0.1247
19,x2,1,-0.1158,0.4861,-1.1162,0.8135,0.06,0.8118
19,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
20,Intercept,1,-2.6237,0.3422,-3.3779,-2.0200,58.80,<.0001
20,x1,1,-1.0807,0.8516,-3.2731,0.3038,1.61,0.2044
20,x2,1,1.0734,0.4454,0.2104,1.9837,5.81,0.0160
20,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
21,Intercept,1,-3.5385,0.4853,-4.6453,-2.7042,53.16,<.0001
21,x1,1,1.4343,0.5368,0.2611,2.4184,7.14,0.0075
21,x2,1,1.7358,0.5368,0.7518,2.9091,10.46,0.0012
21,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
22,Intercept,1,-2.1024,0.2710,-2.6847,-1.6142,60.19,<.0001
22,x1,1,-1.5705,1.4184,-6.3327,0.4045,1.23,0.2682
22,x2,1,0.0695,0.4331,-0.8186,0.9046,0.03,0.8725
22,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
23,Intercept,1,-2.2955,0.2827,-2.9055,-1.7878,65.92,<.0001
23,x1,1,-0.0131,0.5961,-1.2758,1.1142,0.00,0.9825
23,x2,1,0.3278,0.4820,-0.6649,1.2480,0.46,0.4964
23,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
24,Intercept,1,-2.5059,0.3072,-3.1745,-1.9585,66.56,<.0001
24,x1,1,-0.7935,1.4287,-5.5571,1.2259,0.31,0.5786
24,x2,1,0.2372,0.4933,-0.7830,1.1877,0.23,0.6306
24,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
25,Intercept,1,-2.8357,0.3926,-3.7150,-2.1515,52.16,<.0001
25,x1,1,0.4477,0.6211,-0.9287,1.5802,0.52,0.4711
25,x2,1,0.5721,0.5217,-0.4439,1.6401,1.20,0.2728
25,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
26,Intercept,1,-2.5316,0.3232,-3.2395,-1.9583,61.34,<.0001
26,x1,1,-1.4881,1.4308,-6.2849,0.5203,1.08,0.2983
26,x2,1,0.6110,0.4556,-0.2952,1.5198,1.80,0.1799
26,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
27,Intercept,1,-2.3088,0.2833,-2.9196,-1.7997,66.41,<.0001
27,x1,1,0.2153,0.5906,-1.1224,1.2626,0.13,0.7155
27,x2,1,0.6623,0.4087,-0.1504,1.4704,2.63,0.1051
27,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
28,Intercept,1,-2.7544,0.3429,-3.5095,-2.1490,64.54,<.0001
28,x1,1,0.4353,0.6781,-1.1710,1.6008,0.41,0.5209
28,x2,1,0.9842,0.4466,0.1188,1.8961,4.86,0.0275
28,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
29,Intercept,1,-3.0959,0.4254,-4.0617,-2.3621,52.95,<.0001
29,x1,1,0.1817,0.6957,-1.4460,1.3986,0.07,0.7939
29,x2,1,1.1019,0.5308,0.0918,2.2182,4.31,0.0379
29,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
30,Intercept,1,-2.1816,0.2730,-2.7678,-1.6895,63.87,<.0001
30,x1,1,0.2904,0.4838,-0.7611,1.1722,0.36,0.5484
30,x2,1,0.6198,0.3722,-0.1088,1.3644,2.77,0.0958
30,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
31,Intercept,1,-2.4225,0.2821,-3.0315,-1.9161,73.73,<.0001
31,x1,1,-1.6452,1.4599,-6.4524,0.4851,1.27,0.2598
31,x2,1,0.1064,0.5454,-1.0752,1.1133,0.04,0.8453
31,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
32,Intercept,1,-2.6115,0.3247,-3.3218,-2.0350,64.69,<.0001
32,x1,1,0.4579,0.6093,-0.9043,1.5561,0.56,0.4524
32,x2,1,0.6617,0.4621,-0.2553,1.5821,2.05,0.1521
32,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
33,Intercept,1,-2.4849,0.3085,-3.1562,-1.9349,64.90,<.0001
33,x1,1,-0.2197,0.6784,-1.8274,0.9451,0.10,0.7460
33,x2,1,0.8647,0.4227,0.0335,1.7126,4.18,0.0408
33,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
34,Intercept,1,-2.4273,0.2818,-3.0353,-1.9213,74.19,<.0001
34,x1,1,-1.5370,1.4430,-6.3032,0.5407,1.13,0.2868
34,x2,1,0.0830,0.5431,-1.0919,1.0866,0.02,0.8785
34,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
35,Intercept,1,-2.2120,0.2622,-2.7737,-1.7383,71.16,<.0001
35,x1,1,-0.2369,0.8669,-2.4412,1.1954,0.07,0.7847
35,x2,1,0.0440,0.4568,-0.9070,0.9103,0.01,0.9232
35,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
36,Intercept,1,-2.5637,0.3421,-3.3182,-1.9603,56.15,<.0001
36,x1,1,-1.4962,1.4303,-6.3139,0.4971,1.09,0.2955
36,x2,1,0.9627,0.4361,0.1235,1.8594,4.87,0.0273
36,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
37,Intercept,1,-2.4078,0.2944,-3.0461,-1.8812,66.87,<.0001
37,x1,1,-1.8191,1.4345,-6.6478,0.1860,1.61,0.2048
37,x2,1,0.7606,0.4075,-0.0436,1.5747,3.48,0.0620
37,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
38,Intercept,1,-2.3560,0.2829,-2.9660,-1.8478,69.36,<.0001
38,x1,1,-0.0611,0.7076,-1.7031,1.1835,0.01,0.9311
38,x2,1,0.3210,0.4798,-0.6714,1.2367,0.45,0.5034
38,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
39,Intercept,1,-2.4046,0.2947,-3.0435,-1.8777,66.60,<.0001
39,x1,1,-0.1836,0.6919,-1.8132,1.0184,0.07,0.7907
39,x2,1,0.7145,0.4140,-0.1054,1.5389,2.98,0.0844
39,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
40,Intercept,1,-1.9969,0.2388,-2.5044,-1.5627,69.95,<.0001
40,x1,1,-1.3228,0.8441,-3.5123,0.0343,2.46,0.1171
40,x2,1,0.7227,0.3454,0.0366,1.4029,4.38,0.0364
40,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
41,Intercept,1,-2.2396,0.2623,-2.8016,-1.7660,72.91,<.0001
41,x1,1,-1.3198,0.8439,-3.5096,0.0364,2.45,0.1178
41,x2,1,1.0485,0.3571,0.3486,1.7622,8.62,0.0033
41,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
42,Intercept,1,-2.7002,0.3239,-3.4100,-2.1259,69.48,<.0001
42,x1,1,-1.8395,1.4374,-6.6708,0.1773,1.64,0.2006
42,x2,1,1.2222,0.4372,0.3646,2.1047,7.81,0.0052
42,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
43,Intercept,1,-2.3966,0.2841,-3.0085,-1.8859,71.17,<.0001
43,x1,1,-0.1403,0.6890,-1.7562,1.0555,0.04,0.8386
43,x2,1,0.1539,0.4688,-0.8130,1.0524,0.11,0.7427
43,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
44,Intercept,1,-2.8657,0.3640,-3.6737,-2.2269,61.97,<.0001
44,x1,1,0.3615,0.9077,-1.8759,1.9228,0.16,0.6904
44,x2,1,0.4138,0.6123,-0.8749,1.5825,0.46,0.4992
44,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
45,Intercept,1,-2.7544,0.3414,-3.5069,-2.1521,65.10,<.0001
45,x1,1,-0.9627,1.4294,-5.7450,1.0488,0.45,0.5006
45,x2,1,0.7005,0.4806,-0.2570,1.6613,2.12,0.1450
45,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
46,Intercept,1,-2.3643,0.2823,-2.9735,-1.8573,70.12,<.0001
46,x1,1,-1.1680,0.8568,-3.3660,0.2319,1.86,0.1728
46,x2,1,0.8179,0.4222,-0.0315,1.6457,3.75,0.0527
46,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
47,Intercept,1,-2.2706,0.2946,-2.9092,-1.7435,59.39,<.0001
47,x1,1,-0.3539,0.5758,-1.6742,0.6527,0.38,0.5388
47,x2,1,0.8576,0.3739,0.1392,1.6208,5.26,0.0218
47,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
48,Intercept,1,-2.8882,0.3916,-3.7660,-2.2063,54.40,<.0001
48,x1,1,0.5545,0.7094,-1.0894,1.8098,0.61,0.4344
48,x2,1,0.5100,0.5315,-0.5341,1.5915,0.92,0.3373
48,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
49,Intercept,1,-3.0478,0.4229,-4.0076,-2.3186,51.94,<.0001
49,x1,1,-0.6769,1.4229,-5.4265,1.3278,0.23,0.6343
49,x2,1,0.9429,0.5399,-0.0977,2.0687,3.05,0.0807
49,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
50,Intercept,1,-2.4644,0.3077,-3.1347,-1.9162,64.14,<.0001
50,x1,1,-0.8176,1.4756,-5.6257,1.3808,0.31,0.5795
50,x2,1,-0.2056,0.6117,-1.5558,0.9121,0.11,0.7367
50,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
51,Intercept,1,-2.4922,0.3124,-3.1700,-1.9342,63.66,<.0001
51,x1,1,0.1793,0.6616,-1.4030,1.3013,0.07,0.7864
51,x2,1,0.8411,0.4074,0.0455,1.6638,4.26,0.0390
51,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
52,Intercept,1,-2.4123,0.2943,-3.0501,-1.8858,67.18,<.0001
52,x1,1,-0.1265,0.9368,-2.4073,1.5212,0.02,0.8926
52,x2,1,-0.1840,0.5924,-1.4746,0.8999,0.10,0.7561
52,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
53,Intercept,1,-2.5409,0.3242,-3.2504,-1.9655,61.42,<.0001
53,x1,1,-0.3467,0.6960,-1.9754,0.8683,0.25,0.6184
53,x2,1,0.5706,0.4684,-0.3649,1.4997,1.48,0.2232
53,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
54,Intercept,1,-2.5557,0.3086,-3.2273,-2.0056,68.59,<.0001
54,x1,1,-0.1412,0.5887,-1.4771,0.9013,0.06,0.8105
54,x2,1,1.0983,0.4129,0.2929,1.9319,7.07,0.0078
54,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
55,Intercept,1,-2.5146,0.3244,-3.2238,-1.9385,60.10,<.0001
55,x1,1,0.0150,0.8543,-2.1671,1.4171,0.00,0.9860
55,x2,1,0.2509,0.4865,-0.7366,1.2047,0.27,0.6060
55,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
56,Intercept,1,-3.0782,0.4248,-4.0436,-2.3461,52.50,<.0001
56,x1,1,0.0125,0.8955,-2.2236,1.5380,0.00,0.9889
56,x2,1,0.7508,0.5895,-0.4213,1.9484,1.62,0.2028
56,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
57,Intercept,1,-2.4601,0.2946,-3.0979,-1.9328,69.75,<.0001
57,x1,1,-0.1334,0.8536,-2.3200,1.2618,0.02,0.8758
57,x2,1,0.4083,0.4529,-0.5122,1.2903,0.81,0.3673
57,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
58,Intercept,1,-2.7427,0.3423,-3.4965,-2.1382,64.19,<.0001
58,x1,1,-0.3481,0.8492,-2.5308,1.0342,0.17,0.6818
58,x2,1,1.0082,0.4596,0.1073,1.9384,4.81,0.0283
58,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
59,Intercept,1,-2.2743,0.2732,-2.8608,-1.7817,69.29,<.0001
59,x1,1,-0.0100,0.6819,-1.6181,1.1658,0.00,0.9883
59,x2,1,0.3836,0.4429,-0.5244,1.2358,0.75,0.3864
59,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
60,Intercept,1,-2.3392,0.2823,-2.9483,-1.8323,68.65,<.0001
60,x1,1,-0.6721,0.8713,-2.8821,0.7740,0.60,0.4405
60,x2,1,0.3435,0.4696,-0.6276,1.2424,0.53,0.4645
60,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
61,Intercept,1,-2.2148,0.2622,-2.7766,-1.7413,71.35,<.0001
61,x1,1,-0.4185,0.8674,-2.6274,1.0141,0.23,0.6295
61,x2,1,0.1956,0.4396,-0.7114,1.0359,0.20,0.6563
61,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
62,Intercept,1,-2.1864,0.2644,-2.7519,-1.7083,68.37,<.0001
62,x1,1,-0.0810,0.8372,-2.2448,1.2689,0.01,0.9229
62,x2,1,0.0990,0.4449,-0.8274,0.9451,0.05,0.8238
62,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
63,Intercept,1,-2.8547,0.3646,-3.6650,-2.2155,61.30,<.0001
63,x1,1,0.1002,0.6168,-1.2733,1.2201,0.03,0.8709
63,x2,1,1.0357,0.4875,0.0848,2.0288,4.51,0.0336
63,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
64,Intercept,1,-2.6172,0.3415,-3.3700,-2.0147,58.74,<.0001
64,x1,1,-1.8567,1.4242,-6.6482,0.1256,1.70,0.1923
64,x2,1,1.1745,0.4413,0.3209,2.0781,7.08,0.0078
64,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
65,Intercept,1,-2.4322,0.2956,-3.0718,-1.9027,67.69,<.0001
65,x1,1,-0.0621,0.6882,-1.6783,1.1315,0.01,0.9281
65,x2,1,0.4850,0.4586,-0.4476,1.3767,1.12,0.2903
65,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
66,Intercept,1,-3.3118,0.4698,-4.3932,-2.5101,49.70,<.0001
66,x1,1,0.3712,0.8644,-1.8164,1.8120,0.18,0.6676
66,x2,1,0.9490,0.5897,-0.1811,2.1949,2.59,0.1075
66,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
67,Intercept,1,-2.5155,0.3068,-3.1829,-1.9684,67.22,<.0001
67,x1,1,-0.6353,1.4222,-5.2802,1.4209,0.20,0.6551
67,x2,1,-0.4690,0.6849,-2.0425,0.7464,0.47,0.4934
67,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
68,Intercept,1,-2.3964,0.2950,-3.0348,-1.8681,65.99,<.0001
68,x1,1,-0.3238,0.8440,-2.4985,1.0439,0.15,0.7013
68,x2,1,0.5009,0.4359,-0.3770,1.3569,1.32,0.2505
68,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
69,Intercept,1,-2.0872,0.2624,-2.6497,-1.6134,63.26,<.0001
69,x1,1,-1.3273,0.8557,-3.5326,0.0648,2.41,0.1209
69,x2,1,0.7564,0.3766,0.0079,1.5004,4.03,0.0446
69,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
70,Intercept,1,-2.2999,0.2733,-2.8864,-1.8072,70.84,<.0001
70,x1,1,0.1925,0.6885,-1.4232,1.3864,0.08,0.7798
70,x2,1,0.1051,0.4633,-0.8544,0.9885,0.05,0.8206
70,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
71,Intercept,1,-2.1382,0.2536,-2.6800,-1.6789,71.07,<.0001
71,x1,1,-0.6733,0.8587,-2.8725,0.7323,0.61,0.4330
71,x2,1,0.2758,0.4170,-0.5793,1.0764,0.44,0.5084
71,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
72,Intercept,1,-2.7554,0.3634,-3.5629,-2.1184,57.50,<.0001
72,x1,1,-1.7023,1.4230,-6.4922,0.2758,1.43,0.2316
72,x2,1,1.1983,0.4520,0.3362,2.1380,7.03,0.0080
72,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
73,Intercept,1,-2.4502,0.3120,-3.1276,-1.8932,61.68,<.0001
73,x1,1,0.1782,0.6882,-1.4329,1.3765,0.07,0.7957
73,x2,1,-0.0297,0.5004,-1.0644,0.9328,0.00,0.9527
73,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
74,Intercept,1,-2.7518,0.3422,-3.5055,-2.1477,64.68,<.0001
74,x1,1,-0.2553,0.8674,-2.4566,1.1833,0.09,0.7685
74,x2,1,0.6895,0.5038,-0.3269,1.6847,1.87,0.1711
74,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
75,Intercept,1,-3.3663,0.4698,-4.4525,-2.5675,51.35,<.0001
75,x1,1,-0.5466,1.4537,-5.3704,1.5506,0.14,0.7069
75,x2,1,0.9524,0.6099,-0.2318,2.2302,2.44,0.1184
75,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
76,Intercept,1,-3.0530,0.4254,-4.0202,-2.3205,51.51,<.0001
76,x1,1,-0.4464,0.8480,-2.6392,0.9242,0.28,0.5986
76,x2,1,1.5270,0.4928,0.6189,2.5911,9.60,0.0019
76,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
77,Intercept,1,-2.5050,0.3240,-3.2137,-1.9297,59.77,<.0001
77,x1,1,-0.5848,0.8658,-2.7796,0.8510,0.46,0.4994
77,x2,1,0.1096,0.5109,-0.9412,1.0996,0.05,0.8302
77,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
78,Intercept,1,-2.7381,0.3422,-3.4927,-2.1345,64.02,<.0001
78,x1,1,-0.7965,0.8760,-3.0163,0.6639,0.83,0.3632
78,x2,1,0.9657,0.4929,-0.0215,1.9457,3.84,0.0501
78,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
79,Intercept,1,-2.9509,0.3643,-3.7591,-2.3114,65.61,<.0001
79,x1,1,-0.0639,0.8970,-2.2860,1.4674,0.01,0.9432
79,x2,1,0.4386,0.6066,-0.8359,1.5992,0.52,0.4696
79,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
80,Intercept,1,-2.3511,0.2943,-2.9889,-1.8246,63.82,<.0001
80,x1,1,0.2162,0.8909,-2.0170,1.7224,0.06,0.8083
80,x2,1,-0.1641,0.5056,-1.2214,0.7961,0.11,0.7455
80,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
81,Intercept,1,-2.2589,0.2944,-2.8965,-1.7319,58.86,<.0001
81,x1,1,-0.9931,0.8530,-3.1819,0.3985,1.36,0.2443
81,x2,1,0.4463,0.4395,-0.4393,1.3085,1.03,0.3099
81,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
82,Intercept,1,-2.5537,0.3249,-3.2641,-1.9767,61.78,<.0001
82,x1,1,0.1201,0.6699,-1.4751,1.2628,0.03,0.8577
82,x2,1,0.9357,0.4230,0.1149,1.7961,4.89,0.0270
82,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
83,Intercept,1,-2.6487,0.3246,-3.3589,-2.0724,66.58,<.0001
83,x1,1,0.1280,0.5912,-1.2105,1.1779,0.05,0.8286
83,x2,1,1.0310,0.4304,0.1933,1.9036,5.74,0.0166
83,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
84,Intercept,1,-2.1892,0.2718,-2.7734,-1.6998,64.89,<.0001
84,x1,1,-1.0674,0.8507,-3.2626,0.3114,1.57,0.2096
84,x2,1,0.6693,0.3878,-0.1006,1.4373,2.98,0.0844
84,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
85,Intercept,1,-3.1562,0.4262,-4.1224,-2.4202,54.83,<.0001
85,x1,1,-0.0338,0.6832,-1.6434,1.1497,0.00,0.9606
85,x2,1,1.2479,0.5168,0.2736,2.3432,5.83,0.0157
85,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
86,Intercept,1,-1.9610,0.2385,-2.4677,-1.5273,67.62,<.0001
86,x1,1,-1.6629,1.4271,-6.4633,0.3260,1.36,0.2439
86,x2,1,0.2670,0.3880,-0.5260,1.0131,0.47,0.4914
86,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
87,Intercept,1,-2.2173,0.2826,-2.8273,-1.7101,61.57,<.0001
87,x1,1,-0.7726,0.8710,-2.9932,0.6693,0.79,0.3751
87,x2,1,0.4773,0.4276,-0.3868,1.3131,1.25,0.2644
87,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
88,Intercept,1,-2.2047,0.2718,-2.7887,-1.7150,65.80,<.0001
88,x1,1,-0.9335,0.8579,-3.1278,0.4720,1.18,0.2765
88,x2,1,0.2191,0.4413,-0.6864,1.0682,0.25,0.6196
88,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
89,Intercept,1,-2.5567,0.3224,-3.2618,-1.9843,62.88,<.0001
89,x1,1,-1.1067,1.4163,-5.8459,0.8745,0.61,0.4346
89,x2,1,0.4333,0.4815,-0.5448,1.3778,0.81,0.3682
89,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
90,Intercept,1,-2.5290,0.3265,-3.2423,-1.9487,60.00,<.0001
90,x1,1,0.5951,0.4967,-0.4741,1.5112,1.44,0.2309
90,x2,1,0.7659,0.4265,-0.0605,1.6330,3.23,0.0725
90,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
91,Intercept,1,-2.3863,0.2945,-3.0246,-1.8597,65.67,<.0001
91,x1,1,-2.3836,1.4318,-7.2127,-0.3909,2.77,0.0960
91,x2,1,1.1292,0.3939,0.3596,1.9228,8.22,0.0041
91,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
92,Intercept,1,-2.7121,0.3421,-3.4661,-2.1084,62.84,<.0001
92,x1,1,-0.5547,0.8622,-2.7562,0.8644,0.41,0.5200
92,x2,1,0.8985,0.4750,-0.0414,1.8522,3.58,0.0585
92,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
93,Intercept,1,-2.2588,0.2947,-2.8974,-1.7313,58.73,<.0001
93,x1,1,-0.5183,0.5678,-1.8274,0.4667,0.83,0.3613
93,x2,1,1.0348,0.3622,0.3449,1.7799,8.16,0.0043
93,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
94,Intercept,1,-2.3757,0.2826,-2.9853,-1.8682,70.67,<.0001
94,x1,1,-0.2247,0.6819,-1.8385,0.9488,0.11,0.7418
94,x2,1,0.7638,0.4074,-0.0469,1.5696,3.51,0.0608
94,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
