isim,Parameter,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq
24,x2,1,0.1407,0.4671,-0.7748,1.0561,0.09,0.7633
24,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
25,Intercept,1,-3.8884,0.5791,-5.0234,-2.7534,45.09,<.0001
25,x1,1,2.5445,0.5995,1.3694,3.7195,18.01,<.0001
25,x2,1,1.0624,0.7643,-0.4355,2.5603,1.93,0.1645
25,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
26,Intercept,1,-4.4012,0.7253,-5.8228,-2.9796,36.82,<.0001
26,x1,1,2.3221,0.5714,1.2021,3.4420,16.51,<.0001
26,x2,1,1.6077,0.8008,0.0381,3.1773,4.03,0.0447
26,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
27,Intercept,1,-4.1081,0.6215,-5.3263,-2.8899,43.69,<.0001
27,x1,1,2.9829,0.6407,1.7272,4.2387,21.68,<.0001
27,x2,1,0.8670,0.7108,-0.5261,2.2601,1.49,0.2226
27,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
28,Intercept,1,-2.7205,0.3143,-3.3366,-2.1045,74.91,<.0001
28,x1,1,2.4108,0.3667,1.6921,3.1295,43.22,<.0001
28,x2,1,0.3087,0.3617,-0.4001,1.0176,0.73,0.3933
28,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
29,Intercept,1,-3.7755,0.5307,-4.8158,-2.7353,50.60,<.0001
29,x1,1,2.6991,0.5413,1.6382,3.7600,24.87,<.0001
29,x2,1,0.8559,0.6137,-0.3470,2.0589,1.94,0.1631
29,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
30,Intercept,1,-2.8798,0.3518,-3.5694,-2.1902,66.99,<.0001
30,x1,1,2.6542,0.5122,1.6503,3.6580,26.85,<.0001
30,x2,1,-0.4327,0.5350,-1.4812,0.6158,0.65,0.4186
30,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
31,Intercept,1,-3.2105,0.3939,-3.9825,-2.4384,66.43,<.0001
31,x1,1,2.4478,0.4500,1.5659,3.3297,29.60,<.0001
31,x2,1,0.4012,0.4621,-0.5045,1.3068,0.75,0.3853
31,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
32,Intercept,1,-4.3966,0.7461,-5.8589,-2.9343,34.73,<.0001
32,x1,1,3.8214,0.8780,2.1005,5.5422,18.94,<.0001
32,x2,1,-0.3137,0.7743,-1.8313,1.2039,0.16,0.6854
32,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
33,Intercept,1,-3.4380,0.4526,-4.3251,-2.5509,57.70,<.0001
33,x1,1,3.4214,0.7697,1.9129,4.9299,19.76,<.0001
33,x2,1,-0.0172,0.8072,-1.5993,1.5649,0.00,0.9830
33,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
34,Intercept,1,-3.4478,0.4742,-4.3772,-2.5183,52.86,<.0001
34,x1,1,2.4612,0.6590,1.1697,3.7528,13.95,0.0002
34,x2,1,0.0564,0.6590,-1.2351,1.3480,0.01,0.9318
34,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
35,Intercept,1,-3.4324,0.4227,-4.2608,-2.6040,65.95,<.0001
35,x1,1,3.1126,0.4463,2.2378,3.9875,48.63,<.0001
35,x2,1,0.5115,0.4034,-0.2791,1.3021,1.61,0.2048
35,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
36,Intercept,1,-3.7771,0.4909,-4.7392,-2.8149,59.20,<.0001
36,x1,1,2.7904,0.4706,1.8680,3.7127,35.16,<.0001
36,x2,1,1.1165,0.5283,0.0811,2.1518,4.47,0.0346
36,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
37,Intercept,1,-3.5185,0.4584,-4.4169,-2.6200,58.91,<.0001
37,x1,1,3.5624,0.5457,2.4929,4.6320,42.62,<.0001
37,x2,1,-0.2841,0.4654,-1.1962,0.6280,0.37,0.5416
37,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
38,Intercept,1,-4.2456,0.5726,-5.3679,-3.1232,54.97,<.0001
38,x1,1,3.0493,0.5478,1.9757,4.1229,30.99,<.0001
38,x2,1,1.2331,0.4655,0.3208,2.1455,7.02,0.0081
38,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
39,Intercept,1,-3.8891,0.5947,-5.0547,-2.7234,42.76,<.0001
39,x1,1,3.1665,0.7476,1.7012,4.6319,17.94,<.0001
39,x2,1,0.3534,0.8190,-1.2518,1.9586,0.19,0.6661
39,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
40,Intercept,1,-4.0931,0.6119,-5.2925,-2.8937,44.74,<.0001
40,x1,1,2.1487,0.5076,1.1539,3.1435,17.92,<.0001
40,x2,1,1.3885,0.6514,0.1117,2.6652,4.54,0.0330
40,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
41,Intercept,1,-4.2687,0.6456,-5.5342,-3.0033,43.71,<.0001
41,x1,1,2.7627,0.6270,1.5339,3.9916,19.42,<.0001
41,x2,1,0.8833,0.6270,-0.3455,2.1121,1.98,0.1589
41,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
42,Intercept,1,-29.3280,1.0000,-31.2880,-27.3680,860.13,<.0001
42,x1,1,2.9726,1.0607,0.8937,5.0514,7.85,0.0051
42,x2,0,25.5209,0.0000,25.5209,25.5209,,
42,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
43,Intercept,1,-3.1632,0.3987,-3.9447,-2.3817,62.94,<.0001
43,x1,1,1.9568,0.6012,0.7786,3.1351,10.60,0.0011
43,x2,1,0.2088,0.5950,-0.9573,1.3750,0.12,0.7256
43,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
44,Intercept,1,-3.8685,0.5287,-4.9048,-2.8322,53.53,<.0001
44,x1,1,2.1970,0.4752,1.2658,3.1283,21.38,<.0001
44,x2,1,1.3464,0.5819,0.2058,2.4870,5.35,0.0207
44,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
45,Intercept,1,-3.7540,0.5285,-4.7898,-2.7182,50.46,<.0001
45,x1,1,2.5915,0.5514,1.5109,3.6722,22.09,<.0001
45,x2,1,0.6857,0.6212,-0.5318,1.9031,1.22,0.2697
45,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
46,Intercept,1,-4.7138,0.7417,-6.1675,-3.2602,40.39,<.0001
46,x1,1,4.3605,0.7579,2.8750,5.8459,33.10,<.0001
46,x2,1,0.5225,0.4962,-0.4499,1.4949,1.11,0.2923
46,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
47,Intercept,1,-3.9142,0.5228,-4.9389,-2.8895,56.05,<.0001
47,x1,1,3.2805,0.6030,2.0987,4.4623,29.60,<.0001
47,x2,1,0.0703,0.5504,-1.0085,1.1491,0.02,0.8983
47,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
48,Intercept,1,-4.6489,0.7372,-6.0938,-3.2039,39.76,<.0001
48,x1,1,2.5282,0.5310,1.4874,3.5690,22.67,<.0001
48,x2,1,1.9429,0.7741,0.4256,3.4601,6.30,0.0121
48,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
49,Intercept,1,-3.7260,0.4938,-4.6939,-2.7581,56.93,<.0001
49,x1,1,2.6712,0.5569,1.5797,3.7628,23.00,<.0001
49,x2,1,0.6913,0.5788,-0.4430,1.8257,1.43,0.2323
49,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
50,Intercept,1,-4.3057,0.7130,-5.7031,-2.9084,36.47,<.0001
50,x1,1,2.0558,0.4818,1.1114,3.0001,18.21,<.0001
50,x2,1,1.9153,0.7868,0.3733,3.4574,5.93,0.0149
50,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
51,Intercept,1,-3.2072,0.4148,-4.0202,-2.3942,59.78,<.0001
51,x1,1,2.0089,0.4569,1.1133,2.9045,19.33,<.0001
51,x2,1,1.0637,0.5407,0.0040,2.1234,3.87,0.0491
51,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
52,Intercept,1,-3.1020,0.4106,-3.9067,-2.2973,57.08,<.0001
52,x1,1,2.5653,0.4664,1.6512,3.4794,30.25,<.0001
52,x2,1,0.4805,0.5512,-0.5998,1.5609,0.76,0.3833
52,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
53,Intercept,1,-4.6197,0.7371,-6.0644,-3.1749,39.28,<.0001
53,x1,1,2.6465,0.5580,1.5529,3.7402,22.50,<.0001
53,x2,1,1.7969,0.7820,0.2641,3.3297,5.28,0.0216
53,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
54,Intercept,1,-3.5401,0.4429,-4.4081,-2.6720,63.89,<.0001
54,x1,1,3.2711,0.5289,2.2344,4.3077,38.25,<.0001
54,x2,1,0.1356,0.5064,-0.8570,1.1281,0.07,0.7889
54,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
55,Intercept,1,-3.2141,0.4118,-4.0212,-2.4070,60.92,<.0001
55,x1,1,2.2105,0.4537,1.3212,3.0998,23.73,<.0001
55,x2,1,0.5604,0.4813,-0.3829,1.5036,1.36,0.2443
55,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
56,Intercept,1,-3.7844,0.5827,-4.9264,-2.6424,42.18,<.0001
56,x1,1,2.0788,0.4769,1.1442,3.0134,19.00,<.0001
56,x2,1,1.2394,0.6744,-0.0823,2.5612,3.38,0.0661
56,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
57,Intercept,1,-3.4900,0.4643,-4.3999,-2.5801,56.51,<.0001
57,x1,1,3.4081,0.5655,2.2997,4.5165,36.32,<.0001
57,x2,1,-0.1866,0.4960,-1.1587,0.7856,0.14,0.7068
57,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
58,Intercept,1,-4.1104,0.5582,-5.2044,-3.0164,54.23,<.0001
58,x1,1,2.9529,0.5472,1.8804,4.0255,29.12,<.0001
58,x2,1,1.2872,0.5936,0.1239,2.4506,4.70,0.0301
58,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
59,Intercept,1,-4.7500,0.7370,-6.1946,-3.3054,41.53,<.0001
59,x1,1,4.3794,0.7611,2.8877,5.8711,33.11,<.0001
59,x2,1,0.5822,0.5074,-0.4123,1.5767,1.32,0.2512
59,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
60,Intercept,1,-3.4353,0.4312,-4.2805,-2.5901,63.46,<.0001
60,x1,1,2.6319,0.4743,1.7023,3.5614,30.79,<.0001
60,x2,1,0.4422,0.4592,-0.4578,1.3423,0.93,0.3355
60,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
61,Intercept,1,-3.8517,0.5281,-4.8869,-2.8166,53.19,<.0001
61,x1,1,2.5357,0.5187,1.5190,3.5524,23.89,<.0001
61,x2,1,1.2341,0.6071,0.0442,2.4239,4.13,0.0421
61,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
62,Intercept,1,-3.2349,0.3956,-4.0103,-2.4596,66.87,<.0001
62,x1,1,2.9325,0.6022,1.7522,4.1129,23.71,<.0001
62,x2,1,-0.3992,0.6022,-1.5796,0.7812,0.44,0.5074
62,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
63,Intercept,1,-3.4561,0.4262,-4.2913,-2.6208,65.77,<.0001
63,x1,1,2.7372,0.4483,1.8585,3.6158,37.28,<.0001
63,x2,1,0.5320,0.4138,-0.2789,1.3430,1.65,0.1985
63,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
64,Intercept,1,-4.4186,0.6700,-5.7317,-3.1054,43.49,<.0001
64,x1,1,3.2649,0.6967,1.8995,4.6304,21.96,<.0001
64,x2,1,0.7836,0.6967,-0.5819,2.1491,1.27,0.2607
64,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
65,Intercept,1,-3.8700,0.5493,-4.9466,-2.7934,49.64,<.0001
65,x1,1,2.9528,0.5749,1.8261,4.0795,26.38,<.0001
65,x2,1,0.6980,0.6175,-0.5123,1.9082,1.28,0.2583
65,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
66,Intercept,1,-4.1084,0.5370,-5.1608,-3.0560,58.54,<.0001
66,x1,1,2.8141,0.5264,1.7825,3.8458,28.59,<.0001
66,x2,1,1.3385,0.5264,0.3069,2.3701,6.47,0.0110
66,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
67,Intercept,1,-3.8736,0.5463,-4.9444,-2.8028,50.27,<.0001
67,x1,1,3.0715,0.6196,1.8572,4.2859,24.58,<.0001
67,x2,1,0.5967,0.6480,-0.6733,1.8668,0.85,0.3571
67,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
68,Intercept,1,-3.1637,0.3976,-3.9430,-2.3844,63.31,<.0001
68,x1,1,2.4482,0.4952,1.4777,3.4188,24.44,<.0001
68,x2,1,0.2684,0.4952,-0.7022,1.2389,0.29,0.5879
68,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
69,Intercept,1,-3.6453,0.5094,-4.6438,-2.6469,51.21,<.0001
69,x1,1,2.3024,0.4789,1.3637,3.2411,23.11,<.0001
69,x2,1,1.2339,0.6094,0.0395,2.4284,4.10,0.0429
69,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
70,Intercept,1,-3.9240,0.5330,-4.9685,-2.8794,54.21,<.0001
70,x1,1,2.5144,0.5044,1.5257,3.5031,24.85,<.0001
70,x2,1,1.3260,0.5936,0.1626,2.4894,4.99,0.0255
70,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
71,Intercept,1,-4.4773,0.7287,-5.9055,-3.0490,37.75,<.0001
71,x1,1,1.9925,0.5829,0.8501,3.1349,11.69,0.0006
71,x2,1,1.8847,0.7981,0.3203,3.4490,5.58,0.0182
71,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
72,Intercept,1,-5.3001,1.1329,-7.5206,-3.0796,21.89,<.0001
72,x1,1,4.5911,1.2295,2.1814,7.0008,13.94,0.0002
72,x2,1,0.1620,1.2295,-2.2477,2.5718,0.02,0.8951
72,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
73,Intercept,1,-2.9756,0.3440,-3.6498,-2.3014,74.83,<.0001
73,x1,1,2.3299,0.4219,1.5030,3.1568,30.50,<.0001
73,x2,1,0.3768,0.4328,-0.4715,1.2250,0.76,0.3840
73,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
74,Intercept,1,-3.6495,0.4588,-4.5488,-2.7502,63.27,<.0001
74,x1,1,3.0148,0.4964,2.0419,3.9877,36.89,<.0001
74,x2,1,0.6888,0.4709,-0.2342,1.6118,2.14,0.1436
74,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
75,Intercept,1,-3.0433,0.3805,-3.7891,-2.2975,63.97,<.0001
75,x1,1,2.5120,0.4301,1.6690,3.3550,34.11,<.0001
75,x2,1,0.4746,0.4546,-0.4164,1.3657,1.09,0.2965
75,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
76,Intercept,1,-3.4293,0.4373,-4.2864,-2.5722,61.50,<.0001
76,x1,1,2.5309,0.4897,1.5711,3.4907,26.71,<.0001
76,x2,1,0.7136,0.4897,-0.2463,1.6734,2.12,0.1451
76,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
77,Intercept,1,-4.3202,0.7084,-5.7087,-2.9318,37.19,<.0001
77,x1,1,1.9836,0.4656,1.0710,2.8962,18.15,<.0001
77,x2,1,2.2680,0.7942,0.7115,3.8246,8.16,0.0043
77,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
78,Intercept,1,-4.4380,0.6905,-5.7914,-3.0847,41.31,<.0001
78,x1,1,2.9932,0.7004,1.6204,4.3660,18.26,<.0001
78,x2,1,0.7808,0.7004,-0.5921,2.1536,1.24,0.2650
78,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
79,Intercept,1,-3.4239,0.4220,-4.2511,-2.5968,65.82,<.0001
79,x1,1,3.2310,0.4763,2.2976,4.1645,46.03,<.0001
79,x2,1,0.2973,0.3813,-0.4501,1.0446,0.61,0.4356
79,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
80,Intercept,1,-3.0481,0.3757,-3.7844,-2.3117,65.83,<.0001
80,x1,1,2.5108,0.5060,1.5190,3.5025,24.62,<.0001
80,x2,1,-0.2480,0.5060,-1.2397,0.7437,0.24,0.6240
80,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
81,Intercept,1,-3.2228,0.4029,-4.0124,-2.4331,63.99,<.0001
81,x1,1,1.9436,0.4074,1.1450,2.7422,22.75,<.0001
81,x2,1,1.1220,0.4595,0.2213,2.0227,5.96,0.0146
81,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
82,Intercept,1,-3.4160,0.4322,-4.2630,-2.5689,62.47,<.0001
82,x1,1,2.1080,0.5177,1.0932,3.1227,16.58,<.0001
82,x2,1,0.8676,0.5457,-0.2020,1.9372,2.53,0.1119
82,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
83,Intercept,1,-4.1679,0.7073,-5.5542,-2.7817,34.73,<.0001
83,x1,1,1.9583,0.4662,1.0446,2.8721,17.65,<.0001
83,x2,1,1.9624,0.8075,0.3798,3.5450,5.91,0.0151
83,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
84,Intercept,1,-4.0503,0.5493,-5.1269,-2.9738,54.38,<.0001
84,x1,1,3.1649,0.5741,2.0397,4.2900,30.40,<.0001
84,x2,1,0.6698,0.4941,-0.2986,1.6381,1.84,0.1752
84,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
85,Intercept,1,-3.8295,0.5407,-4.8892,-2.7698,50.17,<.0001
85,x1,1,3.4610,0.6076,2.2700,4.6519,32.44,<.0001
85,x2,1,0.0038,0.5485,-1.0712,1.0788,0.00,0.9944
85,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
86,Intercept,1,-4.5012,0.7262,-5.9245,-3.0778,38.42,<.0001
86,x1,1,2.2140,0.5640,1.1086,3.3193,15.41,<.0001
86,x2,1,1.8211,0.7976,0.2579,3.3844,5.21,0.0224
86,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
87,Intercept,1,-3.6963,0.4901,-4.6569,-2.7357,56.88,<.0001
87,x1,1,2.4518,0.4813,1.5085,3.3950,25.95,<.0001
87,x2,1,1.1159,0.5349,0.0676,2.1643,4.35,0.0370
87,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
88,Intercept,1,-3.3809,0.4459,-4.2549,-2.5069,57.48,<.0001
88,x1,1,2.4255,0.5320,1.3828,3.4682,20.79,<.0001
88,x2,1,0.4904,0.5479,-0.5835,1.5642,0.80,0.3708
88,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
89,Intercept,1,-3.8739,0.5517,-4.9551,-2.7927,49.31,<.0001
89,x1,1,3.4452,0.6261,2.2181,4.6723,30.28,<.0001
89,x2,1,0.0960,0.5903,-1.0610,1.2529,0.03,0.8709
89,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
90,Intercept,1,-3.5204,0.4648,-4.4314,-2.6093,57.36,<.0001
90,x1,1,2.4877,0.5000,1.5077,3.4678,24.75,<.0001
90,x2,1,0.8596,0.5657,-0.2492,1.9683,2.31,0.1287
90,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
91,Intercept,1,-3.9342,0.5279,-4.9689,-2.8995,55.54,<.0001
91,x1,1,3.2333,0.5823,2.0919,4.3746,30.83,<.0001
91,x2,1,0.5834,0.4737,-0.3449,1.5118,1.52,0.2180
91,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
92,Intercept,1,-3.8558,0.5003,-4.8364,-2.8752,59.40,<.0001
92,x1,1,2.2994,0.5113,1.2972,3.3016,20.22,<.0001
92,x2,1,1.2409,0.5434,0.1758,2.3059,5.21,0.0224
92,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
93,Intercept,1,-2.9737,0.3516,-3.6627,-2.2846,71.55,<.0001
93,x1,1,2.1869,0.4375,1.3293,3.0444,24.98,<.0001
93,x2,1,0.3777,0.4409,-0.4864,1.2419,0.73,0.3916
93,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
94,Intercept,1,-3.6286,0.4806,-4.5705,-2.6867,57.02,<.0001
94,x1,1,2.7222,0.7664,1.2200,4.2244,12.61,0.0004
94,x2,1,-0.1532,0.7664,-1.6554,1.3490,0.04,0.8416
94,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
95,Intercept,1,-4.9974,1.0144,-6.9856,-3.0092,24.27,<.0001
95,x1,1,2.0060,0.5808,0.8677,3.1443,11.93,0.0006
95,x2,1,2.3670,1.0604,0.2887,4.4453,4.98,0.0256
95,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
96,Intercept,1,-2.9528,0.3756,-3.6889,-2.2167,61.82,<.0001
