isim,Parameter,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq
8,Intercept,1,-3.0788,0.4092,-3.8809,-2.2767,56.60,<.0001
8,x1,1,0.8852,0.6687,-0.4254,2.1958,1.75,0.1856
8,x2,1,0.6032,0.6104,-0.5932,1.7996,0.98,0.3231
8,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
9,Intercept,1,-3.0584,0.3892,-3.8213,-2.2955,61.73,<.0001
9,x1,1,1.1139,0.6513,-0.1627,2.3905,2.92,0.0872
9,x2,1,0.1820,0.6030,-0.9999,1.3639,0.09,0.7628
9,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
10,Intercept,1,-2.4877,0.3038,-3.0832,-1.8923,67.05,<.0001
10,x1,1,0.9148,0.5000,-0.0651,1.8947,3.35,0.0673
10,x2,1,0.4239,0.4561,-0.4700,1.3178,0.86,0.3527
10,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
11,Intercept,1,-3.5183,0.5024,-4.5030,-2.5335,49.04,<.0001
11,x1,1,0.3589,0.5698,-0.7579,1.4757,0.40,0.5288
11,x2,1,1.6843,0.5698,0.5676,2.8011,8.74,0.0031
11,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
12,Intercept,1,-2.4798,0.3073,-3.0820,-1.8775,65.13,<.0001
12,x1,1,0.9366,0.5088,-0.0607,1.9338,3.39,0.0657
12,x2,1,0.6421,0.4100,-0.1616,1.4457,2.45,0.1174
12,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
13,Intercept,1,-2.3333,0.2693,-2.8610,-1.8055,75.09,<.0001
13,x1,1,0.9979,0.4809,0.0554,1.9404,4.31,0.0380
13,x2,1,0.4094,0.4164,-0.4068,1.2256,0.97,0.3255
13,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
14,Intercept,1,-2.8804,0.3556,-3.5773,-2.1834,65.61,<.0001
14,x1,1,-0.0013,0.7564,-1.4838,1.4813,0.00,0.9987
14,x2,1,1.1811,0.4702,0.2596,2.1027,6.31,0.0120
14,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
15,Intercept,1,-2.6462,0.3167,-3.2668,-2.0255,69.83,<.0001
15,x1,1,-0.0103,0.6293,-1.2438,1.2232,0.00,0.9870
15,x2,1,1.1572,0.4133,0.3471,1.9672,7.84,0.0051
15,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
16,Intercept,1,-2.1434,0.2649,-2.6625,-1.6243,65.49,<.0001
16,x1,1,1.0242,0.5686,-0.0903,2.1387,3.24,0.0717
16,x2,1,-0.2328,0.4525,-1.1197,0.6542,0.26,0.6070
16,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
17,Intercept,1,-2.4617,0.3015,-3.0526,-1.8707,66.66,<.0001
17,x1,1,-23.7686,127370.9,-249666,249618.6,0.00,0.9999
17,x2,1,0.0746,0.5075,-0.9201,1.0693,0.02,0.8831
17,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
18,Intercept,1,-2.4573,0.2911,-3.0278,-1.8868,71.27,<.0001
18,x1,1,0.5689,0.4953,-0.4020,1.5397,1.32,0.2508
18,x2,1,0.7485,0.4186,-0.0720,1.5690,3.20,0.0738
18,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
19,Intercept,1,-2.4277,0.3035,-3.0225,-1.8329,63.99,<.0001
19,x1,1,0.8322,0.5534,-0.2525,1.9169,2.26,0.1326
19,x2,1,0.3461,0.4638,-0.5630,1.2552,0.56,0.4556
19,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
20,Intercept,1,-2.5390,0.3050,-3.1367,-1.9412,69.31,<.0001
20,x1,1,0.6841,0.6701,-0.6292,1.9975,1.04,0.3073
20,x2,1,0.0305,0.5123,-0.9735,1.0346,0.00,0.9525
20,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
21,Intercept,1,-2.7690,0.3390,-3.4333,-2.1046,66.73,<.0001
21,x1,1,1.1810,0.4851,0.2301,2.1319,5.93,0.0149
21,x2,1,0.6908,0.4928,-0.2751,1.6566,1.96,0.1610
21,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
22,Intercept,1,-2.5418,0.3063,-3.1421,-1.9415,68.87,<.0001
22,x1,1,0.2637,0.6397,-0.9900,1.5175,0.17,0.6801
22,x2,1,0.5105,0.4591,-0.3894,1.4103,1.24,0.2662
22,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
23,Intercept,1,-2.8934,0.3591,-3.5973,-2.1895,64.91,<.0001
23,x1,1,0.7352,0.5971,-0.4352,1.9055,1.52,0.2183
23,x2,1,0.6195,0.5075,-0.3751,1.6142,1.49,0.2221
23,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
24,Intercept,1,-2.5236,0.3339,-3.1781,-1.8691,57.11,<.0001
24,x1,1,0.1399,0.7549,-1.3397,1.6194,0.03,0.8530
24,x2,1,0.6874,0.4414,-0.1777,1.5525,2.43,0.1194
24,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
25,Intercept,1,-2.6487,0.3339,-3.3031,-1.9943,62.93,<.0001
25,x1,1,-0.1650,0.7597,-1.6540,1.3241,0.05,0.8281
25,x2,1,0.9339,0.4506,0.0507,1.8172,4.30,0.0382
25,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
26,Intercept,1,-2.9082,0.3539,-3.6018,-2.2146,67.53,<.0001
26,x1,1,0.3903,0.7765,-1.1317,1.9123,0.25,0.6152
26,x2,1,0.9039,0.4911,-0.0587,1.8664,3.39,0.0657
26,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
27,Intercept,1,-2.4462,0.3018,-3.0376,-1.8547,65.71,<.0001
27,x1,1,-0.2923,0.7621,-1.7860,1.2015,0.15,0.7013
27,x2,1,0.7252,0.4299,-0.1174,1.5678,2.85,0.0916
27,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
28,Intercept,1,-2.5656,0.3171,-3.1871,-1.9440,65.45,<.0001
28,x1,1,0.5007,0.6727,-0.8177,1.8191,0.55,0.4567
28,x2,1,0.3963,0.4912,-0.5665,1.3591,0.65,0.4198
28,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
29,Intercept,1,-2.5822,0.3380,-3.2447,-1.9197,58.36,<.0001
29,x1,1,0.6599,0.5483,-0.4147,1.7345,1.45,0.2287
29,x2,1,0.4910,0.5104,-0.5094,1.4914,0.93,0.3361
29,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
30,Intercept,1,-2.6730,0.3236,-3.3072,-2.0387,68.23,<.0001
30,x1,1,1.5296,0.4240,0.6985,2.3607,13.01,0.0003
30,x2,1,0.6813,0.4315,-0.1643,1.5270,2.49,0.1143
30,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
31,Intercept,1,-3.1012,0.3975,-3.8802,-2.3221,60.87,<.0001
31,x1,1,2.0136,0.6278,0.7832,3.2441,10.29,0.0013
31,x2,1,-0.1925,0.6127,-1.3933,1.0083,0.10,0.7534
31,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
32,Intercept,1,-3.2951,0.4473,-4.1718,-2.4183,54.25,<.0001
32,x1,1,0.7275,0.5864,-0.4218,1.8768,1.54,0.2148
32,x2,1,1.4165,0.5429,0.3525,2.4806,6.81,0.0091
32,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
33,Intercept,1,-2.9845,0.3781,-3.7256,-2.2434,62.30,<.0001
33,x1,1,0.3507,0.5264,-0.6810,1.3824,0.44,0.5052
33,x2,1,1.4525,0.4703,0.5307,2.3743,9.54,0.0020
33,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
34,Intercept,1,-2.0363,0.2526,-2.5314,-1.5413,65.00,<.0001
34,x1,1,0.2412,0.5656,-0.8673,1.3497,0.18,0.6697
34,x2,1,-0.0215,0.4089,-0.8229,0.7800,0.00,0.9581
34,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
35,Intercept,1,-2.5955,0.3177,-3.2181,-1.9728,66.74,<.0001
35,x1,1,0.2203,0.6542,-1.0619,1.5025,0.11,0.7363
35,x2,1,0.6360,0.4672,-0.2797,1.5517,1.85,0.1734
35,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
36,Intercept,1,-2.6733,0.3345,-3.3288,-2.0177,63.88,<.0001
36,x1,1,0.3796,0.5339,-0.6669,1.4262,0.51,0.4771
36,x2,1,0.8692,0.4513,-0.0153,1.7537,3.71,0.0541
36,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
37,Intercept,1,-2.2451,0.2708,-2.7758,-1.7143,68.74,<.0001
37,x1,1,0.2272,0.6153,-0.9787,1.4331,0.14,0.7120
37,x2,1,0.5941,0.3806,-0.1519,1.3401,2.44,0.1185
37,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
38,Intercept,1,-3.1599,0.4476,-4.0372,-2.2827,49.84,<.0001
38,x1,1,0.1921,0.5318,-0.8502,1.2343,0.13,0.7180
38,x2,1,1.5052,0.5318,0.4630,2.5474,8.01,0.0046
38,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
39,Intercept,1,-3.0092,0.3848,-3.7634,-2.2551,61.16,<.0001
39,x1,1,1.1103,0.7984,-0.4546,2.6752,1.93,0.1643
39,x2,1,0.2272,0.6036,-0.9558,1.4102,0.14,0.7066
39,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
40,Intercept,1,-2.7893,0.3378,-3.4515,-2.1272,68.17,<.0001
40,x1,1,1.9956,0.5796,0.8597,3.1315,11.86,0.0006
40,x2,1,0.2651,0.5464,-0.8059,1.3361,0.24,0.6275
40,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
41,Intercept,1,-2.7243,0.3100,-3.3318,-2.1168,77.25,<.0001
41,x1,1,1.4022,0.5638,0.2972,2.5071,6.19,0.0129
41,x2,1,0.6457,0.4433,-0.2231,1.5144,2.12,0.1452
41,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
42,Intercept,1,-3.0363,0.3871,-3.7950,-2.2777,61.53,<.0001
42,x1,1,1.1287,0.5393,0.0716,2.1858,4.38,0.0364
42,x2,1,0.8445,0.4955,-0.1267,1.8157,2.90,0.0883
42,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
43,Intercept,1,-2.9648,0.3717,-3.6933,-2.2363,63.62,<.0001
43,x1,1,1.6398,0.4264,0.8040,2.4755,14.79,0.0001
43,x2,1,0.5613,0.4567,-0.3338,1.4565,1.51,0.2190
43,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
44,Intercept,1,-2.7001,0.3356,-3.3578,-2.0424,64.75,<.0001
44,x1,1,0.0868,0.6432,-1.1738,1.3474,0.02,0.8926
44,x2,1,0.8150,0.4616,-0.0898,1.7198,3.12,0.0775
44,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
45,Intercept,1,-2.3819,0.2913,-2.9528,-1.8109,66.85,<.0001
45,x1,1,0.6317,0.5776,-0.5004,1.7638,1.20,0.2741
45,x2,1,0.1715,0.4971,-0.8029,1.1459,0.12,0.7301
45,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
46,Intercept,1,-2.6167,0.3401,-3.2833,-1.9501,59.19,<.0001
46,x1,1,1.3359,0.5278,0.3015,2.3703,6.41,0.0114
46,x2,1,-0.0967,0.5197,-1.1153,0.9219,0.03,0.8523
46,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
47,Intercept,1,-2.9354,0.3685,-3.6576,-2.2133,63.47,<.0001
47,x1,1,1.3748,0.4795,0.4351,2.3145,8.22,0.0041
47,x2,1,0.7051,0.4795,-0.2346,1.6448,2.16,0.1414
47,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
48,Intercept,1,-2.9887,0.3776,-3.7287,-2.2487,62.66,<.0001
48,x1,1,1.4176,0.5485,0.3425,2.4927,6.68,0.0098
48,x2,1,0.3097,0.5442,-0.7570,1.3764,0.32,0.5693
48,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
49,Intercept,1,-2.6291,0.3396,-3.2948,-1.9635,59.94,<.0001
49,x1,1,-0.3829,1.0353,-2.4121,1.6462,0.14,0.7115
49,x2,1,0.1418,0.5271,-0.8914,1.1750,0.07,0.7879
49,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
50,Intercept,1,-3.7060,0.5778,-4.8384,-2.5736,41.14,<.0001
50,x1,1,-0.8041,1.0431,-2.8485,1.2404,0.59,0.4408
50,x2,1,2.0723,0.6547,0.7891,3.3555,10.02,0.0015
50,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
51,Intercept,1,-2.6266,0.3252,-3.2639,-1.9892,65.24,<.0001
51,x1,1,0.9882,0.4711,0.0648,1.9116,4.40,0.0359
51,x2,1,0.6245,0.4373,-0.2326,1.4815,2.04,0.1533
51,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
52,Intercept,1,-2.5616,0.3175,-3.1839,-1.9393,65.09,<.0001
52,x1,1,0.6823,0.7898,-0.8657,2.2304,0.75,0.3877
52,x2,1,0.0214,0.5171,-0.9921,1.0348,0.00,0.9670
52,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
53,Intercept,1,-2.4586,0.3035,-3.0534,-1.8637,65.62,<.0001
53,x1,1,1.0632,0.5693,-0.0527,2.1790,3.49,0.0618
53,x2,1,0.2594,0.4855,-0.6922,1.2110,0.29,0.5931
53,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
54,Intercept,1,-2.5668,0.2972,-3.1493,-1.9843,74.59,<.0001
54,x1,1,1.6495,0.5067,0.6564,2.6425,10.60,0.0011
54,x2,1,0.2004,0.4532,-0.6878,1.0887,0.20,0.6583
54,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
55,Intercept,1,-2.6477,0.3364,-3.3070,-1.9884,61.95,<.0001
55,x1,1,0.2245,0.7673,-1.2793,1.7283,0.09,0.7699
55,x2,1,0.4524,0.4953,-0.5183,1.4231,0.83,0.3610
55,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
56,Intercept,1,-3.2462,0.4475,-4.1232,-2.3692,52.63,<.0001
56,x1,1,0.8460,0.5614,-0.2543,1.9462,2.27,0.1318
56,x2,1,1.3723,0.5614,0.2720,2.4725,5.98,0.0145
56,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
57,Intercept,1,-3.3650,0.4336,-4.2149,-2.5152,60.23,<.0001
57,x1,1,1.2192,0.7136,-0.1794,2.6178,2.92,0.0875
57,x2,1,0.3560,0.6675,-0.9523,1.6643,0.28,0.5938
57,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
58,Intercept,1,-3.0421,0.4477,-3.9195,-2.1646,46.17,<.0001
58,x1,1,-0.2974,0.7655,-1.7978,1.2030,0.15,0.6976
58,x2,1,1.2978,0.5413,0.2368,2.3587,5.75,0.0165
58,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
59,Intercept,1,-3.0732,0.4093,-3.8754,-2.2710,56.38,<.0001
59,x1,1,-0.0899,0.6379,-1.3402,1.1603,0.02,0.8879
59,x2,1,1.4550,0.4971,0.4808,2.4292,8.57,0.0034
59,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
60,Intercept,1,-3.1163,0.4083,-3.9166,-2.3159,58.24,<.0001
60,x1,1,0.0139,0.7944,-1.5432,1.5710,0.00,0.9861
60,x2,1,1.1422,0.5513,0.0617,2.2226,4.29,0.0383
60,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
61,Intercept,1,-2.4130,0.2915,-2.9844,-1.8417,68.51,<.0001
61,x1,1,0.6024,0.5014,-0.3803,1.5850,1.44,0.2296
61,x2,1,0.5183,0.4286,-0.3217,1.3583,1.46,0.2266
61,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
62,Intercept,1,-2.8725,0.3334,-3.5260,-2.2190,74.22,<.0001
62,x1,1,-0.6394,1.0469,-2.6913,1.4125,0.37,0.5414
62,x2,1,1.0756,0.4682,0.1579,1.9932,5.28,0.0216
62,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
63,Intercept,1,-3.1227,0.4128,-3.9316,-2.3137,57.24,<.0001
63,x1,1,0.9288,0.5874,-0.2226,2.0802,2.50,0.1139
63,x2,1,1.1039,0.5214,0.0819,2.1259,4.48,0.0343
63,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
64,Intercept,1,-2.5400,0.3195,-3.1663,-1.9137,63.18,<.0001
64,x1,1,0.1616,0.5132,-0.8444,1.1675,0.10,0.7529
64,x2,1,0.9109,0.4191,0.0896,1.7323,4.73,0.0297
64,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
65,Intercept,1,-2.3338,0.2836,-2.8895,-1.7780,67.74,<.0001
65,x1,1,0.5276,0.5196,-0.4908,1.5460,1.03,0.3099
65,x2,1,0.1575,0.4235,-0.6726,0.9875,0.14,0.7101
65,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
66,Intercept,1,-2.1720,0.2621,-2.6858,-1.6582,68.64,<.0001
66,x1,1,-0.3646,1.0303,-2.3840,1.6547,0.13,0.7234
66,x2,1,-0.3970,0.5643,-1.5030,0.7091,0.49,0.4818
66,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
67,Intercept,1,-2.9193,0.3604,-3.6257,-2.2129,65.61,<.0001
67,x1,1,0.8077,0.4783,-0.1298,1.7452,2.85,0.0913
67,x2,1,1.2839,0.4394,0.4228,2.1451,8.54,0.0035
67,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
68,Intercept,1,-3.5315,0.5038,-4.5189,-2.5441,49.14,<.0001
68,x1,1,0.7885,0.6750,-0.5344,2.1114,1.36,0.2427
68,x2,1,1.3704,0.6162,0.1627,2.5780,4.95,0.0261
68,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
69,Intercept,1,-3.2203,0.4472,-4.0969,-2.3438,51.85,<.0001
69,x1,1,-0.3530,0.7730,-1.8680,1.1620,0.21,0.6479
69,x2,1,1.4301,0.5466,0.3588,2.5013,6.85,0.0089
69,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
70,Intercept,1,-2.7495,0.3547,-3.4447,-2.0543,60.08,<.0001
70,x1,1,-0.1279,0.7460,-1.5899,1.3342,0.03,0.8639
70,x2,1,1.0974,0.4413,0.2325,1.9624,6.18,0.0129
70,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
71,Intercept,1,-2.4541,0.3061,-3.0541,-1.8541,64.26,<.0001
71,x1,1,1.0107,0.4544,0.1201,1.9013,4.95,0.0261
71,x2,1,0.4658,0.4245,-0.3661,1.2978,1.20,0.2724
71,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
72,Intercept,1,-2.9760,0.3573,-3.6762,-2.2758,69.39,<.0001
72,x1,1,0.5656,0.6342,-0.6773,1.8086,0.80,0.3724
72,x2,1,1.2282,0.4622,0.3222,2.1341,7.06,0.0079
72,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
73,Intercept,1,-2.8560,0.3614,-3.5642,-2.1477,62.47,<.0001
73,x1,1,1.4013,0.4828,0.4551,2.3475,8.43,0.0037
73,x2,1,0.6073,0.4828,-0.3389,1.5535,1.58,0.2084
73,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
74,Intercept,1,-2.6410,0.3193,-3.2667,-2.0152,68.43,<.0001
74,x1,1,1.2729,0.4050,0.4791,2.0667,9.88,0.0017
74,x2,1,1.0264,0.4050,0.2326,1.8203,6.42,0.0113
74,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
75,Intercept,1,-3.0862,0.4123,-3.8943,-2.2780,56.03,<.0001
75,x1,1,0.8286,0.5171,-0.1850,1.8421,2.57,0.1091
75,x2,1,1.0084,0.5171,-0.0051,2.0220,3.80,0.0512
75,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
76,Intercept,1,-2.8807,0.3802,-3.6258,-2.1355,57.41,<.0001
76,x1,1,0.6525,0.5653,-0.4554,1.7603,1.33,0.2484
76,x2,1,0.6265,0.5193,-0.3914,1.6444,1.46,0.2277
76,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
77,Intercept,1,-3.1375,0.4143,-3.9494,-2.3256,57.36,<.0001
77,x1,1,0.6908,0.4213,-0.1349,1.5166,2.69,0.1011
77,x2,1,1.5203,0.4757,0.5879,2.4527,10.21,0.0014
77,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
78,Intercept,1,-3.4476,0.4569,-4.3430,-2.5521,56.94,<.0001
78,x1,1,1.3915,0.4502,0.5091,2.2739,9.55,0.0020
78,x2,1,1.5439,0.5168,0.5309,2.5568,8.92,0.0028
78,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
79,Intercept,1,-2.5116,0.3167,-3.1324,-1.8908,62.88,<.0001
79,x1,1,0.1749,0.6325,-1.0647,1.4145,0.08,0.7821
79,x2,1,0.9284,0.4195,0.1061,1.7506,4.90,0.0269
79,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
80,Intercept,1,-2.4740,0.3047,-3.0713,-1.8768,65.92,<.0001
80,x1,1,0.1945,0.7542,-1.2838,1.6727,0.07,0.7965
80,x2,1,0.4164,0.4548,-0.4750,1.3078,0.84,0.3599
80,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
81,Intercept,1,-2.7852,0.3404,-3.4524,-2.1181,66.95,<.0001
81,x1,1,1.2604,0.5040,0.2726,2.2482,6.25,0.0124
81,x2,1,0.4998,0.4601,-0.4020,1.4015,1.18,0.2774
81,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
82,Intercept,1,-2.4702,0.3043,-3.0666,-1.8738,65.90,<.0001
82,x1,1,-0.0933,0.6301,-1.3283,1.1417,0.02,0.8823
82,x2,1,0.6248,0.4248,-0.2078,1.4574,2.16,0.1413
82,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
83,Intercept,1,-2.9807,0.3802,-3.7259,-2.2356,61.47,<.0001
83,x1,1,0.9035,0.5101,-0.0962,1.9033,3.14,0.0765
83,x2,1,1.1654,0.4888,0.2073,2.1234,5.68,0.0171
83,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
84,Intercept,1,-2.9886,0.3789,-3.7313,-2.2460,62.22,<.0001
84,x1,1,-0.5339,0.7709,-2.0449,0.9771,0.48,0.4886
84,x2,1,1.2835,0.5047,0.2943,2.2726,6.47,0.0110
84,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
85,Intercept,1,-3.0760,0.4083,-3.8763,-2.2757,56.75,<.0001
85,x1,1,0.1862,0.5638,-0.9188,1.2912,0.11,0.7412
85,x2,1,1.6982,0.4852,0.7472,2.6493,12.25,0.0005
85,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
86,Intercept,1,-2.7451,0.3493,-3.4297,-2.0604,61.75,<.0001
86,x1,1,1.4390,0.4856,0.4873,2.3907,8.78,0.0030
86,x2,1,0.1840,0.4782,-0.7532,1.1212,0.15,0.7004
86,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
87,Intercept,1,-2.7356,0.3562,-3.4337,-2.0374,58.98,<.0001
87,x1,1,1.0107,0.4543,0.1204,1.9010,4.95,0.0261
87,x2,1,0.8500,0.4543,-0.0404,1.7403,3.50,0.0613
87,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
88,Intercept,1,-3.4343,0.5009,-4.4161,-2.4525,47.00,<.0001
88,x1,1,0.9224,0.5565,-0.1683,2.0131,2.75,0.0974
88,x2,1,1.2960,0.5978,0.1244,2.4676,4.70,0.0302
88,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
89,Intercept,1,-2.3922,0.2783,-2.9376,-1.8467,73.89,<.0001
89,x1,1,0.4270,0.5902,-0.7299,1.5838,0.52,0.4695
89,x2,1,0.6300,0.4415,-0.2352,1.4953,2.04,0.1535
89,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
90,Intercept,1,-2.0732,0.2369,-2.5377,-1.6088,76.56,<.0001
90,x1,1,0.9835,0.4388,0.1234,1.8436,5.02,0.0250
90,x2,1,-0.1450,0.3942,-0.9177,0.6276,0.14,0.7130
90,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
91,Intercept,1,-2.4901,0.3036,-3.0850,-1.8951,67.29,<.0001
91,x1,1,0.8141,0.6079,-0.3774,2.0055,1.79,0.1805
91,x2,1,0.2288,0.4888,-0.7292,1.1868,0.22,0.6397
91,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
92,Intercept,1,-2.6336,0.3375,-3.2952,-1.9721,60.89,<.0001
92,x1,1,0.1505,0.5042,-0.8377,1.1387,0.09,0.7653
92,x2,1,1.0556,0.4177,0.2369,1.8742,6.39,0.0115
92,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
93,Intercept,1,-2.5262,0.3187,-3.1508,-1.9015,62.83,<.0001
93,x1,1,1.0114,0.5820,-0.1293,2.1520,3.02,0.0822
93,x2,1,0.4577,0.4576,-0.4391,1.3546,1.00,0.3172
93,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
94,Intercept,1,-2.2636,0.2688,-2.7903,-1.7368,70.94,<.0001
94,x1,1,0.5326,0.4136,-0.2780,1.3432,1.66,0.1978
94,x2,1,0.9346,0.3829,0.1842,1.6851,5.96,0.0146
94,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
95,Intercept,1,-3.7661,0.5822,-4.9073,-2.6250,41.84,<.0001
95,x1,1,0.1913,1.0989,-1.9624,2.3450,0.03,0.8618
