isim,Parameter,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq
16,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
17,Intercept,1,-2.9603,0.7137,-4.3592,-1.5614,17.20,<.0001
17,x1,1,0.5042,1.1080,-1.6675,2.6759,0.21,0.6491
17,x2,1,1.2342,0.8760,-0.4827,2.9510,1.99,0.1589
17,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
18,Intercept,1,-2.9441,0.7073,-4.3303,-1.5579,17.33,<.0001
18,x1,1,-0.5142,0.7871,-2.0569,1.0286,0.43,0.5136
18,x2,1,2.1867,0.7871,0.6440,3.7295,7.72,0.0055
18,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
19,Intercept,1,-2.9156,0.7071,-4.3015,-1.5297,17.00,<.0001
19,x1,1,-24.0791,215331.5,-422066,422018.0,0.00,0.9999
19,x2,1,1.0006,0.9129,-0.7885,2.7898,1.20,0.2730
19,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
20,Intercept,1,-2.4687,0.5774,-3.6003,-1.3371,18.28,<.0001
20,x1,1,-23.0615,216218.2,-423803,423756.9,0.00,0.9999
20,x2,1,-0.4437,1.1547,-2.7069,1.8195,0.15,0.7008
20,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
21,Intercept,1,-3.6360,1.0000,-5.5960,-1.6760,13.22,0.0003
21,x1,1,-24.3270,279218.2,-547282,547233.3,0.00,0.9999
21,x2,1,1.6026,1.2247,-0.7978,4.0031,1.71,0.1907
21,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
22,Intercept,1,-2.5421,0.5226,-3.5664,-1.5178,23.66,<.0001
22,x1,1,1.3523,0.9994,-0.6065,3.3112,1.83,0.1760
22,x2,1,-0.0364,0.9994,-1.9953,1.9224,0.00,0.9709
22,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
23,Intercept,1,-3.5484,1.0000,-5.5084,-1.5885,12.59,0.0004
23,x1,1,0.6434,1.2244,-1.7564,3.0432,0.28,0.5993
23,x2,1,1.8295,1.2244,-0.5703,4.2293,2.23,0.1351
23,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
24,Intercept,1,-3.1195,0.7071,-4.5054,-1.7336,19.46,<.0001
24,x1,1,-0.7268,1.1547,-2.9899,1.5364,0.40,0.5291
24,x2,1,1.5971,0.9129,-0.1921,3.3863,3.06,0.0802
24,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
25,Intercept,1,-1.7527,0.4082,-2.5528,-0.9525,18.43,<.0001
25,x1,1,0.2506,1.1180,-1.9407,2.4419,0.05,0.8226
25,x2,1,-0.0065,0.6455,-1.2716,1.2587,0.00,0.9920
25,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
26,Intercept,1,-2.3753,0.5261,-3.4064,-1.3441,20.38,<.0001
26,x1,1,-0.0205,1.0806,-2.1383,2.0974,0.00,0.9849
26,x2,1,0.4864,0.7641,-1.0112,1.9839,0.41,0.5244
26,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
27,Intercept,1,-2.1230,0.4472,-2.9995,-1.2465,22.54,<.0001
27,x1,1,-23.9618,184680.3,-361991,361942.8,0.00,0.9999
27,x2,1,0.1406,0.8367,-1.4992,1.7804,0.03,0.8665
27,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
28,Intercept,1,-2.8335,0.7071,-4.2194,-1.4476,16.06,<.0001
28,x1,1,-23.8614,190262.8,-372932,372884.5,0.00,0.9999
28,x2,1,0.6934,1.0000,-1.2665,2.6534,0.48,0.4880
28,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
29,Intercept,1,-3.0713,0.7192,-4.4810,-1.6617,18.24,<.0001
29,x1,1,2.8906,2.0994,-1.2240,7.0053,1.90,0.1685
29,x2,1,-1.6017,2.0994,-5.7164,2.5129,0.58,0.4455
29,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
30,Intercept,1,-2.2775,0.5073,-3.2717,-1.2833,20.16,<.0001
30,x1,1,1.8028,0.8367,0.1629,3.4426,4.64,0.0312
30,x2,1,-0.0684,0.8367,-1.7082,1.5715,0.01,0.9349
30,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
31,Intercept,1,-2.8713,0.7071,-4.2572,-1.4854,16.49,<.0001
31,x1,1,-23.3430,216399.2,-424158,424111.2,0.00,0.9999
31,x2,1,0.0565,1.2247,-2.3440,2.4569,0.00,0.9632
31,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
32,Intercept,1,-1.8267,0.4084,-2.6271,-1.0264,20.01,<.0001
32,x1,1,-0.4747,1.1367,-2.7025,1.7531,0.17,0.6762
32,x2,1,0.2378,0.6961,-1.1264,1.6021,0.12,0.7326
32,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
33,Intercept,1,-3.0655,0.7071,-4.4514,-1.6796,18.79,<.0001
33,x1,1,-25.2611,257475.7,-504668,504617.9,0.00,0.9999
33,x2,1,1.5711,0.9129,-0.2181,3.3603,2.96,0.0852
33,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
34,Intercept,1,-2.4935,0.5774,-3.6251,-1.3619,18.65,<.0001
34,x1,1,0.3163,1.1547,-1.9469,2.5795,0.08,0.7841
34,x2,1,0.6044,0.8165,-0.9959,2.2047,0.55,0.4592
34,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
35,Intercept,1,-1.6887,0.3536,-2.3817,-0.9958,22.81,<.0001
35,x1,1,-24.6369,190511.9,-373421,373371.7,0.00,0.9999
35,x2,1,-0.3577,1.0607,-2.4365,1.7212,0.11,0.7359
35,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
36,Intercept,1,-1.9293,0.4588,-2.8285,-1.0301,17.68,<.0001
36,x1,1,-0.6285,1.0764,-2.7382,1.4811,0.34,0.5593
36,x2,1,0.1172,0.7353,-1.3240,1.5584,0.03,0.8734
36,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
37,Intercept,1,-2.5107,0.5812,-3.6499,-1.3715,18.66,<.0001
37,x1,1,1.6286,0.9162,-0.1671,3.4243,3.16,0.0755
37,x2,1,0.1698,0.8364,-1.4694,1.8091,0.04,0.8391
37,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
38,Intercept,1,-1.9789,0.4082,-2.7791,-1.1788,23.50,<.0001
38,x1,1,-23.3355,166292.5,-325951,325904.0,0.00,0.9999
38,x2,1,-0.0854,0.8165,-1.6857,1.5149,0.01,0.9167
38,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
39,Intercept,1,-2.9796,0.7071,-4.3655,-1.5937,17.76,<.0001
39,x1,1,-23.1995,175500.9,-343999,343952.3,0.00,0.9999
39,x2,1,1.4310,0.8660,-0.2664,3.1284,2.73,0.0985
39,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
40,Intercept,1,-2.6029,0.5774,-3.7345,-1.4714,20.33,<.0001
40,x1,1,-23.2503,171860.6,-336864,336817.3,0.00,0.9999
40,x2,1,0.6831,0.8165,-0.9172,2.2834,0.70,0.4028
40,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
41,Intercept,1,-2.5970,0.5806,-3.7351,-1.4590,20.00,<.0001
41,x1,1,1.0541,0.7107,-0.3388,2.4470,2.20,0.1380
41,x2,1,0.9732,0.7597,-0.5159,2.4623,1.64,0.2002
41,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
42,Intercept,1,-3.5766,1.0000,-5.5365,-1.6166,12.79,0.0003
42,x1,1,-22.7091,274364.3,-537767,537721.5,0.00,0.9999
42,x2,1,1.6895,1.1547,-0.5737,3.9527,2.14,0.1434
42,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
43,Intercept,1,-1.8391,0.3783,-2.5805,-1.0978,23.64,<.0001
43,x1,1,0.6225,1.1286,-1.5895,2.8345,0.30,0.5812
43,x2,1,-0.0289,0.9851,-1.9597,1.9019,0.00,0.9766
43,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
44,Intercept,1,-2.2739,0.5000,-3.2539,-1.2939,20.68,<.0001
44,x1,1,-24.8830,185358.1,-363320,363270.4,0.00,0.9999
44,x2,1,1.3510,0.6455,0.0858,2.6161,4.38,0.0364
44,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
45,Intercept,1,-2.3190,0.5000,-3.2989,-1.3390,21.51,<.0001
45,x1,1,-24.0172,213612.0,-418696,418647.9,0.00,0.9999
45,x2,1,1.0362,0.7638,-0.4608,2.5331,1.84,0.1749
45,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
46,Intercept,1,-3.0149,0.7139,-4.4140,-1.6157,17.84,<.0001
46,x1,1,1.4195,0.7106,0.0268,2.8122,3.99,0.0457
46,x2,1,1.0634,0.8493,-0.6012,2.7279,1.57,0.2105
46,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
47,Intercept,1,-2.3392,0.5774,-3.4708,-1.2077,16.42,<.0001
47,x1,1,-24.2506,185194.3,-362998,362950.0,0.00,0.9999
47,x2,1,-0.0069,0.9129,-1.7961,1.7823,0.00,0.9940
47,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
48,Intercept,1,-3.5673,1.0000,-5.5272,-1.6073,12.73,0.0004
48,x1,1,-24.5175,188821.2,-370107,370058.2,0.00,0.9999
48,x2,1,2.0247,1.0801,-0.0923,4.1417,3.51,0.0609
48,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
49,Intercept,1,-2.9990,0.7071,-4.3849,-1.6131,17.99,<.0001
49,x1,1,-24.9101,256897.8,-503535,503485.5,0.00,0.9999
49,x2,1,1.6278,0.8660,-0.0696,3.3252,3.53,0.0602
49,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
50,Intercept,1,-2.8223,0.7071,-4.2082,-1.4364,15.93,<.0001
50,x1,1,-24.4570,287402.2,-563322,563273.4,0.00,0.9999
50,x2,1,0.7548,1.0000,-1.2052,2.7147,0.57,0.4504
50,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
51,Intercept,1,-28.4205,0.7071,-29.8064,-27.0346,1615.45,<.0001
51,x1,1,1.1717,1.2247,-1.2288,3.5721,0.92,0.3387
51,x2,0,26.1175,0.0000,26.1175,26.1175,,
51,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
52,Intercept,1,-2.2233,0.4472,-3.0998,-1.3468,24.72,<.0001
52,x1,1,-23.4185,164650.7,-322733,322686.1,0.00,0.9999
52,x2,1,0.1290,0.8367,-1.5108,1.7688,0.02,0.8775
52,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
53,Intercept,1,-2.6048,0.5812,-3.7439,-1.4657,20.09,<.0001
53,x1,1,-0.0261,1.1034,-2.1888,2.1365,0.00,0.9811
53,x2,1,0.8023,0.7802,-0.7269,2.3316,1.06,0.3038
53,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
54,Intercept,1,-3.0371,0.7071,-4.4230,-1.6512,18.45,<.0001
54,x1,1,-24.4749,200230.4,-392469,392420.0,0.00,0.9999
54,x2,1,0.9041,1.2247,-1.4963,3.3046,0.54,0.4604
54,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
55,Intercept,1,-3.4532,1.0000,-5.4131,-1.4932,11.92,0.0006
55,x1,1,1.4529,0.9129,-0.3363,3.2421,2.53,0.1115
55,x2,1,1.2559,1.1547,-1.0072,3.5191,1.18,0.2767
55,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
56,Intercept,1,-2.4308,0.5011,-3.4128,-1.4487,23.53,<.0001
56,x1,1,-0.3086,1.1673,-2.5964,1.9793,0.07,0.7915
56,x2,1,0.6234,0.8254,-0.9944,2.2412,0.57,0.4501
56,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
57,Intercept,1,-2.4473,0.5774,-3.5788,-1.3157,17.97,<.0001
57,x1,1,-23.8828,202376.7,-396675,396627.2,0.00,0.9999
57,x2,1,-0.6397,1.1547,-2.9029,1.6235,0.31,0.5796
57,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
58,Intercept,1,-2.2870,0.5490,-3.3629,-1.2110,17.36,<.0001
58,x1,1,1.2775,0.8915,-0.4698,3.0249,2.05,0.1519
58,x2,1,-0.7085,0.8915,-2.4559,1.0388,0.63,0.4268
58,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
59,Intercept,1,-2.6455,0.5800,-3.7822,-1.5087,20.81,<.0001
59,x1,1,-0.0986,1.2743,-2.5962,2.3989,0.01,0.9383
59,x2,1,0.5637,1.0405,-1.4755,2.6030,0.29,0.5879
59,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
60,Intercept,1,-2.0019,0.4236,-2.8321,-1.1716,22.33,<.0001
60,x1,1,0.2089,0.8400,-1.4374,1.8553,0.06,0.8036
60,x2,1,0.0303,0.7408,-1.4216,1.4823,0.00,0.9673
60,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
61,Intercept,1,-2.3765,0.5774,-3.5080,-1.2449,16.94,<.0001
61,x1,1,-24.7647,187333.6,-367192,367142.4,0.00,0.9999
61,x2,1,0.3391,0.9129,-1.4501,2.1283,0.14,0.7103
61,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
62,Intercept,1,-2.4024,0.5000,-3.3824,-1.4224,23.09,<.0001
62,x1,1,-0.9255,1.1524,-3.1841,1.3331,0.65,0.4219
62,x2,1,1.1124,0.7622,-0.3815,2.6063,2.13,0.1444
62,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
63,Intercept,1,-2.3343,0.5000,-3.3143,-1.3543,21.80,<.0001
63,x1,1,25.1186,1.1180,22.9273,27.3099,504.76,<.0001
63,x2,0,-24.6056,0.0000,-24.6056,-24.6056,,
63,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
64,Intercept,1,-3.6661,1.0000,-5.6261,-1.7062,13.44,0.0002
64,x1,1,-24.3740,266860.3,-523061,523012.2,0.00,0.9999
64,x2,1,2.0167,1.0954,-0.1303,4.1637,3.39,0.0656
64,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
65,Intercept,1,-3.0316,0.7077,-4.4187,-1.6445,18.35,<.0001
65,x1,1,0.4207,1.1047,-1.7445,2.5858,0.15,0.7034
65,x2,1,1.6158,0.8557,-0.0613,3.2930,3.57,0.0590
65,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
66,Intercept,1,-2.3113,0.5000,-3.2913,-1.3313,21.37,<.0001
66,x1,1,-25.1629,251437.5,-492834,492783.4,0.00,0.9999
66,x2,1,0.9833,0.7638,-0.5136,2.4803,1.66,0.1979
66,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
67,Intercept,1,-2.6060,0.5960,-3.7741,-1.4379,19.12,<.0001
67,x1,1,0.8922,0.9325,-0.9354,2.7199,0.92,0.3386
67,x2,1,0.4233,0.8791,-1.2998,2.1464,0.23,0.6302
67,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
68,Intercept,1,-2.1450,0.4472,-3.0215,-1.2685,23.01,<.0001
68,x1,1,-21.9152,160807.3,-315198,315154.5,0.00,0.9999
68,x2,1,-1.0695,1.0954,-3.2165,1.0776,0.95,0.3289
68,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
69,Intercept,1,-2.0318,0.4472,-2.9083,-1.1553,20.64,<.0001
69,x1,1,-24.0745,165044.6,-323506,323457.5,0.00,0.9999
69,x2,1,0.5171,0.6325,-0.7225,1.7567,0.67,0.4135
69,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
70,Intercept,1,-2.8887,0.7071,-4.2746,-1.5028,16.69,<.0001
70,x1,1,-24.3187,268328.1,-525938,525889.2,0.00,0.9999
70,x2,1,0.7428,1.0000,-1.2172,2.7027,0.55,0.4576
70,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
71,Intercept,1,-2.3013,0.5051,-3.2913,-1.3112,20.75,<.0001
71,x1,1,-0.4284,1.1184,-2.6204,1.7636,0.15,0.7017
71,x2,1,0.6678,0.7908,-0.8822,2.2178,0.71,0.3984
71,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
72,Intercept,1,-2.7154,0.7071,-4.1013,-1.3295,14.75,0.0001
72,x1,1,-24.5440,188091.5,-368677,368628.0,0.00,0.9999
72,x2,1,0.7906,0.9129,-0.9986,2.5798,0.75,0.3864
72,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
73,Intercept,1,-2.2743,0.5215,-3.2964,-1.2521,19.02,<.0001
73,x1,1,1.2740,0.8726,-0.4363,2.9843,2.13,0.1443
73,x2,1,-1.0347,1.1038,-3.1980,1.1287,0.88,0.3486
73,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
74,Intercept,1,-2.9862,0.7071,-4.3721,-1.6003,17.83,<.0001
74,x1,1,-23.6814,229183.4,-449215,449167.5,0.00,0.9999
74,x2,1,0.2218,1.2247,-2.1787,2.6222,0.03,0.8563
74,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
75,Intercept,1,-3.0589,0.7595,-4.5476,-1.5703,16.22,<.0001
75,x1,1,1.2675,1.1550,-0.9963,3.5312,1.20,0.2725
75,x2,1,0.5663,1.0003,-1.3942,2.5267,0.32,0.5713
75,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
76,Intercept,1,-3.0205,0.7216,-4.4349,-1.6061,17.52,<.0001
76,x1,1,1.1775,1.0107,-0.8034,3.1584,1.36,0.2440
76,x2,1,0.4863,1.0107,-1.4946,2.4671,0.23,0.6304
76,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
77,Intercept,1,-2.5835,0.5774,-3.7151,-1.4519,20.02,<.0001
77,x1,1,0.4331,1.2247,-1.9673,2.8336,0.13,0.7236
77,x2,1,1.0222,0.9129,-0.7670,2.8114,1.25,0.2628
77,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
78,Intercept,1,-2.9488,0.7072,-4.3349,-1.5627,17.39,<.0001
78,x1,1,-0.3175,1.1472,-2.5660,1.9310,0.08,0.7820
78,x2,1,1.2815,0.9070,-0.4961,3.0591,2.00,0.1577
78,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
79,Intercept,1,-2.9763,0.7071,-4.3622,-1.5904,17.72,<.0001
79,x1,1,-24.1715,292280.9,-572884,572835.9,0.00,0.9999
79,x2,1,0.1279,1.2247,-2.2726,2.5284,0.01,0.9168
79,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
80,Intercept,1,-2.0480,0.4472,-2.9245,-1.1714,20.97,<.0001
80,x1,1,-23.0079,194157.5,-380565,380518.6,0.00,0.9999
80,x2,1,-0.4633,0.8367,-2.1031,1.1766,0.31,0.5798
80,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
81,Intercept,1,-2.4262,0.5801,-3.5631,-1.2893,17.49,<.0001
81,x1,1,1.1335,0.8395,-0.5118,2.7788,1.82,0.1769
81,x2,1,0.0532,0.8395,-1.5921,1.6985,0.00,0.9495
81,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
82,Intercept,1,-3.0046,0.7071,-4.3905,-1.6186,18.05,<.0001
82,x1,1,0.5937,1.1173,-1.5961,2.7835,0.28,0.5952
82,x2,1,1.3893,0.8654,-0.3069,3.0855,2.58,0.1084
82,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
83,Intercept,1,-2.8539,0.7071,-4.2398,-1.4680,16.29,<.0001
83,x1,1,25.5311,1.2247,23.1307,27.9316,434.56,<.0001
83,x2,0,-24.2665,0.0000,-24.2665,-24.2665,,
83,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
84,Intercept,1,-1.9949,0.4537,-2.8842,-1.1057,19.33,<.0001
84,x1,1,-0.2719,1.0947,-2.4175,1.8737,0.06,0.8038
84,x2,1,-0.0034,0.7478,-1.4691,1.4623,0.00,0.9964
84,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
85,Intercept,1,-2.1349,0.4472,-3.0114,-1.2584,22.79,<.0001
85,x1,1,-0.1885,1.2247,-2.5890,2.2119,0.02,0.8777
85,x2,1,0.5086,0.8367,-1.1312,2.1484,0.37,0.5433
85,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
86,Intercept,1,-1.7914,0.4173,-2.6093,-0.9735,18.43,<.0001
86,x1,1,-0.0922,0.7659,-1.5932,1.4088,0.01,0.9042
86,x2,1,0.9214,0.5415,-0.1400,1.9828,2.89,0.0889
86,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
87,Intercept,1,-2.4665,0.5791,-3.6014,-1.3315,18.14,<.0001
87,x1,1,0.2322,1.1169,-1.9569,2.4214,0.04,0.8353
87,x2,1,0.7029,0.7898,-0.8451,2.2508,0.79,0.3735
87,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
88,Intercept,1,-2.6783,0.5836,-3.8221,-1.5345,21.06,<.0001
88,x1,1,2.0904,0.8668,0.3915,3.7892,5.82,0.0159
88,x2,1,0.0565,0.8668,-1.6424,1.7553,0.00,0.9481
88,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
89,Intercept,1,-2.3076,0.5774,-3.4392,-1.1760,15.97,<.0001
89,x1,1,-23.7430,159826.5,-313278,313230.5,0.00,0.9999
89,x2,1,0.6981,0.7638,-0.7988,2.1951,0.84,0.3607
89,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
90,Intercept,1,-1.6230,0.4082,-2.4232,-0.8229,15.81,<.0001
90,x1,1,-25.7584,426158.9,-835282,835230.3,0.00,1.0000
90,x2,1,-26.3717,295820.4,-579824,579771.0,0.00,0.9999
90,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
91,Intercept,1,-3.1294,0.7071,-4.5153,-1.7435,19.59,<.0001
91,x1,1,0.8795,1.4142,-1.8923,3.6513,0.39,0.5340
91,x2,1,0.5691,1.2247,-1.8314,2.9695,0.22,0.6422
91,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
92,Intercept,1,-3.5513,1.0000,-5.5113,-1.5914,12.61,0.0004
92,x1,1,-24.7092,226301.1,-443567,443517.3,0.00,0.9999
92,x2,1,1.8220,1.1547,-0.4411,4.0852,2.49,0.1146
92,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
93,Intercept,1,-2.8744,0.7071,-4.2603,-1.4885,16.52,<.0001
93,x1,1,0.7642,1.2247,-1.6362,3.1647,0.39,0.5326
93,x2,1,0.6106,1.0000,-1.3494,2.5705,0.37,0.5415
93,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
94,Intercept,1,-2.4042,0.5774,-3.5358,-1.2727,17.34,<.0001
94,x1,1,-25.4257,480699.8,-942180,942128.9,0.00,1.0000
94,x2,1,-25.6778,333450.2,-653576,653524.6,0.00,0.9999
94,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
95,Intercept,1,-2.0633,0.4474,-2.9403,-1.1864,21.27,<.0001
95,x1,1,-0.1094,0.8913,-1.8564,1.6376,0.02,0.9023
95,x2,1,0.5799,0.7131,-0.8177,1.9775,0.66,0.4161
