isim,Parameter,DF,Estimate,StdErr,LowerLRCL,UpperLRCL,ChiSq,ProbChiSq
1842,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1843,Intercept,1,-2.1178,0.2453,-2.6400,-1.6724,74.55,<.0001
1843,x1,1,-1.2855,1.4210,-6.0121,0.7200,0.82,0.3656
1843,x2,1,-0.1337,0.5234,-1.2812,0.8176,0.07,0.7984
1843,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1844,Intercept,1,-2.5395,0.3409,-3.2904,-1.9378,55.50,<.0001
1844,x1,1,-0.9941,1.4276,-5.7344,1.0352,0.48,0.4862
1844,x2,1,0.1204,0.5390,-0.9976,1.1637,0.05,0.8232
1844,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1845,Intercept,1,-2.2866,0.2939,-2.9236,-1.7608,60.52,<.0001
1845,x1,1,-1.9457,1.4283,-6.7444,0.0503,1.86,0.1731
1845,x2,1,0.5478,0.4240,-0.2994,1.3864,1.67,0.1964
1845,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1846,Intercept,1,-3.3012,0.4680,-4.3821,-2.5047,49.76,<.0001
1846,x1,1,-0.8957,1.4675,-5.6663,1.2930,0.37,0.5416
1846,x2,1,0.5370,0.7026,-0.9237,1.9330,0.58,0.4447
1846,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1847,Intercept,1,-2.3828,0.2936,-3.0188,-1.8575,65.87,<.0001
1847,x1,1,-1.9401,1.4238,-6.7124,0.0524,1.86,0.1730
1847,x2,1,0.6317,0.4478,-0.2780,1.5052,1.99,0.1584
1847,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1848,Intercept,1,-2.1464,0.2714,-2.7298,-1.6576,62.55,<.0001
1848,x1,1,-1.6662,1.4303,-6.4663,0.3374,1.36,0.2440
1848,x2,1,0.2561,0.4207,-0.5988,1.0734,0.37,0.5428
1848,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1849,Intercept,1,-2.2284,0.2833,-2.8389,-1.7192,61.85,<.0001
1849,x1,1,-0.5699,0.8508,-2.7460,0.8215,0.45,0.5029
1849,x2,1,0.0452,0.4819,-0.9614,0.9610,0.01,0.9253
1849,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1850,Intercept,1,-2.6073,0.3413,-3.3596,-2.0051,58.36,<.0001
1850,x1,1,-1.6824,1.4210,-6.4671,0.2902,1.40,0.2364
1850,x2,1,0.9158,0.4344,0.0800,1.8089,4.45,0.0350
1850,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1851,Intercept,1,-2.6659,0.3428,-3.4221,-2.0616,60.49,<.0001
1851,x1,1,-0.5690,0.8749,-2.7953,0.8853,0.42,0.5154
1851,x2,1,0.7831,0.4706,-0.1460,1.7309,2.77,0.0961
1851,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1852,Intercept,1,-2.3085,0.2824,-2.9181,-1.8017,66.82,<.0001
1852,x1,1,-2.1314,1.4296,-6.9573,-0.1468,2.22,0.1360
1852,x2,1,0.9202,0.3791,0.1790,1.6822,5.89,0.0152
1852,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1853,Intercept,1,-2.4441,0.2945,-3.0825,-1.9175,68.89,<.0001
1853,x1,1,-2.4587,1.4333,-7.2883,-0.4596,2.94,0.0863
1853,x2,1,1.0848,0.4003,0.2990,1.8880,7.34,0.0067
1853,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1854,Intercept,1,-2.3380,0.2938,-2.9746,-1.8124,63.33,<.0001
1854,x1,1,-1.6218,1.4467,-6.3952,0.4682,1.26,0.2622
1854,x2,1,0.0387,0.5497,-1.1457,1.0600,0.00,0.9439
1854,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1855,Intercept,1,-2.5316,0.3230,-3.2390,-1.9586,61.42,<.0001
1855,x1,1,-1.6737,1.4359,-6.4543,0.3670,1.36,0.2438
1855,x2,1,0.4109,0.5040,-0.6250,1.3898,0.66,0.4149
1855,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1856,Intercept,1,-2.0752,0.2714,-2.6586,-1.5865,58.48,<.0001
1856,x1,1,-2.0930,1.4347,-6.8882,-0.0668,2.13,0.1446
1856,x2,1,0.1437,0.4520,-0.7926,1.0077,0.10,0.7505
1856,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1857,Intercept,1,-2.2286,0.2818,-2.8368,-1.7226,62.53,<.0001
1857,x1,1,-1.0986,1.4266,-5.8872,0.8957,0.59,0.4412
1857,x2,1,0.3510,0.4270,-0.5129,1.1852,0.68,0.4110
1857,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1858,Intercept,1,-2.3723,0.3071,-3.0408,-1.8249,59.66,<.0001
1858,x1,1,-1.3284,1.4279,-6.0899,0.6887,0.87,0.3522
1858,x2,1,0.0236,0.4931,-0.9963,0.9739,0.00,0.9619
1858,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1859,Intercept,1,-2.1808,0.2719,-2.7655,-1.6914,64.34,<.0001
1859,x1,1,-2.2654,1.4316,-7.0981,-0.2758,2.50,0.1136
1859,x2,1,0.8528,0.3716,0.1230,1.5956,5.27,0.0217
1859,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1860,Intercept,1,-2.2391,0.2936,-2.8751,-1.7138,58.17,<.0001
1860,x1,1,-1.4708,1.4280,-6.2347,0.5450,1.06,0.3030
1860,x2,1,0.0985,0.4851,-0.9100,1.0268,0.04,0.8391
1860,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1861,Intercept,1,-2.9915,0.4240,-3.9550,-2.2610,49.77,<.0001
1861,x1,1,-0.8899,1.4570,-5.6763,1.2428,0.37,0.5414
1861,x2,1,0.2701,0.6286,-1.0203,1.5186,0.18,0.6675
1861,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1862,Intercept,1,-2.1693,0.2933,-2.8043,-1.6441,54.69,<.0001
1862,x1,1,-1.6541,1.4161,-6.3638,0.3435,1.36,0.2428
1862,x2,1,-0.4631,0.5459,-1.6419,0.5510,0.72,0.3962
1862,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1863,Intercept,1,-2.2432,0.2822,-2.8524,-1.7366,63.17,<.0001
1863,x1,1,-1.7882,1.4394,-6.6050,0.2461,1.54,0.2141
1863,x2,1,0.3541,0.4424,-0.5494,1.2115,0.64,0.4235
1863,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1864,Intercept,1,-2.3944,0.2943,-3.0325,-1.8680,66.17,<.0001
1864,x1,1,-1.7218,1.4301,-6.5450,0.2667,1.45,0.2286
1864,x2,1,1.0581,0.3936,0.2891,1.8512,7.23,0.0072
1864,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1865,Intercept,1,-2.4280,0.3238,-3.1372,-1.8537,56.23,<.0001
1865,x1,1,-1.3529,0.8387,-3.5353,-0.0116,2.60,0.1067
1865,x2,1,1.1790,0.3924,0.4363,1.9940,9.03,0.0027
1865,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1866,Intercept,1,-2.5054,0.3078,-3.1759,-1.9571,66.25,<.0001
1866,x1,1,-1.7091,1.4361,-6.5233,0.3124,1.42,0.2340
1866,x2,1,0.8077,0.4455,-0.0845,1.6891,3.29,0.0698
1866,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1867,Intercept,1,-2.2085,0.2582,-2.7589,-1.7405,73.17,<.0001
1867,x1,1,0.1412,0.6693,-1.4473,1.2863,0.04,0.8329
1867,x2,1,-0.1554,0.4650,-1.1381,0.7164,0.11,0.7383
1867,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1868,Intercept,1,-2.6434,0.3231,-3.3509,-2.0703,66.94,<.0001
1868,x1,1,-1.3057,1.4334,-6.0917,0.7207,0.83,0.3623
1868,x2,1,0.6210,0.4841,-0.3612,1.5713,1.65,0.1996
1868,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1869,Intercept,1,-2.4701,0.3083,-3.1419,-1.9210,64.19,<.0001
1869,x1,1,-1.0836,1.4493,-5.9281,0.9801,0.56,0.4547
1869,x2,1,0.4952,0.4605,-0.4366,1.3990,1.16,0.2822
1869,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1870,Intercept,1,-2.3864,0.2944,-3.0248,-1.8599,65.69,<.0001
1870,x1,1,-1.8191,1.4417,-6.6508,0.2173,1.59,0.2070
1870,x2,1,0.5474,0.4371,-0.3333,1.4060,1.57,0.2104
1870,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1871,Intercept,1,-2.4643,0.2938,-3.1008,-1.9388,70.38,<.0001
1871,x1,1,-1.2372,1.4307,-6.0193,0.7794,0.75,0.3872
1871,x2,1,0.7392,0.4650,-0.2155,1.6385,2.53,0.1120
1871,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1872,Intercept,1,-1.9269,0.2319,-2.4186,-1.5042,69.03,<.0001
1872,x1,1,-1.8416,1.4287,-6.6343,0.1590,1.66,0.1974
1872,x2,1,0.1210,0.4113,-0.7354,0.8989,0.09,0.7687
1872,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1873,Intercept,1,-2.8235,0.3637,-3.6320,-2.1860,60.26,<.0001
1873,x1,1,-2.1187,1.4335,-6.9208,-0.1009,2.18,0.1394
1873,x2,1,1.2631,0.4852,0.3137,2.2513,6.78,0.0092
1873,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1874,Intercept,1,-2.7004,0.3418,-3.4542,-2.0974,62.40,<.0001
1874,x1,1,-1.8291,1.4285,-6.6358,0.1631,1.64,0.2004
1874,x2,1,1.1930,0.4421,0.3378,2.0983,7.28,0.0070
1874,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1875,Intercept,1,-2.0695,0.2536,-2.6113,-1.6104,66.60,<.0001
1875,x1,1,-1.7437,1.4499,-6.5676,0.3335,1.45,0.2291
1875,x2,1,-0.0770,0.4650,-1.0603,0.7945,0.03,0.8684
1875,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1876,Intercept,1,-2.7236,0.3419,-3.4774,-2.1207,63.48,<.0001
1876,x1,1,-1.4150,1.4272,-6.2219,0.5711,0.98,0.3215
1876,x2,1,1.2186,0.4355,0.3806,2.1141,7.83,0.0051
1876,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1877,Intercept,1,-2.3279,0.2823,-2.9372,-1.8213,68.01,<.0001
1877,x1,1,-1.0959,1.4447,-5.9171,0.9596,0.58,0.4481
1877,x2,1,0.3233,0.4597,-0.6256,1.2064,0.49,0.4818
1877,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1878,Intercept,1,-2.3027,0.2816,-2.9100,-1.7970,66.87,<.0001
1878,x1,1,-1.5237,1.4262,-6.2715,0.4935,1.14,0.2854
1878,x2,1,0.1308,0.5047,-0.9401,1.0789,0.07,0.7955
1878,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1879,Intercept,1,-2.4836,0.3237,-3.1927,-1.9098,58.88,<.0001
1879,x1,1,-1.5941,1.4356,-6.4131,0.4222,1.23,0.2668
1879,x2,1,0.7430,0.4458,-0.1373,1.6379,2.78,0.0956
1879,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1880,Intercept,1,-2.3531,0.2823,-2.9625,-1.8465,69.48,<.0001
1880,x1,1,-2.3382,1.4269,-7.1583,-0.3621,2.69,0.1013
1880,x2,1,1.0100,0.3737,0.2821,1.7636,7.30,0.0069
1880,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1881,Intercept,1,-2.5747,0.3237,-3.2834,-2.0005,63.27,<.0001
1881,x1,1,-0.4545,0.8677,-2.6616,0.9814,0.27,0.6004
1881,x2,1,0.5812,0.4771,-0.3793,1.5224,1.48,0.2232
1881,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1882,Intercept,1,-2.2800,0.2713,-2.8631,-1.7915,70.64,<.0001
1882,x1,1,-1.7999,1.4205,-6.5969,0.1621,1.61,0.2051
1882,x2,1,0.7718,0.3700,0.0453,1.5116,4.35,0.0370
1882,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1883,Intercept,1,-2.4112,0.2937,-3.0476,-1.8857,67.39,<.0001
1883,x1,1,-1.8313,1.4239,-6.6168,0.1533,1.65,0.1984
1883,x2,1,0.8564,0.4234,0.0105,1.6937,4.09,0.0431
1883,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1884,Intercept,1,-2.2355,0.2712,-2.8185,-1.7469,67.92,<.0001
1884,x1,1,-1.9390,1.4302,-6.7224,0.0741,1.84,0.1752
1884,x2,1,0.3379,0.4514,-0.5970,1.2009,0.56,0.4541
1884,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1885,Intercept,1,-2.9271,0.3916,-3.8067,-2.2464,55.87,<.0001
1885,x1,1,-1.9928,1.4388,-6.8273,0.0290,1.92,0.1660
1885,x2,1,1.4713,0.4895,0.5370,2.4937,9.03,0.0027
1885,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1886,Intercept,1,-1.9618,0.2386,-2.4690,-1.5278,67.58,<.0001
1886,x1,1,-2.0539,1.4315,-6.8714,-0.0558,2.06,0.1513
1886,x2,1,0.3745,0.3781,-0.3933,1.1055,0.98,0.3218
1886,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1887,Intercept,1,-2.3001,0.3069,-2.9678,-1.7529,56.17,<.0001
1887,x1,1,-1.8587,1.4168,-6.6158,0.1130,1.72,0.1895
1887,x2,1,0.3392,0.4426,-0.5474,1.2146,0.59,0.4434
1887,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1888,Intercept,1,-2.9574,0.3913,-3.8361,-2.2772,57.13,<.0001
1888,x1,1,-1.6778,1.4445,-6.5047,0.3748,1.35,0.2454
1888,x2,1,1.1237,0.5189,0.1095,2.1874,4.69,0.0303
1888,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1889,Intercept,1,-2.4961,0.2937,-3.1323,-1.9706,72.25,<.0001
1889,x1,1,-1.5071,1.4256,-6.2844,0.4903,1.12,0.2905
1889,x2,1,0.6262,0.4481,-0.2840,1.5002,1.95,0.1623
1889,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1890,Intercept,1,-2.4410,0.2940,-3.0782,-1.9151,68.93,<.0001
1890,x1,1,-1.6826,1.4259,-6.4882,0.2980,1.39,0.2380
1890,x2,1,0.9628,0.3991,0.1795,1.7640,5.82,0.0159
1890,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1891,Intercept,1,-2.2334,0.2816,-2.8407,-1.7276,62.91,<.0001
1891,x1,1,-1.5185,1.4193,-6.2870,0.4563,1.14,0.2846
1891,x2,1,0.2916,0.4261,-0.5706,1.1237,0.47,0.4937
1891,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1892,Intercept,1,-3.0597,0.4230,-4.0198,-2.3304,52.33,<.0001
1892,x1,1,-1.4087,1.4217,-6.1628,0.5876,0.98,0.3218
1892,x2,1,1.1873,0.5290,0.1769,2.2982,5.04,0.0248
1892,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1893,Intercept,1,-2.9644,0.3915,-3.8437,-2.2838,57.33,<.0001
1893,x1,1,-2.2278,1.4405,-7.0606,-0.1971,2.39,0.1220
1893,x2,1,1.3238,0.4977,0.3675,2.3577,7.08,0.0078
1893,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1894,Intercept,1,-2.4897,0.3237,-3.1983,-1.9154,59.16,<.0001
1894,x1,1,-0.8115,0.8673,-3.0180,0.6233,0.88,0.3495
1894,x2,1,0.3315,0.4770,-0.6285,1.2725,0.48,0.4870
1894,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1895,Intercept,1,-2.3291,0.2821,-2.9380,-1.8226,68.15,<.0001
1895,x1,1,-2.2477,1.4301,-7.0583,-0.2513,2.47,0.1160
1895,x2,1,0.9068,0.4066,0.0959,1.7104,4.97,0.0257
1895,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1896,Intercept,1,-2.2165,0.2815,-2.8236,-1.7108,61.98,<.0001
1896,x1,1,-1.2879,1.4261,-6.0170,0.7392,0.82,0.3665
1896,x2,1,-0.4456,0.5409,-1.6164,0.5543,0.68,0.4101
1896,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1897,Intercept,1,-2.2379,0.2824,-2.8472,-1.7310,62.81,<.0001
1897,x1,1,-0.8008,0.8380,-2.9819,0.5385,0.91,0.3393
1897,x2,1,0.8227,0.3624,0.1233,1.5588,5.15,0.0232
1897,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1898,Intercept,1,-2.0620,0.2457,-2.5855,-1.6162,70.44,<.0001
1898,x1,1,-1.9871,1.4300,-6.8000,0.0073,1.93,0.1647
1898,x2,1,0.6648,0.3824,-0.1094,1.4068,3.02,0.0821
1898,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1899,Intercept,1,-3.3505,0.4700,-4.4376,-2.5514,50.81,<.0001
1899,x1,1,-2.1234,1.4284,-6.9426,-0.1393,2.21,0.1371
1899,x2,1,2.0819,0.5299,1.1231,3.2522,15.44,<.0001
1899,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1900,Intercept,1,-2.5491,0.3239,-3.2587,-1.9750,61.96,<.0001
1900,x1,1,-1.9842,1.4288,-6.8091,-0.0026,1.93,0.1649
1900,x2,1,1.1131,0.4061,0.3356,1.9491,7.51,0.0061
1900,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1901,Intercept,1,-2.6776,0.3643,-3.4860,-2.0382,54.03,<.0001
1901,x1,1,-0.4228,0.8538,-2.6089,0.9752,0.25,0.6204
1901,x2,1,0.6879,0.4866,-0.2650,1.6774,2.00,0.1574
1901,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1902,Intercept,1,-2.2427,0.2816,-2.8501,-1.7370,63.43,<.0001
1902,x1,1,-1.6436,1.4210,-6.4103,0.3398,1.34,0.2474
1902,x2,1,0.2596,0.4399,-0.6384,1.1125,0.35,0.5551
1902,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1903,Intercept,1,-2.6520,0.3232,-3.3599,-2.0787,67.31,<.0001
1903,x1,1,-1.8574,1.4259,-6.6564,0.1276,1.70,0.1927
1903,x2,1,1.3192,0.4277,0.4857,2.1868,9.51,0.0020
1903,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1904,Intercept,1,-2.4790,0.2937,-3.1153,-1.9535,71.25,<.0001
1904,x1,1,-1.3179,1.4421,-6.0804,0.7583,0.84,0.3608
1904,x2,1,0.0384,0.5490,-1.1443,1.0588,0.00,0.9442
1904,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1905,Intercept,1,-2.3374,0.2818,-2.9452,-1.8314,68.82,<.0001
1905,x1,1,-2.0955,1.4244,-6.8779,-0.1070,2.16,0.1413
1905,x2,1,0.5904,0.4267,-0.2729,1.4240,1.91,0.1665
1905,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1906,Intercept,1,-2.5230,0.3078,-3.1934,-1.9747,67.20,<.0001
1906,x1,1,-1.5547,1.4417,-6.3661,0.4936,1.16,0.2809
1906,x2,1,0.5027,0.4752,-0.4681,1.4278,1.12,0.2901
1906,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1907,Intercept,1,-2.4166,0.2944,-3.0547,-1.8901,67.40,<.0001
1907,x1,1,-0.3766,0.8839,-2.6050,1.1076,0.18,0.6700
1907,x2,1,0.3942,0.4817,-0.6008,1.3193,0.67,0.4132
1907,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1908,Intercept,1,-2.3278,0.2816,-2.9352,-1.8220,68.32,<.0001
1908,x1,1,-1.6407,1.4247,-6.3984,0.3641,1.33,0.2495
1908,x2,1,0.2996,0.4777,-0.6984,1.2085,0.39,0.5305
1908,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1909,Intercept,1,-2.0492,0.2538,-2.5910,-1.5894,65.18,<.0001
1909,x1,1,-0.6576,0.8727,-2.8605,0.7935,0.57,0.4511
1909,x2,1,-0.4099,0.5057,-1.4930,0.5242,0.66,0.4175
1909,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1910,Intercept,1,-2.4780,0.3082,-3.1496,-1.9290,64.62,<.0001
1910,x1,1,-1.3223,1.4334,-6.1561,0.6748,0.85,0.3563
1910,x2,1,0.8637,0.4044,0.0779,1.6842,4.56,0.0327
1910,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1911,Intercept,1,-2.3897,0.3071,-3.0581,-1.8423,60.56,<.0001
1911,x1,1,-1.5878,1.4266,-6.3460,0.4257,1.24,0.2657
1911,x2,1,0.0788,0.4930,-0.9408,1.0287,0.03,0.8731
1911,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1912,Intercept,1,-2.4018,0.3077,-3.0720,-1.8536,60.93,<.0001
1912,x1,1,-2.2771,1.4282,-7.0849,-0.2873,2.54,0.1109
1912,x2,1,0.9754,0.4164,0.1585,1.8134,5.49,0.0192
1912,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1913,Intercept,1,-2.0010,0.2455,-2.5238,-1.5555,66.45,<.0001
1913,x1,1,-1.9008,1.4266,-6.6867,0.0947,1.78,0.1827
1913,x2,1,0.1105,0.4187,-0.7567,0.9078,0.07,0.7919
1913,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1914,Intercept,1,-2.4951,0.3072,-3.1640,-1.9476,65.95,<.0001
1914,x1,1,-1.5147,1.4209,-6.2988,0.4577,1.14,0.2864
1914,x2,1,0.7342,0.4152,-0.0804,1.5697,3.13,0.0771
1914,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1915,Intercept,1,-2.2337,0.2822,-2.8427,-1.7272,62.66,<.0001
1915,x1,1,-2.1501,1.4293,-6.9632,-0.1588,2.26,0.1325
1915,x2,1,0.7442,0.3982,-0.0453,1.5351,3.49,0.0616
1915,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1916,Intercept,1,-2.0713,0.2464,-2.5956,-1.6238,70.68,<.0001
1916,x1,1,-0.5871,0.8388,-2.7593,0.7614,0.49,0.4840
1916,x2,1,0.2982,0.3933,-0.5034,1.0569,0.57,0.4483
1916,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1917,Intercept,1,-3.0272,0.4253,-3.9941,-2.2948,50.67,<.0001
1917,x1,1,-0.7224,0.8623,-2.9292,0.6948,0.70,0.4021
1917,x2,1,1.0408,0.5211,0.0566,2.1444,3.99,0.0458
1917,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1918,Intercept,1,-2.1983,0.2933,-2.8334,-1.6731,56.16,<.0001
1918,x1,1,-1.6132,1.4177,-6.3414,0.3801,1.29,0.2552
1918,x2,1,-0.2498,0.5102,-1.3288,0.7139,0.24,0.6244
1918,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1919,Intercept,1,-2.8557,0.3641,-3.6654,-2.2177,61.50,<.0001
1919,x1,1,-1.2240,1.4419,-6.0437,0.8209,0.72,0.3960
1919,x2,1,0.7570,0.4985,-0.2279,1.7648,2.31,0.1289
1919,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1920,Intercept,1,-2.1690,0.2619,-2.7300,-1.6960,68.61,<.0001
1920,x1,1,-1.7309,1.4306,-6.5254,0.2775,1.46,0.2263
1920,x2,1,0.1946,0.4288,-0.6878,1.0177,0.21,0.6499
1920,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1921,Intercept,1,-2.7548,0.3643,-3.5649,-2.1164,57.17,<.0001
1921,x1,1,-1.7643,1.4446,-6.5927,0.2876,1.49,0.2220
1921,x2,1,0.7735,0.4990,-0.2126,1.7822,2.40,0.1211
1921,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1922,Intercept,1,-2.2248,0.2933,-2.8598,-1.6996,57.52,<.0001
1922,x1,1,-1.4774,1.4149,-6.2212,0.4946,1.09,0.2964
1922,x2,1,0.0893,0.4630,-0.8627,0.9840,0.04,0.8471
1922,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1923,Intercept,1,-2.3742,0.3081,-3.0454,-1.8255,59.39,<.0001
1923,x1,1,-1.7791,1.4325,-6.6056,0.2183,1.54,0.2142
1923,x2,1,0.7449,0.4103,-0.0559,1.5740,3.30,0.0694
1923,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1924,Intercept,1,-2.4390,0.2936,-3.0750,-1.9136,69.01,<.0001
1924,x1,1,-1.5388,1.4318,-6.2976,0.4962,1.15,0.2825
1924,x2,1,0.3908,0.5120,-0.6904,1.3581,0.58,0.4453
1924,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1925,Intercept,1,-2.3108,0.3078,-2.9812,-1.7625,56.37,<.0001
1925,x1,1,-2.0865,1.4233,-6.8983,-0.1211,2.15,0.1427
1925,x2,1,0.9361,0.3848,0.1997,1.7263,5.92,0.0150
1925,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1926,Intercept,1,-2.2886,0.2715,-2.8723,-1.7998,71.08,<.0001
1926,x1,1,-1.7347,1.4349,-6.5399,0.2865,1.46,0.2267
1926,x2,1,0.3793,0.4351,-0.5129,1.2183,0.76,0.3835
1926,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1927,Intercept,1,-2.2541,0.2715,-2.8378,-1.7653,68.95,<.0001
1927,x1,1,-1.9946,1.4304,-6.8014,0.0054,1.94,0.1632
1927,x2,1,0.7543,0.4092,-0.0709,1.5542,3.40,0.0653
1927,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1928,Intercept,1,-2.5111,0.3240,-3.2209,-1.9368,60.08,<.0001
1928,x1,1,-0.6781,0.8596,-2.8850,0.7280,0.62,0.4302
1928,x2,1,0.7856,0.4350,-0.0656,1.6650,3.26,0.0710
1928,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1929,Intercept,1,-2.3786,0.3079,-3.0494,-1.8300,59.66,<.0001
1929,x1,1,-1.7698,1.4320,-6.5901,0.2295,1.53,0.2165
1929,x2,1,0.6831,0.4170,-0.1351,1.5222,2.68,0.1014
1929,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1930,Intercept,1,-2.3949,0.2822,-3.0040,-1.8884,72.03,<.0001
1930,x1,1,-2.3898,1.4353,-7.2033,-0.3718,2.77,0.0959
1930,x2,1,0.7559,0.4282,-0.1107,1.5922,3.12,0.0775
1930,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1931,Intercept,1,-2.4424,0.2944,-3.0806,-1.9159,68.83,<.0001
1931,x1,1,-1.9110,1.4283,-6.7354,0.0689,1.79,0.1809
1931,x2,1,1.2280,0.3831,0.4857,2.0051,10.28,0.0013
1931,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1932,Intercept,1,-2.7548,0.3638,-3.5636,-2.1172,57.33,<.0001
1932,x1,1,-1.5389,1.4377,-6.3452,0.4950,1.15,0.2844
1932,x2,1,0.8481,0.4978,-0.1350,1.8544,2.90,0.0884
1932,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1933,Intercept,1,-2.7127,0.3422,-3.4671,-2.1090,62.85,<.0001
1933,x1,1,-0.7200,0.8667,-2.9290,0.7117,0.69,0.4061
1933,x2,1,1.0245,0.4769,0.0796,1.9813,4.61,0.0317
1933,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
1934,Intercept,1,-2.3353,0.2940,-2.9726,-1.8093,63.08,<.0001
1934,x1,1,-2.2667,1.4251,-7.0736,-0.2904,2.53,0.1117
