isim,Parameter,DF,Estimate,StdErr,LowerLRCL,UpperLRCL,ChiSq,ProbChiSq
10,x1,1,2.3792,0.7135,1.0990,4.0042,11.12,0.0009
10,x2,1,2.0395,1.5117,-0.3076,6.8699,1.82,0.1773
10,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
11,Intercept,1,-2.8548,0.7119,-4.5616,-1.6862,16.08,<.0001
11,x1,1,2.0572,0.8129,0.4559,3.7938,6.40,0.0114
11,x2,1,0.3550,0.8129,-1.2462,2.0917,0.19,0.6623
11,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
12,Intercept,1,-3.4832,0.7228,-5.2137,-2.2953,23.22,<.0001
12,x1,1,2.7844,0.7616,1.3600,4.4669,13.37,0.0003
12,x2,1,0.9224,0.7616,-0.5021,2.6049,1.47,0.2258
12,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
13,Intercept,1,-4.5913,1.3868,-9.1143,-2.6524,10.96,0.0009
13,x1,1,3.6206,1.4523,1.4162,8.1889,6.21,0.0127
13,x2,1,0.9546,0.8736,-0.5723,3.0416,1.19,0.2745
13,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
14,Intercept,1,-3.2841,0.8047,-5.3561,-2.0189,16.66,<.0001
14,x1,1,3.0462,1.2888,0.6660,5.6852,5.59,0.0181
14,x2,1,-0.7244,1.2888,-3.1047,1.9145,0.32,0.5741
14,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
15,Intercept,1,-4.4364,1.4039,-9.2106,-2.5345,9.99,0.0016
15,x1,1,1.6610,0.7396,0.3031,3.3247,5.04,0.0247
15,x2,1,2.5305,1.5235,0.1348,7.3883,2.76,0.0967
15,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
16,Intercept,1,-4.5669,1.3846,-9.0458,-2.6217,10.88,0.0010
16,x1,1,2.9605,0.9314,1.2175,5.1032,10.10,0.0015
16,x2,1,1.7836,1.4484,-0.4588,6.3045,1.52,0.2181
16,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
17,Intercept,1,-3.1207,0.6949,-4.7913,-1.9815,20.17,<.0001
17,x1,1,2.0881,0.8718,0.2865,3.8897,5.74,0.0166
17,x2,1,0.5065,0.8718,-1.2951,2.3081,0.34,0.5612
17,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
18,Intercept,1,-2.9088,0.5822,-4.2563,-1.9237,24.97,<.0001
18,x1,1,2.5688,0.6231,1.4396,3.9446,17.00,<.0001
18,x2,1,0.5574,0.5700,-0.4964,1.7818,0.96,0.3281
18,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
19,Intercept,1,-4.2417,1.3794,-8.8327,-2.3431,9.46,0.0021
19,x1,1,2.7241,0.8998,1.1323,4.8427,9.16,0.0025
19,x2,1,1.4380,1.5153,-0.9552,6.1279,0.90,0.3426
19,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
20,Intercept,1,-3.3606,0.8115,-5.4773,-2.0858,17.15,<.0001
20,x1,1,3.4835,0.9389,1.8097,5.7381,13.77,0.0002
20,x2,1,-0.5633,0.7648,-2.1179,0.9940,0.54,0.4614
20,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
21,Intercept,1,-3.1660,0.7991,-5.2630,-1.9175,15.70,<.0001
21,x1,1,-0.4059,1.4376,-5.0732,1.7244,0.08,0.7777
21,x2,1,1.9270,0.9163,0.2929,4.1500,4.42,0.0355
21,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
22,Intercept,1,-4.6929,1.4064,-9.2150,-2.7059,11.13,0.0008
22,x1,1,2.3183,0.8685,0.8013,4.4105,7.13,0.0076
22,x2,1,2.2980,1.4246,0.1701,6.8259,2.60,0.1067
22,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
23,Intercept,1,-4.7716,1.4062,-9.4360,-2.8145,11.52,0.0007
23,x1,1,4.5255,1.4205,2.4852,9.1987,10.15,0.0014
23,x2,1,0.2989,0.6318,-0.8894,1.6673,0.22,0.6361
23,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
24,Intercept,1,-2.4451,0.5345,-3.7122,-1.5525,20.92,<.0001
24,x1,1,3.5161,1.4475,1.4680,8.3729,5.90,0.0151
24,x2,1,-0.8749,1.5119,-5.7761,1.4582,0.33,0.5628
24,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
25,Intercept,1,-4.2119,0.9497,-6.5294,-2.6695,19.67,<.0001
25,x1,1,3.7538,0.9113,2.1218,5.9513,16.97,<.0001
25,x2,1,1.1760,0.8001,-0.3978,2.8994,2.16,0.1416
25,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
26,Intercept,1,-3.4310,0.8754,-5.6621,-2.0541,15.36,<.0001
26,x1,1,2.6372,0.9971,0.7882,4.9033,7.00,0.0082
26,x2,1,0.2903,0.9971,-1.5587,2.5564,0.08,0.7709
26,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
27,Intercept,1,-3.6895,0.7531,-5.4433,-2.4251,24.00,<.0001
27,x1,1,3.1235,0.7131,1.8340,4.7537,19.19,<.0001
27,x2,1,1.2063,0.6474,-0.0228,2.6032,3.47,0.0624
27,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
28,Intercept,1,-4.4790,1.3775,-9.0091,-2.5661,10.57,0.0011
28,x1,1,4.0681,1.4808,1.7627,8.6729,7.55,0.0060
28,x2,1,0.1387,0.9114,-1.5131,2.2606,0.02,0.8790
28,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
29,Intercept,1,-2.8139,0.6347,-4.3522,-1.7700,19.65,<.0001
29,x1,1,1.8557,0.7908,0.1283,3.3668,5.51,0.0189
29,x2,1,0.7340,0.7908,-0.7771,2.4614,0.86,0.3533
29,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
30,Intercept,1,-3.7630,0.9092,-6.0649,-2.3303,17.13,<.0001
30,x1,1,3.5260,0.9582,1.7458,5.7421,13.54,0.0002
30,x2,1,0.6291,0.9582,-1.1511,2.8452,0.43,0.5115
30,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
31,Intercept,1,-4.6457,1.3405,-8.6888,-2.7502,12.01,0.0005
31,x1,1,3.7134,1.5394,1.2772,7.7811,5.82,0.0159
31,x2,1,0.9732,1.5395,-1.4630,5.0411,0.40,0.5273
31,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
32,Intercept,1,-2.7896,0.5919,-4.1709,-1.7954,22.21,<.0001
32,x1,1,2.5359,0.6927,1.2197,4.0038,13.40,0.0003
32,x2,1,0.4246,0.6927,-0.8916,1.8925,0.38,0.5399
32,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
33,Intercept,1,-3.5268,0.8317,-5.6562,-2.2091,17.98,<.0001
33,x1,1,2.0328,0.7960,0.5155,3.7551,6.52,0.0107
33,x2,1,1.2996,0.9360,-0.3656,3.5310,1.93,0.1650
33,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
34,Intercept,1,-3.0282,0.8165,-5.1940,-1.7623,13.75,0.0002
34,x1,1,2.7802,0.8944,1.2614,5.0294,9.66,0.0019
34,x2,1,0.4255,1.1547,-2.0851,2.9361,0.14,0.7125
34,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
35,Intercept,1,-4.4109,1.4142,-9.2444,-2.5011,9.73,0.0018
35,x1,1,1.7821,0.9759,-0.0224,4.1158,3.33,0.0678
35,x2,1,2.1463,1.6330,-0.7846,7.1294,1.73,0.1887
35,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
36,Intercept,1,-3.7426,0.8459,-5.8982,-2.3993,19.58,<.0001
36,x1,1,3.3386,0.9031,1.7831,5.5389,13.67,0.0002
36,x2,1,0.4886,0.7391,-0.8544,2.1433,0.44,0.5086
36,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
37,Intercept,1,-3.0375,0.6399,-4.5773,-1.9826,22.53,<.0001
37,x1,1,2.7382,0.7987,1.1665,4.4585,11.75,0.0006
37,x2,1,-0.4409,0.9096,-2.6350,1.1877,0.23,0.6279
37,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
38,Intercept,1,-2.8054,0.6388,-4.3514,-1.7537,19.29,<.0001
38,x1,1,1.9440,0.7210,0.4454,3.3689,7.27,0.0070
38,x2,1,0.7738,0.7729,-0.6756,2.4819,1.00,0.3168
38,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
39,Intercept,1,-2.8154,0.5735,-4.1583,-1.8530,24.10,<.0001
39,x1,1,2.0894,0.7155,0.7772,3.6090,8.53,0.0035
39,x2,1,0.7041,0.7155,-0.6081,2.2236,0.97,0.3251
39,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
40,Intercept,1,-3.0155,0.7108,-4.7200,-1.8488,18.00,<.0001
40,x1,1,2.3376,0.8138,0.7347,4.0757,8.25,0.0041
40,x2,1,0.1601,0.8138,-1.4428,1.8982,0.04,0.8440
40,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
41,Intercept,1,-4.2559,1.4142,-9.0894,-2.3462,9.06,0.0026
41,x1,1,1.8907,0.7442,0.5279,3.5846,6.45,0.0111
41,x2,1,2.1111,1.5492,-0.3977,7.0378,1.86,0.1730
41,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
42,Intercept,1,-4.4104,1.4142,-9.2439,-2.5007,9.73,0.0018
42,x1,1,2.5649,0.9058,1.0075,4.8261,8.02,0.0046
42,x2,1,1.9576,1.6330,-0.9733,6.9407,1.44,0.2306
42,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
43,Intercept,1,-2.5397,0.5412,-3.8075,-1.6281,22.02,<.0001
43,x1,1,1.7589,0.6416,0.4854,3.0517,7.52,0.0061
43,x2,1,0.5615,0.6907,-0.7502,2.0285,0.66,0.4162
43,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
44,Intercept,1,-2.7411,0.6325,-4.2988,-1.7126,18.78,<.0001
44,x1,1,3.2234,1.5119,0.8903,8.1245,4.55,0.0330
44,x2,1,-0.6158,1.5492,-5.5425,1.8930,0.16,0.6910
44,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
45,Intercept,1,-2.9561,0.6214,-4.3780,-1.8980,22.63,<.0001
45,x1,1,2.2470,0.6154,1.1158,3.6056,13.33,0.0003
45,x2,1,0.7519,0.5737,-0.3374,1.9717,1.72,0.1900
45,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
46,Intercept,1,-3.5605,0.8652,-5.7713,-2.2004,16.94,<.0001
46,x1,1,2.8764,1.0010,1.0715,5.1587,8.26,0.0041
46,x2,1,0.3137,1.0010,-1.4911,2.5960,0.10,0.7539
46,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
47,Intercept,1,-3.0590,0.8165,-5.2249,-1.7931,14.04,0.0002
47,x1,1,2.6005,0.9428,0.9146,4.9001,7.61,0.0058
47,x2,1,0.3452,1.1547,-2.1654,2.8558,0.09,0.7650
47,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
48,Intercept,1,-4.2277,1.4142,-9.0612,-2.3180,8.94,0.0028
48,x1,1,1.8576,0.7559,0.3074,3.4078,6.04,0.0140
48,x2,1,2.3282,1.5119,-0.0049,7.2293,2.37,0.1236
48,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
49,Intercept,1,-5.1419,1.4790,-9.7593,-3.0010,12.09,0.0005
49,x1,1,3.0333,0.8824,1.4796,5.1774,11.82,0.0006
49,x2,1,2.6486,1.4082,0.5734,7.1927,3.54,0.0600
49,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
50,Intercept,1,-2.9064,0.6448,-4.4627,-1.8449,20.32,<.0001
50,x1,1,1.9475,0.7329,0.5473,3.4843,7.06,0.0079
50,x2,1,0.5405,0.8021,-0.9533,2.2903,0.45,0.5004
50,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
51,Intercept,1,-3.4367,0.8310,-5.5724,-2.1314,17.11,<.0001
51,x1,1,3.3515,1.0941,1.4540,5.7697,9.38,0.0022
51,x2,1,-0.2155,1.0941,-2.1130,2.2028,0.04,0.8439
51,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
52,Intercept,1,-4.9078,1.4172,-9.3648,-2.8796,11.99,0.0005
52,x1,1,3.9196,1.4255,1.6941,8.3671,7.56,0.0060
52,x2,1,1.0062,0.9715,-0.8962,3.2048,1.07,0.3003
52,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
53,Intercept,1,-3.5610,0.8094,-5.6802,-2.2927,19.35,<.0001
53,x1,1,1.6602,0.7739,0.0926,3.2400,4.60,0.0319
53,x2,1,2.1366,0.9519,0.4279,4.4107,5.04,0.0248
53,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
54,Intercept,1,-2.4163,0.5016,-3.5591,-1.5568,23.21,<.0001
54,x1,1,1.2260,0.6415,-0.0897,2.4939,3.65,0.0560
54,x2,1,0.7221,0.6415,-0.5458,2.0378,1.27,0.2603
54,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
55,Intercept,1,-3.3742,0.8169,-5.4740,-2.0900,17.06,<.0001
55,x1,1,3.7480,1.2007,1.4898,6.2716,9.74,0.0018
55,x2,1,-0.4567,1.2007,-2.7148,2.0670,0.14,0.7037
55,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
56,Intercept,1,-4.5635,1.3801,-8.7093,-2.6141,10.93,0.0009
56,x1,1,4.3573,1.4761,2.0126,8.3942,8.71,0.0032
56,x2,1,0.4967,1.4761,-1.8481,4.5338,0.11,0.7365
56,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
57,Intercept,1,-4.4086,1.4130,-9.2355,-2.5000,9.73,0.0018
57,x1,1,1.7131,0.7121,0.3020,3.2077,5.79,0.0161
57,x2,1,2.9759,1.5094,0.6520,7.8697,3.89,0.0487
57,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
58,Intercept,1,-3.3161,0.8111,-5.4289,-2.0421,16.71,<.0001
58,x1,1,3.5850,0.9974,1.7978,5.9058,12.92,0.0003
58,x2,1,-0.3443,0.8022,-1.7757,1.4388,0.18,0.6677
58,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
59,Intercept,1,-3.5076,0.7459,-5.2823,-2.2803,22.12,<.0001
59,x1,1,2.3794,0.7971,0.8073,4.0925,8.91,0.0028
59,x2,1,1.1637,0.7971,-0.4084,2.8767,2.13,0.1443
59,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
60,Intercept,1,-4.3847,1.3781,-8.9088,-2.4684,10.12,0.0015
60,x1,1,2.5221,0.9103,0.8720,4.6426,7.68,0.0056
60,x2,1,1.9822,1.4760,-0.3103,6.5768,1.80,0.1793
60,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
61,Intercept,1,-4.2519,1.4142,-9.0854,-2.3422,9.04,0.0026
61,x1,1,4.1552,1.4676,2.0205,9.0259,8.02,0.0046
61,x2,1,0.5576,2.0000,-4.6594,5.7745,0.08,0.7804
61,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
62,Intercept,1,-2.8088,0.6433,-4.3537,-1.7477,19.07,<.0001
62,x1,1,2.2966,0.7968,0.7273,4.0124,8.31,0.0039
62,x2,1,-0.6782,0.9073,-2.8677,0.9461,0.56,0.4548
62,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
63,Intercept,1,-3.0619,0.6543,-4.6362,-1.9831,21.90,<.0001
63,x1,1,2.2335,0.6793,0.9780,3.6942,10.81,0.0010
63,x2,1,0.9516,0.7649,-0.4348,2.6565,1.55,0.2134
63,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
64,Intercept,1,-3.0903,0.6746,-4.7189,-1.9849,20.99,<.0001
64,x1,1,2.2065,0.8702,0.5062,4.0332,6.43,0.0112
64,x2,1,0.2945,0.8702,-1.4058,2.1212,0.11,0.7351
64,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
65,Intercept,1,-4.7493,1.4297,-9.0283,-2.7327,11.03,0.0009
65,x1,1,3.4465,1.4187,1.2487,7.4841,5.90,0.0151
65,x2,1,1.1953,1.4188,-1.0026,5.2329,0.71,0.3995
65,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
66,Intercept,1,-3.9391,0.8919,-6.1612,-2.5083,19.51,<.0001
66,x1,1,2.3661,0.7961,0.7948,4.0758,8.83,0.0030
66,x2,1,1.6836,0.9065,0.0593,3.8683,3.45,0.0633
66,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
67,Intercept,1,-2.6107,0.6325,-4.1683,-1.5822,17.04,<.0001
67,x1,1,2.8227,0.9428,1.1369,5.1224,8.96,0.0028
67,x2,1,-0.0817,1.0328,-2.4730,1.9355,0.01,0.9369
67,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
68,Intercept,1,-3.8567,0.9394,-6.2245,-2.3736,16.85,<.0001
68,x1,1,2.2768,0.9064,0.6733,4.4486,6.31,0.0120
68,x2,1,1.0121,0.9064,-0.5914,3.1839,1.25,0.2642
68,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
69,Intercept,1,-2.6947,0.5724,-4.0337,-1.7344,22.16,<.0001
69,x1,1,2.1627,0.8279,0.4025,3.7907,6.82,0.0090
69,x2,1,-0.2057,0.8279,-1.9659,1.4222,0.06,0.8038
69,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
70,Intercept,1,-2.9278,0.8165,-5.0936,-1.6619,12.86,0.0003
70,x1,1,2.9533,0.8786,1.4874,5.1857,11.30,0.0008
70,x2,1,0.3163,1.1547,-2.1943,2.8269,0.08,0.7842
70,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
71,Intercept,1,-3.1153,0.8075,-5.2252,-1.8495,14.88,0.0001
71,x1,1,2.7246,0.8613,1.1191,4.5920,10.01,0.0016
71,x2,1,0.3699,1.0280,-1.5261,2.7232,0.13,0.7190
71,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
72,Intercept,1,-4.8197,1.4141,-9.4464,-2.8304,11.62,0.0007
72,x1,1,4.4121,1.4166,2.3601,9.0371,9.70,0.0018
72,x2,1,0.6498,0.7082,-0.6388,2.2533,0.84,0.3589
72,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
73,Intercept,1,-3.2150,0.7104,-4.8942,-2.0329,20.48,<.0001
73,x1,1,3.3033,0.6086,2.1967,4.6522,29.46,<.0001
73,x2,1,1.0178,0.6915,-0.1953,2.6250,2.17,0.1411
73,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
74,Intercept,1,-2.2767,0.4712,-3.3617,-1.4743,23.34,<.0001
74,x1,1,1.2550,1.4067,-3.1955,3.3929,0.80,0.3723
74,x2,1,-0.8480,1.4067,-5.2985,1.2899,0.36,0.5466
74,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
75,Intercept,1,-3.6344,0.8449,-5.7857,-2.2922,18.50,<.0001
75,x1,1,3.1210,0.9120,1.5255,5.3262,11.71,0.0006
75,x2,1,0.3327,0.7636,-1.0948,2.0131,0.19,0.6631
75,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
76,Intercept,1,-3.0178,0.8165,-5.1837,-1.7519,13.66,0.0002
76,x1,1,3.4883,1.4771,1.3119,8.3656,5.58,0.0182
76,x2,1,-0.6406,1.6330,-5.6237,2.2903,0.15,0.6948
76,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
77,Intercept,1,-2.4181,0.4972,-3.5522,-1.5662,23.65,<.0001
77,x1,1,2.0052,0.6260,0.7538,3.2607,10.26,0.0014
77,x2,1,0.3414,0.6369,-0.8976,1.6562,0.29,0.5919
77,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
78,Intercept,1,-3.7225,0.8599,-5.9103,-2.3478,18.74,<.0001
78,x1,1,3.7502,0.8496,2.3568,5.9110,19.48,<.0001
78,x2,1,0.6286,0.5864,-0.4159,1.9468,1.15,0.2838
78,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
79,Intercept,1,-2.7171,0.6325,-4.2747,-1.6886,18.46,<.0001
79,x1,1,3.6950,1.4676,1.5604,8.5657,6.34,0.0118
79,x2,1,-0.7963,1.5492,-5.7230,1.7125,0.26,0.6073
79,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
80,Intercept,1,-3.4331,0.8382,-5.5742,-2.1034,16.77,<.0001
80,x1,1,2.5168,0.7698,1.0792,4.2076,10.69,0.0011
80,x2,1,0.9740,0.9207,-0.6413,3.1904,1.12,0.2901
80,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
81,Intercept,1,-3.2076,0.8165,-5.3734,-1.9417,15.43,<.0001
81,x1,1,2.6587,0.9759,0.8541,4.9923,7.42,0.0064
81,x2,1,1.9106,0.9211,0.3006,4.1878,4.30,0.0381
81,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
82,Intercept,1,-3.5175,0.8606,-5.6820,-2.1447,16.71,<.0001
82,x1,1,2.8882,0.9346,1.1599,5.0927,9.55,0.0020
82,x2,1,-0.0667,0.8563,-1.8464,1.7056,0.01,0.9379
82,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
83,Intercept,1,-2.5496,0.5143,-3.7274,-1.6726,24.58,<.0001
83,x1,1,2.3801,0.7146,0.8944,3.7907,11.09,0.0009
83,x2,1,0.1650,0.7146,-1.3207,1.5756,0.05,0.8174
83,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
84,Intercept,1,-3.6100,0.8226,-5.7064,-2.3059,19.26,<.0001
84,x1,1,2.0864,0.9871,-0.1670,4.0005,4.47,0.0345
84,x2,1,1.4517,0.9871,-0.4623,3.7051,2.16,0.1414
84,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
85,Intercept,1,-3.3135,0.8099,-5.4515,-2.0530,16.74,<.0001
85,x1,1,0.4179,0.8058,-1.3406,1.9713,0.27,0.6040
85,x2,1,1.9036,0.9464,0.2070,4.1883,4.05,0.0443
85,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
86,Intercept,1,-4.7750,1.3970,-8.9677,-2.8031,11.68,0.0006
86,x1,1,3.3080,1.4522,1.0329,7.3431,5.19,0.0227
86,x2,1,0.9622,1.4522,-1.3130,4.9973,0.44,0.5076
86,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
87,Intercept,1,-3.3058,0.8187,-5.4100,-2.0114,16.30,<.0001
87,x1,1,1.9309,0.8910,0.0913,3.7612,4.70,0.0302
87,x2,1,0.8828,0.9761,-0.9309,3.1500,0.82,0.3658
87,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
88,Intercept,1,-2.8405,0.6305,-4.3714,-1.8077,20.30,<.0001
88,x1,1,2.9166,1.1722,0.6619,5.1713,6.19,0.0128
88,x2,1,-0.8204,1.1722,-3.0751,1.4343,0.49,0.4840
88,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
89,Intercept,1,-2.9975,0.6778,-4.6120,-1.8759,19.56,<.0001
89,x1,1,1.6126,0.7387,0.1032,3.1185,4.77,0.0290
89,x2,1,0.8527,0.7710,-0.6186,2.5446,1.22,0.2688
89,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
90,Intercept,1,-2.7050,0.6189,-4.2108,-1.6905,19.10,<.0001
90,x1,1,0.8156,1.4661,-3.7115,3.1383,0.31,0.5780
90,x2,1,0.0855,0.9837,-2.1033,2.0228,0.01,0.9307
90,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
91,Intercept,1,-4.5928,1.3880,-9.2160,-2.6783,10.95,0.0009
91,x1,1,4.7207,1.4544,2.5360,9.3912,10.54,0.0012
91,x2,1,-0.1159,0.7678,-1.5910,1.5506,0.02,0.8800
91,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
92,Intercept,1,-3.4802,0.8347,-5.6048,-2.1551,17.39,<.0001
92,x1,1,1.9297,0.8704,0.1236,3.7231,4.92,0.0266
92,x2,1,1.3660,0.9514,-0.3958,3.5962,2.06,0.1510
92,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
93,Intercept,1,-4.8762,1.4282,-9.4266,-2.8259,11.66,0.0006
93,x1,1,2.3465,0.8532,0.5795,4.1214,7.56,0.0060
93,x2,1,2.4747,1.4226,0.3229,7.0122,3.03,0.0819
93,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
94,Intercept,1,-3.0487,0.6911,-4.7113,-1.9159,19.46,<.0001
94,x1,1,2.5188,0.8762,0.7100,4.3276,8.26,0.0040
94,x2,1,0.3820,0.8762,-1.4268,2.1908,0.19,0.6628
94,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
95,Intercept,1,-4.7418,1.4519,-9.0622,-2.6913,10.67,0.0011
95,x1,1,3.8524,1.4201,1.5507,7.8862,7.36,0.0067
95,x2,1,0.6582,1.4201,-1.6436,4.6921,0.21,0.6430
95,Scale,0,1.0000,0.0000,1.0000,1.0000,_,_
