isim,Parameter,DF,Estimate,StdErr,LowerLRCL,UpperLRCL,ChiSq,ProbChiSq
9,Intercept,1,-2.5993,0.3089,-3.2664,-2.0456,70.80,<.0001
9,x1,1,1.5869,0.4819,0.6244,2.5269,10.84,0.0010
9,x2,1,0.0176,0.4778,-0.9329,0.9527,0.00,0.9706
9,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
10,Intercept,1,-2.3926,0.2876,-3.0078,-1.8731,69.23,<.0001
10,x1,1,1.8717,0.4105,1.0393,2.6649,20.79,<.0001
10,x2,1,0.0734,0.4001,-0.7193,0.8640,0.03,0.8544
10,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
11,Intercept,1,-2.8752,0.3693,-3.6925,-2.2258,60.62,<.0001
11,x1,1,1.1807,0.5704,0.0044,2.2776,4.29,0.0384
11,x2,1,0.3131,0.5421,-0.7650,1.3895,0.33,0.5636
11,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
12,Intercept,1,-3.1805,0.4256,-4.1479,-2.4474,55.85,<.0001
12,x1,1,0.2050,0.6120,-1.1620,1.3128,0.11,0.7376
12,x2,1,1.4159,0.5249,0.4232,2.5254,7.28,0.0070
12,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
13,Intercept,1,-2.4939,0.3264,-3.2070,-1.9137,58.37,<.0001
13,x1,1,0.1536,0.5241,-1.0071,1.0966,0.09,0.7695
13,x2,1,0.8352,0.4145,0.0372,1.6835,4.06,0.0439
13,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
14,Intercept,1,-2.0742,0.2481,-2.6020,-1.6233,69.88,<.0001
14,x1,1,0.4039,0.4904,-0.6570,1.3011,0.68,0.4101
14,x2,1,0.3623,0.3806,-0.4016,1.1041,0.91,0.3411
14,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
15,Intercept,1,-2.7536,0.3669,-3.5665,-2.1088,56.32,<.0001
15,x1,1,0.4792,0.5953,-0.8620,1.5430,0.65,0.4208
15,x2,1,0.7801,0.4716,-0.1312,1.7486,2.74,0.0981
15,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
16,Intercept,1,-3.9795,0.6308,-5.5216,-2.9471,39.81,<.0001
16,x1,1,0.9630,0.6504,-0.4485,2.1853,2.19,0.1387
16,x2,1,1.6343,0.7237,0.3308,3.2911,5.10,0.0239
16,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
17,Intercept,1,-2.6848,0.3650,-3.4952,-2.0443,54.10,<.0001
17,x1,1,0.0843,0.6154,-1.2859,1.2002,0.02,0.8910
17,x2,1,0.5447,0.4926,-0.4189,1.5452,1.22,0.2689
17,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
18,Intercept,1,-3.1404,0.3989,-4.0300,-2.4436,61.99,<.0001
18,x1,1,1.0259,0.6367,-0.3667,2.2033,2.60,0.1071
18,x2,1,0.5422,0.5639,-0.5876,1.6691,0.92,0.3363
18,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
19,Intercept,1,-2.2711,0.2764,-2.8635,-1.7720,67.51,<.0001
19,x1,1,0.6373,0.4108,-0.2224,1.4082,2.41,0.1208
19,x2,1,0.5108,0.3672,-0.2048,1.2478,1.94,0.1642
19,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
20,Intercept,1,-2.4521,0.3086,-3.1240,-1.9021,63.13,<.0001
20,x1,1,0.4068,0.4728,-0.5924,1.2927,0.74,0.3895
20,x2,1,0.9019,0.4117,0.1013,1.7344,4.80,0.0285
20,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
21,Intercept,1,-2.3277,0.2787,-2.9249,-1.8246,69.75,<.0001
21,x1,1,1.1632,0.4811,0.1514,2.0657,5.84,0.0156
21,x2,1,0.1786,0.4305,-0.6893,1.0159,0.17,0.6782
21,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
22,Intercept,1,-2.3478,0.2859,-2.9595,-1.8314,67.42,<.0001
22,x1,1,0.9135,0.4824,-0.1323,1.7969,3.59,0.0583
22,x2,1,0.4991,0.4087,-0.3257,1.2974,1.49,0.2220
22,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
23,Intercept,1,-2.9877,0.3666,-3.7997,-2.3435,66.43,<.0001
23,x1,1,0.3616,0.6687,-1.2298,1.5039,0.29,0.5887
23,x2,1,1.4849,0.4518,0.6227,2.4233,10.80,0.0010
23,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
24,Intercept,1,-3.1304,0.4256,-4.0982,-2.3975,54.10,<.0001
24,x1,1,0.2550,0.6951,-1.3768,1.4676,0.13,0.7138
24,x2,1,1.2950,0.5205,0.3133,2.3984,6.19,0.0128
24,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
25,Intercept,1,-2.6422,0.3456,-3.4018,-2.0309,58.45,<.0001
25,x1,1,0.7488,0.4968,-0.3201,1.6661,2.27,0.1318
25,x2,1,0.7481,0.4388,-0.0953,1.6491,2.91,0.0882
25,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
26,Intercept,1,-2.7306,0.3265,-3.4437,-2.1503,69.96,<.0001
26,x1,1,0.2723,0.5852,-1.0560,1.3082,0.22,0.6417
26,x2,1,0.9987,0.4317,0.1563,1.8724,5.35,0.0207
26,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
27,Intercept,1,-2.3907,0.2728,-2.9766,-1.8989,76.78,<.0001
27,x1,1,0.2698,0.4944,-0.7970,1.1781,0.30,0.5852
27,x2,1,0.8605,0.3877,0.0947,1.6295,4.93,0.0264
27,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
28,Intercept,1,-3.0001,0.4257,-3.9669,-2.2663,49.68,<.0001
28,x1,1,0.4058,0.6145,-0.9636,1.5209,0.44,0.5091
28,x2,1,0.9574,0.5303,-0.0497,2.0740,3.26,0.0710
28,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
29,Intercept,1,-3.2122,0.4071,-4.1197,-2.5015,62.25,<.0001
29,x1,1,1.7678,0.6295,0.4635,2.9890,7.89,0.0050
29,x2,1,-0.3004,0.6653,-1.7292,0.9517,0.20,0.6516
29,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
30,Intercept,1,-2.8282,0.3650,-3.6390,-2.1879,60.02,<.0001
30,x1,1,0.7676,0.5149,-0.3282,1.7309,2.22,0.1360
30,x2,1,1.0252,0.4698,0.1220,1.9930,4.76,0.0291
30,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
31,Intercept,1,-2.6148,0.3245,-3.3247,-2.0386,64.92,<.0001
31,x1,1,0.1052,0.6908,-1.5158,1.3063,0.02,0.8790
31,x2,1,0.6852,0.4653,-0.2428,1.6095,2.17,0.1409
31,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
32,Intercept,1,-3.1239,0.4232,-4.0848,-2.3943,54.49,<.0001
32,x1,1,-1.0689,1.4220,-5.8319,0.9230,0.56,0.4523
32,x2,1,1.4755,0.5204,0.4893,2.5749,8.04,0.0046
32,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
33,Intercept,1,-3.0653,0.4249,-4.0314,-2.3335,52.04,<.0001
33,x1,1,-1.2349,1.4334,-6.0485,0.7754,0.74,0.3889
33,x2,1,1.2829,0.5158,0.3119,2.3789,6.19,0.0129
33,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
34,Intercept,1,-3.1659,0.4261,-4.1320,-2.4303,55.21,<.0001
34,x1,1,0.1316,0.6840,-1.4795,1.3171,0.04,0.8474
34,x2,1,1.2512,0.5173,0.2756,2.3475,5.85,0.0156
34,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
35,Intercept,1,-2.6441,0.3246,-3.3543,-2.0677,66.34,<.0001
35,x1,1,1.1889,0.6497,-0.2271,2.3911,3.35,0.0673
35,x2,1,0.3015,0.5257,-0.7743,1.3172,0.33,0.5663
35,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
36,Intercept,1,-3.2781,0.4710,-4.3677,-2.4776,48.45,<.0001
36,x1,1,0.1905,0.5148,-0.9055,1.1565,0.14,0.7113
36,x2,1,1.7652,0.5521,0.7474,2.9672,10.22,0.0014
36,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
37,Intercept,1,-2.7907,0.3481,-3.5548,-2.1743,64.25,<.0001
37,x1,1,0.9263,0.4680,-0.0394,1.8217,3.92,0.0478
37,x2,1,0.9520,0.4555,0.0701,1.8793,4.37,0.0366
37,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
38,Intercept,1,-2.6312,0.3177,-3.3197,-2.0630,68.57,<.0001
38,x1,1,1.1664,0.4693,0.1982,2.0631,6.18,0.0129
38,x2,1,0.4994,0.4451,-0.3807,1.3843,1.26,0.2619
38,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
39,Intercept,1,-2.6389,0.3429,-3.3933,-2.0331,59.24,<.0001
39,x1,1,-0.2192,0.8418,-2.3914,1.1428,0.07,0.7945
39,x2,1,0.8300,0.4482,-0.0426,1.7427,3.43,0.0641
39,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
40,Intercept,1,-2.9742,0.3909,-3.8509,-2.2936,57.88,<.0001
40,x1,1,-0.0996,0.8557,-2.2914,1.3019,0.01,0.9073
40,x2,1,1.2094,0.4982,0.2512,2.2426,5.89,0.0152
40,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
41,Intercept,1,-2.9318,0.3432,-3.6876,-2.3258,72.99,<.0001
41,x1,1,1.0836,0.5741,-0.1478,2.1556,3.56,0.0591
41,x2,1,0.8659,0.4894,-0.1043,1.8430,3.13,0.0768
41,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
42,Intercept,1,-2.7067,0.3278,-3.4222,-2.1239,68.17,<.0001
42,x1,1,0.6893,0.6839,-0.9171,1.8769,1.02,0.3135
42,x2,1,0.1934,0.4871,-0.7954,1.1480,0.16,0.6914
42,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
43,Intercept,1,-2.4565,0.3107,-3.1316,-1.9019,62.52,<.0001
43,x1,1,0.4576,0.5010,-0.6180,1.3838,0.83,0.3611
43,x2,1,0.5316,0.4239,-0.2993,1.3825,1.57,0.2098
43,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
44,Intercept,1,-2.2518,0.2788,-2.8486,-1.7480,65.23,<.0001
44,x1,1,1.2335,0.4190,0.3422,2.0087,8.67,0.0032
44,x2,1,0.5640,0.3593,-0.1346,1.2875,2.46,0.1164
44,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
45,Intercept,1,-2.8042,0.3660,-3.6162,-2.1614,58.69,<.0001
45,x1,1,0.6578,0.5234,-0.4499,1.6424,1.58,0.2088
45,x2,1,0.9242,0.4822,-0.0097,1.9103,3.67,0.0553
45,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
46,Intercept,1,-2.7957,0.3656,-3.6063,-2.1536,58.48,<.0001
46,x1,1,0.3893,0.6834,-1.2209,1.5723,0.32,0.5689
46,x2,1,0.7806,0.4786,-0.1501,1.7591,2.66,0.1029
46,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
47,Intercept,1,-2.3027,0.2837,-2.9141,-1.7927,65.86,<.0001
47,x1,1,0.5453,0.6165,-0.8261,1.6594,0.78,0.3764
47,x2,1,0.1813,0.4658,-0.7720,1.0774,0.15,0.6971
47,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
48,Intercept,1,-2.6147,0.3240,-3.3244,-2.0402,65.13,<.0001
48,x1,1,-0.8182,0.6701,-2.4193,0.3208,1.49,0.2221
48,x2,1,1.5220,0.4027,0.7538,2.3530,14.28,0.0002
48,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
49,Intercept,1,-2.7276,0.3250,-3.4383,-2.1506,70.45,<.0001
49,x1,1,1.0134,0.6007,-0.2555,2.1490,2.85,0.0916
49,x2,1,0.4372,0.5186,-0.6160,1.4436,0.71,0.3992
49,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
50,Intercept,1,-2.5960,0.3243,-3.3055,-2.0204,64.09,<.0001
50,x1,1,0.5344,0.7135,-1.1147,1.7977,0.56,0.4539
50,x2,1,0.1771,0.5056,-0.8534,1.1614,0.12,0.7261
50,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
51,Intercept,1,-2.6292,0.3440,-3.3862,-2.0213,58.41,<.0001
51,x1,1,0.4346,0.5461,-0.7572,1.4345,0.63,0.4262
51,x2,1,0.7373,0.4558,-0.1491,1.6640,2.62,0.1058
51,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
52,Intercept,1,-3.1960,0.4259,-4.1636,-2.4619,56.31,<.0001
52,x1,1,0.6245,0.5283,-0.4901,1.6242,1.40,0.2372
52,x2,1,1.4867,0.5283,0.4869,2.6012,7.92,0.0049
52,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
53,Intercept,1,-2.7715,0.3652,-3.5820,-2.1305,57.58,<.0001
53,x1,1,0.6120,0.6231,-0.7679,1.7484,0.96,0.3260
53,x2,1,0.5566,0.5058,-0.4406,1.5763,1.21,0.2712
53,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
54,Intercept,1,-3.1790,0.4282,-4.1494,-2.4394,55.13,<.0001
54,x1,1,1.3106,0.4532,0.4025,2.2020,8.37,0.0038
54,x2,1,1.1265,0.5194,0.1540,2.2289,4.70,0.0301
54,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
55,Intercept,1,-2.1369,0.2544,-2.6798,-1.6759,70.56,<.0001
55,x1,1,0.8990,0.6966,-0.7287,2.1125,1.67,0.1969
55,x2,1,-0.1891,0.4594,-1.1478,0.6777,0.17,0.6806
55,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
56,Intercept,1,-3.3575,0.4705,-4.4449,-2.5571,50.93,<.0001
56,x1,1,0.7980,0.5693,-0.4264,1.8622,1.97,0.1610
56,x2,1,1.5436,0.5693,0.4794,2.7680,7.35,0.0067
56,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
57,Intercept,1,-2.9297,0.3645,-3.7381,-2.2898,64.60,<.0001
57,x1,1,0.4246,0.8921,-1.7905,1.9427,0.23,0.6341
57,x2,1,0.2626,0.6040,-1.0058,1.4193,0.19,0.6637
57,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
58,Intercept,1,-2.4216,0.2957,-3.0616,-1.8920,67.06,<.0001
58,x1,1,0.6993,0.5735,-0.5318,1.7652,1.49,0.2227
58,x2,1,0.4093,0.4707,-0.5452,1.3222,0.76,0.3845
58,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
59,Intercept,1,-3.0045,0.3738,-3.8297,-2.3460,64.61,<.0001
59,x1,1,1.0240,0.4941,-0.0045,1.9657,4.29,0.0382
59,x2,1,1.2164,0.4794,0.2885,2.1975,6.44,0.0112
59,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
60,Intercept,1,-2.7544,0.3433,-3.5025,-2.1439,64.37,<.0001
60,x1,1,1.5416,0.5085,0.5118,2.5304,9.19,0.0024
60,x2,1,-0.1062,0.5020,-1.1109,0.8808,0.04,0.8325
60,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
61,Intercept,1,-2.6418,0.3646,-3.4524,-2.0031,52.51,<.0001
61,x1,1,-0.2801,0.8700,-2.4980,1.1597,0.10,0.7475
61,x2,1,0.7414,0.4847,-0.2049,1.7299,2.34,0.1261
61,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
62,Intercept,1,-2.7452,0.3365,-3.4784,-2.1463,66.54,<.0001
62,x1,1,1.7271,0.4929,0.7382,2.6899,12.28,0.0005
62,x2,1,0.0472,0.4878,-0.9170,1.0138,0.01,0.9229
62,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
63,Intercept,1,-2.6848,0.3142,-3.3664,-2.1234,73.03,<.0001
63,x1,1,1.7274,0.4839,0.7358,2.6565,12.74,0.0004
63,x2,1,0.4021,0.4588,-0.5077,1.3096,0.77,0.3808
63,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
64,Intercept,1,-3.3615,0.4302,-4.3335,-2.6173,61.06,<.0001
64,x1,1,1.3370,0.6562,-0.0829,2.5652,4.15,0.0416
64,x2,1,0.7461,0.5975,-0.4385,1.9556,1.56,0.2118
64,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
65,Intercept,1,-2.0885,0.2548,-2.6323,-1.6268,67.20,<.0001
65,x1,1,0.3089,0.4442,-0.6483,1.1217,0.48,0.4868
65,x2,1,0.7122,0.3422,0.0450,1.3976,4.33,0.0374
65,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
66,Intercept,1,-2.8729,0.3677,-3.6876,-2.2266,61.05,<.0001
66,x1,1,0.8752,0.4896,-0.1478,1.8039,3.19,0.0739
66,x2,1,0.7397,0.4722,-0.1681,1.7111,2.45,0.1172
66,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
67,Intercept,1,-2.9598,0.3734,-3.7846,-2.3020,62.82,<.0001
67,x1,1,1.0851,0.4624,0.1472,1.9841,5.51,0.0190
67,x2,1,0.8212,0.4738,-0.0885,1.7956,3.00,0.0831
67,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
68,Intercept,1,-3.5266,0.4726,-4.6142,-2.7199,55.69,<.0001
68,x1,1,1.6574,0.6110,0.4260,2.8669,7.36,0.0067
68,x2,1,1.0193,0.6355,-0.2108,2.3346,2.57,0.1087
68,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
69,Intercept,1,-2.8582,0.3645,-3.6688,-2.2195,61.47,<.0001
69,x1,1,0.1242,0.9082,-2.1332,1.6882,0.02,0.8912
69,x2,1,0.4551,0.5553,-0.6832,1.5436,0.67,0.4125
69,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
70,Intercept,1,-2.6745,0.3315,-3.3971,-2.0847,65.09,<.0001
70,x1,1,0.8580,0.6020,-0.4889,1.9421,2.03,0.1541
70,x2,1,0.4561,0.4897,-0.5377,1.4152,0.87,0.3516
70,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
71,Intercept,1,-2.8981,0.3663,-3.7106,-2.2548,62.59,<.0001
71,x1,1,0.4573,0.5047,-0.6234,1.3946,0.82,0.3649
71,x2,1,1.2305,0.4608,0.3501,2.1845,7.13,0.0076
71,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
72,Intercept,1,-2.5252,0.2997,-3.1697,-1.9862,70.99,<.0001
72,x1,1,1.9169,0.4667,0.9683,2.8191,16.87,<.0001
72,x2,1,-0.3975,0.4782,-1.3809,0.5177,0.69,0.4058
72,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
73,Intercept,1,-3.3262,0.4705,-4.4144,-2.5262,49.97,<.0001
73,x1,1,-0.0025,0.6034,-1.3591,1.0816,0.00,0.9966
73,x2,1,1.7151,0.5498,0.7032,2.9133,9.73,0.0018
73,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
74,Intercept,1,-2.7520,0.3442,-3.5089,-2.1436,63.93,<.0001
74,x1,1,0.2068,0.6898,-1.4096,1.4082,0.09,0.7643
74,x2,1,0.6809,0.4874,-0.2914,1.6524,1.95,0.1624
74,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
75,Intercept,1,-2.7065,0.3216,-3.4001,-2.1299,70.83,<.0001
75,x1,1,1.6262,0.4521,0.7049,2.5019,12.94,0.0003
75,x2,1,0.1721,0.4458,-0.7247,1.0463,0.15,0.6995
75,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
76,Intercept,1,-2.0950,0.2691,-2.6672,-1.6064,60.62,<.0001
76,x1,1,1.1488,0.4015,0.3196,1.9122,8.19,0.0042
76,x2,1,0.0290,0.3777,-0.7249,0.7705,0.01,0.9388
76,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
77,Intercept,1,-2.6472,0.3242,-3.3572,-2.0722,66.68,<.0001
77,x1,1,1.0002,0.5401,-0.1317,2.0291,3.43,0.0640
77,x2,1,0.7691,0.4706,-0.1688,1.7026,2.67,0.1022
77,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
78,Intercept,1,-2.3107,0.2659,-2.8791,-1.8296,75.52,<.0001
78,x1,1,1.3040,0.4287,0.4301,2.1267,9.25,0.0024
78,x2,1,0.3900,0.3986,-0.4013,1.1729,0.96,0.3279
78,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
79,Intercept,1,-2.9445,0.3933,-3.8254,-2.2591,56.06,<.0001
79,x1,1,0.9291,0.4897,-0.0939,1.8588,3.60,0.0578
79,x2,1,1.0259,0.4897,0.0962,2.0489,4.39,0.0362
79,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
80,Intercept,1,-2.6040,0.3091,-3.2707,-2.0496,70.98,<.0001
80,x1,1,1.0398,0.5372,-0.1350,2.0221,3.75,0.0529
80,x2,1,0.0699,0.4671,-0.8898,0.9721,0.02,0.8811
80,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
81,Intercept,1,-2.9170,0.3728,-3.7402,-2.2603,61.21,<.0001
81,x1,1,0.9713,0.5375,-0.2051,1.9536,3.27,0.0707
81,x2,1,0.9497,0.4673,0.0474,1.9107,4.13,0.0421
81,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
82,Intercept,1,-2.5589,0.3243,-3.2693,-1.9837,62.25,<.0001
82,x1,1,0.8514,0.4323,-0.0410,1.6772,3.88,0.0489
82,x2,1,0.8473,0.4186,0.0411,1.7030,4.10,0.0430
82,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
83,Intercept,1,-2.6470,0.3141,-3.3283,-2.0857,71.04,<.0001
83,x1,1,1.2019,0.4556,0.2726,2.0794,6.96,0.0083
83,x2,1,0.6404,0.4390,-0.2216,1.5170,2.13,0.1446
83,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
84,Intercept,1,-2.6197,0.3255,-3.3314,-2.0417,64.78,<.0001
84,x1,1,1.3235,0.5059,0.2755,2.2901,6.84,0.0089
84,x2,1,0.4662,0.4652,-0.4527,1.3934,1.00,0.3163
84,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
85,Intercept,1,-3.0070,0.3931,-3.8864,-2.3214,58.51,<.0001
85,x1,1,0.9768,0.6957,-0.6463,2.1968,1.97,0.1603
85,x2,1,0.7276,0.5222,-0.2944,1.7945,1.94,0.1635
85,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
86,Intercept,1,-2.9237,0.3910,-3.8002,-2.2429,55.92,<.0001
86,x1,1,-0.0430,0.8583,-2.2356,1.3681,0.00,0.9600
86,x2,1,0.9954,0.5080,0.0108,2.0424,3.84,0.0501
86,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
87,Intercept,1,-2.8601,0.3758,-3.6888,-2.1974,57.91,<.0001
87,x1,1,0.8064,0.4985,-0.2624,1.7322,2.62,0.1058
87,x2,1,0.8241,0.4597,-0.0582,1.7740,3.21,0.0730
87,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
88,Intercept,1,-2.3429,0.2796,-2.9416,-1.8381,70.23,<.0001
88,x1,1,0.5412,0.4930,-0.5215,1.4481,1.20,0.2723
88,x2,1,0.5191,0.4174,-0.3225,1.3333,1.55,0.2136
88,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
89,Intercept,1,-2.0908,0.2547,-2.6342,-1.6292,67.39,<.0001
89,x1,1,-0.1354,0.6731,-1.7345,1.0147,0.04,0.8406
89,x2,1,0.2223,0.4032,-0.5971,1.0021,0.30,0.5814
89,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
90,Intercept,1,-2.3470,0.2890,-2.9685,-1.8269,65.96,<.0001
90,x1,1,1.1171,0.4566,0.1849,1.9939,5.99,0.0144
90,x2,1,0.1688,0.4322,-0.6909,1.0180,0.15,0.6962
90,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
91,Intercept,1,-2.9327,0.3919,-3.8107,-2.2499,56.00,<.0001
91,x1,1,0.0817,0.6896,-1.5372,1.2815,0.01,0.9057
91,x2,1,1.0011,0.5016,0.0352,2.0394,3.98,0.0459
91,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
92,Intercept,1,-3.0358,0.3913,-3.9137,-2.3548,60.18,<.0001
92,x1,1,-0.1439,0.7173,-1.7994,1.1332,0.04,0.8410
92,x2,1,1.1390,0.5368,0.0810,2.2283,4.50,0.0338
92,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
93,Intercept,1,-3.0851,0.3930,-3.9655,-2.4002,61.62,<.0001
93,x1,1,0.7904,0.5164,-0.3069,1.7581,2.34,0.1259
93,x2,1,1.4128,0.4920,0.4760,2.4389,8.24,0.0041
93,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
94,Intercept,1,-2.2845,0.2723,-2.8695,-1.7939,70.40,<.0001
94,x1,1,0.4728,0.6093,-0.8905,1.5689,0.60,0.4378
94,x2,1,0.3521,0.4312,-0.5226,1.1877,0.67,0.4142
94,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
95,Intercept,1,-2.6505,0.3444,-3.4085,-2.0418,59.21,<.0001
95,x1,1,0.5993,0.4318,-0.2924,1.4228,1.93,0.1652
95,x2,1,0.9504,0.4318,0.1269,1.8422,4.84,0.0277
