isim,Parameter,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq
48,x1,1,-24.0953,240854.0,-472089,472041.1,0.00,0.9999
48,x2,1,0.1348,0.7303,-1.2965,1.5662,0.03,0.8535
48,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
49,Intercept,1,-2.7717,0.7071,-4.1576,-1.3857,15.36,<.0001
49,x1,1,-23.4005,162801.2,-319108,319061.1,0.00,0.9999
49,x2,1,1.5597,0.8367,-0.0801,3.1995,3.48,0.0623
49,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
50,Intercept,1,-3.0335,0.7071,-4.4194,-1.6476,18.40,<.0001
50,x1,1,-24.4442,284420.9,-557479,557430.2,0.00,0.9999
50,x2,1,0.8667,1.2247,-1.5337,3.2672,0.50,0.4791
50,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
51,Intercept,1,-3.3721,1.0036,-5.3391,-1.4052,11.29,0.0008
51,x1,1,0.0939,1.1019,-2.0657,2.2535,0.01,0.9321
51,x2,1,1.5554,1.1019,-0.6042,3.7150,1.99,0.1581
51,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
52,Intercept,1,-2.0953,0.5000,-3.0752,-1.1153,17.56,<.0001
52,x1,1,-24.5796,167254.5,-327837,327788.2,0.00,0.9999
52,x2,1,0.5239,0.7638,-0.9731,2.0208,0.47,0.4928
52,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
53,Intercept,1,-3.5723,1.0000,-5.5323,-1.6124,12.76,0.0004
53,x1,1,-24.2864,240806.0,-471995,471946.7,0.00,0.9999
53,x2,1,1.7218,1.1547,-0.5414,3.9850,2.22,0.1359
53,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
54,Intercept,1,-3.3989,1.0000,-5.3588,-1.4389,11.55,0.0007
54,x1,1,-24.6187,251897.7,-493735,493685.7,0.00,0.9999
54,x2,1,1.8460,1.1180,-0.3453,4.0373,2.73,0.0987
54,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
55,Intercept,1,-2.4021,0.5774,-3.5337,-1.2705,17.31,<.0001
55,x1,1,-25.2089,211768.4,-415084,415033.2,0.00,0.9999
55,x2,1,1.2493,0.6901,-0.1032,2.6018,3.28,0.0702
55,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
56,Intercept,1,-2.1759,0.5000,-3.1559,-1.1959,18.94,<.0001
56,x1,1,-24.3412,257154.2,-504037,503988.6,0.00,0.9999
56,x2,1,-0.3177,0.8660,-2.0151,1.3796,0.13,0.7137
56,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
57,Intercept,1,-3.3471,1.0000,-5.3071,-1.3871,11.20,0.0008
57,x1,1,-24.8844,232237.0,-455201,455151.3,0.00,0.9999
57,x2,1,1.8181,1.1547,-0.4450,4.0813,2.48,0.1154
57,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
58,Intercept,1,-2.9413,0.7071,-4.3272,-1.5554,17.30,<.0001
58,x1,1,-23.2208,221673.4,-434495,434448.7,0.00,0.9999
58,x2,1,0.0711,1.2247,-2.3293,2.4716,0.00,0.9537
58,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
59,Intercept,1,-2.1983,0.4472,-3.0749,-1.3218,24.16,<.0001
59,x1,1,-24.4241,150962.4,-295905,295856.5,0.00,0.9999
59,x2,1,1.2767,0.6055,0.0899,2.4635,4.45,0.0350
59,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
60,Intercept,1,-1.4681,0.3162,-2.0879,-0.8483,21.55,<.0001
60,x1,1,-24.8277,317499.3,-622312,622262.3,0.00,0.9999
60,x2,1,-25.3974,209756.2,-411140,411089.1,0.00,0.9999
60,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
61,Intercept,1,-3.6079,1.0000,-5.5679,-1.6480,13.02,0.0003
61,x1,1,-24.7631,244133.9,-478518,478469.0,0.00,0.9999
61,x2,1,2.2327,1.0954,0.0857,4.3797,4.15,0.0415
61,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
62,Intercept,1,-3.5447,1.0000,-5.5047,-1.5848,12.57,0.0004
62,x1,1,-25.3235,200653.3,-393299,393248.0,0.00,0.9999
62,x2,1,2.5709,1.0954,0.4239,4.7179,5.51,0.0189
62,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
63,Intercept,1,-2.6088,0.5774,-3.7404,-1.4773,20.42,<.0001
63,x1,1,-24.5975,206446.8,-404653,404603.7,0.00,0.9999
63,x2,1,0.5566,0.9129,-1.2325,2.3458,0.37,0.5420
63,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
64,Intercept,1,-2.4069,0.5774,-3.5385,-1.2754,17.38,<.0001
64,x1,1,-24.9899,242271.8,-474869,474819.1,0.00,0.9999
64,x2,1,0.6560,0.8165,-0.9443,2.2563,0.65,0.4217
64,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
65,Intercept,1,-3.0954,0.7071,-4.4813,-1.7094,19.16,<.0001
65,x1,1,-23.7614,245955.4,-482087,482039.9,0.00,0.9999
65,x2,1,0.4678,1.2247,-1.9327,2.8682,0.15,0.7025
65,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
66,Intercept,1,-2.1155,0.4472,-2.9921,-1.2390,22.38,<.0001
66,x1,1,-23.2874,168114.0,-329521,329474.1,0.00,0.9999
66,x2,1,-0.5156,1.0954,-2.6627,1.6314,0.22,0.6378
66,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
67,Intercept,1,-2.9240,0.7071,-4.3099,-1.5381,17.10,<.0001
67,x1,1,-25.4748,265669.9,-520729,520677.9,0.00,0.9999
67,x2,1,1.3921,0.9129,-0.3971,3.1813,2.33,0.1273
67,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
68,Intercept,1,-2.2165,0.5000,-3.1965,-1.2365,19.65,<.0001
68,x1,1,-24.0233,144857.4,-283939,283891.3,0.00,0.9999
68,x2,1,1.3096,0.6009,0.1318,2.4874,4.75,0.0293
68,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
69,Intercept,1,-28.4860,0.4082,-29.2861,-27.6858,4868.70,<.0001
69,x1,1,-25.9819,636739.7,-1248013,1247961,0.00,1.0000
69,x2,0,27.2389,0.0000,27.2389,27.2389,,
69,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
70,Intercept,1,-2.2851,0.5774,-3.4167,-1.1535,15.67,<.0001
70,x1,1,-25.2035,194303.9,-380854,380803.4,0.00,0.9999
70,x2,1,1.2704,0.6901,-0.0821,2.6229,3.39,0.0656
70,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
71,Intercept,1,-1.5665,0.3780,-2.3073,-0.8257,17.18,<.0001
71,x1,1,-25.0711,510691.8,-1000963,1000912,0.00,1.0000
71,x2,1,-26.4273,295407.4,-579014,578961.4,0.00,0.9999
71,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
72,Intercept,1,-2.2479,0.5000,-3.2278,-1.2679,20.21,<.0001
72,x1,1,-25.5297,183207.2,-359105,359053.9,0.00,0.9999
72,x2,1,1.1011,0.6708,-0.2137,2.4159,2.69,0.1007
72,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
73,Intercept,1,-1.9632,0.4472,-2.8397,-1.0867,19.27,<.0001
73,x1,1,-24.1721,186823.4,-366191,366142.9,0.00,0.9999
73,x2,1,0.5537,0.6325,-0.6859,1.7933,0.77,0.3813
73,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
74,Intercept,1,-2.0380,0.5000,-3.0180,-1.0580,16.61,<.0001
74,x1,1,-24.2859,218319.0,-427922,427873.1,0.00,0.9999
74,x2,1,-0.7415,1.1180,-2.9328,1.4498,0.44,0.5072
74,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
75,Intercept,1,-2.4389,0.5774,-3.5704,-1.3073,17.84,<.0001
75,x1,1,-25.3287,193529.9,-379337,379286.4,0.00,0.9999
75,x2,1,1.2770,0.7303,-0.1544,2.7083,3.06,0.0804
75,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
76,Intercept,1,-2.8507,0.7071,-4.2366,-1.4648,16.25,<.0001
76,x1,1,-24.8116,237446.8,-465412,465362.3,0.00,0.9999
76,x2,1,1.3759,0.8660,-0.3214,3.0733,2.52,0.1121
76,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
77,Intercept,1,-1.7289,0.3780,-2.4697,-0.9881,20.92,<.0001
77,x1,1,-24.7452,208666.4,-409003,408953.8,0.00,0.9999
77,x2,1,0.0854,0.6901,-1.2672,1.4379,0.02,0.9016
77,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
78,Intercept,1,-2.0580,0.5000,-3.0379,-1.0780,16.94,<.0001
78,x1,1,-24.8384,174849.2,-342723,342673.4,0.00,0.9999
78,x2,1,0.4219,0.7071,-0.9640,1.8078,0.36,0.5508
78,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
79,Intercept,1,-1.9527,0.4472,-2.8293,-1.0762,19.07,<.0001
79,x1,1,-24.1513,247151.7,-484433,484384.3,0.00,0.9999
79,x2,1,-0.7836,1.0954,-2.9306,1.3635,0.51,0.4744
79,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
80,Intercept,1,-3.4757,1.0000,-5.4357,-1.5157,12.08,0.0005
80,x1,1,-25.8890,227136.9,-445206,445154.3,0.00,0.9999
80,x2,1,2.4623,1.1180,0.2710,4.6536,4.85,0.0276
80,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
81,Intercept,1,-2.1564,0.5000,-3.1364,-1.1764,18.60,<.0001
81,x1,1,-23.8467,223992.6,-439041,438993.5,0.00,0.9999
81,x2,1,0.6468,0.7071,-0.7391,2.0327,0.84,0.3604
81,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
82,Intercept,1,-2.3476,0.5774,-3.4791,-1.2160,16.53,<.0001
82,x1,1,-25.8849,178698.6,-350269,350216.9,0.00,0.9999
82,x2,1,1.4550,0.6770,0.1281,2.7820,4.62,0.0316
82,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
83,Intercept,1,-27.9487,0.3162,-28.5685,-27.3289,7811.32,<.0001
83,x1,1,-26.2562,439720.3,-861862,861809.7,0.00,1.0000
83,x2,0,27.3543,0.0000,27.3543,27.3543,,
83,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
84,Intercept,1,-2.3514,0.5774,-3.4830,-1.2198,16.59,<.0001
84,x1,1,-23.3512,187674.7,-367859,367812.3,0.00,0.9999
84,x2,1,-0.0931,0.9129,-1.8823,1.6961,0.01,0.9187
84,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
85,Intercept,1,-3.4102,1.0053,-5.3805,-1.4399,11.51,0.0007
85,x1,1,-0.1799,1.0997,-2.3353,1.9754,0.03,0.8700
85,x2,1,1.6968,1.0997,-0.4585,3.8522,2.38,0.1228
85,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
86,Intercept,1,-2.5523,0.5774,-3.6839,-1.4207,19.54,<.0001
86,x1,1,-23.8481,191686.4,-375722,375674.6,0.00,0.9999
86,x2,1,1.4372,0.6901,0.0847,2.7897,4.34,0.0373
86,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
87,Intercept,1,-2.1858,0.5000,-3.1658,-1.2058,19.11,<.0001
87,x1,1,-22.9097,168302.1,-329889,329843.1,0.00,0.9999
87,x2,1,-0.6810,1.1180,-2.8723,1.5103,0.37,0.5425
87,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
88,Intercept,1,-3.5151,1.0000,-5.4751,-1.5552,12.36,0.0004
88,x1,1,-24.9104,188484.3,-369447,369397.4,0.00,0.9999
88,x2,1,2.8722,1.0488,0.8166,4.9278,7.50,0.0062
88,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
89,Intercept,1,-2.7009,0.5774,-3.8325,-1.5693,21.88,<.0001
89,x1,1,-24.5052,215342.6,-422088,422039.3,0.00,0.9999
89,x2,1,0.3140,1.1547,-1.9492,2.5772,0.07,0.7857
89,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
90,Intercept,1,-2.4280,0.5774,-3.5596,-1.2965,17.69,<.0001
90,x1,1,-23.7196,169239.3,-331727,331679.1,0.00,0.9999
90,x2,1,0.9977,0.7303,-0.4336,2.4291,1.87,0.1719
90,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
91,Intercept,1,-3.5349,1.0000,-5.4948,-1.5749,12.50,0.0004
91,x1,1,-22.9812,239604.2,-469639,469592.7,0.00,0.9999
91,x2,1,1.2358,1.2247,-1.1647,3.6362,1.02,0.3130
91,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
92,Intercept,1,-2.1532,0.5000,-3.1332,-1.1732,18.55,<.0001
92,x1,1,-24.6764,241903.3,-474146,474097.0,0.00,0.9999
92,x2,1,-0.0101,0.8660,-1.7075,1.6873,0.00,0.9907
92,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
93,Intercept,1,-2.6617,0.5774,-3.7932,-1.5301,21.25,<.0001
93,x1,1,-23.9775,244587.5,-479407,479358.8,0.00,0.9999
93,x2,1,0.5146,0.9129,-1.2746,2.3038,0.32,0.5730
93,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
94,Intercept,1,-2.8730,0.7071,-4.2589,-1.4871,16.51,<.0001
94,x1,1,-23.8299,192119.5,-376571,376523.5,0.00,0.9999
94,x2,1,1.0115,0.9129,-0.7777,2.8007,1.23,0.2678
94,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
95,Intercept,1,-2.8795,0.7071,-4.2654,-1.4936,16.58,<.0001
95,x1,1,-24.4978,218056.1,-427407,427357.6,0.00,0.9999
95,x2,1,1.3084,0.8367,-0.3315,2.9482,2.45,0.1179
95,Skala,0,1.0000,0.0000,1.0000,1.0000,_,_
